app.cash.treehouse	compose	0.1.0		13457b612d3c0e3c3a3b31856f7e7e9224fbb4dd
org.kodein.di	kodein-di-erased-linuxarm32hfp	6.0.1		N/A
org.kodein.di	kodein-di-erased-linuxarm32hfp	6.1.0		N/A
org.kodein.di	kodein-di-erased-linuxarm32hfp	6.2.0		N/A
org.kodein.di	kodein-di-erased-linuxarm32hfp	6.2.1		N/A
org.kodein.di	kodein-di-erased-linuxarm32hfp	6.3.0		N/A
org.kodein.di	kodein-di-erased-linuxarm32hfp	6.3.1		N/A
org.kodein.di	kodein-di-erased-linuxarm32hfp	6.3.2		N/A
org.kodein.di	kodein-di-erased-linuxarm32hfp	6.3.3		N/A
org.kodein.di	kodein-di-erased-linuxarm32hfp	6.4.0		N/A
org.kodein.di	kodein-di-erased-linuxarm32hfp	6.4.1		N/A
org.kodein.di	kodein-di-erased-linuxarm32hfp	6.5.0		N/A
org.kodein.di	kodein-di-erased-linuxarm32hfp	6.5.1		N/A
org.kodein.di	kodein-di-erased-linuxarm32hfp	6.5.2		N/A
org.kodein.di	kodein-di-erased-linuxarm32hfp	6.5.3		N/A
org.kodein.di	kodein-di-erased-linuxarm32hfp	6.5.4		N/A
org.kodein.di	kodein-di-erased-linuxarm32hfp	6.5.5		N/A
org.kubinity	soap-client	0.1.0		174da3bbd394d93dbf3d82e57f80f268bed5baf2
org.minbox.framework	api-boot-maven-plugin-code-builder	2.0.6.RELEASE		62603dbc699139f66a6a09decdf0fdac071894c4
org.minbox.framework	api-boot-maven-plugin-code-builder	2.0.7.RELEASE		9042f6600b20b9ff15f4f3d9f05f58238a5d5fb6
org.minbox.framework	api-boot-maven-plugin-code-builder	2.0.8.RELEASE		55c0cb47af4f99542856ff6533a313aa63345e3f
org.minbox.framework	api-boot-maven-plugin-code-builder	2.0.9.RELEASE		198b99a752bc8e69e53bdb1721d4b1fce358edf7
org.minbox.framework	api-boot-maven-plugin-code-builder	2.1.0.RELEASE		16eace06d2fabeb42bd45a0f050b21b61f63b720
org.minbox.framework	api-boot-maven-plugin-code-builder	2.1.1.RELEASE		ed79cb300e79cfd20c000431f9d938686d1da2ab
org.minbox.framework	api-boot-maven-plugin-code-builder	2.1.2.RELEASE		d0da71d2e86951f845475b2ac6a76fd61f952af8
org.minbox.framework	api-boot-maven-plugin-code-builder	2.1.3.RELEASE		22da80fbc4a81e2f7215907b38a2b72d75b08f6f
org.minbox.framework	api-boot-maven-plugin-code-builder	2.1.4-RC1		da5e8243d971716f75ce91a1bdacc4efc3e472a9
org.minbox.framework	api-boot-maven-plugin-code-builder	2.1.4-RC2		e30f08131122e1bb4a1df5cf988fb1559ba7150c
org.minbox.framework	api-boot-maven-plugin-code-builder	2.1.4.RELEASE		60a1e766a29e349790f7287e439647d856c85b1a
org.minbox.framework	api-boot-maven-plugin-code-builder	2.1.5.RELEASE		8c8cb6123cb32bb49efd35b8c08acb0158eb6214
org.minbox.framework	api-boot-maven-plugin-code-builder	2.1.6.RELEASE		40193911e3b5f97059c6620964ddfea616c570a8
org.minbox.framework	api-boot-maven-plugin-code-builder	2.1.7.RELEASE		906ce045420a10791ab2b8cce5b1db4ffccfbbfe
org.minbox.framework	api-boot-maven-plugin-code-builder	2.2.0.RELEASE		32c4c1feba7f55802120e1b6329d8fff9eb640eb
org.minbox.framework	api-boot-maven-plugin-code-builder	2.2.1.RELEASE		f5aa42f4d8985fe00d113e96a94bc0e1157b025a
org.minbox.framework	api-boot-maven-plugin-code-builder	2.2.2.RELEASE		42ec0860fad031af6d7b6824a9f254d34f404b0b
org.minbox.framework	api-boot-maven-plugin-code-builder	2.2.3.RELEASE		07fd996edc11259a23e172014954162318f96305
org.minbox.framework	api-boot-maven-plugin-code-builder	2.2.4.RELEASE		7f2eeefef199a5a792d3ed6657d2a43db0251f8d
org.minbox.framework	api-boot-maven-plugin-code-builder	2.2.5.RELEASE		86b68aa79debdbfbcbf4013bcc39e9f9bacbc199
org.minbox.framework	api-boot-maven-plugin-code-builder	2.2.6.RELEASE		9a65888672ce8deac9a4b54fa9f61ea1d35bd8e7
org.minbox.framework	api-boot-maven-plugin-code-builder	2.2.7.RELEASE		9edca32ed66f06fe40cfec20177030639d870cd3
org.minbox.framework	api-boot-maven-plugin-code-builder	2.3.0.RELEASE		5cc7db665d3dc3fd96e66667029cb3ffd58c134f
org.minbox.framework	api-boot-maven-plugin-code-builder	2.3.1.RELEASE		aadfec18f052966359c5a9501af31abf7a352db8
org.minbox.framework	api-boot-maven-plugin-code-builder	2.3.10		db0bc858cd77a060aa81ebc0b32f8841df054209
org.minbox.framework	api-boot-maven-plugin-code-builder	2.3.11		7d21395de9c2091b667634b953d75e3f1f0db94e
org.minbox.framework	api-boot-maven-plugin-code-builder	2.3.2.RELEASE		214df50ce0b4f15ebb2592c71d13cf98a752f350
org.minbox.framework	api-boot-maven-plugin-code-builder	2.3.3.RELEASE		4d387e725059c3d0dee6731ea728ea926b9843fb
org.minbox.framework	api-boot-maven-plugin-code-builder	2.3.4		886dfc6be45f275e24c6e56fc6b99e5b25c53b09
org.minbox.framework	api-boot-maven-plugin-code-builder	2.3.5		5bc881ea674f2354681b10ed116eb2dd18b0b861
org.minbox.framework	api-boot-maven-plugin-code-builder	2.3.6		0765f403bb48f48bee6d75cee19056b837890633
org.minbox.framework	api-boot-maven-plugin-code-builder	2.3.7		41a52d61cbdbb7db162a4dfbc4375e2460a7d83f
org.minbox.framework	api-boot-maven-plugin-code-builder	2.3.8		2a77ba15455b372214f0d57602fdcb28a6ebc594
org.minbox.framework	api-boot-maven-plugin-code-builder	2.3.9		17d9176a1d4c9e922ad7268599592405e455605e
org.opendaylight.vtn	manager.neutron	0.1.0		471a407e6de2388c29e60fb0b89ba5a47d6337ad
org.opendaylight.vtn	manager.neutron	0.2.0-Helium		47185932c423e73769fb7b524643c1488ed31fb8
org.opendaylight.vtn	manager.neutron	0.2.1-Helium-SR1		2d583128fecaad8090b5e45eddc5e67c65629db6
org.opendaylight.vtn	manager.neutron	0.2.1-Helium-SR1.1		fd6210c6ddee50e9c0e0fe3debea70d4a737966e
org.opendaylight.vtn	manager.neutron	0.2.2-Helium-SR2		06623eac30358abcda362adb515a91412815955a
org.opendaylight.vtn	manager.neutron	0.2.3-Helium-SR3		bed93edebfeb1e46e85da84cfdffdd90a3b2365b
org.opendaylight.vtn	manager.neutron	0.2.4-Helium-SR4		669a49aa2e6a0575cb69b31622eb9c216064a70f
org.opendaylight.vtn	manager.neutron	0.3.0-Lithium		c1d2713b0424b9f3e155165da78e2b8b660bdc53
org.opendaylight.vtn	manager.neutron	0.3.1-Lithium-SR1		12656d37cf6acd935d9e0b8beef35eb497d45ce7
org.opendaylight.vtn	manager.neutron	0.3.2-Lithium-SR2		2ea28d500609751430c9816eb876bf5d1dbe8164
org.opendaylight.vtn	manager.neutron	0.3.3-Lithium-SR3		599db652de59d45f44d75655aa7e0930205cea36
org.opendaylight.vtn	manager.neutron	0.3.4-Lithium-SR4		a72829510a3d0b8e519f8f31d48545c62654a83f
org.opendaylight.vtn	manager.neutron	0.4.0-Beryllium		2a91458376b0862391008ee0b453abbadc31db55
org.opendaylight.vtn	manager.neutron	0.4.1-Beryllium-SR1		94fb2d9ebfa64c4dd7dbdb93d7c0bdb863aaaed4
org.opendaylight.vtn	manager.neutron	0.4.2-Beryllium-SR2		774cb2b59b746e96c1ace424fef3a8c5f3cb8d96
org.opendaylight.vtn	manager.neutron	0.4.3-Beryllium-SR3		156daef6b39bccbeb9effd1621ca634e27fabc30
org.opendaylight.vtn	manager.neutron	0.4.4-Beryllium-SR4		9f5839da6cac8923ffb80ba7626d6faa6add681b
org.opendaylight.vtn	manager.neutron	0.5.0-Boron		9f6073a7fc285f6d5c0c4addaf51150dc558840f
org.opendaylight.vtn	manager.neutron	0.5.1-Boron-SR1		a277ced634e89af3229694b4425098d35c81406b
org.opendaylight.vtn	manager.neutron	0.5.2-Boron-SR2		ccaf621d794760a9f1bc7fe8b9c0ef6dd9df1ef3
org.opendaylight.vtn	manager.neutron	0.5.3-Boron-SR3		0e56f87e7f32a94cea2093cc68f094d54313da44
org.opendaylight.vtn	manager.neutron	0.5.4-Boron-SR4		f26a933ee4a3e3b465c78fbf61e90a790fd1f88a
org.opendaylight.vtn	manager.neutron	0.6.0-Carbon		3b06727e8a1e8ca9b5e902d6e211014151d62725
org.opendaylight.vtn	manager.neutron	0.6.1-Carbon		7236cc6b1adcba882fb5616a1880eb1798d5b6a6
org.opendaylight.vtn	manager.neutron	0.6.2-Carbon		cf0a76a58c3b80a925fe387ccfc3169f730835f2
org.opendaylight.vtn	manager.neutron	0.6.3-Carbon		5ef0efbe05f083fe88035e408735c4121567a3f4
org.opendaylight.vtn	manager.neutron	0.7.0		0323391bab251b420aa4715f727caaf6bd9f1fc6
org.opendaylight.vtn	manager.neutron	0.7.1		342c6b50cc84d16876c6f1d6f50ea90c3faab5d3
org.opendaylight.vtn	manager.neutron	0.7.2		9aa5b2911c1a42686a39cb228b399af639db3295
org.opendaylight.vtn	manager.neutron	0.8.0		71badae339735c1a8b0ca60b93a89b418f8d83b9
org.operaton.bpm	operaton-engine	1.0.0-beta-1		77956a9736ec9ca12695bae14459ba39241f6c4f
org.operaton.bpm	operaton-engine	1.0.0-beta-2		94952b4aba1fb43159293095478206d763ed390b
org.operaton.bpm	operaton-engine	1.0.0-beta-3		183eb9c5605a773405ffc5584f013d7c02d77e93
org.ow2.opensuit	opensuit-quality	1.0		4f2c4d71f1d5d10022b9627d7f202fa57d97c5ee
org.phoebus	app-databrowser-timescale	4.6.7		7a444e16b15febc290f3354118c7b31becb38b7e
org.phoebus	app-databrowser-timescale	4.7.0		f79f70f25bee06a885ccbb3d109012f4de53e377
org.phoebus	app-databrowser-timescale	4.7.1		f639851dea266ecfcb45fd556dc333ea256e9226
org.phoebus	app-databrowser-timescale	4.7.2		cd3d089ae21ec3a12c25719f94ace0c09d57a351
org.phoebus	app-databrowser-timescale	4.7.3		59e28d19373d5dfb8cfad5d7a86808267cd74813
org.phoebus	app-databrowser-timescale	4.7.4		1051e4f80ac15cfb88270d1b3beeac0154dcc7f1
org.phoebus	app-databrowser-timescale	5.0.0		648c7633587db9d0cae4e9556a95f272fb232c04
org.rhq	rhq-netservices-plugin	1.2.0.Beta1		0af01298a8dcad7fdf531c64796586418aeb9f99
org.rhq	rhq-netservices-plugin	1.2.0.GA		7df679aa1edebe0896404c8ac6ef19228cd52e52
org.rhq	rhq-netservices-plugin	1.3.0.EmbJopr.1.3.0-4		2bd8ededc15418148a62b1b9e317fd75f1c19b94
org.rhq	rhq-netservices-plugin	1.3.0.GA		d7227298fca7902b870add1ea3b2a8bb30b031ce
org.rhq	rhq-netservices-plugin	1.4.0.B01		38c485365b28df0d842db63eed2acfbffd7e91d5
org.rhq	rhq-netservices-plugin	3.0.0		f1e4babac4553d417b10c302afb1332952e0b677
org.rhq	rhq-netservices-plugin	3.0.0.B06		8ebd1e354cac57d604850f0a8fa97c72a5852093
org.rhq	rhq-netservices-plugin	3.0.0.EmbJopr2		173bce4f7485f98eb17ba4bd2395aaf8a0d14709
org.rhq	rhq-netservices-plugin	3.0.0.EmbJopr3		f9100f4787981b89a7881ced2f39b90096dda756
org.rhq	rhq-netservices-plugin	3.0.0.EmbJopr5		717f8f443b019a95642b92b23a51180df7337347
org.rhq	rhq-netservices-plugin	3.0.1.GA		b36b21491445a57560f48954c21e9d8fc6862fca
org.rhq	rhq-netservices-plugin	4.0.0.B02		4d17980c2e8e58ddfae7ae13a9bd72c9a56d28bc
org.rhq	rhq-netservices-plugin	4.0.0.Beta1		c3b2ae19aee9aba75acfa6a9ef412f36a4074880
org.rhq	rhq-netservices-plugin	4.0.1		aa9cc6bad0337f58c47172f5f24d742e30dea14c
org.rhq	rhq-netservices-plugin	4.10.0		1fb3880370d11a6d4bdbd4a03c61d8733a828e36
org.rhq	rhq-netservices-plugin	4.11.0		9d6492201c750e1a26f034d14360586d8bc136c2
org.rhq	rhq-netservices-plugin	4.12.0		9611a403ba44d229eccdee0c94abeba51421c293
org.rhq	rhq-netservices-plugin	4.13.0		1c70442ab49795c082447fe36270de120ebd6b40
org.rhq	rhq-netservices-plugin	4.3.0		c4bac903de8716e5eff83a17578cb142b398e4d2
org.rhq	rhq-netservices-plugin	4.4.0		17378d7d789b1bf657a1b302b3cac1992cd1dacb
org.rhq	rhq-netservices-plugin	4.5.1		b62506020662fc724bc4473f91df2d264ef5cb22
org.rhq	rhq-netservices-plugin	4.6.0		75bf1aea998cecfe0deb0362f3c23a12e122002d
org.rhq	rhq-netservices-plugin	4.7.0		549c21ad07bbda91d39acb6bc60699d3df3475e4
org.rhq	rhq-netservices-plugin	4.8.0		03dd94fd57be49c75c708f1d3454bd96a7e523b2
org.rhq	rhq-netservices-plugin	4.9.0		4a6721749a10472e4a5bfbf7bf640d42629d46dd
org.safris.xml	bind-builder-ant	2.0		a8d79d91110a6ea32a0fa29ac4fe6233dd285629
org.scalatest	scalatestjs_sjs1.0.0-M3_2.12	3.0.6-SNAP2		2e497f6d1542c77cce2e09274eac88e0d7cb95b3
org.scalatestplus	scalatestplus-scalacheck_sjs0.6_2.13.0-RC3	1.0.0-SNAP7		798aafd759a4e522abd862be1bad078bf989ec87
org.webjars.npm	material-design-icon-fonts	3.0.1		d29d968d7840a4cf44fd1867d8fc8d6de3e80d29
org.webjars.npm	tweetnacl	0.13.2		2507cc59346a7a3d386b41e96246429e91906b3d
org.webjars.npm	tweetnacl	0.14.3		370cd8f4e0945e3b56276ae2b56802cfc05d718c
org.webjars.npm	tweetnacl	0.14.5		dcbd24339b6db727ffb7a990f8663294e8f848b2
org.webjars.npm	tweetnacl	1.0.0		69795d29155ed211f5682141ee7241dda1c3c8e0
org.webjars.npm	tweetnacl	1.0.3		1ebcc7e43a778a085cf8ba4ac11203a4ec7d5cac
org.webjars.npm	types__mdurl	1.0.5		6c9e62dd4511abed081ed9e6a0e884b5f4dd64ed
org.webjars.npm	types__mdurl	2.0.0		9cd0a622fa0a8a52357e702529a0daf151a35d3b
org.wvlet	airframe-opts_2.12	0.21		fca8cd9c5cac863b123a4a543ce04ad6a786173f
org.xipki.example	dummy-crl-servlet5	6.4.0		N/A
stream.scotty	kafka-demo	0.4		36e21bbe0b2482b67ec52afd7ab1f6e9ac4ebb1c
tech.dbgsoftware.easyrest	EasyRest-NAS-All-In-One	0.0.1		421743b78c2ceebcd359fcf348210ec2b9037065
tech.dbgsoftware.easyrest	EasyRest-NAS-All-In-One	0.0.1	ALL	0d6deac3b3e944e5a66edd700efc22396c66e867
tz.co.asoft	kuest-core-watchosarm32	1.5.1		N/A
tz.co.asoft	kuest-core-watchosarm32	1.5.1	metadata	ac780f6210e0754a1514f79fe1395fbe4ff7cae0
tz.co.asoft	kuest-core-watchosarm32	1.5.2		N/A
tz.co.asoft	kuest-core-watchosarm32	1.5.2	metadata	77758871c30a1ed9906f6b7163699121dfa7b2d9
xyz.funjava.functional	base	0.0.1		8f82f8111d634d3c8d3c9fbfd04971b94162c915
