cloud.keveri.dev	keveri-gateway-plugin-global	1.0		c2459ce8478a3c652ddd3303c28942ab6f17eaaf
org.glassfish.admin	launcher	3.0-b54		74603cf1a1d709e82e0de5ea634957be6a76ff67
org.glassfish.admin	launcher	3.0-b55		eb6f728fd9a58e773da32a09fb875082fdf64a80
org.glassfish.admin	launcher	3.0-b56		43a1eae9e39efefa2659557618e66e4892801d20
org.glassfish.admin	launcher	3.0-b57		8d8277c1841614ec0a8a65d83f5ce700601523bc
org.glassfish.admin	launcher	3.0-b58		b4285f714d80c71a74fbc7f8fe1dcd6d53e2f058
org.glassfish.admin	launcher	3.0-b59		5f0ec79f52e19849d73847199584ea09d53bdf94
org.glassfish.admin	launcher	3.0-b60		c90be2d48898268ae22049f90b67ecc1882ddbc5
org.glassfish.admin	launcher	3.0-b61		d3f3cba00eadd1be9cbe07e0156d017214b238fa
org.glassfish.admin	launcher	3.0-b62		58614d34b89b006ea2bbe4be65d0c8d13c72c7d8
org.glassfish.admin	launcher	3.0-b63		17db639e14da87761aa91dcf5f3280dcf9c5bb53
org.glassfish.admin	launcher	3.0-b64		43f15ae42244dc4e73d2e555f55ab83511f5c39c
org.glassfish.admin	launcher	3.0-b65		3473b45f75003bb046bcea2a1b3daa5044113d26
org.glassfish.admin	launcher	3.0-b66		0729de2b162a0f1869e2db00e52a06ff292ff2dd
org.glassfish.admin	launcher	3.0-b67		dbf9cb64c9bc3d6b9c4524f751df33b52dd5d20d
org.glassfish.admin	launcher	3.0-b68		21261f408613675014ff9b02c0e6eefdc1b433ca
org.glassfish.admin	launcher	3.0-b69		0d47209e643200ec178a86850df686afab7bfe20
org.glassfish.admin	launcher	3.0-b70		6784aadaacf6220009a709c4915888cf956854bf
org.glassfish.admin	launcher	3.0-b71		1133b0200a7d25f4bfc89fbc0f6f3aa2e593a28f
org.glassfish.admin	launcher	3.0-b72		1f9051020da5da4997bbad9885edbe15f948c4a3
org.glassfish.admin	launcher	3.0-b73		13ac443353b48da87c9c1ebfdbfb76adce97a1c3
org.glassfish.admin	launcher	3.0-b74		e0af909651d5c0b93df12a173c9b0426bd34343d
org.glassfish.admin	launcher	3.0-b74a		b8a334cebd56afba28ca5a7670616ab2faedad4e
org.glassfish.admin	launcher	3.0-b74b		c1f070287ffddf1c997224011ed6e7043f146762
org.glassfish.admin	launcher	3.0.1		92400128874cf3daf385686dfe596b349549f5d4
org.glassfish.admin	launcher	3.0.1-b01		b3728018a90a446ff7664028f888fb179014e040
org.glassfish.admin	launcher	3.0.1-b02		9b27d4da70cf71a904396ede43cce4e5073a1428
org.glassfish.admin	launcher	3.0.1-b03		2b253941424e97f41ccdd780531d3333142fbd34
org.glassfish.admin	launcher	3.0.1-b04		55af651478cee2e1c2df4d04244ef0369614fe83
org.glassfish.admin	launcher	3.0.1-b05		a8b1aea3836aaf71517f40776c3cb83d8bfc278c
org.glassfish.admin	launcher	3.0.1-b06		677783af9b5a71912b254d083aab603478bfc324
org.glassfish.admin	launcher	3.0.1-b07		17f42a0c7be91fcc48de9f262cf3de031d5e6eb1
org.glassfish.admin	launcher	3.0.1-b08		fc8aeec7ba8e981e5308f00bc1535415911d01b4
org.glassfish.admin	launcher	3.0.1-b09		09e71d544c7b8a99ef13b042f13ceed960cc0b92
org.glassfish.admin	launcher	3.0.1-b10		806dc3b6a159ae9de18632d5883a8d426565aee2
org.glassfish.admin	launcher	3.0.1-b11		601790dfd508f429aef4d9d6b180dbab16dd99e4
org.glassfish.admin	launcher	3.0.1-b12		951bc378b87d6362bea52d0c79fc948d395f4542
org.glassfish.admin	launcher	3.0.1-b14		96c60f23bad3a9e012065035e8727badfc9501ce
org.glassfish.admin	launcher	3.0.1-b15		846dafc4b9e76277a2481ea690fbae390f7cdcd1
org.glassfish.admin	launcher	3.0.1-b16		5fa5fdbcf47797c0b71f4e9e4bdb7093d8f0542b
org.glassfish.admin	launcher	3.0.1-b17		65e719957b3a5d1368a26a5e51b5cdd43284f2f2
org.glassfish.admin	launcher	3.0.1-b18		b78a7775ff3a3aa5e61f8f3c90676bb0f419585b
org.glassfish.admin	launcher	3.0.1-b19		1be2bf5036eba399a73d182bed91a0dcb6dc56bb
org.glassfish.admin	launcher	3.0.1-b20		1da9772079acf5b203ba494e060bb40057588de2
org.glassfish.admin	launcher	3.1		2ed3f3b45f8b5066aae2a070fe13e1d6be1bd0ad
org.glassfish.admin	launcher	3.1-b01		244d7a79db6df31cfdfc4965e3313572054fbf1d
org.glassfish.admin	launcher	3.1-b02		d866f636fda1e3de99c5a18a1bdb8c8da46fce5d
org.glassfish.admin	launcher	3.1-b03		b09d49f4dec44b26b1e2028e513dd1cafe327eab
org.glassfish.admin	launcher	3.1-b04		8155fa1a29702d845a8fe798cc02602e4284604e
org.glassfish.admin	launcher	3.1-b05		ae8f9a7f11b04349f09d783bb4f02f7669de0d34
org.glassfish.admin	launcher	3.1-b06		a2e4c3be2d9949ad34c80fb6ff1e5dc544611aa4
org.glassfish.admin	launcher	3.1-b07		61cf53345ee1b8c0e73e6d9596be9099961a325b
org.glassfish.admin	launcher	3.1-b08		cfd4460c6b25a61575ede68132ed13f72febecbe
org.glassfish.admin	launcher	3.1-b09		82f5965bd7695eb7e5824cfbaf23e1eaadf17b17
org.glassfish.admin	launcher	3.1-b10		45f401f2b20acc04b5071b292b749564e789b397
org.glassfish.admin	launcher	3.1-b11		dc83b16838f3d4c0fac481c6862159c043d48473
org.glassfish.admin	launcher	3.1-b12		c00caca43b3916f3ed24c7f98008028a5b4f5660
org.glassfish.admin	launcher	3.1-b13		fce0517d52182ae8c0c8942fe65e2171c8a998c5
org.glassfish.admin	launcher	3.1-b14		9c32ea1b664c03f4d47369d57e33e5546a9df6ef
org.glassfish.admin	launcher	3.1-b15		d6be8ad0a29a15b8a1872a3ebe627ddd50f5efa4
org.glassfish.admin	launcher	3.1-b16		77195a645c32b3ff19ef6c4e8516397f889d1ab9
org.glassfish.admin	launcher	3.1-b17		634923982ace64ef2f622b5980138a6b054b82f3
org.glassfish.admin	launcher	3.1-b18		9ac555e71b2c0114a8ebf1b780ee69526ee56660
org.glassfish.admin	launcher	3.1-b19		40b5f9dca2821690aa7c4d027973e50f2f1185ad
org.glassfish.admin	launcher	3.1-b20		55762ee439bcb5d24a452bd86669a52295a70867
org.glassfish.admin	launcher	3.1-b21		a54ff5ffb7233f384628c29068cd48e611db26f5
org.glassfish.admin	launcher	3.1-b22		d8a3cb91a2a54a5eba74cf56e2899605f10a4f21
org.glassfish.admin	launcher	3.1-b23		cd98f8408dda1b0b46d4d546e2f25f54437a7b1d
org.glassfish.admin	launcher	3.1-b24		095cf1e5954883e2d3603bb2c295403ddeb72c51
org.glassfish.admin	launcher	3.1-b25		ee65147b26a22428f605120f4d4fa14744038b0c
org.glassfish.admin	launcher	3.1-b26		cf4e618b119fd0f6b4f367b71caa46a1cfa71e12
org.glassfish.admin	launcher	3.1-b27		ebce681548b1e7af4f5d7cc0c92b417b8b54d23a
org.glassfish.admin	launcher	3.1-b28		f3017db39a61b0ef38ca77194d6f62052cec7223
org.glassfish.admin	launcher	3.1-b30		91ac93995385d5caf610832d270ccc8427839413
org.glassfish.admin	launcher	3.1-b31		079f59dede33c51ae2b359a0602ed3d15f777ae7
org.glassfish.admin	launcher	3.1-b32		f98d5ecd1ce0dfa8fa2d425e32c62e1f33961c49
org.glassfish.admin	launcher	3.1-b33		3e9871b9f3cf2ca06250607fa8f1a3bd0bed2134
org.glassfish.admin	launcher	3.1-b34		525910674444fac672747417eabbb7ccb0a87f5e
org.glassfish.admin	launcher	3.1-b35		22782daa29871850c905929569085a7141387429
org.glassfish.admin	launcher	3.1-b36		c059a7f7596c070b5f81daea76036f0da75f5805
org.glassfish.admin	launcher	3.1-b37		3e25748f71bc9e9b0c7337b731631a1f1917e669
org.glassfish.admin	launcher	3.1-b38		5ecfee4bdb692087d7674ebaf70735c0633e9495
org.glassfish.admin	launcher	3.1-b39		6b134b82c6f8eb1acff67244248107596036ccca
org.glassfish.admin	launcher	3.1-b40		3c23061709441a023e24ea5cff5dde67ac6fd903
org.glassfish.admin	launcher	3.1-b41		6f6c91cca32b627d3603123090a477d7e7635fce
org.glassfish.admin	launcher	3.1.1		09f746d33ad31036ed39faa4cb00b51d824d4154
org.glassfish.admin	launcher	3.1.1-b01		a5b6f84dc67f22d103711de87800f7911f15843f
org.glassfish.admin	launcher	3.1.1-b02		51ecb593b2f9b7776a4b61077656e9a0d348a855
org.glassfish.admin	launcher	3.1.1-b03		5191c5cbd75fae3f5712ddab8040a15082065176
org.glassfish.admin	launcher	3.1.1-b04		6bf3792f9fec87058e533e220e0a7eec0158bed8
org.glassfish.admin	launcher	3.1.1-b05		4a38f3ca51f3a05f9c7cfe4eb7c89677b1163e17
org.glassfish.admin	launcher	3.1.1-b06		58317216011f5ed75deaec0bf095f9726186a083
org.glassfish.admin	launcher	3.1.1-b07		394e17d1a1344ff67ca55ec716d560b403978e17
org.glassfish.admin	launcher	3.1.1-b08		904dee48a47fec7c08132fd8001ef75360595863
org.glassfish.admin	launcher	3.1.1-b09		0cc830b7e4338b9ce7831c592e49cd55bb6d9378
org.glassfish.admin	launcher	3.1.1-b10		f7425ea67abd9876096bf3d05a94755daf67d806
org.glassfish.admin	launcher	3.1.1-b11		ef54c995bc4c23bcc79e23d871a793cfcdd30501
org.glassfish.admin	launcher	3.2-b01		1f10f2b77de2fd9120c1597cd669d22888c413b8
org.glassfish.admin	launcher	3.2-b02		6e255c476c0d82c569b68884c3eb2aaa310b521d
org.glassfish.admin	launcher	3.2-b03		4e787d5c7e6d39b478ceea40ac3dd82cc0f20104
org.glassfish.admin	launcher	3.2-b04		be06fc61ba0450846ef3a9501e9f3b8f89c593cd
org.glassfish.admin	launcher	3.2-b05		9471ece8bee23a2e7025e0dbb82bb099eab1d2f3
org.glassfish.admin	launcher	3.2-b06		48ec645f8327c22603667cd19fde03e18578dec6
org.kie.smoke	kie-smoke-tests	6.2.0.Beta1		N/A
org.kie.smoke	kie-smoke-tests	6.2.0.Beta2		N/A
org.kie.smoke	kie-smoke-tests	6.2.0.Beta3		N/A
org.opendaylight.controller	liblldp	0.10.0-Beryllium		9dfd78c44c13f34ad9ee1e15d3cee46188328a01
org.opendaylight.controller	liblldp	0.10.1-Beryllium-SR1		3325dfd7e02e2c56747f79c0b888a03839604464
org.opendaylight.controller	liblldp	0.10.2-Beryllium-SR2		fb564c43e9404361cd1dd9790dec7a0c95505116
org.opendaylight.controller	liblldp	0.10.3-Beryllium-SR3		6d4fc116804929e9335761f48e88dbe143c92ae1
org.opendaylight.controller	liblldp	0.10.4-Beryllium-SR4		fad3cc98aea0fa47ec1e3be6306ea01771623578
org.opendaylight.controller	liblldp	0.11.0-Boron		ff7ba6eb518dbe120df78a30f773e08f19614e90
org.opendaylight.controller	liblldp	0.11.1-Boron-SR1		df54bf789bb0dced8d71965386c7c337acf4c5ba
org.opendaylight.controller	liblldp	0.11.2-Boron-SR2		144bf3ee1a8d60bfd075c9f3b8683d5dbc0bbd74
org.opendaylight.controller	liblldp	0.11.3-Boron-SR3		244a9c6d3f8818ab56b1f3640ec783c01536b8b5
org.opendaylight.controller	liblldp	0.11.4-Boron-SR4		0d59799c8c4a41ed1b50f72d924ae422ab1333cb
org.opendaylight.controller	liblldp	0.12.0-Carbon		e03081ad265c2e0e84cd84c206b6aadd645b91bf
org.opendaylight.controller	liblldp	0.12.1-Carbon		229aabe3c8644145cb0bab9d33f55e07a5122e36
org.opendaylight.controller	liblldp	0.12.2-Carbon		93d7750195e4490727c731e06d078665ed6c3f29
org.opendaylight.controller	liblldp	0.12.3-Carbon		6fb6bde3466cdf648cf78e31cea67b66fc3b4865
org.opendaylight.controller	liblldp	0.12.4-Carbon		06a784246a6ab758fb3260c21f8eb27c2d186bfe
org.opendaylight.controller	liblldp	0.13.0		fd2bf294da2afc0dcb938879630d46254b47eae8
org.opendaylight.controller	liblldp	0.13.1		e325d650622eaba26bed8f7312706c4b3cf38ab0
org.opendaylight.controller	liblldp	0.13.2		10682b965a159f4477cc037ed8f2a92b643b7022
org.opendaylight.controller	liblldp	0.13.3		89a7fe3122a621dbd1222f22cdcff7bb11863af2
org.opendaylight.controller	liblldp	0.14.0		e145ff61531e7594440dc96d41e942abfab7b74c
org.opendaylight.controller	liblldp	0.14.1		8502f5e861f293f632078c36c51dd18f2efbe78a
org.opendaylight.controller	liblldp	0.14.2		911de5cab28e9998e6fe4815b822c635d18636e6
org.opendaylight.controller	liblldp	0.14.3		e50360a99cef4ecf8489f92e9dfdebddbbc3b1f6
org.opendaylight.controller	liblldp	0.14.4		6f8cfdc84789913cd8f2b391b22485ce3100f165
org.opendaylight.controller	liblldp	0.8.1-Helium		a68e7abf816e1c5172f83245781f029f5bd5b62e
org.opendaylight.controller	liblldp	0.8.2-Helium-SR1		5425c0a3776932773166d4a572a48d8c6d42dd31
org.opendaylight.controller	liblldp	0.8.2-Helium-SR1.1		5528b18d27d6d79b0ad9edce3cf16416572ae5b1
org.opendaylight.controller	liblldp	0.8.3-Helium-SR2		edabe8b5aa3da52449459ab9a93ce23019a50d64
org.opendaylight.controller	liblldp	0.8.4-Helium-SR3		9c74989ce767b40f9c8d0b5f10d77bd9ce80d0dd
org.opendaylight.controller	liblldp	0.8.5-Helium-SR4		c077b8782bded677e6da2d3e62237e9cb7ddcd1b
org.opendaylight.controller	liblldp	0.9.0-Lithium		ab12e1dbfeeda6dfbe7fc7897c251fd9da11d94f
org.opendaylight.controller	liblldp	0.9.1-Lithium-SR1		358bfadfc58ef6bb0505e9b9f08f4b9181d20780
org.opendaylight.controller	liblldp	0.9.2-Lithium-SR2		14fa270fb56b81149e259fe8b1c8758e5fff8640
org.opendaylight.controller	liblldp	0.9.3-Lithium-SR3		c01b735732ff2ab09779a16bf6413066676811c5
org.opendaylight.controller	liblldp	0.9.4-Lithium-SR4		e24cbcb092020dd7936ed41523fb3d9a75d71d44
org.opendaylight.infrautils	ready-impl	1.2.0		8e15ce771f548c06efb8d91029e6f405d0234b9e
org.opendaylight.infrautils	ready-impl	1.2.1		dabd41c44f2578095e416bc003e5577cfe89a3c8
org.opendaylight.infrautils	ready-impl	1.2.2		39ebd3a8e93dc560caa8895789972f20e9904491
org.opendaylight.infrautils	ready-impl	1.2.3		d2bd29e25c99955c378427cb9901977e28ec3914
org.opendaylight.infrautils	ready-impl	1.3.0		e01c21fc413df248e9c6cd68e38639eea1cb5b36
org.opendaylight.infrautils	ready-impl	1.3.1		5852bb9770b12f41e7fe06fed6193a82cc227239
org.opendaylight.infrautils	ready-impl	1.3.2		aa326dcbe228ba5d74f88b8324fe4b1837391ae5
org.opendaylight.infrautils	ready-impl	1.3.3		01885f1865b73eb08b5d8e7d5461e87a9edabdef
org.opendaylight.infrautils	ready-impl	1.3.4		fe43586ac367b2a765aaefce3f03369191c8549e
org.opendaylight.infrautils	ready-impl	1.4.0		ebbfc45fe0183374928dde922b06c88f3736ae95
org.opendaylight.infrautils	ready-impl	1.4.1		9b7bed6a08a5912a69e19ff1f79f328d86bf6ca0
org.opendaylight.infrautils	ready-impl	1.4.2		83e6f02f9bac665b3d0ca5b93d1b4470c2eb2bdf
org.opendaylight.infrautils	ready-impl	1.4.3		252147a3d933b4bfcfd7fb43681f99317c8baaf0
org.opendaylight.infrautils	ready-impl	1.5.0		f5d74d059e07873f2d06724d725a3829e8f752ac
org.opendaylight.infrautils	ready-impl	1.5.1		cb122b398616639f45c43529b8910adb280ba41c
org.opendaylight.infrautils	ready-impl	1.5.2		c3fa9a2a67dc7695dffaba6772b536122be0798d
org.opendaylight.infrautils	ready-impl	1.5.3		4ec6638b33608bc8017a2ecf7c01cf458d0d96fa
org.opendaylight.infrautils	ready-impl	1.6.0		e68166bbfb4aa894ce7d4ecbd2b8216d7c7a23db
org.opendaylight.infrautils	ready-impl	1.6.1		bee3ecc9cdb55c45fe59d3278d013c037b734da2
org.opendaylight.infrautils	ready-impl	1.6.2		98fb8733cd455aca87c15a977156eef0b84430e5
org.opendaylight.infrautils	ready-impl	1.6.3		42802db83ced80a2279c90efe2d22ea394653738
org.opendaylight.infrautils	ready-impl	1.6.4		1087a1383d36913861cd5fc9b138c466d2821d74
org.opendaylight.infrautils	ready-impl	1.7.0		6c4b2ffeb1afcbe3bdbc51aa110f211290247da7
org.opendaylight.infrautils	ready-impl	1.7.1		11e08e3518661cb9c804b4f6e0b803084eea0e75
org.opendaylight.infrautils	ready-impl	1.7.2		a902f3007a56ffda9a4f8794f7e8cd2fdfbafa28
org.opendaylight.infrautils	ready-impl	1.7.3		9931e4b580343d3a531605e2aefda33a0aad9fcb
org.opendaylight.infrautils	ready-impl	1.8.0		fbf3f231c2a9bdc8d8ec27fc48778162ca9d5d6f
org.opendaylight.infrautils	ready-impl	1.8.1		477d3509e9c8e4be3b6c2dac51364421a0484f88
org.opendaylight.infrautils	ready-impl	1.8.2		5734fe5479e37de66c0a7cfcde1d8c565d721172
org.opendaylight.infrautils	ready-impl	1.8.3		c713556e148d5afa875b1c4fca5bab5cc2ae5eff
org.opendaylight.infrautils	ready-impl	1.8.4		0b396f5c40d67f36fba47ff10c6e68d932101ebd
org.opendaylight.infrautils	ready-impl	1.9.0		4e4b83c86c32a2c10f7d86e3db91864dbaf25a4b
org.opendaylight.infrautils	ready-impl	1.9.1		799076e11177aa1ed5700e65f6c9c55f9c812dc1
org.opendaylight.infrautils	ready-impl	1.9.10		5468b48085c0af60b0a01206502e04aab6adc3bf
org.opendaylight.infrautils	ready-impl	1.9.11		193d7cc75c698455960753f430f4ad2146d7d800
org.opendaylight.infrautils	ready-impl	1.9.12		9d46634517d70c5ed439cb441fd1512b50d04067
org.opendaylight.infrautils	ready-impl	1.9.13		54c3995e32a19e2768fa5d4db897b79c74d90f2f
org.opendaylight.infrautils	ready-impl	1.9.14		4629ae1fe24eb2dc0d3d0e6a877a80c0292560d5
org.opendaylight.infrautils	ready-impl	1.9.15		fcd27d0d59b760dd47f62a87299916feaa48fffa
org.opendaylight.infrautils	ready-impl	1.9.2		fc4a8a1872575118425e0718e261d090b42847b1
org.opendaylight.infrautils	ready-impl	1.9.3		5c0410bf30e98e4be0748ccf2e77ca1351d7f27d
org.opendaylight.infrautils	ready-impl	1.9.4		57dceea1651d9b79082f585f4f632c047752740b
org.opendaylight.infrautils	ready-impl	1.9.5		cbe5de3e56f970edce872435b58b916f9ca7b3bb
org.opendaylight.infrautils	ready-impl	1.9.6		0e35fbafb9c56612a669a11f2031dab8f42ec1ba
org.opendaylight.infrautils	ready-impl	1.9.7		0dfc3e3ce495b44c1a52ab4debe561123e98565e
org.opendaylight.infrautils	ready-impl	1.9.8		875c63e093aa81c4c78f188f263630cdb7c1178b
org.opendaylight.infrautils	ready-impl	1.9.9		b62f62018c0541d01fd9ade50a446ea33cec8033
org.opendaylight.infrautils	ready-impl	2.0.0		a1c923efc2585a969db5b358a252a36395cc7f0e
org.opendaylight.infrautils	ready-impl	2.0.1		9ac9fce7a7b48fed10f103fd8aaee72307dae087
org.opendaylight.infrautils	ready-impl	2.0.10		4892e9e48cb18ed7ac7623c6c26883620b69de1c
org.opendaylight.infrautils	ready-impl	2.0.11		cdafdb681a301647f1a5171f1418f44b02499ec5
org.opendaylight.infrautils	ready-impl	2.0.12		c89e624d75350a623ef97a7c4780fcb9a372927c
org.opendaylight.infrautils	ready-impl	2.0.13		5a2b9a96e9ac3b4a21e5675c1b4eb93c438d1949
org.opendaylight.infrautils	ready-impl	2.0.14		ee17012a3f7a88ebc4a0b79f6c4a29b6f822fa70
org.opendaylight.infrautils	ready-impl	2.0.15		ba129605aed49bde5743c25a0cd2019ef950ab26
org.opendaylight.infrautils	ready-impl	2.0.16		b2b5740c494f424a67046c7980295571d121a2cd
org.opendaylight.infrautils	ready-impl	2.0.2		cd4b0707bb1b43f51127a48fd075b8708f263024
org.opendaylight.infrautils	ready-impl	2.0.3		ca19b9d2c5a53fb26f96221273815ac276987f6f
org.opendaylight.infrautils	ready-impl	2.0.4		6445dcf0bdf83fbbf7ed4a78a89caa03be68599d
org.opendaylight.infrautils	ready-impl	2.0.5		b2383ad9fca7e4a6a71e29d262e59c638a294953
org.opendaylight.infrautils	ready-impl	2.0.6		89db7d2abe36fb5f42c452f79a9c738fe31388d4
org.opendaylight.infrautils	ready-impl	2.0.7		190c434e2048c5bc0a5f1f26e6f11a870cd0c4cc
org.opendaylight.infrautils	ready-impl	2.0.8		131d231601ee2a0edfedf328b19ba0e49b900168
org.opendaylight.infrautils	ready-impl	2.0.9		2fc2c939753bdd04bf9463ca61b0f9d7e8a43b23
org.opendaylight.infrautils	ready-impl	3.0.0		f40f67c2b4150915fc02c0c10d6528fd3c5e0e9f
org.opendaylight.infrautils	ready-impl	3.0.1		8d9c3264b610c58b084ec9c74c733aeecea7e8e5
org.opendaylight.infrautils	ready-impl	3.0.2		d1bb77ab5c92667ffc0f5cf485a5ecc7832bc0c5
org.opendaylight.infrautils	ready-impl	3.0.3		4f4ac3cdbe82e649b57674c2ba87e89e926b3886
org.opendaylight.infrautils	ready-impl	3.0.4		7cdd2a28ffb25fbf691f7120cc1d1d36bc478c51
org.opendaylight.infrautils	ready-impl	3.0.5		86ceaefb1680a0b7c26f4e4a8982f7b0e54dc64a
org.opendaylight.infrautils	ready-impl	4.0.0		1bdb320cb5109601f6ae1579125564cec522da62
org.opendaylight.infrautils	ready-impl	4.0.1		c70e37f24b1208c41a6bc2d84850ba0b13287780
org.opendaylight.infrautils	ready-impl	4.0.2		5e05cd26672e59757221685825f1d241ad4557be
org.opendaylight.infrautils	ready-impl	4.0.3		f9e3be4058f5b0a4a37d75bc461818f52ad3a0e2
org.opendaylight.infrautils	ready-impl	4.0.4		09a292a18f264c594e04ee657da5457daa28f745
org.opendaylight.infrautils	ready-impl	4.0.5		9071a5bf726947e7dd44418f25a08684f47ea5d2
org.opendaylight.infrautils	ready-impl	4.0.6		8f2d151819e6407c673773952dca0acf8a77a836
org.opendaylight.infrautils	ready-impl	4.0.7		c192680b011d9eed4fbf32deda0f9c19a036ae97
org.opendaylight.infrautils	ready-impl	4.0.8		4f8ff53eabaf1d328574bff0883e648bc05de3bc
org.opendaylight.infrautils	ready-impl	5.0.0		80f6dc2f870d8e69f2c280f13d925901d52d07bc
org.opendaylight.infrautils	ready-impl	5.0.1		40a11fd4843efc988cb56fe7cafaeb42f558a728
org.opendaylight.infrautils	ready-impl	5.0.10		a4f75ae59c0fe6a45ac8bf77d355b56b68e0bbd0
org.opendaylight.infrautils	ready-impl	5.0.2		289c8e623c00a6ca67cacd9f4b5cc53c9bca02ee
org.opendaylight.infrautils	ready-impl	5.0.3		c8af1ec1990dd7a45dd7e593a168928dbfbbb468
org.opendaylight.infrautils	ready-impl	5.0.4		ca3324e3baf11358ab5d5b71beac7c7490ef24ec
org.opendaylight.infrautils	ready-impl	5.0.5		4da66443b69ea40ae1020eb4b49a72bc5a532f61
org.opendaylight.infrautils	ready-impl	5.0.6		3fdc72e13172293a14b60de19742d6dfddc292c9
org.opendaylight.infrautils	ready-impl	5.0.7		e5025f5d8267338d806d80bc7d995df29032abb7
org.opendaylight.infrautils	ready-impl	5.0.8		c1ec3339c98cd62422320a4008e9980ac053797d
org.opendaylight.infrautils	ready-impl	5.0.9		31f3a89ee1913b7f80f35f9d2998a9c89ad20e6f
org.opendaylight.infrautils	ready-impl	6.0.0		f086d8d12bb5a53bd08bd24def193dc5379eff01
org.opendaylight.infrautils	ready-impl	6.0.1		c3d0fcc8a8f61dbd086b76f3f58441fa8b8e130d
org.opendaylight.infrautils	ready-impl	6.0.10		0b99c742dc3709d27b70affe248e700ec9c28111
org.opendaylight.infrautils	ready-impl	6.0.11		ce4c003c8474387a9ed9de1dc8b9d9c7c79c32d0
org.opendaylight.infrautils	ready-impl	6.0.2		ef95f5add433e9d0fba1a437436fbdcacd7532ea
org.opendaylight.infrautils	ready-impl	6.0.3		dbaa56d8942bea71c7fc721a1282b62f6135067a
org.opendaylight.infrautils	ready-impl	6.0.4		3cb25828d0723064cfe6a7a4fb78367596b62a67
org.opendaylight.infrautils	ready-impl	6.0.5		c4e5a2462ce31ed845c70ca82d365d23fff52960
org.opendaylight.infrautils	ready-impl	6.0.6		ed796f23bd0d49a9894d7f928c2d816b1b9c814f
org.opendaylight.infrautils	ready-impl	6.0.7		5fe0176f6b7d599438faef4cda1fd8b97fd63a2e
org.opendaylight.infrautils	ready-impl	6.0.8		0f7e3984b62a3ea78bf82827bfcb406b8315c619
org.opendaylight.infrautils	ready-impl	6.0.9		b559ae9e3548cac480e2e3a4f4ca6899563f4aa0
org.opendaylight.infrautils	ready-impl	7.0.0		862722fdc9aeba21359e8c0b2aa097ed26cab0c3
org.opendaylight.infrautils	ready-impl	7.0.1		ca2335055816d3d6b8f6ff18e98af047f0bf0ad9
org.opendaylight.infrautils	ready-impl	7.0.2		448610f2cd6ba90b2ecf74601cbd2982a72b07b1
org.opendaylight.infrautils	ready-impl	7.0.3		20726a9226fa23da10f7031c087ca338455dbf0f
org.opendaylight.infrautils	ready-impl	7.0.4		07577dd54e8b9c34929ad93ea8ab420c74d5a77f
org.opendaylight.infrautils	ready-impl	7.0.5		39ce95beba54e908bb23ab0311ce39350e279336
org.opendaylight.infrautils	ready-impl	7.1.0		78ad3e45621a2dafa1e4df7fe9b8ece9556c8392
org.opendaylight.infrautils	ready-impl	7.1.1		711fa2c82a0eeeca39c840f7635d4b0a3fb9f15d
org.opendaylight.infrautils	ready-impl	7.1.2		a6fd3e379ec4b3573515303390efa9b3f58cf605
org.opendaylight.infrautils	ready-impl	7.1.3		8a2cf5bed4418255ea5f20e90e2d7ff9cdc7b518
org.phoebus	app-display-adapters	4.6.7		c3328dacbebb6c24d1f4be387968ceb7efd07803
org.phoebus	app-display-adapters	4.7.0		456dae4e6faf9afaae75d0ef21919c68af45319d
org.phoebus	app-display-adapters	4.7.1		c45778b6e0fe201d173c9245606c4f2254b384f7
org.phoebus	app-display-adapters	4.7.2		de373d36263393619c3f427fe72badc85190a6dc
org.phoebus	app-display-adapters	4.7.3		a033e87889a317f2c99cdb60eadeff926d53b8df
org.phoebus	app-display-adapters	4.7.4		e400127f6994c95cf18577f5df5960e17f1f4f31
org.phoebus	app-display-adapters	5.0.0		3b99ea57f38de64a4fe1349f2a8fff6e876575e2
org.scalameta	mtags_3.2.0-RC1-bin-20220512-9dbe2d3-NIGHTLY	0.11.5		caa3e43b192e33f79ca36b4b8d36122a538f356a
org.scalatest	scalatest-featurespec_sjs1.0-RC2_2.11	3.2.0-M2		62eeebd52a0603bab087f229c529a188458c14d4
org.scalatest	scalatest_sjs0.6_2.12.0-RC2	3.0.0		27638dc19a1d28b142b1429fab904e36cd9aaef2
org.vitrivr	vitrivr-engine-plugin-features	0.0.2		0366d3b4c4c93cc538875e92673dce660392f95d
org.vitrivr	vitrivr-engine-plugin-features	0.0.3		2f46f83d328abf234f1c5cf65eec06531e1468ce
org.vitrivr	vitrivr-engine-plugin-features	0.1.4		86be5a9c872f44ca6650cdb7db72436e0909e2d0
org.vitrivr	vitrivr-engine-plugin-features	0.1.5		e5886d748b7ac7a2b9979387286226b095a6fb53
org.vitrivr	vitrivr-engine-plugin-features	0.1.6		18457bd5b72d49a27bcdb588494939366094e783
org.vitrivr	vitrivr-engine-plugin-features	0.1.7		6b238c738df1b09a566830d673a6baad107f6133
org.vitrivr	vitrivr-engine-plugin-features	0.1.8		4d677aede2ea8f0013fdecd5983aae1b211c618e
org.vitrivr	vitrivr-engine-plugin-features	0.1.9		69571d5b38e18bb7a9b3b5b57c3fec40e21f8142
