ai.chat2db.excel	easyexcel-plus-test	0.0.1		310ce313bedb3317d936bc24c1076e83edf3c782
com.undefinedlabs.scope	scope-coverage-tests-java5	0.5.0-beta.4		86dfe5b3eab5b5720e4dbbfce0f33cc8834cabe4
com.undefinedlabs.scope	scope-coverage-tests-java5	0.5.1		f9ab73375926914201805294c686ebe48c0111a9
com.undefinedlabs.scope	scope-coverage-tests-java5	0.5.2		8240cf2fbe51faa98b5f3e2d1a335556c2fd5a5a
com.undefinedlabs.scope	scope-coverage-tests-java5	0.5.2-beta.1		2858889b2c7fb5a03c8dc9323050d01f07a43d34
com.undefinedlabs.scope	scope-coverage-tests-java5	0.6.0		2d3255079558e8f2a12259b384a51b7fa01aa9d7
com.undefinedlabs.scope	scope-coverage-tests-java5	0.6.0-beta.1		e4cebea8c591e9dcdca70710e5d993eaebe5284b
com.undefinedlabs.scope	scope-coverage-tests-java5	0.6.1		2ce74485f007a1dbd4654f0aa1d870970a6e232e
com.undefinedlabs.scope	scope-coverage-tests-java5	0.6.2		898da5840c1491997c7b10a274721154fc753538
com.undefinedlabs.scope	scope-coverage-tests-java5	0.6.3		7613d6a6a849b38036b4a1e7042e2442a8c5fd7b
com.undefinedlabs.scope	scope-coverage-tests-java5	0.7.0		ee025ed1a4e66ee66f5eb04f0e8a9116d0f79c84
com.undefinedlabs.scope	scope-coverage-tests-java5	0.7.0-beta.1		4cb9fdb49456a8c20010ad2b485c2ead7c3647e9
com.undefinedlabs.scope	scope-coverage-tests-java5	0.7.0-beta.2		f70ebba5335dba66d655386d7e97cedc4d805fe3
com.undefinedlabs.scope	scope-coverage-tests-java5	0.7.1-beta.1		7bdfafc2193e959187c5318d51bc89f27c1231b3
com.undefinedlabs.scope	scope-coverage-tests-java5	0.8.0		374b32ebd4f7eca1d02fb2b9494bf632d1227836
com.undefinedlabs.scope	scope-coverage-tests-java5	0.8.0-beta.1		8cc4e64aca74f60f3d57bd37e0591b56a8bc77d7
com.undefinedlabs.scope	scope-coverage-tests-java5	0.8.0-beta.2		5a3295c6b0356a46918e059cedb319a1c4edb935
com.undefinedlabs.scope	scope-coverage-tests-java5	0.8.0-beta.3		7f67e2e9a38202e6d87d8fd70418bb03c27392a8
com.undefinedlabs.scope	scope-coverage-tests-java5	0.8.0-beta.4		9612e1ccdb27138795a0d7e4a3b33ccc2614d10d
com.undefinedlabs.scope	scope-coverage-tests-java5	0.8.0-beta.5		9130fad8136e34115543e4555e6c9ca6733d8a88
com.undefinedlabs.scope	scope-coverage-tests-java5	0.8.1		c9548d35bbbb4f462df8cdc4d37e8aef095f8eb8
com.undefinedlabs.scope	scope-coverage-tests-java5	0.8.2-beta.1		969f8b3739fcfa67010f33115349fa80b5838f5a
com.undefinedlabs.scope	scope-coverage-tests-java5	0.9.0		170e4d445af7b8488183c9cd577f02a2f70d88ae
com.undefinedlabs.scope	scope-coverage-tests-java5	0.9.0-beta.1		7af77d524594b9913aebe717572a2cc26720b319
com.undefinedlabs.scope	scope-coverage-tests-java5	0.9.0-beta.2		e376ad777d78e0b92abcec81f53564946aa2f2f2
com.undefinedlabs.scope	scope-coverage-tests-java5	0.9.0-beta.3		5a737d8780690978f4194ce9fc3f4f6d754058bd
com.undefinedlabs.scope	scope-coverage-tests-java5	0.9.0-beta.4		d13ffe3c08c58c4ce5039017ae4a538c3e4afbe0
com.yodlee	yodlee-api-model	1.0.0		dbc19a69641d4ae3cca80140a5ba7e7ede7afec3
com.yodlee	yodlee-api-model	1.0.1		1d93b05cf61909d4f89dde9393e91404494ef30d
com.yodlee	yodlee-api-model	1.0.10		52af60cdf3e019311a02e3ab06984f08db0e0ddd
com.yodlee	yodlee-api-model	1.0.11		847e251a3dd48d24aaaf2ac103ac93e40b32100b
com.yodlee	yodlee-api-model	1.0.12		c89d5f55d954e2b6610adc4d8811a0212143a9f6
com.yodlee	yodlee-api-model	1.0.13		82e3487aab8473b4375f4e4df46e81b20417f3b1
com.yodlee	yodlee-api-model	1.0.14		df5350b7db7a43739161396c8958b27d837897a5
com.yodlee	yodlee-api-model	1.0.15		8a2023bcc60dcd9c484309996939513e51f62589
com.yodlee	yodlee-api-model	1.0.16		1f33f4d80b02ec141bc0c27d066e33da839ec693
com.yodlee	yodlee-api-model	1.0.17		47d44a04c24ef24a18a2b8cd980d3b2e59bb0754
com.yodlee	yodlee-api-model	1.0.18		89eb5c5038a5a27e71625dbc8431e63a039a1e05
com.yodlee	yodlee-api-model	1.0.19		0667329daa47d6a1f5ca763a91fb1df971ad3d6f
com.yodlee	yodlee-api-model	1.0.2		d1b6bdab77dd9259663df0a1d2e8550c3cec09eb
com.yodlee	yodlee-api-model	1.0.20		923181dda64162a443d667a6f54c31d7a4f6e744
com.yodlee	yodlee-api-model	1.0.21		c5d3868ae8165d3cbc2a0fe419507530d8f0c198
com.yodlee	yodlee-api-model	1.0.22		13cc762228bd2fe8c947495a8db1be6b9d81d291
com.yodlee	yodlee-api-model	1.0.23		660693110946ba8c936502056ff4f8146ff38296
com.yodlee	yodlee-api-model	1.0.24		232276c385cd362746ba4d0b511763a0a1c1ba4b
com.yodlee	yodlee-api-model	1.0.25		819c9606267f267324d86a56a74ac9baec33d425
com.yodlee	yodlee-api-model	1.0.26		4832c1e4ed8a8e49202ffe5369e051bf147897cd
com.yodlee	yodlee-api-model	1.0.27		0d7e74894daeb742ecc7bffc741af4cba893f2d0
com.yodlee	yodlee-api-model	1.0.28		8de981ab243a27a783243d479fbdd4645db758a9
com.yodlee	yodlee-api-model	1.0.29		121a2bf2ce6a45ec63122eff6e3774540ea63fb6
com.yodlee	yodlee-api-model	1.0.3		2d74a79cb9be7aa41814aa881838fb3c1cd8da00
com.yodlee	yodlee-api-model	1.0.30		11d69d8c0f8f46f3225693bb0f65a249e6771683
com.yodlee	yodlee-api-model	1.0.31		380f7243e97744c944df2c5026ba6fce74888090
com.yodlee	yodlee-api-model	1.0.4		6a10f3f35689fda0138b8a9e2df0bfeaa994b114
com.yodlee	yodlee-api-model	1.0.5		5349603ae65047b02230b89eefb1f69497c13324
com.yodlee	yodlee-api-model	1.0.6		529389ed09553a781a0b673a3580407f441fa193
com.yodlee	yodlee-api-model	1.0.7		09e91c7c41aa087b0a6019d3d5fee68649c5cdc7
com.yodlee	yodlee-api-model	1.0.8		f511388874e0054e0975df2edf9daa8b1593dc35
com.yodlee	yodlee-api-model	1.0.9		d9c8049ff066e6fdc12af8cf029d38503177a0f4
com.yodlee	yodlee-api-model	1.1.31		9af80e610b5f2a670192ebe4b412a1a7ceb16909
com.yodlee	yodlee-api-model	1.1.32		0ed87625b22dadf2f8ffe10c62a0a1ed7974c599
com.yodlee	yodlee-api-model	1.1.33		1b3cb2d86c137d0ccb866733f9578e1ff8935ab5
de.sciss	sonogramoverview_2.9.1	0.17		f1edbff3003481c207c71e5621227b665f61aadb
de.sormuras.mainrunner	mainrunner-api	1.0.0		7055d94e8cb411254a46acb8acc26551dc14b236
de.sormuras.mainrunner	mainrunner-api	1.1.0		21f62103e31a5dbe71ce95dc9abba91d1951e5b4
dev.j-a.ide	lsp4j-kotlin-dap	0.1.0.242		3c9cfeadace4fadc147e0970173eacaaa241db73
dev.j-a.ide	lsp4j-kotlin-dap	0.1.0.243		2db63a20590d0f774638ecae651e76d9c656f849
dev.j-a.ide	lsp4j-kotlin-dap	0.1.0.251		b08ffa04e1e5687e714ceb2d7d6cef743f208fdd
dev.j-a.ide	lsp4j-kotlin-dap	0.2.0.242		7a19b679cd49611dc6c447c03295dc3a65dd3ab7
dev.j-a.ide	lsp4j-kotlin-dap	0.2.0.243		8e388b854f0f76c3a1f9d218a0d09923f83867d0
dev.j-a.ide	lsp4j-kotlin-dap	0.2.0.251		4b71406bd1d137e243e1daa6f33b27f4972e5259
dev.j-a.ide	lsp4j-kotlin-dap	0.2.1.242		261586f44de6405fcc5bcb15d76643dbe0e1de39
dev.j-a.ide	lsp4j-kotlin-dap	0.2.1.243		c1a95716ad9dc74bd5c8af00b24e33a4d36112fc
dev.j-a.ide	lsp4j-kotlin-dap	0.2.1.251		5dd8e1d82d0b1045b9c47e0bcc90e5591131af4f
dev.j-a.ide	lsp4j-kotlin-dap	0.2.10.242		d92620b3736009de52bf3a028696fa9db40867b9
dev.j-a.ide	lsp4j-kotlin-dap	0.2.10.243		f46a61996f48f474162b4194c4f63a44e73f79b7
dev.j-a.ide	lsp4j-kotlin-dap	0.2.10.251		2f1c38509e4854babc343a1d85b7b109301e8d55
dev.j-a.ide	lsp4j-kotlin-dap	0.2.11.242		73ce356965a8dba4973edb5114bce2d96b7ae569
dev.j-a.ide	lsp4j-kotlin-dap	0.2.11.243		b49bfd8c12ae63cef2c5e76b0de621361b1294ee
dev.j-a.ide	lsp4j-kotlin-dap	0.2.11.251		6407177e2e95abad0f7af5646900dbec81e2a7ed
dev.j-a.ide	lsp4j-kotlin-dap	0.2.12.242		43e9909249491c0ac126d19e3822907c48c0ba80
dev.j-a.ide	lsp4j-kotlin-dap	0.2.12.243		d36bf926d45c2fe13031d395b8ff20a95d3d6223
dev.j-a.ide	lsp4j-kotlin-dap	0.2.12.251		0ab91d564c848951af016c356cccd579538d97e2
dev.j-a.ide	lsp4j-kotlin-dap	0.2.13.242		464b0693202a1878c13415443594329fd09531eb
dev.j-a.ide	lsp4j-kotlin-dap	0.2.13.243		f8164c335e1216f92bb30180cb9fed5ab03cdf5b
dev.j-a.ide	lsp4j-kotlin-dap	0.2.13.251		a7a899b2b2e6d3430d36f00d7b96856fba48642a
dev.j-a.ide	lsp4j-kotlin-dap	0.2.14.242		2fafaa41247c2ee987a4d17bc978c23593ca8109
dev.j-a.ide	lsp4j-kotlin-dap	0.2.14.243		f7a4b86bd356ac9be700965a2db5460350f4bdb9
dev.j-a.ide	lsp4j-kotlin-dap	0.2.14.251		b91af737c0fcbbc2dc448426f6f52d8df8928b01
dev.j-a.ide	lsp4j-kotlin-dap	0.2.15.242		8bebbe17306da2eba46670dd37b20dac16b1670d
dev.j-a.ide	lsp4j-kotlin-dap	0.2.15.243		1ca0cfaff058ce003361273aab2ec121fcf9e600
dev.j-a.ide	lsp4j-kotlin-dap	0.2.15.251		dda09e16efe68a3728a60ef99c84c1b053d9f882
dev.j-a.ide	lsp4j-kotlin-dap	0.2.2.242		c28b6bca4a4ae772fbf600aa8a40da1041129cb6
dev.j-a.ide	lsp4j-kotlin-dap	0.2.2.243		6a911f16cd99e702efa3cf71f6c664fe116cec5a
dev.j-a.ide	lsp4j-kotlin-dap	0.2.2.251		3919ee09063fb1b556324a2f1e45bed1d2cd075f
dev.j-a.ide	lsp4j-kotlin-dap	0.2.3.242		385bea33cb68fad8c3519ad64f72d2f4bf38d4c6
dev.j-a.ide	lsp4j-kotlin-dap	0.2.3.243		dd96f7fd1318a252af5d682e26e35809cb67a246
dev.j-a.ide	lsp4j-kotlin-dap	0.2.3.251		1cd504d54e94e2029ba14c83f8a7fe40ad226e5f
dev.j-a.ide	lsp4j-kotlin-dap	0.2.4.242		618b7258dfc385bc0e4eb3682622dd678dbf4f48
dev.j-a.ide	lsp4j-kotlin-dap	0.2.4.243		2ae84ca2a48944ac630100f37d98df485478cde8
dev.j-a.ide	lsp4j-kotlin-dap	0.2.4.251		3e8a9e28b09b2b74d71167c480887ebe89698d97
dev.j-a.ide	lsp4j-kotlin-dap	0.2.5.242		6cbf1ef07b41f36f0e6c4eb09af1c6880cacebc9
dev.j-a.ide	lsp4j-kotlin-dap	0.2.5.243		bc496222b75cd4977cf974f79adbf1d8006391ee
dev.j-a.ide	lsp4j-kotlin-dap	0.2.5.251		64d90b2f135347cb75b978231d80d6a46a0b35d3
dev.j-a.ide	lsp4j-kotlin-dap	0.2.6.242		375bbd2eec7eb204925f2829a3ac4eb2d1ffc910
dev.j-a.ide	lsp4j-kotlin-dap	0.2.6.243		4e56c7fa00a6fde131e67e1318b5e122213a91b0
dev.j-a.ide	lsp4j-kotlin-dap	0.2.6.251		1b13ac92ae615e2274ffa2408e30f3698b219e46
dev.j-a.ide	lsp4j-kotlin-dap	0.2.7.242		2294442c4137db5be00ce52ba77772abf0cd3e63
dev.j-a.ide	lsp4j-kotlin-dap	0.2.7.243		c5d1d521f28ac2f0adbf2ab6f680e7f7dda2ebc2
dev.j-a.ide	lsp4j-kotlin-dap	0.2.7.251		e93c3e05f356d04624f833a3187aa8fda63f3ec0
dev.j-a.ide	lsp4j-kotlin-dap	0.2.8.242		97cde4702728288bea5225370bb2b36d9ef0b4de
dev.j-a.ide	lsp4j-kotlin-dap	0.2.8.243		85b490f9bbeac6048e53d299621a2ca3f9384030
dev.j-a.ide	lsp4j-kotlin-dap	0.2.8.251		e08f9c38178fc6c5612d7e79e9d33d3f202651d4
dev.j-a.ide	lsp4j-kotlin-dap	0.2.9.242		d0c837bad688a4902433d479f9fe615111f386ad
dev.j-a.ide	lsp4j-kotlin-dap	0.2.9.243		57b279df3cfb5e2f7ce1e64d80bfd4de2f91aa9c
dev.j-a.ide	lsp4j-kotlin-dap	0.2.9.251		ac8315a70d348ddbe25bba0d0d400ad85aa2971c
io.crashbox	argparse_2.13	0.14.0		1f0b9d644209a262dfde0c4d213711f43c2f14ac
io.crashbox	argparse_2.13	0.15.0		8e55d050b4a76a3b33a1e0a48dfceadba3d89117
io.crashbox	argparse_2.13	0.15.1		4a6f19f12dab6e59c1f34a7bf781c7d2ab6d357d
io.crashbox	argparse_2.13	0.15.1-2-gba6d740		175fef99064b3dfb7b9aaf2ba315a0941b012b93
io.crashbox	argparse_2.13	0.15.2		bf1f707ed3424a75dd9b1bd1f09b4cc5f865bdbe
io.crashbox	argparse_2.13	0.16.0		f9de9d97406b049bb507b83bbe6fca6072f63772
io.crashbox	argparse_2.13	0.16.1		592589fcd30fc6aa5ae386ed4fd14d2e84b23c5b
io.crashbox	argparse_2.13	0.16.1-1-g84a3a3b		a4d4da016df12ee6267110dd3182c5845d16c7e8
io.crashbox	argparse_2.13	0.16.1-3-gb502b0d		6d50be578aac669de17ae6c8fa4eab5548123a12
io.crashbox	argparse_2.13	0.16.2		47666904d31d2814a69213194a2b5c0f1b9445a3
io.crashbox	argparse_2.13	0.16.2-5-g989a945		ddfc150c402fcbceca2ef274a8e2f4f24a8a77b0
io.crashbox	argparse_2.13	0.17.0		9f7801b0c17f82ab747ad88b7a74764f1613450e
io.crashbox	argparse_2.13	0.18.0		1aa6a517dea6b55b0cb120df01a6d0738b56bdf7
io.crashbox	argparse_2.13	0.18.1		83e1b0d2d995d28b9fe69f9ad9f0da223ca1bcbb
io.crashbox	argparse_2.13	0.19.0		1f54dc0737a01b28c1cf2b31a3245454b41754db
io.crashbox	argparse_2.13	0.19.1		8c0df4feb3ce623ed200a4f8d65b1b8a87da41bc
io.crashbox	argparse_2.13	0.20.0		b43aa75a3ffb91c55efc44642113315dd5d888a6
io.dropwizard	dropwizard-core	0.7.0		1bdf635d27892eb6ad084269a1b44d6dbed82470
io.dropwizard	dropwizard-core	0.7.0-rc1		453ccdb10296a004e3c07506c4e1607419d802ee
io.dropwizard	dropwizard-core	0.7.0-rc2		5905cf828190fd6516b5aa7b49909b18207ea365
io.dropwizard	dropwizard-core	0.7.0-rc3		b5046be6fe4c2cb35d2ef40b276fd3be599dd6ac
io.dropwizard	dropwizard-core	0.7.1		569cd6181d5fea4b033cf3a0eca632c8931a1a3a
io.dropwizard	dropwizard-core	0.8.0		fdf0caf9d6ed0c83c6901f31f21ff802717d8fb7
io.dropwizard	dropwizard-core	0.8.0-rc1		d0888034833474364fe97572cda50f28c4f07269
io.dropwizard	dropwizard-core	0.8.0-rc2		55a12136aee3acd7f74dfc2ccba9062035e51428
io.dropwizard	dropwizard-core	0.8.0-rc3		2de93413ac229271bc12bf35495fceaf6a6e9bd3
io.dropwizard	dropwizard-core	0.8.0-rc4		d9d065eec303302dc727b944401f6a205979f57b
io.dropwizard	dropwizard-core	0.8.0-rc5		a9cbbc5e1ff545c06f1242904d76d5631198e4b8
io.dropwizard	dropwizard-core	0.8.1		7306d6f3ea6680f86b4ad583b57e54038db8fa9f
io.dropwizard	dropwizard-core	0.8.1-rc2		7ad61bf7e201c546f054a20e6407916286183d70
io.dropwizard	dropwizard-core	0.8.2		33f4dc3df3ee75e0ae3c2667c74c9fb244d31761
io.dropwizard	dropwizard-core	0.8.3		fa4a7b0ea857f8298ad519cf5f4a93c12a1abafd
io.dropwizard	dropwizard-core	0.8.4		2967f33174d35804651549cf3deea7c6eb8ebc82
io.dropwizard	dropwizard-core	0.8.5		ee389adb54b11d45711e19958bc914cd71040b52
io.dropwizard	dropwizard-core	0.9.0		9f53063a93428cf43c0fba21678b96f7390aede7
io.dropwizard	dropwizard-core	0.9.0-rc1		984656b00dbdac0a6aaede579891ea06cdbd2274
io.dropwizard	dropwizard-core	0.9.0-rc2		2d0fa2e52f27363de1c1e2c3d7310656fb12dad6
io.dropwizard	dropwizard-core	0.9.0-rc3		c3336d6f7809c7cc4e8ba0994e34219b15baf933
io.dropwizard	dropwizard-core	0.9.0-rc4		218816bb1edce72c3b97f28b06fc74e251e4944a
io.dropwizard	dropwizard-core	0.9.0-rc5		03f3a955922bf4bb4a695ede89e11e442082c215
io.dropwizard	dropwizard-core	0.9.1		e3c2626fc3372b7d7c0fa47981d6c1a176ac4a43
io.dropwizard	dropwizard-core	0.9.1-rc1		cfb348eaeb9215b83d22c45692a75a9788b9e2be
io.dropwizard	dropwizard-core	0.9.2		ac304147a8caebdc9564fb770078db507edf7234
io.dropwizard	dropwizard-core	0.9.3		5bbc58e1987030d4726c1523a4feb54dcc2cb38b
io.dropwizard	dropwizard-core	1.0.0		7a57ea6f91cd22ba02b8973c1a4e0f9f4caebd53
io.dropwizard	dropwizard-core	1.0.0-rc1		5d00b0e452ae6a140417f535463bfb7011c31a44
io.dropwizard	dropwizard-core	1.0.0-rc2		e086bb3a15274f0417631230870df6969128a493
io.dropwizard	dropwizard-core	1.0.0-rc3		b9b51ad717f29c103621ec671acb0c8052f9f6c4
io.dropwizard	dropwizard-core	1.0.0-rc4		fb940b997f3905d41da656ddea3b9504728507ce
io.dropwizard	dropwizard-core	1.0.1		e4e81e5fde1f448652839b89d280dd414000b717
io.dropwizard	dropwizard-core	1.0.2		522cb8f7df435a02a56b4e2667df43a6c15a3c42
io.dropwizard	dropwizard-core	1.0.3		a5b123709d0ad12ebbb27a87bfa4834c1db09d87
io.dropwizard	dropwizard-core	1.0.4		b78539f473bd0b29366bc795a912c17354639fee
io.dropwizard	dropwizard-core	1.0.5		7f9bb1f5bf8fedcf2bf8487bbcc64b950094939c
io.dropwizard	dropwizard-core	1.0.6		bf3922cc08a3f5ab33502c197536f2cd0f86328b
io.dropwizard	dropwizard-core	1.0.7		f87833fe19404f3e471a3c642237247b1b38d857
io.dropwizard	dropwizard-core	1.0.8		1e98ebfa4b00e79b3f9f805a608e3e6a5863040d
io.dropwizard	dropwizard-core	1.0.9		98d518a98f95df5206c7873ba4c732b63a559f99
io.dropwizard	dropwizard-core	1.1.0		a5c930cadc50d745632b558bed45dfc399ed8b2b
io.dropwizard	dropwizard-core	1.1.0-rc1		d60ecc6c90d26a93d0592f052e5a74c642535175
io.dropwizard	dropwizard-core	1.1.0-rc2		bdc9523ac0fe1aeba791cfc2298ce308640e16df
io.dropwizard	dropwizard-core	1.1.0-rc3		c23f3f8a30ee6c352646d1d88177728c0d37dca8
io.dropwizard	dropwizard-core	1.1.0-rc4		c2a79a5a4ae684a35cbde71d2dba989bd064cdee
io.dropwizard	dropwizard-core	1.1.1		4cb4010e1c35212a23c8d6dfeeb4e502528af7ba
io.dropwizard	dropwizard-core	1.1.2		7d475d0090d1578a4a0bdfb7a10f401a28d5684a
io.dropwizard	dropwizard-core	1.1.3		bb72fa67bfeaa52ee819df6eb2efb395a0305107
io.dropwizard	dropwizard-core	1.1.4		c518849a154001d9cb9aef5a26725156b54b92b1
io.dropwizard	dropwizard-core	1.1.5		12d2ab16073ac9fa32ebb28e6b0ba99730e0d886
io.dropwizard	dropwizard-core	1.1.6		93ede73c634ad81e3e06352555c76952882d32c3
io.dropwizard	dropwizard-core	1.1.7		6876953b88997a3dae69412f8ebc995e392f6a93
io.dropwizard	dropwizard-core	1.1.8		d6b145b6d110c0b144110f99d50def3e0c6c6866
io.dropwizard	dropwizard-core	1.2.0		0027721150654f8a0c9f0587536639b283d73181
io.dropwizard	dropwizard-core	1.2.0-rc1		8e1a960ac845a6dc28d4fa84eb53a82c94e12c71
io.dropwizard	dropwizard-core	1.2.0-rc2		7bc8471fc54a6d57d7f7c6220d2aab82623f8153
io.dropwizard	dropwizard-core	1.2.0-rc3		9def65ee2df7e713e9641712c8f144f0baa4e24d
io.dropwizard	dropwizard-core	1.2.0-rc4		f2cd7c6510dbd4c8f055af93b6b8de1f0cffcd28
io.dropwizard	dropwizard-core	1.2.0-rc5		a095fb0b762956c22bc873090a8d43f46c0fc95c
io.dropwizard	dropwizard-core	1.2.0-rc6		3ac1ed7a04be87100151f72763a6d70a10f77ed6
io.dropwizard	dropwizard-core	1.2.1		0239fdb11095d44476ba53dae26c7fd91381c785
io.dropwizard	dropwizard-core	1.2.2		52f7430db78ac44b487b5dd7ee799f0cacbf0bc0
io.dropwizard	dropwizard-core	1.2.3		ee80668ccf30e03357ae7c34f2877e6d40947623
io.dropwizard	dropwizard-core	1.2.4		e4bc893f12fa2ccfaf0f44cbf00c357ea2f7b28b
io.dropwizard	dropwizard-core	1.2.5		9b595d4b465c0b3aedb6e1823dc64fd5b39008e0
io.dropwizard	dropwizard-core	1.2.6		309c897aa009e5c356a9d1129d20d3fbeb44cc32
io.dropwizard	dropwizard-core	1.2.7		44c96aeacd9dca6af5ee8ff65128d31c7a4a9bac
io.dropwizard	dropwizard-core	1.2.8		75cdb6974fe7a4f1310e9f83be9b27b4bf00b297
io.dropwizard	dropwizard-core	1.2.9		68938a074b0fb5e6a0343b2b3450e86877fd579c
io.dropwizard	dropwizard-core	1.3.0		e5feb7c4a67b463c9fe13d5ceeb11d6fcfc870dc
io.dropwizard	dropwizard-core	1.3.0-rc1		be60ce483a02510ccd022a9e074153f145a74d21
io.dropwizard	dropwizard-core	1.3.0-rc2		2c106fe9bfc5a32f2ebc6346caf1da7d118f4edc
io.dropwizard	dropwizard-core	1.3.0-rc3		7625dfa03c8c58764270e74a58c137ec54009fbe
io.dropwizard	dropwizard-core	1.3.0-rc4		717fa796b213e1c9fc213a7e9f131644f10be219
io.dropwizard	dropwizard-core	1.3.0-rc5		2f0ad636f4948acc8e2d0d358c0eca1483f740d4
io.dropwizard	dropwizard-core	1.3.0-rc6		33ba7660dd0516cebb77be580a038ba6cdcbbf80
io.dropwizard	dropwizard-core	1.3.0-rc7		288641c917077f166d70b3014fe9250150606fda
io.dropwizard	dropwizard-core	1.3.1		0d6066dd331cb5fe9e1734cc33cdf6a63cf56451
io.dropwizard	dropwizard-core	1.3.10		05f1b258c23bce606f29453a17c7eabddd533dd7
io.dropwizard	dropwizard-core	1.3.11		580762f4469375020618d427b678ccbb7956fea1
io.dropwizard	dropwizard-core	1.3.12		66c481914710ba7325c2588946d2b848d99067c7
io.dropwizard	dropwizard-core	1.3.13		44383c00fc68af58d8200fd032f1ee44bdf9253a
io.dropwizard	dropwizard-core	1.3.14		f7dcf782e845228ece23309991e62c5ef7e888b5
io.dropwizard	dropwizard-core	1.3.15		53889ab39746957180bddc1636f6680eca0db5d7
io.dropwizard	dropwizard-core	1.3.16		2dc4f7f8893bb1853f144f0de712e2d8c701ce84
io.dropwizard	dropwizard-core	1.3.17		cf5e5a2a75493fbd41b83a1afe90e78f9c0bd8e1
io.dropwizard	dropwizard-core	1.3.18		e68b8afdc0d688534705e02840f2eac496543fc1
io.dropwizard	dropwizard-core	1.3.19		ad82f25f648539e132386b20b69d3339b67f6c9d
io.dropwizard	dropwizard-core	1.3.2		365cb9c9118ca32d533781097f0f667ef798a41b
io.dropwizard	dropwizard-core	1.3.20		e5b924d788a539d35736e9e2fdbad857ac486cc1
io.dropwizard	dropwizard-core	1.3.21		d730d84534000b7ed2411e29d0a091354c70b1c3
io.dropwizard	dropwizard-core	1.3.22		6d81c1017520b38fcb5e757537f60a3b5e6e0b2c
io.dropwizard	dropwizard-core	1.3.23		c573cb5d5f2a32e2bfd167e5c1165c723f71af4c
io.dropwizard	dropwizard-core	1.3.24		8f689c6ebe0599c2dc0fc039779a76810a2d304f
io.dropwizard	dropwizard-core	1.3.25		fd946c4bb32336b37920a4a4b1e5a6fa2558b92d
io.dropwizard	dropwizard-core	1.3.25-beta.1		52dc26aa0d89cac85fcc462e7c1da91911d68c18
io.dropwizard	dropwizard-core	1.3.25-beta.2		f0e5c1ccd39d177a74632ee9cb5ef6b4b4fcc8f6
io.dropwizard	dropwizard-core	1.3.26		432faf1751221b11d2c1a2ca114096f0ccfb355f
io.dropwizard	dropwizard-core	1.3.27		abad03933980888ddf719a85c0204fc02bec062a
io.dropwizard	dropwizard-core	1.3.28		e13851d12cf9a6e703791a232f414026d9679fe6
io.dropwizard	dropwizard-core	1.3.29		229289bb32b8045bb14900a44503e6d106d50593
io.dropwizard	dropwizard-core	1.3.3		b2549fe63a03e9bf24dd9683b5698bb1837451a6
io.dropwizard	dropwizard-core	1.3.4		50ce8f5a28005f1165b31ccc75fb8a234af417fe
io.dropwizard	dropwizard-core	1.3.5		40ad5a0f6c01c99f23f9f44a021ca10af0e186bf
io.dropwizard	dropwizard-core	1.3.6		e53d5814eadf3a4b2b673f96485d51167cfe7f67
io.dropwizard	dropwizard-core	1.3.7		1c556fc5aee0f03d9543512a215993c3545860f0
io.dropwizard	dropwizard-core	1.3.8		e0758ece53741860d773acb68a8d9db9ab4c6f55
io.dropwizard	dropwizard-core	1.3.9		2ed99e64011d52740670e42a9c30c7e0d417b6a5
io.dropwizard	dropwizard-core	2.0.0		cb6fa530834b95170c9c82ae7bbbe7a2f85ef149
io.dropwizard	dropwizard-core	2.0.0-rc0+test8		0ad819c367ecb72f86f71538a27f3e65e481fd83
io.dropwizard	dropwizard-core	2.0.0-rc1		fdb96128adea08b224444292bf4b485258a71064
io.dropwizard	dropwizard-core	2.0.0-rc10		1cad6f5d0b3b6839c8a7f16c37c40a28c6b5ce6f
io.dropwizard	dropwizard-core	2.0.0-rc11		a7b57074c30374bd7a65e7d8c950a937ceb70413
io.dropwizard	dropwizard-core	2.0.0-rc12		73b9f0f1055143c6a73d7d2bc09ef572e0872889
io.dropwizard	dropwizard-core	2.0.0-rc13		a2cde149600f13a783bb78e34a30944e25d3491e
io.dropwizard	dropwizard-core	2.0.0-rc14		9bbedb3eaf1663a7ae48d79aae73b83605cd3a1d
io.dropwizard	dropwizard-core	2.0.0-rc2		2683fde1220447e7d8cea61cfe54287fc0976f82
io.dropwizard	dropwizard-core	2.0.0-rc3		2b9e2e4d6f5cb6f84d02db8359717c725d7d98d3
io.dropwizard	dropwizard-core	2.0.0-rc4		664efe90e9d290b810e960e279cd5081da9ea705
io.dropwizard	dropwizard-core	2.0.0-rc5		b2d3465a5d1e483fa158c68a8db8d91827ce423d
io.dropwizard	dropwizard-core	2.0.0-rc9		2b1520ab2279a660ea93d87abbccd0a932a5c12d
io.dropwizard	dropwizard-core	2.0.1		2345487ca0689ef02ffa426ba20c4ebec9eb623b
io.dropwizard	dropwizard-core	2.0.10		4bede6f0893b44c26ac442e95f8ae9cc7aaab9a6
io.dropwizard	dropwizard-core	2.0.11		28e9e29901cf1e7f8731c82cceab6b617bdaea17
io.dropwizard	dropwizard-core	2.0.12		1ab194421f94e33cd26149ba67f290f291d1f4f5
io.dropwizard	dropwizard-core	2.0.13		bb99fd11ec0ce3bd587cec0d453e1669b6beceae
