app.cash.treehouse	treehouse-compose-android-debug	0.1.0		N/A
software.amazon.awssdk	sqs	2.19.3		1bd61b7c312fa52748135fddc03feb2e4bf1cad6
software.amazon.awssdk	sqs	2.19.30		599ffbc08be5b913cc1e41ad0e9ab6b7978ea2ab
software.amazon.awssdk	sqs	2.19.31		cb82e65394e25e80ee0ae71e5db039e935e497bb
software.amazon.awssdk	sqs	2.19.32		744afbc02a4c163d1326955b3f22f74e91681cf0
software.amazon.awssdk	sqs	2.19.33		88fd50ec401a1d8c579ac9e7f88031bdb477d9ca
software.amazon.awssdk	sqs	2.19.4		6c28a30dc57abde825f4060787829cca2cb9ecf6
software.amazon.awssdk	sqs	2.19.5		74bf80ab2b1071fdc979e6a989b7a40c21a2dba1
software.amazon.awssdk	sqs	2.19.6		1c4dbcb8c651039e2eb0329305e14526f3e821ff
software.amazon.awssdk	sqs	2.19.7		cb5853d56e205acc7d8ce317c527c6f9585bc0c5
software.amazon.awssdk	sqs	2.19.8		1c5f6a154f7feb3182ca3bfe6b14f41f1d5643c6
software.amazon.awssdk	sqs	2.19.9		e48130f7bcaf4563dd63858f8c0e15dcb58fd75c
software.amazon.awssdk	sqs	2.2.0		14367b861e14b90e015ed22eb0f93da9eaa9d1b3
software.amazon.awssdk	sqs	2.20.0		d57fc2197b26073cb4e853485501ec4438fa18ee
software.amazon.awssdk	sqs	2.20.1		54f397410b9ee325ed950fcc89d38f714c67d387
software.amazon.awssdk	sqs	2.20.10		fffb27a6a7f3d2f5712e9d23809b946ff9da3c3a
software.amazon.awssdk	sqs	2.20.100		4a52e04a5454ad59c5b0111ff178264c05f4c683
software.amazon.awssdk	sqs	2.20.101		5e9a9cbf8c914263cb4b5f1a3b2cc1670e67d460
software.amazon.awssdk	sqs	2.20.102		495add5338130d6732736ef428c96b07d65ec966
software.amazon.awssdk	sqs	2.20.103		e33477feaa1e5baa05970447d7e8d383a8e423e5
software.amazon.awssdk	sqs	2.20.104		aea6b2a0874d684449d235ceb15178e53b3ea253
software.amazon.awssdk	sqs	2.20.105		b63d80755acf62e908f8090990c52bac758a1b13
software.amazon.awssdk	sqs	2.20.106		fcb3a295d3b6ef098a84238dcea67dc93d18d497
software.amazon.awssdk	sqs	2.20.107		e0bc2d18bd375076c6dacc31b7134c835e4ff5a7
software.amazon.awssdk	sqs	2.20.108		a678af763da1f9a6eca74dd27c53ba197ff38893
software.amazon.awssdk	sqs	2.20.109		0a9c6ff88aa1698966d6282d22ec4d50df4f2bf4
software.amazon.awssdk	sqs	2.20.11		cf0ec4c3a4f1e1b71e59baa0c3c2188d34674e71
software.amazon.awssdk	sqs	2.20.110		11f9312171bdec16825f8c22c659c8d5d98f6bdc
software.amazon.awssdk	sqs	2.20.111		a64e649e332c1ba6dc5336e2d10434754e3e4ac2
software.amazon.awssdk	sqs	2.20.112		5b406ca5021bdf46d68b31c6003149573b48fad1
software.amazon.awssdk	sqs	2.20.113		c801bdfc490c7d8d5f9fa01df98a375c565cecd9
software.amazon.awssdk	sqs	2.20.114		17198f2c45003dabef7b0ab79a69e163f6099a2f
software.amazon.awssdk	sqs	2.20.115		b1368010fc68676027d6d90d939745f58adfbef6
software.amazon.awssdk	sqs	2.20.116		c6ea5a31c641a0797126432eab1d1c0e52de5c39
software.amazon.awssdk	sqs	2.20.117		b6427f0efae641f9a263a5d149a0a45bea515cbd
software.amazon.awssdk	sqs	2.20.118		71f9dcd095fff582cb5a5c85f93d0ef9cc34edba
software.amazon.awssdk	sqs	2.20.119		64efd50ab355b88f76596f33a16a963a5fd17449
software.amazon.awssdk	sqs	2.20.12		382b4e310ae16898d65375f13e4be0feab781d2e
software.amazon.awssdk	sqs	2.20.120		b920f10ef37fab1e7c9b5ca0daf9a99d0872ed0e
software.amazon.awssdk	sqs	2.20.121		b09e98193ab5978f386a6001ee55af4feefcb3d4
software.amazon.awssdk	sqs	2.20.122		070004938883fa5cfd4ecf2994579623407afa68
software.amazon.awssdk	sqs	2.20.123		b25708ac763616110afa6a5bd0ec4706dbab01ea
software.amazon.awssdk	sqs	2.20.124		5fffdfc0800e2225162d2f4e015dd5234ffcbb17
software.amazon.awssdk	sqs	2.20.125		89faf1ee630472b97e630ef286e4be1a05b25df8
software.amazon.awssdk	sqs	2.20.126		e0e6113ea756584388b326b34e15dd660fd344c1
software.amazon.awssdk	sqs	2.20.127		db2025e56a01c6f1735f58e22e98ecf57239c896
software.amazon.awssdk	sqs	2.20.128		7515cc456c45aa73df09938b48a2f03ab1d74b2c
software.amazon.awssdk	sqs	2.20.129		93cd74eb8a6e1bb1e7dacadf519662d988977df6
software.amazon.awssdk	sqs	2.20.13		7af206e24944baf578d59e66440fd654f8fa3375
software.amazon.awssdk	sqs	2.20.130		93591059ac84d54a07ed0e781c7a0fc8a22c2e1c
software.amazon.awssdk	sqs	2.20.131		204f55c0ed21f18e847bad600229ef94203c8a6a
software.amazon.awssdk	sqs	2.20.132		91a5002cb549a1ce92664d07ad9c3615d7af0690
software.amazon.awssdk	sqs	2.20.133		f849a895137bc1fce5b58fce2da62f57250038e8
software.amazon.awssdk	sqs	2.20.134		78d00a1740e65bfb72e9266a69f05044f2ee5d23
software.amazon.awssdk	sqs	2.20.135		d45417cca4bd257a551f1f52e3c7361d6cd0ce8b
software.amazon.awssdk	sqs	2.20.136		b0d8024eda9098fba50423664381172faf25e56c
software.amazon.awssdk	sqs	2.20.137		9267adad5e3baa8d8ea673cdef969cf9ced46f23
software.amazon.awssdk	sqs	2.20.138		3cff6443c2b277b4679d368a3e1df7f8ee90a815
software.amazon.awssdk	sqs	2.20.139		503a056e02b1493c7fe29e2b0f6400119f1fc891
software.amazon.awssdk	sqs	2.20.14		257aa931fae1c887ad04487fa9f3b516263e5441
software.amazon.awssdk	sqs	2.20.140		8684586850e919d1a1c924381cf4dfe559394b31
software.amazon.awssdk	sqs	2.20.141		a20470166f70cf16a6c6a7f2ba935d3cd2a5f378
software.amazon.awssdk	sqs	2.20.142		61dca9102a741fefacfc3fa3720e997741210963
software.amazon.awssdk	sqs	2.20.143		5ac308179706b03d4c983d132b66d1505e1c464f
software.amazon.awssdk	sqs	2.20.144		704e639379d8a0d95816cf99ea9134a4216f709a
software.amazon.awssdk	sqs	2.20.145		b78924246f468dc0c377bc9e4a3305c190020266
software.amazon.awssdk	sqs	2.20.146		3249e4f0627a4d4be65a9362afd3cb5243fb8359
software.amazon.awssdk	sqs	2.20.147		09eca15d15a5063cc1159c3304144fc67db8ad0e
software.amazon.awssdk	sqs	2.20.148		64b1660f1185a354f66a72d617664b306de44e0a
software.amazon.awssdk	sqs	2.20.149		f74f172e42c43639b5fd94cc4b821bc17c81d87d
software.amazon.awssdk	sqs	2.20.15		e32723bdfcbaebd7d171f0ec1d93e28a7fd7b41b
software.amazon.awssdk	sqs	2.20.150		4b314c06de7e968ffd065f6bfd3bfff8314785f7
software.amazon.awssdk	sqs	2.20.151		8517e89a40f09c3c79ed5459896bb7ab8d141e50
software.amazon.awssdk	sqs	2.20.152		ca2e1a4365633dc40f661ccc6732a526ad85df61
software.amazon.awssdk	sqs	2.20.153		2bd2e5caf8035520e156c1294ccaecbfa34c5c1b
software.amazon.awssdk	sqs	2.20.154		42227851d37ba07b3942547a44b546bffd48362a
software.amazon.awssdk	sqs	2.20.155		b2f149c37f7f2cb086079cf65b63f9d07ce9e3a4
software.amazon.awssdk	sqs	2.20.156		be34f9efa7c19ade2b4612245db65faa98b1e7c9
software.amazon.awssdk	sqs	2.20.157		dadf853e7b8ec4d79507af8e2689312a96d7ec5b
software.amazon.awssdk	sqs	2.20.158		e0e460fefd8a86f42ad6ebb2c424be803149cbb1
software.amazon.awssdk	sqs	2.20.159		77801a7f345d5e9d84ba994a03106d1c872e0420
software.amazon.awssdk	sqs	2.20.16		8bf2c8ece7cff600c7adc577c6ab4798f6738bf0
software.amazon.awssdk	sqs	2.20.160		3a3c070c0bc81e3e5a306844cd931496a81ee9f2
software.amazon.awssdk	sqs	2.20.161		d39381ac2209375ea99ea06e01620eaacfd3495c
software.amazon.awssdk	sqs	2.20.162		eb398ed89794ce7b53493f5bbc49e90a5cdd44f2
software.amazon.awssdk	sqs	2.20.17		4e6e767ad69a54fc9e1a6ebd30e5a60938de8047
software.amazon.awssdk	sqs	2.20.18		97139e9847c4f05b4665b68af7160f1c453259d1
software.amazon.awssdk	sqs	2.20.19		eae35f1413119aae4faa32613c8838e4a8f083d3
software.amazon.awssdk	sqs	2.20.2		f00e47352ce831e6e46596bc708b93bf54e8d8e2
software.amazon.awssdk	sqs	2.20.20		422210596813fdaa637991f8341e38c0546fe493
software.amazon.awssdk	sqs	2.20.21		db40d3e2be8a4a073762b43a414e4b1a7e306de3
software.amazon.awssdk	sqs	2.20.22		35a6694cb307c4e177f2b8da0ecaa6f6fdfc9061
software.amazon.awssdk	sqs	2.20.23		ae8acabed508ec2694037254f9476ec31a0b4834
software.amazon.awssdk	sqs	2.20.24		53ce4f3c6a98ca85eadc2b823ada01add6dfcc7a
software.amazon.awssdk	sqs	2.20.25		34c30466dceb8b1586f61ac308e99a139c4a7059
software.amazon.awssdk	sqs	2.20.26		abe99a6483824e3ab89a9cbc59a17368a86541ab
software.amazon.awssdk	sqs	2.20.27		1577822e65423423608eed3e2c958e9de85bb3fd
software.amazon.awssdk	sqs	2.20.28		251bfc105f186a9b22676d7b76a1b033e0101c22
software.amazon.awssdk	sqs	2.20.29		b578b4d5626eff3c0ced696b60d661697bb530c3
software.amazon.awssdk	sqs	2.20.3		8bc7fb57d52581cdf08fd54af0d5f3a1d9e307d7
software.amazon.awssdk	sqs	2.20.30		f9e9ad913c36012d7621867af0f262a80e9e1d39
software.amazon.awssdk	sqs	2.20.31		d93ad4645560b04ea3407bb884e7ba97c08de71f
software.amazon.awssdk	sqs	2.20.32		85d9a5fcd3f8adb985d6d8b717b439452a83c7b5
software.amazon.awssdk	sqs	2.20.33		e86905c27faff70561fee3c43020bf7349239eff
software.amazon.awssdk	sqs	2.20.34		e9c95f3172ce357cc95f031f8c89db773761e24f
software.amazon.awssdk	sqs	2.20.35		da580231ccc6bbab5f6e32491e3ed200c1737a0d
software.amazon.awssdk	sqs	2.20.36		8278830ddcb8a4d17b7718063285f0e32e2fc0af
software.amazon.awssdk	sqs	2.20.37		d63c1af6aa92488ee7484fe1d809cf4a78b449e3
software.amazon.awssdk	sqs	2.20.38		49a86065f5fb35ef6d886c12a1b76aa4773dc02f
software.amazon.awssdk	sqs	2.20.39		0761259e46d92ca10df5fd49389c2172ba315e82
software.amazon.awssdk	sqs	2.20.4		bfabd5109a219c954071ada649478968ea40f1bb
software.amazon.awssdk	sqs	2.20.40		4307d50284189c3d6b6350797d9f44259dfdf7f8
software.amazon.awssdk	sqs	2.20.41		c476051aafcb2c13aa7f1e2bc4460f1326e0f923
software.amazon.awssdk	sqs	2.20.42		711495af15d56d4e059bc62d6f3fa871e2d2e414
software.amazon.awssdk	sqs	2.20.43		4574052b9584b693eae5a8135bf86648a7e433ee
software.amazon.awssdk	sqs	2.20.44		93990665c4f6c6310248c9ca43e7829311b32ef7
software.amazon.awssdk	sqs	2.20.45		d1deec06cc8f2182c2d74da2b0e348caf223661e
software.amazon.awssdk	sqs	2.20.46		5ebf2fb0a0787571bcba18c71992b18c6a58a12d
software.amazon.awssdk	sqs	2.20.47		3bb5b77e5a48de9dee114994639e0080713c27ea
software.amazon.awssdk	sqs	2.20.48		95237edd0ce362b342cbc7ba42b7a88151886f51
software.amazon.awssdk	sqs	2.20.49		d26f30133e31b1b532301b45037efbb1067d846d
software.amazon.awssdk	sqs	2.20.5		22a0d7e287885c02931628d4cc59c4e6535830b8
software.amazon.awssdk	sqs	2.20.50		b736acdd8d78fe5fb15c0b2b2716d93a4733f5f5
software.amazon.awssdk	sqs	2.20.51		0ceff0bd1cf275cafc57c6bfc0cd39cc4bc25fb3
software.amazon.awssdk	sqs	2.20.52		5a69ac181019ab9066105c588dcd51382f11e48e
software.amazon.awssdk	sqs	2.20.53		7c129a400149c37cdd04382c881d2ceb2bfb98e7
software.amazon.awssdk	sqs	2.20.54		d3d1c7b58bed4d94ddcd05b7c29b69f497ab6eae
software.amazon.awssdk	sqs	2.20.55		9e0758a177f4bf5782a791863f738884992f78c7
software.amazon.awssdk	sqs	2.20.56		e4f26472a4ef99b644baf04e0920d2f385ccf782
software.amazon.awssdk	sqs	2.20.57		f277d79cc4a0cfc8d6002eee435ca53c8f66a566
software.amazon.awssdk	sqs	2.20.58		94616d5d750c6f68a0ae0a8d87e42f93858ddb77
software.amazon.awssdk	sqs	2.20.59		a4e5fa79c4b191011def9a21a465c940d98426f3
software.amazon.awssdk	sqs	2.20.6		5f427280081a6099453d28c757e60afb66f9d5aa
software.amazon.awssdk	sqs	2.20.60		3f54bb2083766ddebd9739157e0e5bfb8f95d482
software.amazon.awssdk	sqs	2.20.61		d2c40290eda0369e8ce20feb65667271bbbc4dc7
software.amazon.awssdk	sqs	2.20.62		44d41516c1c173d61cd130d570930e1023b24459
software.amazon.awssdk	sqs	2.20.63		3bef99a22172d9b41fa57a94caa0a835bf50a3d2
software.amazon.awssdk	sqs	2.20.64		c4c09cf7b43aafa4eed065df6b6e9a250c8c12b6
software.amazon.awssdk	sqs	2.20.65		606c928f8f7f1cca0757fca17d35c60bcb6fd75f
software.amazon.awssdk	sqs	2.20.66		8ad068a6cef4079099c397690d34973cd9df3c30
software.amazon.awssdk	sqs	2.20.67		fd08e4b4614fb051c383f86af3d60c1131b5b3a6
software.amazon.awssdk	sqs	2.20.68		1e830aaed0fb700cfccca06298ae0bb8ef168ca0
software.amazon.awssdk	sqs	2.20.69		3718c0f0181e03e15c1df590bb55b23f6cf87c5c
software.amazon.awssdk	sqs	2.20.7		347d0d30fe61e6f583d8eb6cac6584a8dbae8cd6
software.amazon.awssdk	sqs	2.20.70		cd2a9927026ebffa64f37cd562a743c9bfaaebfe
software.amazon.awssdk	sqs	2.20.71		104969af86888b1685f7c7d2674f7f7f5f930f92
software.amazon.awssdk	sqs	2.20.72		9e24defcef3b9f19d383fba8720ee9088ea16a8a
software.amazon.awssdk	sqs	2.20.73		034d16387f9f638b274d02d28179130a74ee552d
software.amazon.awssdk	sqs	2.20.74		014e1f831fcfb56b20bd7f41c8e78d9eb841187f
software.amazon.awssdk	sqs	2.20.75		9a8cc09e74a3595ff5eede39ec8b9a77358e5a65
software.amazon.awssdk	sqs	2.20.76		49dcf8dfb7c1b125afa968a2c9cce38276fdb40c
software.amazon.awssdk	sqs	2.20.77		676e687e8c495402049d46414d82a149bf91b1a8
software.amazon.awssdk	sqs	2.20.78		44b9db5d1f6e16f558b8ec481622107233520ada
software.amazon.awssdk	sqs	2.20.79		55d07636fe47abea58eebfebcc2c49e80005411f
software.amazon.awssdk	sqs	2.20.8		24adb86eb3380f80997497282ec29a327b58f177
software.amazon.awssdk	sqs	2.20.80		9abe6510545741e4993d7afdbf0078de0a86a295
software.amazon.awssdk	sqs	2.20.81		f77bf7c2b9ecc59d516ad6ae4ffe5b3d49a35c65
software.amazon.awssdk	sqs	2.20.82		5659d27a3be72660fd61fb528f6e02f1dabf66a1
software.amazon.awssdk	sqs	2.20.83		114d8a612d4d795f9cf04dfa7edf0fbe602d0ae1
software.amazon.awssdk	sqs	2.20.84		2c034e697c096e8b862e3702e85cdc3334b94508
software.amazon.awssdk	sqs	2.20.85		d96fb0d36517e4d0a2aac0548098bd63fd64fa09
software.amazon.awssdk	sqs	2.20.86		7ba7c5e113d340c1bc25681cce12fba167c63d5d
software.amazon.awssdk	sqs	2.20.87		3f12f5c9900ab090c471a292947fbf1c7c275843
software.amazon.awssdk	sqs	2.20.88		230c3544c69d13a6b596ca81b69c01f9dbcf8c79
software.amazon.awssdk	sqs	2.20.89		e37d457ed541b565e55039268b0f5bb64609e174
software.amazon.awssdk	sqs	2.20.9		dba8041f88098aced119862a6363e730c0d4e9d9
software.amazon.awssdk	sqs	2.20.90		e8ad701be4f8d23a80c3b5234bbe530f580f7818
software.amazon.awssdk	sqs	2.20.91		90809e152a54a85908784b8d7c7c51bd3644defa
software.amazon.awssdk	sqs	2.20.92		45b0396546029176805ab7bdd4e919971b2b9f25
software.amazon.awssdk	sqs	2.20.93		99cc99174e07cf4681c01422d140765ee8547dab
software.amazon.awssdk	sqs	2.20.94		4343d2ff8820431b3bcb7fc2e88dc584f22ffb2f
software.amazon.awssdk	sqs	2.20.95		857407d489902a2f91c2268d293fbcd034321a34
software.amazon.awssdk	sqs	2.20.96		36b4b6ea015d7f640e39b5645db4e3730a429025
software.amazon.awssdk	sqs	2.20.97		696906e9b45e21423b413b9f349eb243569aac20
software.amazon.awssdk	sqs	2.20.98		fdc8a50b7681ad8012764838cb83f0c6043cbcb4
software.amazon.awssdk	sqs	2.20.99		6fe731d9804bb71a7d11369388e4f3229b8e5276
software.amazon.awssdk	sqs	2.21.0		30367ce604a88289225edbacadba6bd6e4a64e60
software.amazon.awssdk	sqs	2.21.1		fa93d1087d133dddaf390eaf2aca4fb50d55e117
software.amazon.awssdk	sqs	2.21.10		9186d6041bdd8b657edec4c73bc9bba3f0ea2850
software.amazon.awssdk	sqs	2.21.11		e3a8c1e8b7e6d632398ac34c3032d13c85b54413
software.amazon.awssdk	sqs	2.21.12		aa68c89acee9e2da0361c4b23244199de5bd9d22
software.amazon.awssdk	sqs	2.21.13		447df8bdff888caa8270212365d0b3893885e585
software.amazon.awssdk	sqs	2.21.14		5249b53477f9b4ad72cb542ab1b74308a7bee5df
software.amazon.awssdk	sqs	2.21.15		4994e00a37a316d0a8256cfccaa8de25b6b0726a
software.amazon.awssdk	sqs	2.21.16		a7b20fe9e5cd8bcf78b76c8888bf8b26ab50aac0
software.amazon.awssdk	sqs	2.21.17		27dc3cdb15dd40336b32dcd7539baf2f3b95234b
software.amazon.awssdk	sqs	2.21.18		06ff55fbf0e60f357b9582650e5f87a1834954e9
software.amazon.awssdk	sqs	2.21.19		0a4f3b7ac6ce44688a1c17a2bb97325d846ef3e8
software.amazon.awssdk	sqs	2.21.2		1e271f9d0e1d4ed1f2127696b4aa4828cca6c4b8
software.amazon.awssdk	sqs	2.21.20		2eddc8abe011090ec14aa95c9ed5d7929585c4e7
software.amazon.awssdk	sqs	2.21.21		fe9a22f834a52bac74502e29f721c10c79faac9a
software.amazon.awssdk	sqs	2.21.22		ef772364f4e10a74d3107d10362275b6da663d75
software.amazon.awssdk	sqs	2.21.23		4f752131d6f82300cb52a3dbb8453be80292b865
software.amazon.awssdk	sqs	2.21.24		46944d7f0a2762122471a84da263723698856e14
software.amazon.awssdk	sqs	2.21.25		671abfab2958aeda9cfa16efb22fe6947e557af3
software.amazon.awssdk	sqs	2.21.26		8e886d1926f9175a63b91ec4fa31f15d93ee04f6
software.amazon.awssdk	sqs	2.21.27		ae1c617000bc51a4f49756eda303424a28e0a263
software.amazon.awssdk	sqs	2.21.28		b5ea66ad70441e43ca4c9ff3f9e7e1f708c0a17e
software.amazon.awssdk	sqs	2.21.29		304476a5eb505b573c26e2a3877106651d9bf28f
software.amazon.awssdk	sqs	2.21.3		cab3f303ca1f341ebd6013f86d911bc4157ba490
software.amazon.awssdk	sqs	2.21.30		221f907eac1fc0379143b999c9db0b1f108c16f5
software.amazon.awssdk	sqs	2.21.31		d681b57bd16f810c83e06a3775ca753b538e6043
software.amazon.awssdk	sqs	2.21.32		b167523a985b916dca7c87d49ecab79420fc90ea
software.amazon.awssdk	sqs	2.21.33		af934805ea4f4e01ebfbc7aa95d73293c5240b3c
software.amazon.awssdk	sqs	2.21.34		ce9d0e955f4c0e44b85eba3f44cf5ef8fa400659
software.amazon.awssdk	sqs	2.21.35		0252ca7b9b419ee0cbdb0557818f7713e2ce3089
software.amazon.awssdk	sqs	2.21.36		ee76d161141a9cc377401fb377d0206da59cd502
software.amazon.awssdk	sqs	2.21.37		0deb02f871ce196ebabbaa3e7cb538d8e7031eb1
software.amazon.awssdk	sqs	2.21.38		ed56154248ffd678f8398dd25fb3b070f88087cf
software.amazon.awssdk	sqs	2.21.39		7b449f765d7778ec5b22c4bd93e002bfd95ff3dd
software.amazon.awssdk	sqs	2.21.4		f68b8ecf4656bf50339013d99955e1156338c708
software.amazon.awssdk	sqs	2.21.40		1bb9c4ea8639da523548c315eb2da35d08baef07
software.amazon.awssdk	sqs	2.21.41		fcc7fbce9c505f7a23192d7bce11e373364bdbb4
software.amazon.awssdk	sqs	2.21.42		a7e7c085f89bdc62bec77211660ded5d09f60439
software.amazon.awssdk	sqs	2.21.43		0f8086b0a592cbe3d8cf2a3aa5b7d015c8c2ffe7
software.amazon.awssdk	sqs	2.21.44		4e3038478224efb4b38da228a1405f4ee5e6a6da
software.amazon.awssdk	sqs	2.21.45		60fbeedfcfa1f9b568d67df371be0b3d014189c3
software.amazon.awssdk	sqs	2.21.46		15d0ecfae5ab7e8807f00160f454349ac579a038
software.amazon.awssdk	sqs	2.21.5		40d7a51323e550f7b420f5b2630e1e856922760d
software.amazon.awssdk	sqs	2.21.6		e90476e193a14cb47d93ffec0c088cdbe4643939
software.amazon.awssdk	sqs	2.21.7		53aefaa38a61110c1dfaf82a61f83a4b5d6b9169
software.amazon.awssdk	sqs	2.21.8		2766068bd52d6ad674a37cea8b06643a37670986
software.amazon.awssdk	sqs	2.21.9		05ada99ed258085b4a52f6518cd656067d7df45b
software.amazon.awssdk	sqs	2.22.0		a48447890d874e1d828c82bfe66011c6ebb0ab99
software.amazon.awssdk	sqs	2.22.1		398397eb049547f619e6dff3964833e598092b27
software.amazon.awssdk	sqs	2.22.10		cc80715294f37f3a334b22ffbaa6d706971dedee
software.amazon.awssdk	sqs	2.22.11		b3b125977ae4d4c164f3ffcf850028e767ad1b13
software.amazon.awssdk	sqs	2.22.12		9c3bc4f58a60697a1ece75ff49bbeeb0b2bea49d
software.amazon.awssdk	sqs	2.22.13		3550a4a016911d76261e33ac546d3bc7177b6cde
software.amazon.awssdk	sqs	2.22.2		f4166416b8971c2c5d3d9cd54cc9efa6dc3eea97
software.amazon.awssdk	sqs	2.22.3		1f79db91ed9c9ec6e1a60ea84a5cc51f8e301fe4
software.amazon.awssdk	sqs	2.22.4		8338928f2ccf5dbb982072e3c0a94f6a25026c8b
software.amazon.awssdk	sqs	2.22.5		eeb0ada7cc935b9e429432c37d5a6d709b7aa4ed
software.amazon.awssdk	sqs	2.22.6		9d67306f3bf2da077f7bbaee984db2c65850940b
software.amazon.awssdk	sqs	2.22.7		4aab4e263313e7f6f6d8d1448ef1dc97d78f37aa
software.amazon.awssdk	sqs	2.22.8		0c447e0ed05bb74d708ac6e7f6f06e7dbe2c8742
software.amazon.awssdk	sqs	2.22.9		77472d969ec2041e7269772294ee8eb52d588d3e
software.amazon.awssdk	sqs	2.23.0		92be36e928debc2bf5304ec0724515022b65aa24
software.amazon.awssdk	sqs	2.23.1		ef689dac1fd78afccfc72dc817d4539c97d93b40
software.amazon.awssdk	sqs	2.23.10		a8513821c253a9aebaf0671bc8fd9055bb599234
software.amazon.awssdk	sqs	2.23.11		2ebd17662a4ce6d7499467f50feb5f63096e7e3f
software.amazon.awssdk	sqs	2.23.12		c810ad60331b54b87889f44e320ffcc8b475a333
software.amazon.awssdk	sqs	2.23.13		33dbfe1e85d5633bfcff3880a2bbc6b8aceadbbb
software.amazon.awssdk	sqs	2.23.14		980fb54c6bd36cd8aea7578afd5c5d735b401585
software.amazon.awssdk	sqs	2.23.15		668166b45351c55f302dd3020d100ca59517c87e
software.amazon.awssdk	sqs	2.23.16		500d3b88c382461ecd56d7c8fd093f1bdf6b990b
software.amazon.awssdk	sqs	2.23.17		1da385b086105faad5d6687ae5ba2456078d5566
software.amazon.awssdk	sqs	2.23.18		eef1fa4e4fcc4da5451f70f60ac9518c97eba786
software.amazon.awssdk	sqs	2.23.19		73244a457726f94c6d0093ebbf8c9a4c45ccd505
software.amazon.awssdk	sqs	2.23.2		5687cc040145e6e00ec760fed5a8fe61e458896e
software.amazon.awssdk	sqs	2.23.20		3c04e41b04258b61c6f94fee305576b712b38c75
software.amazon.awssdk	sqs	2.23.21		6a81c69b5b14ced8ba15092cb70065c983cf7939
software.amazon.awssdk	sqs	2.23.3		fe21c3deb295198d725605ee72065e71fc1e269e
software.amazon.awssdk	sqs	2.23.4		828c80a1a306e9e1c2d7d153d2a4cd7ff90dcba8
software.amazon.awssdk	sqs	2.23.5		0a988ca223b9b2456cf3f3c0b1f172ded463f962
software.amazon.awssdk	sqs	2.23.6		a21465d0e99b8e2df2b125267694fc81522b0041
software.amazon.awssdk	sqs	2.23.7		717d1d6aa635c6e153ca2e86d120ad5b91c04b06
software.amazon.awssdk	sqs	2.23.8		9977eb7039208e3e4a844de6bd01b3aa65ce2e60
software.amazon.awssdk	sqs	2.23.9		09ff580c8368517b21d41ea60592e9348be7a990
software.amazon.awssdk	sqs	2.24.0		e8c9b8d8791686872053d9bcb07ba42a6453ff25
software.amazon.awssdk	sqs	2.24.1		fdd713ff5974367455acfc6d5c44d719f6024937
software.amazon.awssdk	sqs	2.24.10		614c3704a966153c2251d23eadb579aaf42b7186
software.amazon.awssdk	sqs	2.24.11		e9f22960dbb9c2ade5109806da182d6c98dcd685
software.amazon.awssdk	sqs	2.24.12		ec64e5ca64e510ae827c38fda170b48767761078
software.amazon.awssdk	sqs	2.24.13		fcee912c9347de500c6dacd7db18d6841a44104d
software.amazon.awssdk	sqs	2.24.2		29d4f11433d1d5911b300b05a4d209451ba76e46
software.amazon.awssdk	sqs	2.24.3		9e3a1a0f05dcfa1eabafd382000f2a708368e77e
software.amazon.awssdk	sqs	2.24.4		ff4579ff1bcb6ef6b8e2be226c49340890b61e3c
software.amazon.awssdk	sqs	2.24.5		41351e52cdc269b8d153373a6a45dd8f4e078df7
software.amazon.awssdk	sqs	2.24.6		880342c312beccbb14ac9c08b6e9b919070d6f7a
software.amazon.awssdk	sqs	2.24.7		7e5271b83c114a3ae8408fd43ed0c3d1a5707678
software.amazon.awssdk	sqs	2.24.8		c0c0c9115fc2c5f3887782245ed9c583c680b9bf
software.amazon.awssdk	sqs	2.24.9		cd4844a97c1c42006236458eb48e394988578124
software.amazon.awssdk	sqs	2.25.0		6fb7796a3dc75fc1dc3364807dbd1fe56a7b2695
software.amazon.awssdk	sqs	2.25.1		4bcab2414648d4830df95c06ed58cc31a77a29c3
software.amazon.awssdk	sqs	2.25.10		620d8952ef6e97c66245173b6d75c4fc85b09a87
software.amazon.awssdk	sqs	2.25.11		4e4f780af9b442686089466a2d329a92174f5a01
software.amazon.awssdk	sqs	2.25.12		39e8cee38dd04a53b66f03c370b91d4eb6e3e2c3
software.amazon.awssdk	sqs	2.25.13		5a3fa0710b29311d944ef1d6b2698a28cbb7019f
software.amazon.awssdk	sqs	2.25.14		81defd843b3a83062c4bc25b779788d6594954f8
software.amazon.awssdk	sqs	2.25.15		bbe0659d1ea7d3cfe75822c7b507dbbd61f37084
software.amazon.awssdk	sqs	2.25.16		b9f093b93d16e428930628394908dc5ed473bade
software.amazon.awssdk	sqs	2.25.17		2c9f824763b1206f761eeaee7d17903ebaadb685
software.amazon.awssdk	sqs	2.25.18		70b17fb9ad261c79240ef6fbb80d0bffad564bd0
software.amazon.awssdk	sqs	2.25.19		6e6db19fa208bcc89718082285e2ec51e3039103
software.amazon.awssdk	sqs	2.25.2		6c0d48da54448d8768db80ba741000476b9a00e0
software.amazon.awssdk	sqs	2.25.20		3050e6619883c30996d749a28554d4c2f680f56c
software.amazon.awssdk	sqs	2.25.21		ac7d6e8a9209eba6de76d8dec362f9fab3f00144
software.amazon.awssdk	sqs	2.25.22		4c0ebb4c459ebae51eae22a1007673356c87f961
software.amazon.awssdk	sqs	2.25.23		f6471e4f7fdba31de4f16528f71e55000c2aab5e
