am.highapps.parallaxtoolbar	compose-parallax-toolbar-kmp-android	1.0.0		N/A
io.ktor	ktor-utils-tvosx64	3.0.0-beta-1		ab12ac6d1dacffa1aff6b4f4e3296bda892def77
io.ktor	ktor-utils-tvosx64	3.0.0-beta-1	metadata	b5909e9dda43c03869737d6b62464c7db539b52f
io.ktor	ktor-utils-tvosx64	3.0.0-beta-2		dfcc300e416e785151cc45136213ce107a6d5a31
io.ktor	ktor-utils-tvosx64	3.0.0-beta-2	metadata	814b70cb0e5685e18ef65a714f544e050d44ba1d
io.ktor	ktor-utils-tvosx64	3.0.0-rc-1		264b96e84cd0c144d97bdfae090871a1358a94df
io.ktor	ktor-utils-tvosx64	3.0.0-rc-1	metadata	a4bf03283f9188eca21309f27917e71557f9d37f
io.ktor	ktor-utils-tvosx64	3.0.0-rc-2		3fa3a235500bef32094d8cdef5c5bc2ba136a42c
io.ktor	ktor-utils-tvosx64	3.0.0-rc-2	metadata	4e7d855b2724e27a4b7c77f848e3065e1b28acc4
io.ktor	ktor-utils-tvosx64	3.0.1		0c5ffc50680bb53b9769952313d47ee81e7ddc3f
io.ktor	ktor-utils-tvosx64	3.0.1	metadata	64aa3f4c0bee381c381d0fc165f153e6a82e8951
io.ktor	ktor-utils-tvosx64	3.0.2		ed5e4a6b5361ba3d0d4c5bd16e9154434ab6a4e7
io.ktor	ktor-utils-tvosx64	3.0.2	metadata	f23b096a3213e470855638efa38d05e990dac78f
io.ktor	ktor-utils-tvosx64	3.0.3		e5ec0d61a6b58cea72560bff911a7c42db391877
io.ktor	ktor-utils-tvosx64	3.0.3	metadata	6164b528fab47a4e64e9fec62d6dcf4ea5f1b15e
io.ktor	ktor-utils-tvosx64	3.1.0		421d322710a3878d0535184421f24f15d41ae082
io.ktor	ktor-utils-tvosx64	3.1.0	metadata	45b4f45ec80e345766afc50c8429afb76b572aa5
io.ktor	ktor-utils-tvosx64	3.1.1		7a4bb3f276354ff28556cc73587ded81d39bf701
io.ktor	ktor-utils-tvosx64	3.1.1	metadata	5f02fad6ee0402fabff4e259951d1ccac4cd9a6d
io.ktor	ktor-utils-tvosx64	3.1.2		125732ca49a1bf64f5e0ee27fe296d2a07583acc
io.ktor	ktor-utils-tvosx64	3.1.2	metadata	0b5f5d381492f3e724ba84b5a92c1130162f3837
io.micronaut.views	micronaut-views-jstachio	4.1.0		8d1afecc92fab63e39753c0a82eacf4c48b4420b
io.micronaut.views	micronaut-views-jstachio	5.0.0		415d3207eb6cb0e881f9e1165f5b374033611ff2
io.micronaut.views	micronaut-views-jstachio	5.0.1		7e33d4907592e2b42320755b98618d55c01e856d
io.micronaut.views	micronaut-views-jstachio	5.1.0		b1454ced4fec75205cb3c0050e404430d343ca41
io.micronaut.views	micronaut-views-jstachio	5.2.0		b7b980de84d40d8d9547a2d7ea81086f10d17c19
io.micronaut.views	micronaut-views-jstachio	5.2.1		169d8533ece81d12a6b0810d8fb5b2fc40636840
io.micronaut.views	micronaut-views-jstachio	5.2.2		420a1c658488bc5ed494101163ee3bfcda132976
io.micronaut.views	micronaut-views-jstachio	5.3.0		fd4d7706f3a24d7265ff80774184ec34564e4dc3
io.micronaut.views	micronaut-views-jstachio	5.4.0		6866a64eec4083e40af9a0b1a34a453a742dce39
io.micronaut.views	micronaut-views-jstachio	5.4.1		ef86094e5507c4b36b123aaa5c4c0a6314fb71aa
io.micronaut.views	micronaut-views-jstachio	5.4.2		971ff1bfe4ad90aac8b1f5aa50dd14b0685d3898
io.micronaut.views	micronaut-views-jstachio	5.4.3		8c6776160bb05ead71e2e851d67467cf7559dbb3
io.micronaut.views	micronaut-views-jstachio	5.4.4		0bdc771e3ce1d751bfd3a5d319bbf9575024d34a
io.micronaut.views	micronaut-views-jstachio	5.5.0		3ecf773eebefbae67627892cae0a343daadfbe76
io.micronaut.views	micronaut-views-jstachio	5.5.1		a1881c50d353b6e46fffd88023a5ad07ce1953ec
io.micronaut.views	micronaut-views-jstachio	5.6.0		3a67c8c2cfcca8fd06cd62c30b05d4181478bef3
io.micronaut.views	micronaut-views-jstachio	5.7.0		998e75766df83e7fc53598ac43bd70b269df8b8a
io.realm.kotlin	library-sync-macosarm64	1.10.0		N/A
io.realm.kotlin	library-sync-macosarm64	1.10.0	metadata	b79f4eb1426f35d9fda14d9768a43b842c35621a
io.realm.kotlin	library-sync-macosarm64	1.10.1		N/A
io.realm.kotlin	library-sync-macosarm64	1.10.1	metadata	d72814b62a7c2acb2f66e2c79bffebd590b2ed96
io.realm.kotlin	library-sync-macosarm64	1.10.2		N/A
io.realm.kotlin	library-sync-macosarm64	1.10.2	metadata	23376aa852bd476a7c1d87374ef383aed0ab53d0
io.realm.kotlin	library-sync-macosarm64	1.11.0		N/A
io.realm.kotlin	library-sync-macosarm64	1.11.0	metadata	28d0016a422aab5e40dace15404d051389e32a5e
io.realm.kotlin	library-sync-macosarm64	1.11.1		N/A
io.realm.kotlin	library-sync-macosarm64	1.11.1	metadata	a4c8db13deefc09495991369c9ac021513e112f8
io.realm.kotlin	library-sync-macosarm64	1.12.0		N/A
io.realm.kotlin	library-sync-macosarm64	1.12.0	metadata	86f905145c6ceffaf7b8df892bdd02e0901f8c47
io.realm.kotlin	library-sync-macosarm64	1.13.0		N/A
io.realm.kotlin	library-sync-macosarm64	1.13.0	metadata	a889253be4f0b16f65b53a81b741b9e195735098
io.realm.kotlin	library-sync-macosarm64	1.14.0		N/A
io.realm.kotlin	library-sync-macosarm64	1.14.0	metadata	e517222e82e4a8a58c4282229540e49602f3e7e6
io.realm.kotlin	library-sync-macosarm64	1.14.1		N/A
io.realm.kotlin	library-sync-macosarm64	1.14.1	metadata	d1d4d71327b2e2f56252f8157470850874b24a86
io.realm.kotlin	library-sync-macosarm64	1.15.0		N/A
io.realm.kotlin	library-sync-macosarm64	1.15.0	metadata	4516b32e355ebef2cb77226d63c09490993f59ca
io.realm.kotlin	library-sync-macosarm64	1.16.0		N/A
io.realm.kotlin	library-sync-macosarm64	1.16.0	metadata	0bbfcf4525c9ba83eb771891085d36a1066b2838
io.realm.kotlin	library-sync-macosarm64	1.4.0		N/A
io.realm.kotlin	library-sync-macosarm64	1.4.0	metadata	dc3338a40d69475d8f891a2ebd7e2fc869d1de9c
io.realm.kotlin	library-sync-macosarm64	1.5.0		N/A
io.realm.kotlin	library-sync-macosarm64	1.5.0	metadata	a4537f04ced7a1939733b20ba4542cbceaf7734b
io.realm.kotlin	library-sync-macosarm64	1.5.1		N/A
io.realm.kotlin	library-sync-macosarm64	1.5.1	metadata	b43ad5775dc5db8b4746a78f81c41f06402cb5b6
io.realm.kotlin	library-sync-macosarm64	1.5.2		N/A
io.realm.kotlin	library-sync-macosarm64	1.5.2	metadata	71b47efeafe87cf2eb84ad9461f8b9ddb5d246de
io.realm.kotlin	library-sync-macosarm64	1.6.0		N/A
io.realm.kotlin	library-sync-macosarm64	1.6.0	metadata	86f15bc75fb94dafa80bcf993fd2a70401dbcc46
io.realm.kotlin	library-sync-macosarm64	1.6.1		N/A
io.realm.kotlin	library-sync-macosarm64	1.6.1	metadata	6717766de1104454e85932f171b8bcfef3e14a8f
io.realm.kotlin	library-sync-macosarm64	1.6.2		N/A
io.realm.kotlin	library-sync-macosarm64	1.6.2	metadata	015832ea68ea7af2fbee2fab5f47d50e8f839051
io.realm.kotlin	library-sync-macosarm64	1.7.0		N/A
io.realm.kotlin	library-sync-macosarm64	1.7.0	metadata	3c5d40052a5a771aa3e6d4544f3723f1625bf4ec
io.realm.kotlin	library-sync-macosarm64	1.7.1		N/A
io.realm.kotlin	library-sync-macosarm64	1.7.1	metadata	df22b386a2e495968f00584df55792d79260889c
io.realm.kotlin	library-sync-macosarm64	1.8.0		N/A
io.realm.kotlin	library-sync-macosarm64	1.8.0	metadata	3982edc902bb4ed6abc05a34b47612c672d449dc
io.realm.kotlin	library-sync-macosarm64	1.9.0		N/A
io.realm.kotlin	library-sync-macosarm64	1.9.0	metadata	32ce022a7fe1ffd9c321864ae690a7ac48e5c584
io.realm.kotlin	library-sync-macosarm64	1.9.1		N/A
io.realm.kotlin	library-sync-macosarm64	1.9.1	metadata	5f01e923446326737e0b21c1870b0efa60a510f5
io.realm.kotlin	library-sync-macosarm64	2.0.0		N/A
io.realm.kotlin	library-sync-macosarm64	2.0.0	metadata	cbf212209762edbbe55706caf8de274dde4469c4
io.realm.kotlin	library-sync-macosarm64	2.1.0		N/A
io.realm.kotlin	library-sync-macosarm64	2.1.0	metadata	14bd903f906ad87443e65aebfe11ae23e4371cd6
io.realm.kotlin	library-sync-macosarm64	2.2.0		N/A
io.realm.kotlin	library-sync-macosarm64	2.2.0	metadata	a1468d0cfd9ea635335d5f841fa518282eeb8a56
io.realm.kotlin	library-sync-macosarm64	2.3.0		N/A
io.realm.kotlin	library-sync-macosarm64	2.3.0	metadata	6233435791e5c5556efa5c618badd6b4eb0b81fb
io.thorntail.testsuite	testsuite-jolokia-keycloak	2.0.0.Final		4efa484aaeed1b5d51375a2103fcdf893a3e7b0d
io.thorntail.testsuite	testsuite-jolokia-keycloak	2.1.0.Final		ea9765aa05babe899a7e4c81d01180d1e0d00e7b
io.thorntail.testsuite	testsuite-jolokia-keycloak	2.2.0.Final		a48a52b34c5bbd4ef4bf2fc77565bd186a74b0dd
io.thorntail.testsuite	testsuite-jolokia-keycloak	2.2.1.Final		ce8253ccde1b1e1cfc17de6c86053c7702e06299
io.zipkin.brave	brave-tests	4.10.0		7a03e8d76771382857669dd84bc25749db703cf1
io.zipkin.brave	brave-tests	4.10.1		025d9f1194d17d43d9673975d9a2564eeeb456bc
io.zipkin.brave	brave-tests	4.11.0		179850d72ef8a4ea0d4389e6e54bb134f7d95b6d
io.zipkin.brave	brave-tests	4.12.0		5dd35bbd6dd9f8673bf51f1d9ff6bd94d0f7491a
io.zipkin.brave	brave-tests	4.13.0		2ee470b83bdfa3afe60c6684d7fbf7e7670efa28
io.zipkin.brave	brave-tests	4.13.1		91f42443f4a15aa4b7568c9c1116586a950659b1
io.zipkin.brave	brave-tests	4.13.2		bf606cec4bd7db4256733d3469def4a2a44330c2
io.zipkin.brave	brave-tests	4.13.3		8ef898034a885c41d4d336ad179049ae6ff99f30
io.zipkin.brave	brave-tests	4.13.4		da6424e960fed4945c4034475b51b097327a4c7c
io.zipkin.brave	brave-tests	4.13.5		7d3f039189703c6493994bea48c9146f6899e2ad
io.zipkin.brave	brave-tests	4.13.6		5dc4efe62063c53cd3f3a9a7aa65cd4933c5b36c
io.zipkin.brave	brave-tests	4.14.0		2b8e7b88c33dd1b576bd1e14b2ac2ac783aa5020
io.zipkin.brave	brave-tests	4.14.1		6fe63f0877acb56dc259ea654090f96fefedb9b3
io.zipkin.brave	brave-tests	4.14.2		c3b730641d76a61d468cd8c251ea2e0c0a2e047c
io.zipkin.brave	brave-tests	4.14.3		7deb5ce1127ae477550cca2fda974b8bcac89427
io.zipkin.brave	brave-tests	4.15.0		e88a0466b03970b43596927b4efba047d6fc772e
io.zipkin.brave	brave-tests	4.15.1		90ddd306fc5cc8acbefb05acecda635c23820a84
io.zipkin.brave	brave-tests	4.16.0		e294bf8b7c16788dae4d038143617a8bc46ee160
io.zipkin.brave	brave-tests	4.16.1		2a1fc5d743a650c78a9dedfe25032d00a157414d
io.zipkin.brave	brave-tests	4.16.2		7046499a160e8eff5c2f4815575cef035bcb76b8
io.zipkin.brave	brave-tests	4.17.0		51df95ed3fde2de382caa1bbf1f871abb52dd303
io.zipkin.brave	brave-tests	4.17.1		4a137c5195227b508100d84553f389cd2e4bb0d2
io.zipkin.brave	brave-tests	4.17.2		7bd16238be74ed0f7ab9894ed8b47571c06140dc
io.zipkin.brave	brave-tests	4.18.0		8dd10105883af02ee7114b539000ce4a64c9123e
io.zipkin.brave	brave-tests	4.18.1		dc623dec91076a6db2f864f7c5408f204e0ee796
io.zipkin.brave	brave-tests	4.18.2		ed09a90d9922f60d6aac9a88d28eb5199dba1de5
io.zipkin.brave	brave-tests	4.19.0		98e34f6ef9aaee46abe492cb318083dc86ee8e79
io.zipkin.brave	brave-tests	4.19.1		1f25ae0ee049b61edf67835967e3fc3c5fd706a1
io.zipkin.brave	brave-tests	4.19.2		9752ebca7d2572f3c7541a7c6cb6f09de29edd70
io.zipkin.brave	brave-tests	4.19.3		b8b78dbbe1d950ae7f71efbc23ec104bb20fc9f5
io.zipkin.brave	brave-tests	4.7.0		f23dce1effa908c5d5e0bd27b80f460df958d103
io.zipkin.brave	brave-tests	4.7.1		f44d59d043dcffa0e4bd8a2a0526f028e8432c3f
io.zipkin.brave	brave-tests	4.7.2		60742b4497df46f44ab8194f0b914de179b6a2e0
io.zipkin.brave	brave-tests	4.8.0		6cd76fc4c269e1199f012df74af0f067635d624a
io.zipkin.brave	brave-tests	4.8.1		77c59f5517f93b1ee2c098e9461a7f0070305638
io.zipkin.brave	brave-tests	4.9.0		b78f582427c16c0da76d99165938e0c4a29a03f3
io.zipkin.brave	brave-tests	4.9.1		347f7bbc0e95c3c8142ab8531f69d5d111007ce0
io.zipkin.brave	brave-tests	4.9.2		9fb460097595fae45010c577f7ca22c850834825
io.zipkin.brave	brave-tests	5.0.0		bbcd899321d528b53496d0f16e3daadfb2aa6b55
io.zipkin.brave	brave-tests	5.1.0		8619f4747fa41171ecfed4a511079a17509ac580
io.zipkin.brave	brave-tests	5.1.1		965ce10732268d62a161b31f3d8b22f52ef7be16
io.zipkin.brave	brave-tests	5.1.2		8ebd885307ff955c31b4de55f29f9b77af0527fe
io.zipkin.brave	brave-tests	5.1.3		91bb34075f4714e750997889d4ff2ef48f1e6043
io.zipkin.brave	brave-tests	5.1.4		4d99bf3c47985f1eacc7401cd06b710699429959
io.zipkin.brave	brave-tests	5.1.5		59d7140dc0f441953215fd50d0b2d6a3fe24cd58
io.zipkin.brave	brave-tests	5.10.0		6728082285b2688b7c07317a980c2c1cc8141063
io.zipkin.brave	brave-tests	5.10.1		4e48bcea49618a712239bec97d288fb585a49d2f
io.zipkin.brave	brave-tests	5.10.2		08da33b2dd343c3453f8cbc28b81504e6bf27812
io.zipkin.brave	brave-tests	5.11.0		a76fd217153c47ec627a91cc16d7ed21fbc431fa
io.zipkin.brave	brave-tests	5.11.1		6c1d2aec6468b23563b505f0fc2eae687b9d2b0d
io.zipkin.brave	brave-tests	5.11.2		90c1b032969ff38db33bdebc88cb5340094f1311
io.zipkin.brave	brave-tests	5.12.0		5d32327cc47fa95ee8f5130bb32b84d0135bbd99
io.zipkin.brave	brave-tests	5.12.1		8a84fd299fcbad2a86b05a9c76f5aef514926755
io.zipkin.brave	brave-tests	5.12.2		414de0c79543ee8c809663e5ed581b90c8b5461b
io.zipkin.brave	brave-tests	5.12.3		cd8fe8e69bb0820ba14099464b76adbf46b37d51
io.zipkin.brave	brave-tests	5.12.4		ae7ce1aa7bb448ff77f4a30030f92517982b9df9
io.zipkin.brave	brave-tests	5.12.5		f8ba4e907db3813d05eddd18f793535a8c62424b
io.zipkin.brave	brave-tests	5.12.6		e19e7d0f0c522d6f99461c8165f74b32cbb42ed7
io.zipkin.brave	brave-tests	5.12.7		43325649c62b48ec83e9cc0fe03729a1b899eb9c
io.zipkin.brave	brave-tests	5.13.0		d457143debebceb01ce92ebaa66e9fa8cac39e18
io.zipkin.brave	brave-tests	5.13.1		e75beeb451213ddc6fcb703db63fb318de9d3f15
io.zipkin.brave	brave-tests	5.13.10		a28873d56b1381da36f40dcb4c2db0bfe991d3ce
io.zipkin.brave	brave-tests	5.13.11		3c2a1cd2e1506c9e14f56c30a6d72c399177d317
io.zipkin.brave	brave-tests	5.13.2		a4c06c4888f1db9fde3d84c39966c33e5459ffc1
io.zipkin.brave	brave-tests	5.13.3		0c86530ac4976cca44f6fb7b3c5161557f5d3fe4
io.zipkin.brave	brave-tests	5.13.4		3df4a83f5a4d54ba2104f373db5efe503a84ae04
io.zipkin.brave	brave-tests	5.13.5		5a6fb41d5a6f0566849f5de4d9825a304e1f7689
io.zipkin.brave	brave-tests	5.13.6		ae855bab0afcdc0e22a158930e12384149e9a86f
io.zipkin.brave	brave-tests	5.13.7		abf19fbdf662c4e33e8ae2cd114e2aa98ec760f2
io.zipkin.brave	brave-tests	5.13.8		0ed4d1b10cecf5b3ed0b433557f2dc19841684fe
io.zipkin.brave	brave-tests	5.13.9		f1568f20d7cc4fbd5b36739baa267526304c9181
io.zipkin.brave	brave-tests	5.14.0		f8fabab2645ffcd9df6ab14a74f55e4064de4b81
io.zipkin.brave	brave-tests	5.14.1		700c15a3c0c8b63ca25f483fe28cfeec8937f27e
io.zipkin.brave	brave-tests	5.15.0		91b97081968b139ece9372442cb638ae86872552
io.zipkin.brave	brave-tests	5.15.1		503f52cea126f73062a83881016abeb0a32813f0
io.zipkin.brave	brave-tests	5.16.0		04d5ab4c91876311233bcd00ba4419e81b544f7a
io.zipkin.brave	brave-tests	5.17.0		b7e5e0584892fcc97ed5003b941b0020485905b3
io.zipkin.brave	brave-tests	5.17.1		1de930caa78cdfa78abd2bcf8c30e32c0689035b
io.zipkin.brave	brave-tests	5.18.0		45f1ea8b484c0aed1e35957ff926fe1006caf6ae
io.zipkin.brave	brave-tests	5.18.1		993ea180434e46bbfd790f914ef46b85c8c3b229
io.zipkin.brave	brave-tests	5.2.0		53768ad1592e8e272b0d72aba8cf3056f4cf3ecf
io.zipkin.brave	brave-tests	5.3.0		73c15a65f237750db2ef332701d155ef7cce339c
io.zipkin.brave	brave-tests	5.3.1		6fa35cf59b001d500038fb7e35731fbd732cf9d5
io.zipkin.brave	brave-tests	5.3.2		318f8cf1447735c1d7c9a6e85ef43b94dc07bb9e
io.zipkin.brave	brave-tests	5.3.3		112d14284666b293f27f881321331d98fcc85d47
io.zipkin.brave	brave-tests	5.4.0		b0b872b2a63a1f98276dd948dfa2d495dd59fb79
io.zipkin.brave	brave-tests	5.4.1		80fd165fe608d97fcd544f693ea961426dd90fa0
io.zipkin.brave	brave-tests	5.4.2		379ec89887de4f48a9ce9801b3de601ce5db0636
io.zipkin.brave	brave-tests	5.4.3		065a782cb6f2224ad7a3af605abdfe3e0b457390
io.zipkin.brave	brave-tests	5.4.4		8069bb523f23157a9293d52c3ca9afb985abdfd3
io.zipkin.brave	brave-tests	5.5.0		63896ea85f197b1c7e71b040006eb6a672e69da8
io.zipkin.brave	brave-tests	5.5.1		bf0ddc025afe6020627f45fba10ffb347f5cf898
io.zipkin.brave	brave-tests	5.5.2		df4b99179635ae12e1285aaa548ba01ea6c17291
io.zipkin.brave	brave-tests	5.6.0		d52a3107b861e01c7b10f1477504d475154c52b3
io.zipkin.brave	brave-tests	5.6.1		07685520e555c5e1d69869e5fa44da7e6a7b60de
io.zipkin.brave	brave-tests	5.6.10		3af4f6f1d8a15c146595bd0b657ac57fa0783f4f
io.zipkin.brave	brave-tests	5.6.11		a0a86de7a8e4b909ed31240f038b0f931ba7620b
io.zipkin.brave	brave-tests	5.6.2		ed073d56b9e6519d9870f74370d84564a1651a58
io.zipkin.brave	brave-tests	5.6.3		fde24d7e64cd12768a6bd78efc09609b1be8be58
io.zipkin.brave	brave-tests	5.6.4		f4e7e4bc06d04164324c91ffd06d8ae6e7b16364
io.zipkin.brave	brave-tests	5.6.5		d7a17a46bf111872d90b97a24adf2d0197bf7218
io.zipkin.brave	brave-tests	5.6.6		b192b950b6f312f13f740cd519ace480dd12e0cf
io.zipkin.brave	brave-tests	5.6.7		180aaefc270563177932913800974c25b174c6d8
io.zipkin.brave	brave-tests	5.6.8		77f9c603c8a3c2c35ca9233a976ca0e4e9744557
io.zipkin.brave	brave-tests	5.6.9		afcbf0cb738d93aed6e08bf1cbc9e065f552e774
io.zipkin.brave	brave-tests	5.7.0		110b57f866f39629fda2c666cc885750819f1782
io.zipkin.brave	brave-tests	5.8.0		12550aa1a2b9c8779467ac8cf75ae882c96828c1
io.zipkin.brave	brave-tests	5.9.0		e0713e62b44619da9788f5bacb1794cedc1c8068
io.zipkin.brave	brave-tests	5.9.1		6cd20dd69bcdab4109ab7b2ef1a5475f18002489
io.zipkin.brave	brave-tests	5.9.2		102bba8558aeae1a0b53692eacf36d8abce36241
io.zipkin.brave	brave-tests	5.9.3		9075ab21eb5bebc9e5efc4ce61d59f766d17d4d3
io.zipkin.brave	brave-tests	5.9.4		6881cc0a304667b1ce7eac0e854ce3d3099f3a32
io.zipkin.brave	brave-tests	5.9.5		bed9c9622d2ad0be1218e7d0ac9c042f0c24cf77
io.zipkin.brave	brave-tests	6.0.0		55c3979577bce8a97f01cb528849a0fad854d4f3
io.zipkin.brave	brave-tests	6.0.1		3e9719062c51e64b46bd4bdc4844f0e5a3d5e2e2
io.zipkin.brave	brave-tests	6.0.2		b57196e96b2d215d95504fbaa907c7fcde42b8ad
io.zipkin.brave	brave-tests	6.0.3		4a7de04d50d5fc059d635f05946b424ec6651d7b
io.zipkin.brave	brave-tests	6.1.0		5891622071e47c12ebc4a4776a48176885e7a435
io.zipkin.brave	brave-tests	6.2.0		f53e44f6b4c1c028cc981a48aed5d76449621360
net.microfalx.talos	talos-boot	0.8.3		fcb6a22401204b903f2f2ac20decaea30b3dd222
net.microfalx.talos	talos-boot	0.8.4		398c83b05d0c1bfffecf5140ec247fbf9aa31586
net.microfalx.talos	talos-boot	1.0.0		c13b5d9c2e94857814fc144c4c52f3e2953e7c70
net.microfalx.talos	talos-boot	1.0.1		34cd92e2c20fbe2144656ce8a1e3a748e0d302d9
net.minidev	ovh-java-sdk-overTheBox	0.9		63adf3e8dc38932851f881c83ff27096eaaf04ee
net.minidev	ovh-java-sdk-overTheBox	0.9.1		a08a226ea9fe65679fab5e0f73ef88584e56a43f
net.minidev	ovh-java-sdk-overTheBox	0.9.10		957c21b7831b09979c19625a982665aecd601888
net.minidev	ovh-java-sdk-overTheBox	0.9.11		837e03551ef349155b611468dfdf42feee7c961d
net.minidev	ovh-java-sdk-overTheBox	0.9.12		b5fcb965ccd6a533dd74a7f8e302a11d35da2eb9
net.minidev	ovh-java-sdk-overTheBox	0.9.13		bf640d24de12e5c857afa79794cae2efd2485569
net.minidev	ovh-java-sdk-overTheBox	0.9.14		4aeba52c520308b8f4dd83351655de20766765be
net.minidev	ovh-java-sdk-overTheBox	0.9.15		00b2e60e9bcca2a601afd4a41ecb9fac09a3896d
net.minidev	ovh-java-sdk-overTheBox	0.9.2		d1e473e107d97e732b4abc57bfb9a77d2d0c741e
net.minidev	ovh-java-sdk-overTheBox	0.9.3		2c36a04b8d15b54cdb4705fc1491c48c6c64b056
net.minidev	ovh-java-sdk-overTheBox	0.9.4		737189b3cb4d6340cac5898c940f055c40ea4992
net.minidev	ovh-java-sdk-overTheBox	0.9.6		c4fd4d54a500f4a33d2ae456b772360e935ec095
net.minidev	ovh-java-sdk-overTheBox	0.9.8		4c3610e3a882baef8d34f3b3dfa0fffa0be96b1a
net.minidev	ovh-java-sdk-overTheBox	0.9.9		6c7a0bf56eb6855f20449420f793ba68e6a43793
net.minidev	ovh-java-sdk-overTheBox	1.0.17		3db258d504f392b60ddda9644ad2912cd3d81b33
nl.coffeeit.aroma	bottomsheet	0.0.1		N/A
nl.coffeeit.aroma	bottomsheet	1.0.0		N/A
nl.coffeeit.aroma	bottomsheet	1.0.1		N/A
nl.coffeeit.aroma	bottomsheet	1.0.2		N/A
nl.coffeeit.aroma	bottomsheet	1.0.3		N/A
org.apache.camel.quarkus	camel-quarkus-integration-test-datasonnet	2.10.0		f93ac586ed5b828b7def5ca2bd1102d6281fd4b2
org.apache.camel.quarkus	camel-quarkus-integration-test-datasonnet	2.11.0		dfcd17ba36b4cbe83748a9d20d52438fa2254ae3
org.apache.camel.quarkus	camel-quarkus-integration-test-datasonnet	2.12.0		2467a8804d8b9d1fd4a1ec9d7ec82783bd89e945
org.apache.camel.quarkus	camel-quarkus-integration-test-datasonnet	2.13.0		8a597a88417d3245f8a4b1f2f9fa5cb93df01592
org.apache.camel.quarkus	camel-quarkus-integration-test-datasonnet	2.13.1		2ace807e6fa58367514f2957d736140355b68be0
org.apache.camel.quarkus	camel-quarkus-integration-test-datasonnet	2.13.2		45fa98b799c3466335ab6216e2f8a5d11409583b
org.apache.camel.quarkus	camel-quarkus-integration-test-datasonnet	2.13.3		94891dd268b5b2132f99c496a1ea56e6ae2fc30f
org.apache.camel.quarkus	camel-quarkus-integration-test-datasonnet	2.14.0		c62b566e4cf2f18285a9d201b60719026a4b8bb1
org.apache.camel.quarkus	camel-quarkus-integration-test-datasonnet	2.15.0		dfd8665237f9414b26c4b34326225cd5ff975be6
org.apache.camel.quarkus	camel-quarkus-integration-test-datasonnet	2.16.0		74c457a8e4a57378d54b8b9b0c34fb0bef84a360
org.apache.camel.quarkus	camel-quarkus-integration-test-datasonnet	3.0.0-M2		a5c23b895cdc9329b0910aa7fd938b0dc5ad42d8
org.apache.camel.quarkus	camel-quarkus-integration-test-datasonnet	3.0.0-RC1		2ba8e9b4f7d144719ba3683b4a0c97699c6b13f9
org.apache.camel.quarkus	camel-quarkus-integration-test-datasonnet	3.0.0-RC2		c67b2b37404bd69528a8a205fde60d5f020041b2
org.apache.camel.quarkus	camel-quarkus-integration-test-datasonnet	3.10.0		21aa51609ec5814b0b74ff417dc87679478ece1b
org.apache.camel.quarkus	camel-quarkus-integration-test-datasonnet	3.11.0		728e767f96d4f7b71a2b13bc7b31c7e8ae026452
org.apache.camel.quarkus	camel-quarkus-integration-test-datasonnet	3.12.0		8de42b2fe2eaec977adfa2631d0172f941bc545f
org.apache.camel.quarkus	camel-quarkus-integration-test-datasonnet	3.13.0		ae9deb22ca5bc2abac9b412ebf0375fd7f20d30d
org.apache.camel.quarkus	camel-quarkus-integration-test-datasonnet	3.14.0		ceed403285978bbc7482e69efe33b1fcc032de92
org.apache.camel.quarkus	camel-quarkus-integration-test-datasonnet	3.15.0		fe5fe987af24a15fb5f0fd0905f2537ee3de380a
org.apache.camel.quarkus	camel-quarkus-integration-test-datasonnet	3.15.1		5694d6b0caa8e847f824e7f8fbc9647889ade9bc
org.apache.camel.quarkus	camel-quarkus-integration-test-datasonnet	3.15.2		4f939cc96d82a90351ab3d3bc2acfe3cded431a4
org.apache.camel.quarkus	camel-quarkus-integration-test-datasonnet	3.15.3		491eedc2fb3d7e4094a626d5a653f2569aece294
org.apache.camel.quarkus	camel-quarkus-integration-test-datasonnet	3.16.0		6e25d0b40519284bf4983ad3030f3fdac2328bab
org.apache.camel.quarkus	camel-quarkus-integration-test-datasonnet	3.17.0		48169802979223c2b22b403951f02640204b6372
org.apache.camel.quarkus	camel-quarkus-integration-test-datasonnet	3.18.0		0dfc342976a77a11f683f0fd3c305f75a61e1a4d
org.apache.camel.quarkus	camel-quarkus-integration-test-datasonnet	3.19.0		5f06913cd1f6b0d44d3ab1213855c71bfc20bb98
org.apache.camel.quarkus	camel-quarkus-integration-test-datasonnet	3.2.0		1b7bafdd12b9d492e7a56696133838a3ac5f3e31
org.apache.camel.quarkus	camel-quarkus-integration-test-datasonnet	3.2.1		f65191f9d8a5056e1d43ca83ecafddc1f39f8f59
org.apache.camel.quarkus	camel-quarkus-integration-test-datasonnet	3.2.2		fe1cb1194faee1240de1236eca63fb226c3219a0
org.apache.camel.quarkus	camel-quarkus-integration-test-datasonnet	3.2.3		7d28cd2ad0d4ab3da555c53257681d3f0831dbdb
org.apache.camel.quarkus	camel-quarkus-integration-test-datasonnet	3.20.0		9783754cbf145409a8213720b6aab8d238821c92
org.apache.camel.quarkus	camel-quarkus-integration-test-datasonnet	3.22.0		fe6646c04a94fb5b250343a2abf5368a9fe9ae64
org.apache.camel.quarkus	camel-quarkus-integration-test-datasonnet	3.4.0		0cf2b06483130f74954d5ac7418611352273fcc6
