ai.systema	systema-sdk-android-debug	0.1.0-alpha		N/A
org.kie.workbench.playground	evaluation	7.69.0.Final		1d9204d6a5dfe9ef00d4c9180be52ccf5b026c5d
org.kie.workbench.playground	evaluation	7.7.0.Final		cf35ae08ac7c5c4458d2fb544822851304896094
org.kie.workbench.playground	evaluation	7.70.0.Final		3d75e41a9dc8a495e7500e8a0e2554b0625de928
org.kie.workbench.playground	evaluation	7.71.0.Final		e8be2c0daeaf3c4763043b596504c49c0253fb25
org.kie.workbench.playground	evaluation	7.72.0.Final		a1a6bac5389ab6ca07796361682828f5d4b8bf76
org.kie.workbench.playground	evaluation	7.73.0.Final		3bd28846623d6545fd4b7be8ba03de7e1e87b3d1
org.kie.workbench.playground	evaluation	7.74.0.Final		11e1de4c335f5f717671cc1e471cc3d52f80e7b8
org.kie.workbench.playground	evaluation	7.74.1.Final		5303bcccee0af70f845f82bc421da20e802f47e6
org.kie.workbench.playground	evaluation	7.8.0.Final		0ca086e793b8ccba40967833eeb8f7d3c5d51796
org.kie.workbench.playground	evaluation	7.9.0.Final		f86c83a79df394818aa2ad28e8fd77c8fbb8357e
org.mvnpm	har-schema	1.0.5		5fd6ae93267690be5b874e372bfed651dd143dab
org.mvnpm	har-schema	2.0.0		ea0b68435876fefa3e41d0ec96ca5fd013d5c779
org.objectweb.think.yuv-player	yuv-player-generic	1.0		N/A
org.odpi.egeria	my-profile-spring	4.2		1709c54339fed4e8a16ab6c3c37ac6acfb8abce9
org.odpi.egeria	my-profile-spring	4.3		c61266b3505a37c26ec06cacd83e55d27d7df4e8
org.odpi.egeria	my-profile-spring	5.0		60ae3e9ed8996477caf77b33486b3b1673500fd1
org.odpi.egeria	my-profile-spring	5.1		dca3d604358e2fe22ff010557a82f58e272d720d
org.odpi.egeria	my-profile-spring	5.2		d01b6db6e6639d2f11d127123d1e4965dcb50ca7
org.odpi.egeria	my-profile-spring	5.2.1		9ef50723eb103345f26b8907374bea5799f6169f
org.refcodes	refcodes-parent	0.0.3		N/A
org.refcodes	refcodes-parent	0.0.4		N/A
org.refcodes	refcodes-parent	0.1.0		N/A
org.refcodes	refcodes-parent	0.2.0		N/A
org.refcodes	refcodes-parent	0.3.0		N/A
org.refcodes	refcodes-parent	0.4.0		N/A
org.refcodes	refcodes-parent	1.0.0		N/A
org.refcodes	refcodes-parent	1.0.1		N/A
org.refcodes	refcodes-parent	1.0.2		N/A
org.refcodes	refcodes-parent	1.0.3		N/A
org.refcodes	refcodes-parent	1.0.4		N/A
org.refcodes	refcodes-parent	1.0.5		N/A
org.refcodes	refcodes-parent	1.1.0		N/A
org.refcodes	refcodes-parent	1.1.1		N/A
org.refcodes	refcodes-parent	1.1.2		N/A
org.refcodes	refcodes-parent	1.1.3		N/A
org.refcodes	refcodes-parent	1.1.4		N/A
org.refcodes	refcodes-parent	1.1.5		N/A
org.refcodes	refcodes-parent	1.1.6		N/A
org.refcodes	refcodes-parent	1.1.7		N/A
org.refcodes	refcodes-parent	1.1.8		N/A
org.refcodes	refcodes-parent	1.1.9		N/A
org.refcodes	refcodes-parent	1.10.0		N/A
org.refcodes	refcodes-parent	1.10.1		N/A
org.refcodes	refcodes-parent	1.10.2		N/A
org.refcodes	refcodes-parent	1.10.3		N/A
org.refcodes	refcodes-parent	1.2.0		N/A
org.refcodes	refcodes-parent	1.2.1		N/A
org.refcodes	refcodes-parent	1.2.2		N/A
org.refcodes	refcodes-parent	1.2.3		N/A
org.refcodes	refcodes-parent	1.2.4		N/A
org.refcodes	refcodes-parent	1.2.5		N/A
org.refcodes	refcodes-parent	1.2.6		N/A
org.refcodes	refcodes-parent	1.2.7		N/A
org.refcodes	refcodes-parent	1.2.8		N/A
org.refcodes	refcodes-parent	1.2.9		N/A
org.refcodes	refcodes-parent	1.3.0		N/A
org.refcodes	refcodes-parent	1.3.1		N/A
org.refcodes	refcodes-parent	1.3.2		N/A
org.refcodes	refcodes-parent	1.3.3		N/A
org.refcodes	refcodes-parent	1.3.4		N/A
org.refcodes	refcodes-parent	1.3.5		N/A
org.refcodes	refcodes-parent	1.9.9		N/A
org.refcodes	refcodes-parent	2.0.0		N/A
org.refcodes	refcodes-parent	2.0.1		N/A
org.refcodes	refcodes-parent	2.0.2		N/A
org.refcodes	refcodes-parent	2.0.3		N/A
org.refcodes	refcodes-parent	2.0.4		N/A
org.refcodes	refcodes-parent	2.0.5		N/A
org.refcodes	refcodes-parent	2.1.0		N/A
org.refcodes	refcodes-parent	2.1.1		N/A
org.refcodes	refcodes-parent	2.1.2		N/A
org.refcodes	refcodes-parent	2.1.3		N/A
org.refcodes	refcodes-parent	2.1.4		N/A
org.refcodes	refcodes-parent	2.1.5		N/A
org.refcodes	refcodes-parent	2.1.6		N/A
org.refcodes	refcodes-parent	2.2.0		N/A
org.refcodes	refcodes-parent	2.2.1		N/A
org.refcodes	refcodes-parent	2.2.2		N/A
org.refcodes	refcodes-parent	3.0.0		N/A
org.refcodes	refcodes-parent	3.0.1		N/A
org.refcodes	refcodes-parent	3.0.2		N/A
org.refcodes	refcodes-parent	3.0.3		N/A
org.refcodes	refcodes-parent	3.0.4		N/A
org.refcodes	refcodes-parent	3.0.5		N/A
org.refcodes	refcodes-parent	3.0.6		N/A
org.refcodes	refcodes-parent	3.0.7		N/A
org.refcodes	refcodes-parent	3.0.8		N/A
org.refcodes	refcodes-parent	3.0.9		N/A
org.refcodes	refcodes-parent	3.1.0		N/A
org.refcodes	refcodes-parent	3.1.1		N/A
org.refcodes	refcodes-parent	3.1.2		N/A
org.refcodes	refcodes-parent	3.1.3		N/A
org.refcodes	refcodes-parent	3.2.0		N/A
org.refcodes	refcodes-parent	3.2.1		N/A
org.refcodes	refcodes-parent	3.2.2		N/A
org.refcodes	refcodes-parent	3.2.3		N/A
org.refcodes	refcodes-parent	3.2.4		N/A
org.refcodes	refcodes-parent	3.2.5		N/A
org.refcodes	refcodes-parent	3.2.6		N/A
org.refcodes	refcodes-parent	3.2.7		N/A
org.refcodes	refcodes-parent	3.2.8		N/A
org.refcodes	refcodes-parent	3.3.0		N/A
org.refcodes	refcodes-parent	3.3.1		N/A
org.refcodes	refcodes-parent	3.3.2		N/A
org.refcodes	refcodes-parent	3.3.3		N/A
org.refcodes	refcodes-parent	3.3.4		N/A
org.refcodes	refcodes-parent	3.3.5		N/A
org.refcodes	refcodes-parent	3.3.6		N/A
org.refcodes	refcodes-parent	3.3.7		N/A
org.refcodes	refcodes-parent	3.3.8		N/A
org.refcodes	refcodes-parent	3.3.9		N/A
org.rgbtools	rgb-lib-android	0.1.0		N/A
org.rgbtools	rgb-lib-android	0.1.1		N/A
org.rgbtools	rgb-lib-android	0.1.2		N/A
org.rgbtools	rgb-lib-android	0.1.3		N/A
org.rgbtools	rgb-lib-android	0.1.4		N/A
org.rgbtools	rgb-lib-android	0.1.6		N/A
org.rgbtools	rgb-lib-android	0.1.7		N/A
org.rgbtools	rgb-lib-android	0.1.8		N/A
org.rgbtools	rgb-lib-android	0.1.9		N/A
org.rgbtools	rgb-lib-android	0.2.0		N/A
org.rgbtools	rgb-lib-android	0.2.0-alpha.2		N/A
org.rgbtools	rgb-lib-android	0.2.0-alpha.3		N/A
org.rgbtools	rgb-lib-android	0.2.0-alpha.4		N/A
org.rgbtools	rgb-lib-android	0.2.0-alpha.5		N/A
org.rgbtools	rgb-lib-android	0.2.0-alpha.6		N/A
org.rgbtools	rgb-lib-android	0.3.0-alpha.1		N/A
org.rgbtools	rgb-lib-android	0.3.0-alpha.12		N/A
org.rgbtools	rgb-lib-android	0.3.0-alpha.3		N/A
org.rgbtools	rgb-lib-android	0.3.0-alpha.4		N/A
org.rgbtools	rgb-lib-android	0.3.0-alpha.6		N/A
org.rgbtools	rgb-lib-android	0.3.0-alpha.8		N/A
org.rgbtools	rgb-lib-android	0.3.0-alpha.9		N/A
org.rgbtools	rgb-lib-android	0.3.0-alpha.9.1		N/A
org.scalaz	deriving-plugin_2.12.14	3.0.0-M3		fd2c36b9ca41da6d7bbf873150ac396fe1b1c65f
org.scalaz	deriving-plugin_2.12.14	3.0.0-M4		3093a0848b18f3a686c3d653898979722aa7422a
org.scalaz	deriving-plugin_2.12.14	3.0.0-M5		176c715b9adb45147fb1a2805b4362f4f063d2e0
org.smartrplace.tools	profile-preferences	0.0.1		be6ac6ea5f250f251140ec330bcacb30c8c8c3b5
org.sonarsource.sonarqube	sonar-dev-cockpit-bridge	5.4		d8a85ee10db6e5c2b2e9cb70f62d435d8ee94117
org.sonarsource.sonarqube	sonar-dev-cockpit-bridge	5.4-RC1		219e8592070971f58e38d73caa7ae3ca66d8d250
org.sonarsource.sonarqube	sonar-dev-cockpit-bridge	5.4-RC2		70919a5f2d1fd2e52428b6d87e014613fcd56623
org.sonarsource.sonarqube	sonar-dev-cockpit-bridge	5.4-RC3		89fc1586892a8bcb8256822268957b8e388004eb
org.sonarsource.sonarqube	sonar-dev-cockpit-bridge	5.4-RC4		7899bb47b8088f62e5da2bb3dfe80c9c93743280
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.10.0-01		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.10.0-02		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.11.0-01		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.11.0-02		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.11.1-01		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.11.2-01		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.11.2-03		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.11.2-04		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.11.2-06		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.11.3-01		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.11.4-01		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.12.0-01		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.12.1-01		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.13.0-01		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.14.0-01		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.14.1-01		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.14.10-01		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.14.11-01		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.14.12-02		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.14.13-01		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.14.14-01		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.14.15-01		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.14.16-01		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.14.17-01		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.14.18-01		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.14.19-01		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.14.2-01		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.14.20-01		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.14.20-02		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.14.21-02		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.14.3-02		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.14.4-01		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.14.4-03		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.14.5-02		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.14.6-02		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.14.7-01		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.14.8-01		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.14.9-01		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.15.0-04		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.15.1-02		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.15.2-03		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.16.0-01		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.6.0-01		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.6.0-05		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.6.1-01		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.6.1-02		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.6.2-01		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.6.3-01		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.6.4-02		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.6.4-03		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.7.0-01		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.7.0-02		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.7.0-03		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.7.0-04		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.7.0-05		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.7.0-06		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.7.0-m1		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.7.0-m2		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.7.0-m3		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.7.0-m4		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.7.1-01		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.7.2-01		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.7.2-02		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.7.2-03		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.8.0-01		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.8.0-05		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.8.1-01		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.9.0-01		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.9.0-04		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.9.1-01		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.9.1-02		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	2.9.2-01		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	3.0.0-b2014101001		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	3.0.0-b2015020701		N/A
org.sonatype.nexus.plugins	nexus-plugins-capabilities	3.0.0-b2015061001		N/A
org.typelevel	core_sjs1_3.0.0-RC2	1.0.1		82f4121532780dda46a2c50295b7ca187bdbc625
org.webjars.npm	npm-cache-filename	1.0.2		8c57634948783ac0699499780518540cf22b5973
org.webjars.npm	tileserver-gl-light	1.7.0		10dc98ef8679b72569667e1cfb83991f0285f12d
org.webjars.npm	uppy__drag-drop	0.28.0		2a820896ec8190462ef53f281f839f899ba0fb99
org.webjars.npm	uppy__drag-drop	1.0.2		8be105153767007bb43417e89aa81be5b07a4825
org.webjars.npm	uppy__drag-drop	1.4.0		c1e7a5fc76dd753b5ab0d288624e3a9e2b8b9cb7
org.webjars.npm	uppy__drag-drop	1.4.14		6c366daa9df4b204372e261087d1ab6595644515
org.webjars.npm	uppy__drag-drop	1.4.19		07a9a30f9c99da244283a016cb7192b0107abddc
org.webjars.npm	uppy__drag-drop	1.4.20		a9df921acaeb4c5c3b8739f88959df05152cbf8f
org.webjars.npm	uppy__drag-drop	1.4.30		3524f1aa8b38d844ca80ae24bd764d44df6cadd7
org.webjars.npm	uppy__drag-drop	2.0.0-alpha.0		8bc1febe23933635bc96783d3d2f97ce38d84237
org.webjars.npm	uppy__drag-drop	3.0.0-beta.2		a7fa7dd02b432e6bce3d1aa490d49f0ce433492e
org.webjars.npm	uppy__drag-drop	3.0.1		32646abf860a4ea438588461044afbf40b891454
org.webjars.npm	uppy__drag-drop	3.0.3		43826d7f4f8b126b25e6cf34bff35995a9100788
org.webjars.npm	uppy__drag-drop	4.0.4		0fa1b9f10fcd7e9077e1fc10caf1d3e95ca82f58
org.wvlet.airframe	airframe-http-finagle_2.13	20.10.0		7e6b4fc59238012100a2225d8c161ff9718a363e
org.wvlet.airframe	airframe-http-finagle_2.13	20.10.1		76c66f62a4dede789e50e6a8c1993f21973479fa
org.wvlet.airframe	airframe-http-finagle_2.13	20.10.2		9a5f16bfae79add7c62aa8d107fa76a56a099933
org.wvlet.airframe	airframe-http-finagle_2.13	20.10.3		2154a18f6909947beb46f432d786d270f8ca5398
org.wvlet.airframe	airframe-http-finagle_2.13	20.11.0		b760149d63e944dfdda8b695b4d52123e6a12c03
org.wvlet.airframe	airframe-http-finagle_2.13	20.12.0		27c32d28fa7fc99e35ae8111498d3a212d30ef59
org.wvlet.airframe	airframe-http-finagle_2.13	20.12.1		0d2cd848616dfa305076b9e182cded852ed6bea5
org.wvlet.airframe	airframe-http-finagle_2.13	20.12.2		b1f3722ffe6754b1059f178827b2a7ae1a7daf11
org.wvlet.airframe	airframe-http-finagle_2.13	20.2.0		d71ac4bf8d6b052f6bbc73b314c4c527f06359f7
org.wvlet.airframe	airframe-http-finagle_2.13	20.2.1		9b4d88e71315e38a8c67900c880881fbc6b47341
org.wvlet.airframe	airframe-http-finagle_2.13	20.3.0		dc1ca05340a55d039a7b6699b03e861123cec673
org.wvlet.airframe	airframe-http-finagle_2.13	20.3.1		46d07d07ea187e2bcc3ff8a0c7d8e3815088ae69
org.wvlet.airframe	airframe-http-finagle_2.13	20.3.2		edd841a378b9364acf44ffe37cedb30b6238146d
org.wvlet.airframe	airframe-http-finagle_2.13	20.3.3		083a1f4f22af53f6f6b0426b89b7e92fab4aed8f
org.wvlet.airframe	airframe-http-finagle_2.13	20.4.0		553e97d6c8261cea692e636e2f08f388154371c0
org.wvlet.airframe	airframe-http-finagle_2.13	20.4.1		c0222fb09fec2e70680748aa40c25c656b8fd342
org.wvlet.airframe	airframe-http-finagle_2.13	20.5.0		e869b6b8a8efcbe6bec05a0299eac18b5ccccc9d
org.wvlet.airframe	airframe-http-finagle_2.13	20.5.1		de00ee3f7cb6bdfc988382f3483d5595be16158f
org.wvlet.airframe	airframe-http-finagle_2.13	20.5.2		f448b26ce3758a7083a3e827cc768e30738f25e9
org.wvlet.airframe	airframe-http-finagle_2.13	20.6.0		c0db8a11ed4cbe3185e33075edcf0b6bfe0ee5fa
org.wvlet.airframe	airframe-http-finagle_2.13	20.6.1		02a8d8f42a8d11286c8ff1a2787d50edc809c6ae
org.wvlet.airframe	airframe-http-finagle_2.13	20.6.2		ff0e8c0c423006dc3632f930439df2230dd26aa3
org.wvlet.airframe	airframe-http-finagle_2.13	20.7.0		94e4e1cd988148b789412c4208f963a24f10ecc7
org.wvlet.airframe	airframe-http-finagle_2.13	20.8.0		da76e3e666932d3b789cb453e7f93d3df101c083
org.wvlet.airframe	airframe-http-finagle_2.13	20.9.0		1cfe05aec2e6072e10737e1d09894d62d5571192
org.wvlet.airframe	airframe-http-finagle_2.13	20.9.1		c25cddbddf20aef0805753aa7a70c6b8199821f0
org.wvlet.airframe	airframe-http-finagle_2.13	20.9.2		4d45e590d3fb97be07f964490815630b3920d534
org.wvlet.airframe	airframe-http-finagle_2.13	2025.1.0		f5d9a18a8af1609fffd653e39d5fca961ebc33b4
org.wvlet.airframe	airframe-http-finagle_2.13	2025.1.1		c2ada5886e9c796c0450d0cfdf55f3f833a02416
org.wvlet.airframe	airframe-http-finagle_2.13	2025.1.10		1c1b733ed4595929692bef3cbeabfdfa79628948
org.wvlet.airframe	airframe-http-finagle_2.13	2025.1.2		27eee12c165bb1441c6faf0f0fc186cf118a64fb
org.wvlet.airframe	airframe-http-finagle_2.13	2025.1.3		c417fb725e45cf1353f6f480f8de15d3609779b3
org.wvlet.airframe	airframe-http-finagle_2.13	2025.1.4		7d3d7f431dbdb27899148e75d5a9f1e70473612e
org.wvlet.airframe	airframe-http-finagle_2.13	2025.1.5		3439455e109d6de1050c806d689c733e26f7e1e2
org.wvlet.airframe	airframe-http-finagle_2.13	2025.1.6		f70b41b42e0faae99b0581757423d34184387c3d
org.wvlet.airframe	airframe-http-finagle_2.13	2025.1.7		9c8d2b18325f62db7c5d5f0386446c5b10a08d90
org.wvlet.airframe	airframe-http-finagle_2.13	2025.1.8		125a10309b97af65e866246c3c9f0720b22ab16c
org.wvlet.airframe	airframe-http-finagle_2.13	2025.1.9		8cd6f14e0ddd34a756208bdf3e43f907bd9679a9
org.wvlet.airframe	airframe-http-finagle_2.13	21.1.0		a1a37ebfefb7f168e52e60b63bf4a20f10950562
org.wvlet.airframe	airframe-http-finagle_2.13	21.1.1		248d9ee26af38f87f27f90e6b9265a183ecb48a3
org.wvlet.airframe	airframe-http-finagle_2.13	21.10.0		9bf3f808840d1ecad4aea5d8949a104847f14c5e
org.wvlet.airframe	airframe-http-finagle_2.13	21.11.0		efc7fb9ea1ec3c55f63515f13978e58cf6d53859
org.wvlet.airframe	airframe-http-finagle_2.13	21.12.0		490fd4821f931ad9dd12f2c811c25aad2a63ed30
org.wvlet.airframe	airframe-http-finagle_2.13	21.12.1		b303c0628f29b15205fdf9978d19f6494a36d3ab
org.wvlet.airframe	airframe-http-finagle_2.13	21.2.0		e80e682ba1a35b58bf36325ba029a300a56777e1
org.wvlet.airframe	airframe-http-finagle_2.13	21.3.0		49c7707b63f80009e4066ba69c04095405e690cc
org.wvlet.airframe	airframe-http-finagle_2.13	21.3.1		3b87a7098aec1613619b64ad9d4b38c3e65a0c76
org.wvlet.airframe	airframe-http-finagle_2.13	21.4.0		58458dabb558c6348c91e35c743caf784b6f8c0a
org.wvlet.airframe	airframe-http-finagle_2.13	21.4.1		8897fd5a3dfdf8f70acd31a501e39820d22567ec
org.wvlet.airframe	airframe-http-finagle_2.13	21.5.0		6a53e031461ccc2e38ed004287b89d7a5f10c186
org.wvlet.airframe	airframe-http-finagle_2.13	21.5.1		eafd994aea56549104cef38470328861acecbc80
org.wvlet.airframe	airframe-http-finagle_2.13	21.5.2		b389dfaa5fe494e0c92b66bd8598fd650326fb39
org.wvlet.airframe	airframe-http-finagle_2.13	21.5.3		a514cea557ecefd9ee149a0ad8b4c0290f5d523c
org.wvlet.airframe	airframe-http-finagle_2.13	21.5.4		4dc4d61530e38ddb20b661ef123bf7061be4650e
org.wvlet.airframe	airframe-http-finagle_2.13	21.6.0		d308514b6b25b01d741bd83de214c96cb24f8f5f
org.wvlet.airframe	airframe-http-finagle_2.13	21.7.0		2e800142ca6876ad50c8b601e3d238d070245278
org.wvlet.airframe	airframe-http-finagle_2.13	21.8.0		ea505d7a3e38cb061e7a26ad323cc193e78d31f0
org.wvlet.airframe	airframe-http-finagle_2.13	21.8.1		b6091092a3f5a8823a2e2a55f149030db6924cc0
org.wvlet.airframe	airframe-http-finagle_2.13	21.9.0		629753ecd253ac065881055c8f8ffd91e3098f88
org.wvlet.airframe	airframe-http-finagle_2.13	22.1.0		ec781778b2a261c688005f038d742a3b8cbed9d1
org.wvlet.airframe	airframe-http-finagle_2.13	22.10.0		5d5aa198bcdd92c30be20393d47727a7fdc829ae
org.wvlet.airframe	airframe-http-finagle_2.13	22.10.1		34b69e56f9d0aa3a129b41c0a0a7e801bf83dad4
org.wvlet.airframe	airframe-http-finagle_2.13	22.10.2		60256862fa14a2a628ae48597e0e4f7af8b9b46e
org.wvlet.airframe	airframe-http-finagle_2.13	22.10.3		b0f14098376d072c1b15e2d31401c864ca6a3251
org.wvlet.airframe	airframe-http-finagle_2.13	22.10.4		fa4e9956defbd00919f4487135ff5c7b2db96c72
org.wvlet.airframe	airframe-http-finagle_2.13	22.11.0		8d83802fec91c84abd08fc6631fee6895b1836ce
org.wvlet.airframe	airframe-http-finagle_2.13	22.11.1		abba63658382d3e26447ee8d51f9357f149544cb
org.wvlet.airframe	airframe-http-finagle_2.13	22.11.2		06fba878b9d5e3a1b293367c493179676fd64716
org.wvlet.airframe	airframe-http-finagle_2.13	22.11.3		e5063aeaed04dbed8c2bb17a1bda4ab2b2a7afeb
org.wvlet.airframe	airframe-http-finagle_2.13	22.11.4		532f3924301a6a71a96f53a96105266be426918b
org.wvlet.airframe	airframe-http-finagle_2.13	22.12.0		99533d55c147a220d614b1e167b41c112630f911
org.wvlet.airframe	airframe-http-finagle_2.13	22.12.1		7e662a093b879bd1798442df0b83a434666c1010
org.wvlet.airframe	airframe-http-finagle_2.13	22.12.2		508364d45365bbd1db65dc956f699fdd9735635b
org.wvlet.airframe	airframe-http-finagle_2.13	22.12.3		9c681ed40078a85b978b9fc893a7700f4488b4a1
org.wvlet.airframe	airframe-http-finagle_2.13	22.12.4		d8c5a6ca146e980845b3377d319ff6b3a75c3af3
org.wvlet.airframe	airframe-http-finagle_2.13	22.12.5		8f881c8be936cf2460764d76eb6b9a17c5dcb92d
org.wvlet.airframe	airframe-http-finagle_2.13	22.12.6		b8e6699957ddb0faf9d71d989fce3fe0ba216329
org.wvlet.airframe	airframe-http-finagle_2.13	22.2.0		f2841602e0cd605c26f93158ea6850bc60bd9fcb
org.wvlet.airframe	airframe-http-finagle_2.13	22.3.0		28ad494475a87bd0f38890a67aee700cc51f4d93
org.wvlet.airframe	airframe-http-finagle_2.13	22.4.0		ec71fa3e1bf3c9443b67502c26c2742ad1a3381a
org.wvlet.airframe	airframe-http-finagle_2.13	22.4.1		08963b231b4c6d6aab96aaea50bb3110f1ea2077
org.wvlet.airframe	airframe-http-finagle_2.13	22.4.2		dd54c8e904ca42e79dc1a648315f9d7082b37828
org.wvlet.airframe	airframe-http-finagle_2.13	22.5.0		5292daf38e310f04062b4f5e6748d9643a810fce
org.wvlet.airframe	airframe-http-finagle_2.13	22.6.0		8b8894af9e5a1a432b8b03c784fa78ee05e11516
org.wvlet.airframe	airframe-http-finagle_2.13	22.6.1		8a72e6aa7fb63550dd158a1339e81a8c05cbe825
org.wvlet.airframe	airframe-http-finagle_2.13	22.6.2		d03e45d5d9dcde65526aa34a178ef776008a68c2
org.wvlet.airframe	airframe-http-finagle_2.13	22.6.3		2f1fa917af269f222c510b6bce4a858ef5296f78
org.wvlet.airframe	airframe-http-finagle_2.13	22.6.4		2b252384897c2ec9f0976ed0e79541865aab4f43
org.wvlet.airframe	airframe-http-finagle_2.13	22.7.0		e3fd9d56abd988ef11adc690b7af123d57d69a08
org.wvlet.airframe	airframe-http-finagle_2.13	22.7.1		94090b037468b9048c55e19b868389e0ec15021d
org.wvlet.airframe	airframe-http-finagle_2.13	22.7.2		34e0d5faae5f5b974e44660f46bb7bc5c3c8a7a1
org.wvlet.airframe	airframe-http-finagle_2.13	22.7.3		787924a885e16184628f74af694a4fcc658477ef
org.wvlet.airframe	airframe-http-finagle_2.13	22.8.0		bd44c2d6be3fd3ee7fefd70944dd445d309e7104
org.wvlet.airframe	airframe-http-finagle_2.13	22.9.0		6dce0dab600a855bb84c844bcc00e5126697be8c
org.wvlet.airframe	airframe-http-finagle_2.13	22.9.1		a9c250f01c810de3b79a673422578acb4ef74ae1
org.wvlet.airframe	airframe-http-finagle_2.13	22.9.2		5e883bd6fa0d913676f814bb318ac9f2a6f6085f
org.wvlet.airframe	airframe-http-finagle_2.13	22.9.3		df198b3980b77de01544bd0c6b9a1b9626c0c401
