cn.org.faster	faster-framework-admin-spring-boot-autoconfigure	1.1.0.RELEASE		29f1481387ed4dae6ad358318691778d686c8b08
org.mvnpm	obliterator	2.0.5		f4e9c58a36e3151f6192201ee7b7d5f00e011fa3
org.mvnpm.at.carbon	web-components	2.18.0		86ea2418469889e89fff1d4768a7dd979a99d8f3
org.mvnpm.at.carbon	web-components	2.26.0		decaebf1a93bfcaac23cad7e927d363820a4c910
org.mvnpm.at.carbon	web-components	2.27.0		a9879f62e6eab40bbcbdb743b84f72ce9c68f1f6
org.mvnpm.at.carbon	web-components	2.27.1		b2c6349d62b51c1ba828c59d5673299d7bde94be
org.mvnpm.at.carbon	web-components	2.27.2		61598ede4a6816fe0dc630f1c5e69ead52e31a39
org.mvnpm.at.carbon	web-components	2.28.0		6893bcd77b9c5e26e33adb81ed171c0cae0d2f06
org.mvnpm.at.kie-tools	dashbuilder-client	0.30.0		843b4fd0778a4226ab85ae03a4d8d43781f2268b
org.mvnpm.at.kie-tools	dashbuilder-client	0.32.0		1cb0328436d1ed1ffd658cff9aad069cff7f6be6
org.mvnpm.at.kie-tools	dashbuilder-client	10.0.0		605b9d9265a409745a003b87fde7699d5826f497
org.nd4j	nd4j-tensorflow-lite	1.0.0-M2		b4f9e39a88de460a9a7b01f9be080a2dad34d0a3
org.nd4j	nd4j-tensorflow-lite	1.0.0-M2.1		914f10e0a6ebcbd463183529280e968642518422
org.tools4j	groovy-tables	1.0		1c5f4ff77236cb66528eb5328b7c5d129951603a
org.tools4j	groovy-tables	1.1		a37cfcfa2874a0916f105c5e26c179533576923d
org.tools4j	groovy-tables	1.3		c6de735226619068707496c6f808f7b4867096d2
org.tools4j	groovy-tables	1.4		757ee46e3510e5ce085d5e541392839676d8c173
org.tools4j	groovy-tables	1.5		8d19680defe298f6a0b1d9ebfb5a3c5d6142bd0b
org.tools4j	groovy-tables	1.6		cffe382d6d3692e0c8a91a61ca854574e0457025
org.webjars.bower	dgrid	0.4.0		ee056df6e405582ddc70a31764929a74d8e29d28
org.webjars.bower	dgrid	0.4.1		9f08d7508178f6fb88e0edb18f0970073d12c14a
org.webjars.bower	dgrid	1.0.0		7bd4558f570ea453821d4f79b76183f6f8a9e3ef
org.webjars.bower	dgrid	1.1.0		a2f39a868ce1d4946fc5b5f583511d6fa69b5fa0
org.webjars.bower	dgrid	1.2.0		466f8bbfa4f3b36a792f8a0ce0df8cab2741a562
org.webjars.bower	dgrid	1.2.1		bae4b44b34ee2a3057ed16c0d2db971d2371fc8c
org.webjars.bower	dgrid	1.3.0		20fe599189941ef31ed59faabab635678623f5f3
org.webjars.bower	dgrid	1.3.1		9830273d7a2e3a3880700e217ed00e50bc09f0b3
org.webjars.bower	dgrid	1.3.3		ce6fce031fac5b54257d63b15e99b76327ac13be
org.webjars.npm	bootstrap-social	5.1.1		9a5302e3bc49222706b3dfc2a38681d41b0c0e5f
org.webjars.npm	github-com-commenthol-leaflet-rastercoords	1.0.2		d6abe70d4bb56dc5e0f8dec8f557913d556ff322
org.webjars.npm	xml2js	0.2.6		a022e5eae84e8cbf352797052124cba836f3c230
org.webjars.npm	xml2js	0.4.0		3267c8bba1a7c7925c7d76fa083f6a1385dfb201
org.webjars.npm	xml2js	0.4.15		1151ee53a6a0ef28916b35639316bf9b1be07722
org.webjars.npm	xml2js	0.4.17		0e3e36713de77bca348f4ada9b58ab48a3216aa9
org.webjars.npm	xml2js	0.4.19		6ad57129b81d7a22e68e90459dd45bf2154d7978
org.webjars.npm	xml2js	0.4.22		8cdb836a912118493678afdaee97a2355ec42204
org.webjars.npm	xml2js	0.4.23		ec3e420160836facac40d3d6dccc8f0be9fcbbba
org.webjars.npm	xml2js	0.4.4		4b3bd8a682ef4a59d3c2d6e6701a11476bec431b
org.webjars.npm	xml2js	0.5.0		4fbbbecc4a7882a03b7ebd7817192488060b5878
org.webjars.npm	xml2js	0.6.2		d477d4aabb8081f903647bd724d3578992ac08e7
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	1.0.0		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	2.0.0-alpha		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.0.0		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.0.1		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.0.10		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.0.11		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.0.12-alpha		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.0.12-alpha2		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.0.12-beta		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.0.12-beta2		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.0.2		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.0.3		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.0.4		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.0.5		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.0.6		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.0.7		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.0.8		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.0.9		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.0		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.0-alpha		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.0-beta		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.1		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.11		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.12		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.13		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.14		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.15		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.16		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.17		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.18		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.19		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.2		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.2-alpha		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.20		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.21		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.22		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.23		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.24		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.25		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.26		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.27		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.28		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.29		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.3		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.30		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.31		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.32		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.33		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.34		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.35		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.36		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.37		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.38		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.39		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.4		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.40		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.41		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.42		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.43		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.44		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.45		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.46		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.47		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.48		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.49		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.5		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.50		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.51		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.52		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.53		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.54		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.55		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.56		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.57		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.59		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.6		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.61		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.62		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.63		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.7		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.8		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.1.9		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.2.11		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.2.12		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.2.13		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.2.19		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.2.23		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.2.24		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.2.25		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.2.26		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.2.27		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.2.28		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.2.29		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.2.30		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.2.31		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.2.32		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.2.33		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.2.34		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.2.35		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.2.36		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.2.37		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.2.38		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.2.44		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.2.45		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.2.46		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.2.47		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.2.48		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.2.49		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.2.51		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.2.52		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.3.0		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.3.1		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.3.10		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.3.11		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.3.12		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.3.13		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.3.16		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.3.3		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.3.4		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.3.5		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.event.receiver.ui.feature	5.3.8		N/A
org.wso2.carbon.identity.application.authz.xacml	identity-application-authz-xacml	0.1.0		N/A
org.wso2.carbon.identity.application.authz.xacml	identity-application-authz-xacml	0.1.1		N/A
org.wso2.carbon.identity.application.authz.xacml	identity-application-authz-xacml	0.1.2		N/A
org.wso2.carbon.identity.application.authz.xacml	identity-application-authz-xacml	0.1.3		N/A
org.wso2.carbon.identity.application.authz.xacml	identity-application-authz-xacml	0.1.4		N/A
org.wso2.carbon.identity.application.authz.xacml	identity-application-authz-xacml	0.1.5		N/A
org.wso2.carbon.identity.application.authz.xacml	identity-application-authz-xacml	1.0.0		N/A
org.wso2.carbon.identity.application.authz.xacml	identity-application-authz-xacml	1.0.1		N/A
org.wso2.carbon.identity.application.authz.xacml	identity-application-authz-xacml	1.0.2		N/A
org.wso2.carbon.identity.application.authz.xacml	identity-application-authz-xacml	1.0.3		N/A
org.wso2.carbon.identity.application.authz.xacml	identity-application-authz-xacml	1.0.4		N/A
org.wso2.carbon.identity.application.authz.xacml	identity-application-authz-xacml	1.0.5		N/A
org.wso2.carbon.identity.application.authz.xacml	identity-application-authz-xacml	2.0.0		N/A
org.wso2.carbon.identity.application.authz.xacml	identity-application-authz-xacml	2.0.1		N/A
org.wso2.carbon.identity.application.authz.xacml	identity-application-authz-xacml	2.0.2		N/A
org.wso2.carbon.identity.application.authz.xacml	identity-application-authz-xacml	2.2.0		N/A
org.wso2.carbon.identity.application.authz.xacml	identity-application-authz-xacml	2.2.1		N/A
org.wso2.carbon.identity.application.authz.xacml	identity-application-authz-xacml	2.2.2		N/A
org.wso2.carbon.identity.application.authz.xacml	identity-application-authz-xacml	2.2.3		N/A
org.wso2.carbon.identity.application.authz.xacml	identity-application-authz-xacml	2.2.4		N/A
org.wso2.carbon.identity.application.authz.xacml	identity-application-authz-xacml	2.3.0		N/A
org.wso2.carbon.identity.application.authz.xacml	identity-application-authz-xacml	2.4.18		N/A
org.wso2.carbon.identity.application.authz.xacml	identity-application-authz-xacml	2.4.26		N/A
org.wso2.carbon.identity.application.authz.xacml	identity-application-authz-xacml	2.4.6		N/A
org.wso2.carbon.identity.application.authz.xacml	identity-application-authz-xacml	2.4.7		N/A
us.ihmc	jme3-dae	3.2.0-171208		N/A
us.ihmc	jme3-dae	3.2.0-171209		f84a974ab95d7a2fbee23ded0d76079140365fe4
us.ihmc	jme3-dae	3.5.0-stable		1673efb65c2003fa01bd2527c64359d98b53d43a
us.ihmc	jme3-dae	3.5.1-stable		b61694aaf8cba468a72b0e471c215ae540ee3fa5
us.ihmc	jme3-dae	3.5.2-stable		9eb76f965e86d87bbcab504c31b05485c73ec2e5
us.raudi	pushraven	1.0.0		e0d8f98fa8aad5f9fbffc3c7a787c8a0521ca906
us.raudi	pushraven	1.0.1		56691e1feddbd08e879e22f6aada31b1c560d8ce
us.raudi	pushraven	1.0.2		fd353f94d85b90c1261b84e68b8ab644cc39fce2
us.raudi	pushraven	1.0.3		b16a95d01c5072f66ad859df1ad35f1d2dbc34a7
