cn.jdevelops	jdevelops-aop-exception	2.0.7		7194a219beb0d8658fcad1216ee555b130acc34e
io.prestosql	presto-docs	314		N/A
io.prestosql	presto-docs	315		N/A
io.prestosql	presto-docs	316		N/A
io.prestosql	presto-docs	317		N/A
io.prestosql	presto-docs	318		N/A
io.prestosql	presto-docs	319		N/A
io.prestosql	presto-docs	320		N/A
io.prestosql	presto-docs	321		N/A
io.prestosql	presto-docs	322		N/A
io.prestosql	presto-docs	323		N/A
io.prestosql	presto-docs	324		N/A
io.prestosql	presto-docs	325		N/A
io.prestosql	presto-docs	326		N/A
io.prestosql	presto-docs	327		N/A
io.prestosql	presto-docs	328		N/A
io.prestosql	presto-docs	329		N/A
io.prestosql	presto-docs	330		N/A
io.prestosql	presto-docs	331		N/A
io.prestosql	presto-docs	332		N/A
io.prestosql	presto-docs	333		N/A
io.prestosql	presto-docs	334		N/A
io.prestosql	presto-docs	335		N/A
io.prestosql	presto-docs	336		N/A
io.prestosql	presto-docs	337		N/A
io.prestosql	presto-docs	338		N/A
io.prestosql	presto-docs	339		N/A
io.prestosql	presto-docs	340		N/A
io.prestosql	presto-docs	341		N/A
io.prestosql	presto-docs	342		N/A
io.prestosql	presto-docs	343		N/A
io.prestosql	presto-docs	344		N/A
io.prestosql	presto-docs	345		N/A
io.prestosql	presto-docs	346		N/A
io.prestosql	presto-docs	347		N/A
io.prestosql	presto-docs	348		N/A
io.prestosql	presto-docs	349		N/A
io.prestosql	presto-docs	350		N/A
io.provenance.eventstream	es-kafka	0.1.0		b46cc126888027ec64972fe9be33fd86d7b43e75
io.provenance.eventstream	es-kafka	0.3.1		f40713d0fcc3ae571754ea276c2e56b40a8aeb85
io.provenance.eventstream	es-kafka	0.4.0		db6472af90a17d6e2fa7032c0c113d9e84879a6a
io.provenance.eventstream	es-kafka	0.4.1		d3b18aac50f2cbe2c7c30668619d28ebd9049f0f
io.provenance.eventstream	es-kafka	0.5.0		2e37317ff2c04ebefcf6691587a1a1bb1ba87eb4
io.provenance.eventstream	es-kafka	0.6.0		a21d2bb45798868811197bba626b493d41c0ca1d
io.provenance.eventstream	es-kafka	0.6.0-rc1		886f485647b084931a093e0a5cc4fd7ce79c0a4c
io.provenance.eventstream	es-kafka	0.6.0-rc2		b8ba4a27c174545e47ebc13205b7127db56cc9e0
io.provenance.eventstream	es-kafka	0.6.0-rc3		ada2b34250ab17c0cfc4854ce45ccc161a825d6f
io.provenance.eventstream	es-kafka	0.6.1		773adb74b511b088b989cdd58394dc52085c5647
io.provenance.eventstream	es-kafka	0.6.2		435a347052d2720adaad1011ff9044ef180ddd7f
io.provenance.eventstream	es-kafka	0.6.3		451164a9a2135d269458379da471d1c270ed48ff
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	1.3.0		8d7a5a89e4eb6bbbdf095aa0fb2e8727ec97ffc5
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	1.3.1		fdba2b1a28043ea476189f6007bb5a15dc838d58
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	1.4.0		1a51f7f0055b898d6727d4bd67223cf9976c41ac
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	1.5.0		f78224aedf0d09cf6d0c12012e662769d456f787
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	1.6.1		19f2abef1416ebe24d823a36ede40332451c4136
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	1.6.2		ac556236695afee22ab7f45efa51ad46b00309be
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	1.6.3		be461a9a61eb409b35651f6eda67ca0da33b08a6
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	1.7.0		7d6c25e57777f2a6ff77423bd9b12aef85ac3133
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	1.8.0		4501fa9e0a18aa53bf6b23726d13a507fba6172d
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	1.9.0		db8f29ec82030ab5646f0c4adc3e2d450b0568cd
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	1.9.1		23ca10ea2966827dc08e853cbff1264510883431
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	1.9.2		ac4c4f91beb673224623221b2f9c2ebbc76c2f96
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	2.0.0		5a33584e0daf3822ce4674a123fae0251f123fd2
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	2.0.0.Alpha1		07e5bc58c017f2520befb423aa4382f7ff89494a
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	2.0.1		a02393f5b135d24eaaf294b771d2f3af1d8eec6a
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	2.1.0		1942eab0be9256117499cc63d05cbc2221ff8eaf
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	2.1.1		fbf3bb54d3c23bbf6736908a2ad98787bbd7f6be
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	2.10.0		e5b0a610f53b329da83cc95ab2ef151c8cf7c5cd
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	2.10.1		0456fc4dbfeb25e9fbf5a3945bc4fabaade3c07a
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	2.11.0		0443b6ca92eb54eb9e4e5471d8c551dbd2cbfb2e
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	2.11.1		da22e53e61c48082478d43d1ad2974b074a62a26
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	2.12.0		57af6c43fc8c4591214e4251ac87f5ea4febeb9e
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	2.12.1		75b5c18ef1c4d266dff43e843dbee6ecc4a6599a
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	2.12.2		62df22dc0fcd897beffd9a39fa4528e5705f9fb9
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	2.12.3		19808214d6c8c729478773f2f4497931da205e1f
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	2.13.0		aaf7448d4206956229d88bad0da4f9fd6a855851
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	2.13.1		606fceba652266b033ade0b474234f0a557136f0
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	2.14.0		6293241977af13affba43b2d0077a1d6caa25b4b
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	2.15.0		ab5f1c0a85745e4c37b43340bab4c4220a611bbf
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	2.16.0		ef7808d5db307021fd83379ac3084d425bbed328
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	2.16.1		6beb0f4e7099f8cf5d9652f1c0e7cc81d1cd6b0c
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	2.16.2		846bf9733daf6ba1ab4fef202cfbb3f43b139d89
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	2.17.0		d63626df2563c2725650e28e2e4b3a8dc607c335
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	2.18.0		49fba596b40e9564b25af69e4423981e5a855273
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	2.18.1		e16796812267b477aa476399b3fdb8101fdf3ae0
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	2.19.0		359424fb2c7f5ca9a59a399f53ff9bce862ae388
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	2.19.0.alpha2		1345a8d351597a59bf45e522886edaa72a75e741
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	2.2.0		a569701f55fc512fec6621f9a320031f7f57d37d
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	2.20.0		66e12a37e157c8c135cbf49a36c4b3a40267d87a
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	2.20.1		c4521cba3f1292c1daf8f1c1c4fba07372461b83
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	2.3.0		7fa648e96f038603ecc858c1d03796693be1b922
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	2.3.1		56e9df37f8172145ab32fcff1e1073cae38ed28c
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	2.3.2		f4667c9ee76b4fefdae362d3642f5f2c955bf9be
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	2.3.3		735049b6559b8bf76f670ef67ffb718601838019
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	2.4.0		82c8a0050bc1383cf2ae97e65cbf4a820d8eb8f8
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	2.4.1		cd3bb26bdb1e9dfea284bcbf97d107d60e05982e
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	2.4.2		25b02a1673351604eaf65b8e60941b859db924ba
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	2.4.3		bb6321687838b54cbf792481a3724b7a2ee092b6
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	2.4.4		f2eb305fcfc729e206a01bab41a1d977a51a6b14
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	2.4.5		db92c7c374b4cca621bc5cfe9c2ff95295f6896b
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	2.5.0		b0c1c17d84a9a5664d6678ce762e857d202f66e0
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	2.5.1		eb2d9e21866c305d3fbdebfac7de7ccb8494e8c8
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	2.5.2		e776d8b066145d0649a2ad7223c0b804e84f8b23
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	2.5.3		5eaf82ad4d7f310d56ea105d47ed65280e0b742c
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	2.6.0		948ae67365968845fc9da236946e81157472b09d
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	2.7.0		2652602652bf6ed47a292e5dc0d05acf4cab0429
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	2.7.1		605a3abec54ca83e7c71226e01a9926604b3902a
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	2.7.2		c1f566a7bcdd537b2dde365f79baaa65165291ef
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	2.7.3		1f113416c830293b01a6411b7cde4e808d44a94b
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	2.8.0		9880d20600ea4b9053590660d462cf83eda2b7e3
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	2.9.0		4c76084a0a101ecccfc530cc14d7c7276e3ebfaa
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	2.9.1		16341ee882acfd31f9be745215c8cc02f15978ff
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	3.0.0		bf780290c18e4e8e3a695fee7426d26a9b04e242
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	3.0.0.alpha1		3c46bdbbabbe2d8fb3d44aebae891b42c70f0898
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	3.0.1		3c78cc50221036b82734784f823b246bb545edc1
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	3.1.0		80dd36b59710ab299f8dd67963bc4cc5f5db9301
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	3.1.1		6a756c3f400e9f93eea369874b49faaa2e3cc497
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	3.2.0		986e524809ccbc855877a55a87c45fdf62f10235
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	3.3.0		3a1740f52645b786ef3d35f631d11d5a327beba0
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	3.3.1		ebfba64a5606cf050613796c7fa8fa233cdbc819
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	3.3.2		3434c88b722b7b3bf35a742e3f45e4930cf055c4
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	3.3.3		e6f3a8569823c667ca78927618e37ae7c9f0a8f4
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	3.4.0		1f0604c2092bbd30d79bbe596224a114d13b5a84
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	3.4.1		7d44f23a90ba11556d249aec49a8db2cd181fe46
io.quarkiverse.amazonservices	quarkus-amazon-devservices-sns	3.5.0		84c4f2c574fc2669ec9aeb4a9507047fa02b5cf4
is.leap.android.compose	fetch-hierarchy-sdk	1.0.2		N/A
is.leap.android.compose	fetch-hierarchy-sdk	1.0.3		N/A
net.openhft	saxophone	1.0.3		ae509a9842acd77dddc7175d15d25a7e384cb1fb
net.openhft	saxophone	1.0.4		747b1f1f0701b5f77f7c8cb93595dec1688d2be5
net.rictech.util	rictech-util	2.1.8		003c772853e8b159c4c6c233e995efb4ecc9e84a
net.rictech.util	rictech-util	2.2.1		c6aa724f6e09bb7ad5fe68001c6b957b6acd90d1
net.rictech.util	rictech-util	2.3.1		4755cf740c9a1a4890b072405a41c8d3b908a13a
net.sf.michael-o.dirctxsrc	dircontextsource	0.10		19e60682555508315cb4d1a426d773b6110a29b2
net.sf.michael-o.dirctxsrc	dircontextsource	0.10.1		b5ac2f8545180125010a1ceb5ae7e80fb9321cfd
net.sf.michael-o.dirctxsrc	dircontextsource	0.10.2		10f4c1cc3ed555f466bc953307d4b19dbc694560
net.sf.michael-o.dirctxsrc	dircontextsource	0.10.3		405bd4596f2cb88551512ab474506d56d2218b14
net.sf.michael-o.dirctxsrc	dircontextsource	0.10.4		8646746d7a44611ae199b722683414685c141f1a
net.sf.michael-o.dirctxsrc	dircontextsource	0.9		c96702ef089b459341998003954f1f7d82a4d0a3
net.sf.michael-o.dirctxsrc	dircontextsource	1.0		a2e53e9c5e6ffc259dcdd07108afbf8f2b6faaec
net.sf.michael-o.dirctxsrc	dircontextsource	1.1		48e3795e02f71bc283831f5149ffa1e223973e49
net.sf.michael-o.dirctxsrc	dircontextsource	1.2		d55e1a37b1ea4089acea482e15d854c2a80d6a84
net.sf.michael-o.dirctxsrc	dircontextsource	1.3		1191225be6eb7bee4dc4f30ddc38ff07590ce79d
net.sf.michael-o.dirctxsrc	dircontextsource	2.0		6850e8fadb43bf16aede865b844d709cfefd8e21
net.sf.michael-o.dirctxsrc	dircontextsource	2.1		8ccaa59303b9835f336542b686f86f77db89fade
net.sf.michael-o.dirctxsrc	dircontextsource	2.2		ac7c8a2fed78d03e23de7445a3619332fdf3c568
net.sf.michael-o.dirctxsrc	dircontextsource	2.3.0		0b4304a76a0977358839c604ef62b6a12d08d97b
net.sf.michael-o.dirctxsrc	dircontextsource	2.3.1		48b8dc9c78b648be7532a33cae74905216f49a3b
net.sf.michael-o.dirctxsrc	dircontextsource	2.4.0		17ab5bdae45d25dd28284b80dbd492d61bf3de29
net.sf.okapi.examples	okapi-example-01	0.35		002dfcf8f9dbf981df651e828afe946aaf9886fa
net.sf.okapi.examples	okapi-example-01	0.36		f23b6b5c79f7ab92fa8386020e35dd658a1b1ceb
net.sf.okapi.examples	okapi-example-01	0.37		05b739383b1a65d27d9f3992efa14526c88fd769
net.sf.okapi.examples	okapi-example-01	0.38		08db7d242dc7a7bb74d7e546c646b46427e3e0d3
net.sf.okapi.examples	okapi-example-01	1.39.0		78d047dec0af609c6dae2fb7fc8bbe375609dddc
net.sf.okapi.examples	okapi-example-01	1.40.0		c5d898201d3bd6166ece2f95e75b27abbfce8697
net.sf.okapi.examples	okapi-example-01	1.41.0		f75e84949839fba9f89fd3f9ee94d294e679a951
net.sf.okapi.examples	okapi-example-01	1.42.0		d7a34fd25b461cd648893463cfc3e241823df00d
net.sf.okapi.examples	okapi-example-01	1.43.0		0d1e67ac532b282d9269c2754507853b806b4d74
net.sf.okapi.examples	okapi-example-01	1.44.0		4739d485048f47e805bc8db74d88f47650c9eb34
net.sf.okapi.examples	okapi-example-01	1.45.0		bbb0788ac7db96d999f17e09bc854acc9c118f53
net.sf.okapi.examples	okapi-example-01	1.46.0		99d3637a010db8f14515eede62701024e7580ba8
net.sf.okapi.examples	okapi-example-01	1.47.0		800984e730dd98acfcda44fa37d6f84466f43589
net.wensel	cascading-platform	4.0.0		6bbcb332612ea7d759549f48d466154a4f43900b
net.wensel	cascading-platform	4.0.1		002efa091b1ea44dcb6b447bc107e09eb8e27d86
net.wensel	cascading-platform	4.1.0		b52aeadbe80361d830f4c1e6ee39fd2d7357d522
net.wensel	cascading-platform	4.5.0		1114dc8994e0e84dea51c9e03892312e4acd63c6
net.wensel	cascading-platform	4.5.1		3bf74eee801bca6b58f8c24694f936f609c509bf
net.wensel	cascading-platform	4.5.2		eceabeedce6a12245566a4974e1793784ab3acfb
net.wensel	cascading-platform	4.5.2-wip-32		2f8f7f99f478056946b5dcf75a8c4e9ebea8811b
nl.nl-portal	form-flow	0.1.0.RELEASE		N/A
nl.nl-portal	form-flow	0.1.0.RELEASE	plain	d1995abbdfd1f5a9637b7579e8e2ff9386d2c020
nl.nl-portal	form-flow	0.2.2.RELEASE		N/A
nl.nl-portal	form-flow	0.2.2.RELEASE	plain	1e76878a0b1f81290e75a7fb8eead8101eb8b416
nl.nl-portal	form-flow	0.3.0.RELEASE		N/A
nl.nl-portal	form-flow	0.3.0.RELEASE	plain	178b4ded9a5e1eba8a8b00498daa1d62dc27c35b
nl.nl-portal	form-flow	1.0.8.RELEASE		N/A
nl.nl-portal	form-flow	1.0.8.RELEASE	plain	f6cb41daa043c3e5c825dc161849cfcbec993a2a
org.apache.activemq.examples.broker	security-ldap	1.2.0		daa88f6a191c8a1c127040465c3de80d579c70f2
org.apache.activemq.examples.broker	security-ldap	1.3.0		36759e7807f52278a085fbd308a533b3ff74733e
org.apache.activemq.examples.broker	security-ldap	1.4.0		3aa1dc1b7f24dbe678015c4a81e3a4037d388585
org.apache.activemq.examples.broker	security-ldap	1.5.0		126c4e20ac531a4a7385a6e1a0b7a8a9741ca647
org.apache.activemq.examples.broker	security-ldap	1.5.1		10de023a8514e26703ab5c5373fb938a28a62fab
org.apache.activemq.examples.broker	security-ldap	1.5.2		621401e9ef85ff0988f508dd0a8531ea7a595161
org.apache.activemq.examples.broker	security-ldap	1.5.3		efd4bba04c05e6c7470542fbfdc210394c0f1b46
org.apache.activemq.examples.broker	security-ldap	1.5.4		1dd2ffcd1a5fb8d7122105f63a5698c837d36d3a
org.apache.activemq.examples.broker	security-ldap	1.5.5		1b311fd3358d081b806134026775b9bc70fe30d2
org.apache.activemq.examples.broker	security-ldap	1.5.6		7f61b01845f59b553c787741195a51caa931404f
org.apache.activemq.examples.broker	security-ldap	2.0.0		2a2bf5d44ef59a08eca76c7fffb4b975b7b1bc36
org.apache.activemq.examples.broker	security-ldap	2.1.0		11c612f66143c4b84ef938e8ed0be671bc436b7b
org.apache.activemq.examples.broker	security-ldap	2.10.0		8ff37bc36430fc6027555cd9bf43bf1f6df96560
org.apache.activemq.examples.broker	security-ldap	2.10.1		3fc44f7d3a6e5d876311cea9b642f0d0d4381df7
org.apache.activemq.examples.broker	security-ldap	2.11.0		f6f142796ecb7992dd0874feb8bb3da658ce8ca9
org.apache.activemq.examples.broker	security-ldap	2.12.0		b304b06f6152f8e7fb01a7198367d8cf73bdb722
org.apache.activemq.examples.broker	security-ldap	2.13.0		c37c781bc3704537b3f67dcb402f15744d45daef
org.apache.activemq.examples.broker	security-ldap	2.14.0		f695ea92d42c6f50e8f41e72a7fc7fb55b1b2819
org.apache.activemq.examples.broker	security-ldap	2.15.0		8b77389fbfe86baec42b728861963ac6edc78e6d
org.apache.activemq.examples.broker	security-ldap	2.16.0		607dddeb2a43e66468e2012254da7ca76b2c409a
org.apache.activemq.examples.broker	security-ldap	2.17.0		a4c4766098f8fa97c6af1261adf464d1e5488aa6
org.apache.activemq.examples.broker	security-ldap	2.18.0		b0e6a7e2d736a1f5810c89964324ce3b05944e50
org.apache.activemq.examples.broker	security-ldap	2.19.0		a7d0d33e5c36639cdb9c85dc37f8a6170be2ed8f
org.apache.activemq.examples.broker	security-ldap	2.19.1		d747c17713b3fba274e9eb287c99bb5430bbbfd4
org.apache.activemq.examples.broker	security-ldap	2.2.0		0475a07ba29a840a54d59ccd82553b2533184091
org.apache.activemq.examples.broker	security-ldap	2.20.0		46023a6052cf5d5eea6ac9d3cbdc2a6b68ddd5ff
org.apache.activemq.examples.broker	security-ldap	2.21.0		ac1af38b1b1348f7e1d3ede4cc4eed41e0b8e63b
org.apache.activemq.examples.broker	security-ldap	2.22.0		dd555fe829fb95a6a8c3d37b03929bd1088c5411
org.apache.activemq.examples.broker	security-ldap	2.23.0		a6143f0c6bc2fb518524c408bf94e7db8af64435
org.apache.activemq.examples.broker	security-ldap	2.23.1		8cbe6c1e6a052a1da09273db41a5864a3f3932cb
org.apache.activemq.examples.broker	security-ldap	2.24.0		bcd350629dd1cbf37376cc410ca5b4563d476882
org.apache.activemq.examples.broker	security-ldap	2.25.0		cfeab1bbd094e23da915cff6802f18d510149985
org.apache.activemq.examples.broker	security-ldap	2.26.0		59fc3adf53c90e5c8ffc3cafb362d3adc966b7eb
org.apache.activemq.examples.broker	security-ldap	2.27.0		7101dce658495df79f35226c2dfebfc214f25c34
org.apache.activemq.examples.broker	security-ldap	2.27.1		d97ff2d37a0adb83e2778004132f668530ef439a
org.apache.activemq.examples.broker	security-ldap	2.28.0		acd59951c9d590483eecf44f4b7b5895b4dcf6bf
org.apache.activemq.examples.broker	security-ldap	2.29.0		93a0952bcf3b1f283f655d851101d43cf5d5bb41
org.apache.activemq.examples.broker	security-ldap	2.3.0		c75aaa00e84f1f819f187a16342e746360523d59
org.apache.activemq.examples.broker	security-ldap	2.30.0		858e7077ebfae9fafe2418348f0ee2e88219f978
org.apache.activemq.examples.broker	security-ldap	2.31.0		ab9cfbd87e0072f03f122c466dfdc5c0152d58ec
org.apache.activemq.examples.broker	security-ldap	2.31.1		77d599d93f7565ad0417693b4ebe7d12f61bb5a4
org.apache.activemq.examples.broker	security-ldap	2.31.2		362c85fae56b68c24bf62969ff050fb8c94f9953
org.apache.activemq.examples.broker	security-ldap	2.4.0		f31381f1626390855a24513d13a827021069674e
org.apache.activemq.examples.broker	security-ldap	2.5.0		c8b6af6732549709d0db8a0eab2b1f43a495b7c1
org.apache.activemq.examples.broker	security-ldap	2.6.0		00695e04c9b8b1d1b623d0d16283a36e23e0ec8a
org.apache.activemq.examples.broker	security-ldap	2.6.1		58c777fa276e2bcf1116c9c3e408ae73dec8f25d
org.apache.activemq.examples.broker	security-ldap	2.6.2		37016371ba327a7f91fee17018949a358b291cd2
org.apache.activemq.examples.broker	security-ldap	2.6.3		147a35eba3dc19a08149e72e4e09635ff88e4f51
org.apache.activemq.examples.broker	security-ldap	2.6.4		9fe637f5606ba7498189795dd23a288909f6b177
org.apache.activemq.examples.broker	security-ldap	2.7.0		77d767884f35c12b43aa3e0ac8a4813de3e92fdd
org.apache.activemq.examples.broker	security-ldap	2.8.0		cc22406dfc45177333ed4e87b0ecbf7970a4a1b8
org.apache.activemq.examples.broker	security-ldap	2.8.1		31d7b8b76f7e0d66ac7e2d13d5160aebbbca152c
org.apache.activemq.examples.broker	security-ldap	2.9.0		0e61692737cbe58f4e9643684566ceba4db21a35
org.apache.brooklyn	brooklyn-utils-rest-swagger	0.10.0		8acf8245f8e2e9bd24fa8cd472efac30779ce260
org.apache.brooklyn	brooklyn-utils-rest-swagger	0.11.0		b169a3e9a8c72d751fe35320fe5a6515e1a508e3
org.apache.brooklyn	brooklyn-utils-rest-swagger	0.12.0		dc46ffeff34b310bdaa99ccb23f36bfc6dcf142a
org.apache.brooklyn	brooklyn-utils-rest-swagger	0.7.0-incubating		975331ae4c621571949619b5e9a76a9a9e843ee3
org.apache.brooklyn	brooklyn-utils-rest-swagger	0.8.0-incubating		3cde00cbbcea46ee80a6d33826f12e14fc469d0c
org.apache.brooklyn	brooklyn-utils-rest-swagger	0.9.0		06d95ab0c03c2a5b14e9e3ee55b55631231c7e1f
org.apache.brooklyn	brooklyn-utils-rest-swagger	1.0.0		19c5454c0ff5f12004aabf24eec7a53499894d6d
org.apache.brooklyn	brooklyn-utils-rest-swagger	1.0.0-M1		1846b107a42f798695cb481ba06829d09193d063
org.apache.brooklyn	brooklyn-utils-rest-swagger	1.1.0		b7c117ab3fc6af1d72754b01d587db48667ed6ca
org.apache.camel.karaf	camel-rxjava	4.10.3		8fc1676b789f5c1350550640fdf05457d07d015a
org.apache.camel.karaf	camel-rxjava	4.7.0		f9a0c9a0330961488dcf0a7ca66b4d8f7a3dd367
org.apache.camel.karaf	camel-rxjava	4.8.1		2f3a9c43e47c130422bee09eba267c09d030ee01
org.apache.camel.karaf	camel-rxjava	4.8.2		16f4b5f487491ebae70d782d35eff971d72e04f2
org.apache.camel.karaf	camel-rxjava	4.8.5		c2588d820e049fad8dc1f47a95476bdde29f7abc
org.apache.camel.karaf	camel-rxjava	4.8.6		a7d0af5a7953744be53d95441ed29415100c78e1
org.apache.camel.karaf	camel-rxjava	4.9.0		86f5faecbf44e12dd021a361ee790ed0014684b5
org.apache.camel.quarkus	camel-quarkus-integration-test-smpp	2.10.0		1d5dbbf6408690c5a86cb8a1c27e3710c14a05b5
org.apache.camel.quarkus	camel-quarkus-integration-test-smpp	2.11.0		acab96abaa280c8f452ad1bf5aca8d70f1513583
org.apache.camel.quarkus	camel-quarkus-integration-test-smpp	2.12.0		cac2d37b58acb759e60cb4cd69be97e519d95693
org.apache.camel.quarkus	camel-quarkus-integration-test-smpp	2.13.0		77750307a026cf27326a1f401068ce95b625c61c
org.apache.camel.quarkus	camel-quarkus-integration-test-smpp	2.13.1		88cad03c28dd4f97bac4ede159faa0546242fc69
org.apache.camel.quarkus	camel-quarkus-integration-test-smpp	2.13.2		024d38adc917204d1e13594287970d4ee422071e
org.apache.camel.quarkus	camel-quarkus-integration-test-smpp	2.13.3		a3b33b8e86f0b72bdd2b436fb11b5f4cf0ff066e
org.apache.camel.quarkus	camel-quarkus-integration-test-smpp	2.14.0		f1b123f7505cf09b6f03fb74dd7005b5c2d14525
org.apache.camel.quarkus	camel-quarkus-integration-test-smpp	2.15.0		7120a735c1c377b798778830f45ac5907493c635
org.apache.camel.quarkus	camel-quarkus-integration-test-smpp	2.16.0		81014f60e9f1f67d00e86e02cad4c671ed03832a
org.apache.camel.quarkus	camel-quarkus-integration-test-smpp	2.3.0		8c6e8710d29bc7e69ce6f7e08e575a61dcf21779
org.apache.camel.quarkus	camel-quarkus-integration-test-smpp	2.4.0		2fe95e0f29408cdaf396ec552fcc639047bbfe93
org.apache.camel.quarkus	camel-quarkus-integration-test-smpp	2.5.0		4b1bab5db2f7c7a2433053ed016f6406aa02fa42
org.apache.camel.quarkus	camel-quarkus-integration-test-smpp	2.6.0		b1a41b66934aba1a0b251bd2478be1f0921bd399
org.apache.camel.quarkus	camel-quarkus-integration-test-smpp	2.7.0		d56b36fc6b707967ccadd60ac308a495ec0e73ed
org.apache.camel.quarkus	camel-quarkus-integration-test-smpp	2.7.1		b19df95feb54a27bca539bd6ddc2732d9cab2f49
org.apache.camel.quarkus	camel-quarkus-integration-test-smpp	2.7.2		3c4e67fb1d29ccbefa62a5023bfbd29ee0914509
org.apache.camel.quarkus	camel-quarkus-integration-test-smpp	2.8.0		e5a7e5aa31f987660dcdbebb7b928156a195dccf
org.apache.camel.quarkus	camel-quarkus-integration-test-smpp	2.8.0-M1		866c590981bcbbb633aaefed6868c2396b335d3b
org.apache.camel.quarkus	camel-quarkus-integration-test-smpp	2.9.0		17dec307c96afc5df3d34c434dec7a7597ea5e69
org.apache.camel.quarkus	camel-quarkus-integration-test-smpp	3.0.0-M1		28be15e662a0c9c1e640fe69e95f29bfc1705766
org.apache.camel.quarkus	camel-quarkus-integration-test-smpp	3.0.0-M2		2e438a86cbb49398fc818c7baf0b1118e3a16877
