app.cash.redwood	redwood-modifiers-js	0.4.0		N/A
org.axonframework	axon-tracing-opentelemetry	4.9.0		5380ee7d8ef54cb1eb18af4b60fd2fd1bf92a245
org.axonframework	axon-tracing-opentelemetry	4.9.1		aef11858d0cd7de654a71e60a1227b417e155ade
org.axonframework	axon-tracing-opentelemetry	4.9.2		995ac7546b185d7212d0879d65959b38f4c82f97
org.axonframework	axon-tracing-opentelemetry	4.9.3		255a522d83bd04635eb7d7872ded3d6175eab2c0
org.axonframework	axon-tracing-opentelemetry	4.9.4		6d21460f10728d2f2b4fb034f64797c944297d9d
org.bytedeco	mkl-platform-redist	2019.5-1.5.2		1bc6af14dc930c5645f71d71aad8954247ee076c
org.bytedeco	mkl-platform-redist	2020.1-1.5.3		5d401fe64064e39c247cd269e3e7bf5abce2fa80
org.bytedeco	mkl-platform-redist	2020.3-1.5.4		df3e9e27e7011527d5410b4796421279e093429e
org.bytedeco	mkl-platform-redist	2021.1-1.5.5		474e032a17baa3e1c779f06347c0c65ede064fb6
org.bytedeco	mkl-platform-redist	2021.3-1.5.6		10feb871591f5250208c9ff0e960d4a76b500c0c
org.bytedeco	mkl-platform-redist	2022.0-1.5.7		8f1f70f3b9357c5b6da8d0c077c2c57c73fdff77
org.bytedeco	mkl-platform-redist	2022.2-1.5.8		fbcd14de513d7573ae4751a8ed32dcf305709441
org.bytedeco	mkl-platform-redist	2023.1-1.5.9		5b88e5f7671b0ff0fce3a75893cc34859a16f693
org.bytedeco	mkl-platform-redist	2024.0-1.5.10		58412531217d72512d779a51ee1c69e13271d942
org.bytedeco	mkl-platform-redist	2025.0-1.5.11		0f6649c4e5d7b9fe55c3e13a0a70f62f3ba58799
org.cert.netsa	netsa-io-ipfix_2.11	1.5.0		1e965facf603042bf03a7a8c0adb034d6ef1de96
org.cert.netsa	netsa-io-ipfix_2.11	1.5.1		c8d5f12663dcae81ad699a1d324990617f40d677
org.cert.netsa	netsa-io-ipfix_2.11	1.5.2		fe9c6aa62561e9db4ed6b96210d556956cc16760
org.cert.netsa	netsa-io-ipfix_2.11	1.5.3		9e2ee8a689175f869197bad7a27a898bb93d2087
org.cert.netsa	netsa-io-ipfix_2.11	1.6.0		fd92e2e205357ad493a1290c8fc684f09b5068cc
org.drewcarlson	mobius-core-iosarm64	0.1.4		N/A
org.drewcarlson	mobius-core-iosarm64	0.1.4	metadata	88be3b95571082e44c63f664864d832fdffacf02
org.drewcarlson	mobius-core-iosarm64	0.1.5		N/A
org.drewcarlson	mobius-core-iosarm64	0.1.5	metadata	84f7d4c9749bd839fcb2dd7c0c508b92411b899d
org.drewcarlson	mobius-core-iosarm64	0.1.6		N/A
org.drewcarlson	mobius-core-iosarm64	0.1.6	metadata	58aa4c5bfee69e86cf44ea091e4022121fbbc096
org.drewcarlson	mobius-core-iosarm64	0.1.7		N/A
org.drewcarlson	mobius-core-iosarm64	0.1.7	metadata	3d70d23ccf4ce6792bb0cadae1ddad19ac221785
org.eclipse.ditto	ditto	0.1.0-M1		N/A
org.eclipse.ditto	ditto	0.1.0-M3		N/A
org.eclipse.ditto	ditto	0.1.0M0b		N/A
org.eclipse.ditto	ditto	0.2.0-M1		N/A
org.eclipse.ditto	ditto	0.3.0-M1		N/A
org.eclipse.ditto	ditto	0.3.0-M2		N/A
org.eclipse.ditto	ditto	0.8.0		N/A
org.eclipse.ditto	ditto	0.8.0-M1		N/A
org.eclipse.ditto	ditto	0.8.0-M2b		N/A
org.eclipse.ditto	ditto	0.8.0-M2c		N/A
org.eclipse.ditto	ditto	0.8.0-M3		N/A
org.eclipse.ditto	ditto	0.9.0		N/A
org.eclipse.ditto	ditto	0.9.0-M1		N/A
org.eclipse.ditto	ditto	0.9.0-M2		N/A
org.eclipse.ditto	ditto	1.0.0		N/A
org.eclipse.ditto	ditto	1.0.0-M1a		N/A
org.eclipse.ditto	ditto	1.0.0-M2		N/A
org.eclipse.ditto	ditto	1.0.0-M3		N/A
org.eclipse.ditto	ditto	1.0.0-M4		N/A
org.eclipse.ditto	ditto	1.1.0		N/A
org.eclipse.ditto	ditto	1.1.0-M2		N/A
org.eclipse.ditto	ditto	1.1.1		N/A
org.eclipse.ditto	ditto	1.1.2		N/A
org.eclipse.ditto	ditto	1.1.3		N/A
org.eclipse.ditto	ditto	1.1.5		N/A
org.eclipse.ditto	ditto	1.2.0		N/A
org.eclipse.ditto	ditto	1.2.1		N/A
org.eclipse.ditto	ditto	1.3.0		N/A
org.eclipse.ditto	ditto	1.4.0		N/A
org.eclipse.ditto	ditto	1.5.0		N/A
org.eclipse.ditto	ditto	1.5.1		N/A
org.eclipse.ditto	ditto	2.0.0		N/A
org.eclipse.ditto	ditto	2.0.0-M1		N/A
org.eclipse.ditto	ditto	2.0.0-M2		N/A
org.eclipse.ditto	ditto	2.0.1		N/A
org.eclipse.ditto	ditto	2.1.0		N/A
org.eclipse.ditto	ditto	2.1.0-M1		N/A
org.eclipse.ditto	ditto	2.1.0-M2		N/A
org.eclipse.ditto	ditto	2.1.0-M3		N/A
org.eclipse.ditto	ditto	2.1.1		N/A
org.eclipse.ditto	ditto	2.1.2		N/A
org.eclipse.ditto	ditto	2.1.3		N/A
org.eclipse.ditto	ditto	2.2.0		N/A
org.eclipse.ditto	ditto	2.2.1		N/A
org.eclipse.ditto	ditto	2.2.2		N/A
org.eclipse.ditto	ditto	2.3.0		N/A
org.eclipse.ditto	ditto	2.3.1		N/A
org.eclipse.ditto	ditto	2.3.2		N/A
org.eclipse.ditto	ditto	2.4.0		N/A
org.eclipse.ditto	ditto	2.4.0-M1		N/A
org.eclipse.ditto	ditto	2.4.1		N/A
org.eclipse.ditto	ditto	2.4.2		N/A
org.eclipse.ditto	ditto	3.0.0		N/A
org.eclipse.ditto	ditto	3.1.0		N/A
org.eclipse.ditto	ditto	3.1.0-M1		N/A
org.eclipse.ditto	ditto	3.1.1		N/A
org.eclipse.ditto	ditto	3.1.2		N/A
org.eclipse.ditto	ditto	3.2.0		N/A
org.eclipse.ditto	ditto	3.2.1		N/A
org.eclipse.ditto	ditto	3.3.0		N/A
org.eclipse.ditto	ditto	3.3.1		N/A
org.eclipse.ditto	ditto	3.3.2		N/A
org.eclipse.ditto	ditto	3.3.2-M1		N/A
org.eclipse.ditto	ditto	3.3.3		N/A
org.eclipse.ditto	ditto	3.3.4		N/A
org.eclipse.ditto	ditto	3.3.5		N/A
org.eclipse.ditto	ditto	3.3.6		N/A
org.eclipse.ditto	ditto	3.3.7		N/A
org.eclipse.ditto	ditto	3.4.0		N/A
org.eclipse.ditto	ditto	3.4.0-M1		N/A
org.eclipse.ditto	ditto	3.4.0-M2		N/A
org.eclipse.ditto	ditto	3.4.1		N/A
org.eclipse.ditto	ditto	3.4.2		N/A
org.eclipse.ditto	ditto	3.4.3		N/A
org.eclipse.ditto	ditto	3.4.4		N/A
org.eclipse.ditto	ditto	3.4.5		N/A
org.eclipse.ditto	ditto	3.5.0		N/A
org.eclipse.ditto	ditto	3.5.1		N/A
org.eclipse.ditto	ditto	3.5.10		N/A
org.eclipse.ditto	ditto	3.5.11		N/A
org.eclipse.ditto	ditto	3.5.12		N/A
org.eclipse.ditto	ditto	3.5.2		N/A
org.eclipse.ditto	ditto	3.5.3		N/A
org.eclipse.ditto	ditto	3.5.4		N/A
org.eclipse.ditto	ditto	3.5.5		N/A
org.eclipse.ditto	ditto	3.5.6		N/A
org.eclipse.ditto	ditto	3.5.7		N/A
org.eclipse.ditto	ditto	3.5.8		N/A
org.eclipse.ditto	ditto	3.5.9		N/A
org.eclipse.ditto	ditto	3.6.0		N/A
org.eclipse.ditto	ditto	3.6.1		N/A
org.eclipse.ditto	ditto	3.6.10		N/A
org.eclipse.ditto	ditto	3.6.11		N/A
org.eclipse.ditto	ditto	3.6.2		N/A
org.eclipse.ditto	ditto	3.6.3		N/A
org.eclipse.ditto	ditto	3.6.4		N/A
org.eclipse.ditto	ditto	3.6.5		N/A
org.eclipse.ditto	ditto	3.6.6		N/A
org.eclipse.ditto	ditto	3.6.7		N/A
org.eclipse.ditto	ditto	3.6.8		N/A
org.eclipse.ditto	ditto	3.6.9		N/A
org.eclipse.ditto	ditto	3.7.0		N/A
org.eclipse.ditto	ditto	3.7.1		N/A
org.eclipse.ditto	ditto	3.7.2		N/A
org.eclipse.ditto	ditto	3.7.3		N/A
org.glassfish	osgi-http	3.0		5392452d3acdfb2c97127481d79637e29ad9f520
org.glassfish	osgi-http	3.0-b72		737be5bd50ba07088e02b3c70af1d28a6cd0403b
org.glassfish	osgi-http	3.0-b73		488f237e9132c452e3f48e44b0435144d0df6035
org.glassfish	osgi-http	3.0-b74		9192ace37b1b817315f81ee0fbf3d268851d9c1d
org.glassfish	osgi-http	3.0-b74a		5b4eb316224899ca54e74eacf118417b21016b30
org.glassfish	osgi-http	3.0-b74b		8098d248818595b8af403d98330a3dc0903f3652
org.glassfish	osgi-http	3.0.1		ab0942927442b05f8b6488599950cd08bdebd4aa
org.glassfish	osgi-http	3.0.1-b01		29bf617f4a624b4b8ee566f2a22b5768c07753ec
org.glassfish	osgi-http	3.0.1-b02		3b13c1ea79d1efbd577dfe71ebd607b86748d5f5
org.glassfish	osgi-http	3.0.1-b03		cf0fa8cb7c877c2ba17109df3e84356c845e3fcb
org.glassfish	osgi-http	3.0.1-b04		ec81097aded99978fa678e0ecb61689af7a35a52
org.glassfish	osgi-http	3.0.1-b05		6f9b69d83314cde3f9872ad704bdd149e01dd285
org.glassfish	osgi-http	3.0.1-b06		22cd11f2dd409827bb77d82eac6ec2b8927d6e64
org.glassfish	osgi-http	3.0.1-b07		8bbafe6bb4cf6f0f2b5dfaf7263b9d96453d6369
org.glassfish	osgi-http	3.0.1-b08		35f7b7f327aec5fb549cf42127888b96ec7cd36d
org.glassfish	osgi-http	3.0.1-b09		8bc62968a046fc241dbf9c2fe05e8742d837c9fb
org.glassfish	osgi-http	3.0.1-b10		53086b800f6c98db27b321276bc6a3a75fee5d06
org.glassfish	osgi-http	3.0.1-b11		24398af1f829080915d8b03ad0af38ea037f5f45
org.glassfish	osgi-http	3.0.1-b12		a6ec366174b71410d647ae9fd55713a6a09dd8c9
org.glassfish	osgi-http	3.0.1-b14		550d564c304eb7421739f4f78d1fc5a2cbd83018
org.glassfish	osgi-http	3.0.1-b15		d527106a52b918e1fa991637cc51052dd8f82ba3
org.glassfish	osgi-http	3.0.1-b16		339e8cb53a53ec5d30f2c798f31933116c823cdf
org.glassfish	osgi-http	3.0.1-b17		2e3784415d2d4de97abd2d93d6637fc1b8ca4b00
org.glassfish	osgi-http	3.0.1-b18		b48d083b2dc8e34c002eafeae264561c92b278f2
org.glassfish	osgi-http	3.0.1-b19		0aba2ea2d97ec7e0315d486ffd9dcbaceb2b04a2
org.glassfish	osgi-http	3.0.1-b20		c3238717863bdc29f38dba61a86bb58f0f5a0ea6
org.glassfish	osgi-http	3.1		36d5c962e9c67eb4d99cc1850ec4b73e4fc22dd5
org.glassfish	osgi-http	3.1-b01		142f8a8139a423097546faab7905bea74e0e4959
org.glassfish	osgi-http	3.1-b02		3bb8e86f2a3db98eb9cfdc1dc91c149e2d84718e
org.glassfish	osgi-http	3.1-b03		0798a54033ad8e22c0c5a4ad80d2eeae6ac7dce1
org.glassfish	osgi-http	3.1-b04		8d876fd78a6d1cdbf5d907665c79156438cfeae4
org.glassfish	osgi-http	3.1-b05		ec65f585bfadd233239f3a1a941d40cc0ce0ee2e
org.glassfish	osgi-http	3.1-b06		1f56466339ac4f2fc846ee605575449beab768a0
org.glassfish	osgi-http	3.1-b07		60b5b7204b5d90496f0a329b3b1aee5d1acaa773
org.glassfish	osgi-http	3.1-b08		f5ac80ec37bcdd167fdfd650f8827d86f0daec36
org.glassfish	osgi-http	3.1-b09		b86da0d7d14d28ece4ee9b6501cb63fe475c0820
org.glassfish	osgi-http	3.1-b10		39fb8c03d68d3b3aca7894a161d3514bbd853333
org.glassfish	osgi-http	3.1-b11		b4f32a749ff5cdc09396fe19293e14f901d5fa6e
org.glassfish	osgi-http	3.1-b12		9a3ba9761e5fb1761e872e99aa8cfd176b5ee3fb
org.glassfish	osgi-http	3.1-b13		c91090702a785dae38e25e4154edfd20d4617b5f
org.glassfish	osgi-http	3.1-b14		de40cf79e1f4c1f79147b3cac86cee761d1ee8bc
org.glassfish	osgi-http	3.1-b15		0c68e672fb85a05ceb20a23f199452ff76db359f
org.glassfish	osgi-http	3.1-b16		3164e36363ec49d71c5a8450be683fbd7449bd63
org.glassfish	osgi-http	3.1-b17		1ff0cb15c4abaf9f3621c4ce813401b2926677ff
org.glassfish	osgi-http	3.1-b18		431fff7b192ee21b90080714acf70bd9dde3d275
org.glassfish	osgi-http	3.1-b19		11fe7464dd0bf842f77c10b2244701f3d2357884
org.glassfish	osgi-http	3.1-b20		9aebe58e94c06df2811834f8efbd83c663d87a08
org.glassfish	osgi-http	3.1-b21		3e80874c110c728f8b8a3b09804e251329a65054
org.glassfish	osgi-http	3.1-b22		0ecb634db72e6e39bcdfeba61de1f93df8ed87e9
org.glassfish	osgi-http	3.1-b23		b2acdd2aec7e54ac9f50d98c4271cbe9bdc95cf9
org.glassfish	osgi-http	3.1-b24		850c3d55223f535bf794d6bb7c7c9ce223e67ebd
org.glassfish	osgi-http	3.1-b25		53e5c5c843db4131aed0166273f59390d4d51cd1
org.glassfish	osgi-http	3.1-b26		e81f554493454ea222da07a220477e8a8bd1eede
org.glassfish	osgi-http	3.1-b27		0f60e61d6ef7f52ec7fe82d2b41048b1521288f6
org.glassfish	osgi-http	3.1-b28		f64fa433799db1d26b04ae8dbb3503a2ce32d3e8
org.glassfish	osgi-http	3.1-b30		3058c24f918174e220092c87c138a5bea3c9ad9d
org.glassfish	osgi-http	3.1-b31		45d592280337edb6b498eff3be68cc37b0c23e12
org.glassfish	osgi-http	3.1-b32		85fe486ffd404c79fc15df46127187d9ea6ad494
org.glassfish	osgi-http	3.1-b33		8c7293b0cf17127d8a38c74f813673b15b8be596
org.glassfish	osgi-http	3.1-b34		4ad407e552f7c78b46ef01c32029a4d89f2bb148
org.glassfish	osgi-http	3.1-b35		ebefbe73aca445d00d8dc5ca51b3b36d91874610
org.glassfish	osgi-http	3.1-b36		f80dc8c6b0ebc549a0f2c401573c8f97e97e7c6c
org.glassfish	osgi-http	3.1-b37		432c48e26f686cc66109a501d6b2a354582e4f78
org.glassfish	osgi-http	3.1-b38		991037bb96533b502d98042b790c15decfead3e3
org.glassfish	osgi-http	3.1-b39		51fb5089b4ff161b74ffb9e51d205b602b5015ae
org.glassfish	osgi-http	3.1-b40		6426756b61201bc21df2884979232300cf7ad654
org.glassfish	osgi-http	3.1-b41		d50075ac314f9b68b2219da458901aa71256f3ab
org.glassfish	osgi-http	3.1.1-b01		df1f7b8c9a2be666dc3f90a39eea52781db253d0
org.glassfish	osgi-http	3.1.1-b02		7073bbb99805d50b37f8d263d236d9bc18c788bd
org.glassfish	osgi-http	3.1.1-b03		88668298c81d4cf1c21856d963d42e1865b674d4
org.glassfish	osgi-http	3.1.1-b04		2a880bbc9044397afbbba2bde0fb387e2b85f6e2
org.glassfish	osgi-http	3.1.1-b05		c1d11d48e14a3d516b0733f50b1babb500611d88
org.glassfish	osgi-http	3.2-b01		41d03ee54a79a531c4b6f9e25e90f08143e76f57
org.glassfish	osgi-http	3.2-b02		1ba8768c83d1294ccb81d75afc41bcf9b9e1a5b7
org.glassfish	osgi-http	3.2-b03		e8a8d9b2cce69197451ebe106ad7c9d3fa9e4a29
org.glassfish.tyrus.samples	tyrus-sample-draw	1.0		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	1.0-b07		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	1.0-b08		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	1.0-b09		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	1.0-b10		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	1.0-b11		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	1.0-b12		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	1.0-b13		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	1.0-b14		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	1.0-rc1		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	1.0-rc2		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	1.0-rc3		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	1.1		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	1.10		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	1.11		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	1.11.1		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	1.12		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	1.13		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	1.13.1		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	1.14		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	1.15		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	1.16		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	1.17		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	1.18		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	1.19		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	1.2		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	1.2.1		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	1.20		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	1.21		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	1.3		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	1.3.1		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	1.3.2		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	1.3.3		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	1.3.4		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	1.3.5		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	1.4		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	1.5		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	1.6		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	1.7		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	1.8		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	1.8.1		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	1.8.2		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	1.8.3		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	1.9		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	2.0.0		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	2.0.0-M1		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	2.0.0-M2		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	2.0.0-M3		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	2.0.0-RC1		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	2.0.1		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	2.0.2		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	2.0.3		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	2.0.4		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	2.0.5		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	2.0.6		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	2.0.7		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	2.1.0		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	2.1.0-M1		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	2.1.0-M2		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	2.1.0-M4		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	2.1.1		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	2.1.2		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	2.1.3		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	2.1.4		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	2.1.5		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	2.2.0		N/A
org.glassfish.tyrus.samples	tyrus-sample-draw	2.2.0-M1		N/A
org.jboss.arquillian.packager	arquillian-packager-javaee	1.0.0.Alpha1		25d778218bebc6828207766548da7dfc44ab21f9
org.jboss.arquillian.packager	arquillian-packager-javaee	1.0.0.Alpha2		a84f4bc003d78e430264aff9b276933f1ad0e6cc
org.kathra	kathra-sourcemanager-gitlab	1.0.0		b0efaef2ba489ab73fbea6d4cb1db5201a023219
org.kathra	kathra-sourcemanager-gitlab	1.1.0		9fe27a06fa48fde53480dfeb6b85beedcc32ce56
org.kathra	kathra-sourcemanager-gitlab	1.2.0		1642e46741ff65fc6a77729b2594ef23ce32efdb
org.kie	kie-addons-monitoring-elastic	10.0.0		112172b4de09b2b1280eff5d1b166db40f3e33d1
org.ow2.jonas	jonas-validation-hibernate-core	5.3.0		ea9f3a6b4fadbf22b5a8ce8ad164d0495f51debc
org.ow2.jonas	jonas-validation-hibernate-core	5.3.0	deployment-plan	7a1fd620e31841dbb322a5b2a12469584381145d
org.ow2.jonas	jonas-validation-hibernate-core	5.3.0	templates	210a3ddceaea965851171e50e505f1aa22ce2e90
org.ow2.jonas	jonas-validation-hibernate-core	5.3.0-M4		f1f252e0036139fd2b2ba95bad792d7a9961720c
org.ow2.jonas	jonas-validation-hibernate-core	5.3.0-M4	ipojo	1572f6a2740d585910e4b14b91aef8d251f69ba0
org.ow2.jonas	jonas-validation-hibernate-core	5.3.0-M4	templates	abeec9b8cdba59143d847f7c569d0f697919086e
org.ow2.jonas	jonas-validation-hibernate-core	5.3.0-M5		39e567d8a32aa784a3fc6bb8b426c1e813e05770
org.ow2.jonas	jonas-validation-hibernate-core	5.3.0-M5	deployment-plan	4427985f3882de07540c5f08bc613943a3754f9e
org.ow2.jonas	jonas-validation-hibernate-core	5.3.0-M5	ipojo	35f7abcc792f634b584b7f43ebdda3bc04f853cd
org.ow2.jonas	jonas-validation-hibernate-core	5.3.0-M5	templates	e177ff8279b31da72fa124257862882e790236e8
org.ow2.jonas	jonas-validation-hibernate-core	5.3.0-M6		08eb1c9bb7d7df13bb037fa2b330fb4dd925906a
org.ow2.jonas	jonas-validation-hibernate-core	5.3.0-M6	deployment-plan	ea3ca1b1ef0f96a494899c6a7b771929407639f2
org.ow2.jonas	jonas-validation-hibernate-core	5.3.0-M6	ipojo	54080bb747280d3950a42620090b5e4d4959a398
org.ow2.jonas	jonas-validation-hibernate-core	5.3.0-M6	templates	10f08551b59bc4d3251ed9fa317fd522e905806b
org.ow2.jonas	jonas-validation-hibernate-core	5.3.0-M7		fdb4ab4c527876ffb033cc3e6e7c76acd45001ae
org.ow2.jonas	jonas-validation-hibernate-core	5.3.0-M7	deployment-plan	e2642897ab48d2add21784e41cf1c20d3ce0ac2c
org.ow2.jonas	jonas-validation-hibernate-core	5.3.0-M7	templates	9e57696dc4ac173eb3d291baf11791f70334eab8
org.ow2.jonas	jonas-validation-hibernate-core	5.3.0-RC1		501319452a1d87069dbad1c2c8ade50a6aad5275
org.ow2.jonas	jonas-validation-hibernate-core	5.3.0-RC1	deployment-plan	449839ab71a586494d4a802a12fe8838a51cfe0c
org.ow2.jonas	jonas-validation-hibernate-core	5.3.0-RC1	templates	6d97da68ea8a34b4ff43daa0b52e30749b6c23c6
org.rundeck	rundeck-storage-conf	2.1.0		f862d43b2a954ed9be133cf5f6a82da5a3c77bfe
org.rundeck	rundeck-storage-conf	2.1.1		6aa8616f91637dab70eaae0ea70bf4a157bb9602
org.rundeck	rundeck-storage-conf	2.1.2		bb60a2916629a1b808a9c668449c132acd7cd032
org.rundeck	rundeck-storage-conf	2.1.3		2c0647c34873904a54d3ce43f1e9b44555f537e2
org.rundeck	rundeck-storage-conf	2.10.0		a97ca3a16987253ebe4c6e68bc8b7b4a8709daaf
org.rundeck	rundeck-storage-conf	2.10.1		b87c0686ee9458ce7568a6e91964e6876e53084b
org.rundeck	rundeck-storage-conf	2.10.2		4841fc9030903ef65a08b00ad9a8f163e7cdf44a
org.rundeck	rundeck-storage-conf	2.10.3		d9b74d97dd720ed84260e66630bc746fec65ed96
org.rundeck	rundeck-storage-conf	2.10.4		d89b038c91f64b7b612ff5b814df3f6bc3fbe285
org.rundeck	rundeck-storage-conf	2.10.5		b9a37856169f24b7c38d18685eb6b31b438600d2
org.rundeck	rundeck-storage-conf	2.10.6		cd5bc55b3eb630f19e4af59d70e75f8edc577828
org.rundeck	rundeck-storage-conf	2.10.7		7c1d3b8ec9d24ab9a76340041d1d68adf72d172a
org.rundeck	rundeck-storage-conf	2.10.8		ebeaf81542265819e56c7f2040f27e923e3dda4d
org.rundeck	rundeck-storage-conf	2.11.0		92289ac4a0739871f4e3ee5580659dacf5b75bb0
org.rundeck	rundeck-storage-conf	2.11.1		3fc9d46630dd379f5997a85f99807bbcae875bf1
org.rundeck	rundeck-storage-conf	2.11.10		fd6e7242e1e85c8dde8d2a288b788d633279d385
org.rundeck	rundeck-storage-conf	2.11.11		48dccf70c8f341a0b52cc09ff47134b38dc2c666
org.rundeck	rundeck-storage-conf	2.11.12		70c50ffd4b646c8c0b9d3efe2d905f6eaa250644
org.rundeck	rundeck-storage-conf	2.11.13		6f584b913ac82ad19543f0fdbaf7662ecf0ef64a
org.rundeck	rundeck-storage-conf	2.11.14		6c733a4e21922e43a8f7c757e65ab1f2103ae177
org.rundeck	rundeck-storage-conf	2.11.2		5e77c8dd1ccd4628c1c8e4ca85c404ede8d972df
org.rundeck	rundeck-storage-conf	2.11.3		4eaa7a436814b69a32aef0a90b713170d2ca054b
org.rundeck	rundeck-storage-conf	2.11.4		985fca1ffcb3fbb4b3190e3f9e711e48bf8580ba
org.rundeck	rundeck-storage-conf	2.11.5		ecfbfa4a710871ba4b360b4f3295dea2d63534f8
org.rundeck	rundeck-storage-conf	2.11.6		173e219e47a54310ef855ea8b03f38257bf9412f
org.rundeck	rundeck-storage-conf	2.11.7		3ee00d953a967036c4fb2c13a20af2d2afc0e4e0
org.rundeck	rundeck-storage-conf	2.11.8		fff3e18c24913e19d1fdad03527db08c56782100
org.rundeck	rundeck-storage-conf	2.11.9		bf67bfb39d98164ac18998ab152ea2fa8c315a74
org.rundeck	rundeck-storage-conf	2.2.0		e71144cafa2cf5cc16cdb10ca599cf80c5ba7a04
org.rundeck	rundeck-storage-conf	2.2.1		bf3474472ff61aa478578129452a64690379890e
org.rundeck	rundeck-storage-conf	2.2.2		2f35ab52e9d0088655d2cc976e1d34b5b5fca423
org.rundeck	rundeck-storage-conf	2.2.3		525891ba83315eddd2fdae4d19876f5e6de9c190
org.rundeck	rundeck-storage-conf	2.3.0		126458dee6ef77ece037a2fdbec0d494414e3fa8
org.rundeck	rundeck-storage-conf	2.3.1		b5f1b5776812638c930cb60fa4e00a49ecc969dd
org.rundeck	rundeck-storage-conf	2.3.2		3db156894d736559fa17d62454a7bf30fd99a219
org.rundeck	rundeck-storage-conf	2.4.0		b6602778b9ae4c7c5f817c57bcd4df48d8197bec
org.rundeck	rundeck-storage-conf	2.4.1		2f1c8b32a5b514119ce2a1ef8f9034d4e1ab1e63
org.rundeck	rundeck-storage-conf	2.4.2		c81782106c14628724f5a5a39fe0476fd8cc19ab
org.rundeck	rundeck-storage-conf	2.5.0		10304ca7b6e7b406a4fbeb206caeab3bdd98ef54
org.rundeck	rundeck-storage-conf	2.5.1		ada574f328853aacd7fa197a7790c460e62bb92b
org.rundeck	rundeck-storage-conf	2.5.2		c69fbf1a88c591bd2f1b5b09dad3492da2eabbe7
