at.yawk.logging	logging-parent	1.0		N/A
org.hibernate	hibernate-search-testing	5.0.0.Alpha2		9b36c3a5ed2b8228567ea9e0ff117591f2494165
org.hibernate	hibernate-search-testing	5.0.0.Alpha3		5b893820121b90be4fb23774eb5996177921dac7
org.hibernate	hibernate-search-testing	5.0.0.Alpha4		f6e8d225da52709c654c302a21e54bb189f3b2ce
org.hibernate	hibernate-search-testing	5.0.0.Alpha5		eb073ff5897897747852d2784aa4d48d84fa80cd
org.hibernate	hibernate-search-testing	5.0.0.Alpha6		0a2bbcd72240a36576d8c474100422edcec7cafe
org.hibernate	hibernate-search-testing	5.0.0.Alpha7		4abae21c9894feb4324c472f168fd352300cc4e9
org.hibernate	hibernate-search-testing	5.0.0.Beta1		eee869e619f19f97981adbb413227dcc9f20237b
org.hibernate	hibernate-search-testing	5.0.0.Beta2		b9c19e1bd9ea5b810b9b9bbaf5c64d54d3605c33
org.hibernate	hibernate-search-testing	5.0.0.Beta3		b944d944768feb48059f9afbea162a217557df39
org.hibernate	hibernate-search-testing	5.0.0.CR1		77fd87e9f75513d0998ec0a4e244be2a945b8dea
org.hibernate	hibernate-search-testing	5.0.0.CR2		2faa12492f68e94e5fb27b0439a3ff8d563f1401
org.hibernate	hibernate-search-testing	5.0.0.Final		89c48a6d844885a7cc5698f1f212564131edf357
org.hibernate	hibernate-search-testing	5.0.1.Final		8f6a386a0a37fd3f7a95619c4f2ed0ebe23e923c
org.hibernate	hibernate-search-testing	5.1.0.Final		75eba363e43d3b14b0e93aab6e126b483895d040
org.hibernate	hibernate-search-testing	5.1.1.Final		a044bbccb90c8e357ca9a0172ddbd5ffbc283363
org.hibernate	hibernate-search-testing	5.1.2.Final		dad34557d03b1af2e1b852aafdbbef780122c0c9
org.hibernate	hibernate-search-testing	5.10.0.Beta1		736f0876f5ea576fbbeca715b5fb9edc6edf860f
org.hibernate	hibernate-search-testing	5.10.0.Beta2		1dbcd3e51e5760cf521412cd183ed969746fc9cc
org.hibernate	hibernate-search-testing	5.10.0.CR1		8dbae9934a50f62a34a47853129929525a8ae860
org.hibernate	hibernate-search-testing	5.10.0.Final		ba0a8d76d7f4b4427a98ccb9146eade09e73cac9
org.hibernate	hibernate-search-testing	5.10.1.Final		41cf17433badb7425bcc6d7cad988c149ff188d9
org.hibernate	hibernate-search-testing	5.10.10.Final		2915455669ea4bacdcb0e4ecbb2eefce1c8d4e4a
org.hibernate	hibernate-search-testing	5.10.11.Final		996a1b12393d1cde2f6d85ce14614fbae7a1eadb
org.hibernate	hibernate-search-testing	5.10.12.Final		405ab7095f34accb6d635ffcdef3a8e2196e1a8c
org.hibernate	hibernate-search-testing	5.10.13.Final		4fc5580b28d6ad9f413a686248a10fa164623b4f
org.hibernate	hibernate-search-testing	5.10.2.Final		26191b3ca7c8c7457b1c610bdcca21ea4166464d
org.hibernate	hibernate-search-testing	5.10.3.Final		6ad3f44f6d34e6b3f55e6467a70e7e45f8b36a2a
org.hibernate	hibernate-search-testing	5.10.4.Final		b97383fae9b8ca0637b444721fe3b8e891bd0d52
org.hibernate	hibernate-search-testing	5.10.5.Final		c6de9ba42207d3f5a7a50e0299de181ced42fdb4
org.hibernate	hibernate-search-testing	5.10.6.Final		8535b4a430b3b0123dabdd460ef5d97148be3d37
org.hibernate	hibernate-search-testing	5.10.7.Final		e8455958c017f52e0000dec278e12ce706e5f7b5
org.hibernate	hibernate-search-testing	5.10.8.Final		710f82a2b9d55fc02c7d9351e230fae94cc7661d
org.hibernate	hibernate-search-testing	5.10.9.Final		37a8689491b25386a22afb6e5f9e67d0bdbe6337
org.hibernate	hibernate-search-testing	5.11.0.CR1		4950151a8929ff4f530c0a68d24fd9ae7352e1c2
org.hibernate	hibernate-search-testing	5.11.0.Final		9c524187a3efc6b60c1357a3f3afc205bc232eb8
org.hibernate	hibernate-search-testing	5.11.1.Final		abae83371c17ea53e4ca99fc5cf9e3ddf2f1f982
org.hibernate	hibernate-search-testing	5.11.10.Final		98d34e005ff63889f090fdb949f132bde9a3a523
org.hibernate	hibernate-search-testing	5.11.11.Final		1f98c98ff1be2e9734867b636c697d0a93307125
org.hibernate	hibernate-search-testing	5.11.12.Final		abf252e0f9d8ad2aa2ab884c693a689086b18053
org.hibernate	hibernate-search-testing	5.11.2.Final		2475d0316b8619587b51b76e55889c888b2b5697
org.hibernate	hibernate-search-testing	5.11.3.Final		6e10414ec0c55509b44f3282d89b2049d1e921a5
org.hibernate	hibernate-search-testing	5.11.4.Final		cb842efa20b8a2a43685fff31ffbee402aa9d0ae
org.hibernate	hibernate-search-testing	5.11.5.Final		73f7463a8863697906d671e0fafc13ba39613e4b
org.hibernate	hibernate-search-testing	5.11.6.Final		782e3865e657b08f315ca0dfdeffd36100595347
org.hibernate	hibernate-search-testing	5.11.7.Final		490dfd4234e76c42bcec18fc7221124b8a55e359
org.hibernate	hibernate-search-testing	5.11.8.Final		2537b325870ab30b12bca9910dd4f9605a408b2e
org.hibernate	hibernate-search-testing	5.11.9.Final		08f1499862bb55fcd9cb112a8a603501848e0859
org.hibernate	hibernate-search-testing	5.2.0.Beta1		a8fefd63d6620e8919480c55bbf2d6773beffc8c
org.hibernate	hibernate-search-testing	5.2.0.Final		b1e93c0c9c1df868a104f51c627d9c07fcb13808
org.hibernate	hibernate-search-testing	5.2.1.Final		7cc1271c2ae972f96e07ae88aa14ddf30dc8897e
org.hibernate	hibernate-search-testing	5.3.0.Beta1		d1d98de0bb10d3cab25fe754ffb22aedbfa5e614
org.hibernate	hibernate-search-testing	5.3.0.Beta2		ca249c738fc02dd29a904096a1b5e472b91d1f3a
org.hibernate	hibernate-search-testing	5.3.0.CR1		2c031f5044ab997965f844a1fe3469d2cdcc0e84
org.hibernate	hibernate-search-testing	5.3.0.Final		d727c37ed2715db06893d05adc4bbec0dca2ecf5
org.hibernate	hibernate-search-testing	5.4.0.Alpha1		ba8c3520ffff7166cb33258f6af474539fed74d6
org.hibernate	hibernate-search-testing	5.4.0.CR1		b35b06a35c3d9d8cdb73ce517098516685949851
org.hibernate	hibernate-search-testing	5.4.0.CR2		567527a7ff24d5ac90175ad56d5a42cdc45efa79
org.hibernate	hibernate-search-testing	5.4.0.Final		c989cf41fd0a6e48b92c831f5aec1c0404cbc1ae
org.hibernate	hibernate-search-testing	5.5.0.Alpha1		2f04d758b87675eb8bfbf668c5d366f6f1bc4ad8
org.hibernate	hibernate-search-testing	5.5.0.CR1		7569934de8b4a9f52de98f42698bf33b5d5f3102
org.hibernate	hibernate-search-testing	5.5.0.Final		e3ee58b2ff160642129eef1e2db8ce945a667fb5
org.hibernate	hibernate-search-testing	5.5.1.Final		70b6aea3634e9269ec1ad4c10a99a0d76d00ecbc
org.hibernate	hibernate-search-testing	5.5.2.Final		002688eea267d3110cd4581dcbf50d6949ccb548
org.hibernate	hibernate-search-testing	5.5.3.Final		e653cb013d70656fbf949b10a28423ee1b8ef1ab
org.hibernate	hibernate-search-testing	5.5.4.Final		3f3cc212cb63e96e7900e69760cebf372de31aef
org.hibernate	hibernate-search-testing	5.5.5.Final		cba691fe312b7d243f30957b9d97c8336f0711f1
org.hibernate	hibernate-search-testing	5.5.6.Final		94e9dc1533effb1adce19ce685e0c5beb059f001
org.hibernate	hibernate-search-testing	5.5.7.Final		3815e1962fc7f69c311b85ee9eb6bcdee8281b5d
org.hibernate	hibernate-search-testing	5.5.8.Final		0db38d3e44712663f55b842a64058ee0bea7aeef
org.hibernate	hibernate-search-testing	5.6.0.Alpha1		6b9016d5416c54a4d3dbcf26f0a5a7c0e2088f73
org.hibernate	hibernate-search-testing	5.6.0.Alpha2		f0b9978cf8fe42b9b6a898c586c569ee6c823526
org.hibernate	hibernate-search-testing	5.6.0.Alpha3		cc0310066fe4dc334b76a804159da36a81974490
org.hibernate	hibernate-search-testing	5.6.0.Beta1		7a4d13972466e8964f96e38cdeeae52866e3bf7a
org.hibernate	hibernate-search-testing	5.6.0.Beta2		8bd7cd0d7d690daf813452f30be54791cdbcdc13
org.hibernate	hibernate-search-testing	5.6.0.Beta3		9abe45e19e75e7b3be9b22fdad6682c996ee9abd
org.hibernate	hibernate-search-testing	5.6.0.Beta4		1bce0089e94e9d808eb620bc6f8d95e230284508
org.hibernate	hibernate-search-testing	5.6.0.CR1		932dc349633120382e8234d9d7326ae723eeade7
org.hibernate	hibernate-search-testing	5.6.0.Final		c76850ede2f794fa1310fdf666bf98255d45aead
org.hibernate	hibernate-search-testing	5.6.1.Final		8d500e718dbebd0c7e356f8e1b5812d8562b8ada
org.hibernate	hibernate-search-testing	5.6.2.Final		a4a8b51b259ddd0214d9cb1db14dbae2d57226dc
org.hibernate	hibernate-search-testing	5.6.3.Final		61941d7be284a16d4f9ddca03ec43d49a0cc1e65
org.hibernate	hibernate-search-testing	5.6.4.Final		36e7aeff541353ae611b1943745c90e0c41f2b43
org.hibernate	hibernate-search-testing	5.6.5.Final		e9d01a86d66c7fe12d75f5473ef0fdd58e3c5ba6
org.hibernate	hibernate-search-testing	5.6.6.Final		1891b6e363c873bfa031bbdbc0a815de46805afe
org.hibernate	hibernate-search-testing	5.7.0.Alpha1		f0ca15b58063a7a0f03af3538c0de10693dab4d4
org.hibernate	hibernate-search-testing	5.7.0.Beta1		33f65c9c0e49b749097f09dadb39c03b10c3de20
org.hibernate	hibernate-search-testing	5.7.0.Beta2		c0e74bee1d72668f389af3376289314f1bea35e3
org.hibernate	hibernate-search-testing	5.7.0.CR1		6fedf2d5e0af039a7f034c21c0bdd36cdca8b95b
org.hibernate	hibernate-search-testing	5.7.0.Final		d1374b6f54261e5b41a0ff2883e013f584529f6e
org.hibernate	hibernate-search-testing	5.7.1.Final		88013384979d6385eb5481a2f19624a73de067aa
org.hibernate	hibernate-search-testing	5.7.2.Final		be5a302761cd2fe15e9007e82ccf89c739ef411e
org.hibernate	hibernate-search-testing	5.7.3.Final		c51f791f2a42efd235a7ac972973adc99e45ed02
org.hibernate	hibernate-search-testing	5.8.0.Beta1		1ca3652f03f0a2081deb67e9b3cf2d2acd97b399
org.hibernate	hibernate-search-testing	5.8.0.Beta2		857e9c9809daf09e6f8fd388ff96649fee9f5450
org.hibernate	hibernate-search-testing	5.8.0.Beta3		ca0fc2209c33a04b0e68e9c5d93b1b49d498ff32
org.hibernate	hibernate-search-testing	5.8.0.Beta4		0382637bacfb82f0206a5cf0a9bb180c4f109d9f
org.hibernate	hibernate-search-testing	5.8.0.CR1		a1fcd3ed1880658ac7e0ce9657527c707f7ead4e
org.hibernate	hibernate-search-testing	5.8.0.Final		d0194db37a71ab06d96427fbff4ee53d9071e231
org.hibernate	hibernate-search-testing	5.8.1.Final		4c48fe3d08f7cc7555f016755610b095872a169e
org.hibernate	hibernate-search-testing	5.8.2.Final		d43ff06c9338ae713beaa59c1a5089329b004220
org.hibernate	hibernate-search-testing	5.9.0.Beta1		4f522153077b03b8440f1bb3ef48b895e3c0cf22
org.hibernate	hibernate-search-testing	5.9.0.CR1		dadb7ca7c8e775393a972d866ffef6b1ef0c7534
org.hibernate	hibernate-search-testing	5.9.0.Final		23686d97a7d6615fcc4529a4764fd3201d4042d5
org.hibernate	hibernate-search-testing	5.9.1.Final		77c21959e1a9081eb6979b74b5ed3b077605c679
org.hibernate	hibernate-search-testing	5.9.2.Final		1de1f3fc3af442bafe96b9635049ce74b9fad082
org.hibernate	hibernate-search-testing	5.9.3.Final		1c1241f9a2c00eec4a090197c7415711905a2c67
org.hudsonci.stapler	stapler-parent	3.0.1		N/A
org.jboss.jbossas	jboss-as-jbossas	5.0.0.CR1		N/A
org.jboss.jbossas	jboss-as-jbossas	5.0.0.CR2		N/A
org.jboss.jbossas	jboss-as-jbossas	5.0.0.GA		N/A
org.jboss.jbossas	jboss-as-jbossas	5.0.1.GA		N/A
org.jboss.jbossas	jboss-as-jbossas	5.1.0.Beta1		N/A
org.jboss.jbossas	jboss-as-jbossas	5.1.0.CR1		N/A
org.jboss.jbossas	jboss-as-jbossas	5.1.0.GA		N/A
org.jboss.jbossas	jboss-as-jbossas	6.0.0.M1		N/A
org.jessma	jessma-ext-spring	3.5.1		4ba8c82bdd78b8144ebdf07931912c957dd24ad4
org.jpmml	jpmml-evaluator	1.1.0		N/A
org.jpmml	jpmml-evaluator	1.1.1		N/A
org.jpmml	jpmml-evaluator	1.1.10		N/A
org.jpmml	jpmml-evaluator	1.1.11		N/A
org.jpmml	jpmml-evaluator	1.1.12		N/A
org.jpmml	jpmml-evaluator	1.1.13		N/A
org.jpmml	jpmml-evaluator	1.1.14		N/A
org.jpmml	jpmml-evaluator	1.1.15		N/A
org.jpmml	jpmml-evaluator	1.1.16		N/A
org.jpmml	jpmml-evaluator	1.1.17		N/A
org.jpmml	jpmml-evaluator	1.1.18		N/A
org.jpmml	jpmml-evaluator	1.1.19		N/A
org.jpmml	jpmml-evaluator	1.1.2		N/A
org.jpmml	jpmml-evaluator	1.1.20		N/A
org.jpmml	jpmml-evaluator	1.1.3		N/A
org.jpmml	jpmml-evaluator	1.1.4		N/A
org.jpmml	jpmml-evaluator	1.1.5		N/A
org.jpmml	jpmml-evaluator	1.1.6		N/A
org.jpmml	jpmml-evaluator	1.1.7		N/A
org.jpmml	jpmml-evaluator	1.1.8		N/A
org.jpmml	jpmml-evaluator	1.1.9		N/A
org.jpmml	jpmml-evaluator	1.2.0		N/A
org.jpmml	jpmml-evaluator	1.2.1		N/A
org.jpmml	jpmml-evaluator	1.2.10		N/A
org.jpmml	jpmml-evaluator	1.2.11		N/A
org.jpmml	jpmml-evaluator	1.2.12		N/A
org.jpmml	jpmml-evaluator	1.2.13		N/A
org.jpmml	jpmml-evaluator	1.2.14		N/A
org.jpmml	jpmml-evaluator	1.2.15		N/A
org.jpmml	jpmml-evaluator	1.2.2		N/A
org.jpmml	jpmml-evaluator	1.2.3		N/A
org.jpmml	jpmml-evaluator	1.2.4		N/A
org.jpmml	jpmml-evaluator	1.2.5		N/A
org.jpmml	jpmml-evaluator	1.2.6		N/A
org.jpmml	jpmml-evaluator	1.2.7		N/A
org.jpmml	jpmml-evaluator	1.2.8		N/A
org.jpmml	jpmml-evaluator	1.2.9		N/A
org.jpmml	jpmml-evaluator	1.3.0		N/A
org.jpmml	jpmml-evaluator	1.3.1		N/A
org.jpmml	jpmml-evaluator	1.3.10		N/A
org.jpmml	jpmml-evaluator	1.3.11		N/A
org.jpmml	jpmml-evaluator	1.3.2		N/A
org.jpmml	jpmml-evaluator	1.3.3		N/A
org.jpmml	jpmml-evaluator	1.3.4		N/A
org.jpmml	jpmml-evaluator	1.3.5		N/A
org.jpmml	jpmml-evaluator	1.3.6		N/A
org.jpmml	jpmml-evaluator	1.3.7		N/A
org.jpmml	jpmml-evaluator	1.3.8		N/A
org.jpmml	jpmml-evaluator	1.3.9		N/A
org.jpmml	jpmml-evaluator	1.4.0		N/A
org.jpmml	jpmml-evaluator	1.4.1		N/A
org.jpmml	jpmml-evaluator	1.4.10		N/A
org.jpmml	jpmml-evaluator	1.4.11		N/A
org.jpmml	jpmml-evaluator	1.4.12		N/A
org.jpmml	jpmml-evaluator	1.4.13		N/A
org.jpmml	jpmml-evaluator	1.4.14		N/A
org.jpmml	jpmml-evaluator	1.4.15		N/A
org.jpmml	jpmml-evaluator	1.4.2		N/A
org.jpmml	jpmml-evaluator	1.4.3		N/A
org.jpmml	jpmml-evaluator	1.4.4		N/A
org.jpmml	jpmml-evaluator	1.4.5		N/A
org.jpmml	jpmml-evaluator	1.4.6		N/A
org.jpmml	jpmml-evaluator	1.4.7		N/A
org.jpmml	jpmml-evaluator	1.4.8		N/A
org.jpmml	jpmml-evaluator	1.4.9		N/A
org.jpmml	jpmml-evaluator	1.5.0		N/A
org.jpmml	jpmml-evaluator	1.5.1		N/A
org.jpmml	jpmml-evaluator	1.5.10		N/A
org.jpmml	jpmml-evaluator	1.5.11		N/A
org.jpmml	jpmml-evaluator	1.5.12		N/A
org.jpmml	jpmml-evaluator	1.5.13		N/A
org.jpmml	jpmml-evaluator	1.5.14		N/A
org.jpmml	jpmml-evaluator	1.5.15		N/A
org.jpmml	jpmml-evaluator	1.5.16		N/A
org.jpmml	jpmml-evaluator	1.5.2		N/A
org.jpmml	jpmml-evaluator	1.5.3		N/A
org.jpmml	jpmml-evaluator	1.5.4		N/A
org.jpmml	jpmml-evaluator	1.5.5		N/A
org.jpmml	jpmml-evaluator	1.5.6		N/A
org.jpmml	jpmml-evaluator	1.5.7		N/A
org.jpmml	jpmml-evaluator	1.5.8		N/A
org.jpmml	jpmml-evaluator	1.5.9		N/A
org.jpmml	jpmml-evaluator	1.6.0		N/A
org.jpmml	jpmml-evaluator	1.6.1		N/A
org.jpmml	jpmml-evaluator	1.6.10		N/A
org.jpmml	jpmml-evaluator	1.6.11		N/A
org.jpmml	jpmml-evaluator	1.6.2		N/A
org.jpmml	jpmml-evaluator	1.6.3		N/A
org.jpmml	jpmml-evaluator	1.6.4		N/A
org.jpmml	jpmml-evaluator	1.6.5		N/A
org.jpmml	jpmml-evaluator	1.6.6		N/A
org.jpmml	jpmml-evaluator	1.6.7		N/A
org.jpmml	jpmml-evaluator	1.6.8		N/A
org.jpmml	jpmml-evaluator	1.6.9		N/A
org.jpmml	jpmml-evaluator	1.7.0		N/A
org.jpmml	jpmml-evaluator	1.7.1		N/A
org.jpmml	jpmml-evaluator	1.7.2		N/A
org.jpmml	jpmml-evaluator	1.7.3		N/A
org.jxmpp	jxmpp-stringprep-libidn	0.2.0		0ef74b016cd6f4cd7c6851f4dc70860ad4d73fe9
org.jxmpp	jxmpp-stringprep-libidn	0.3.0		292c43c0b5b53b9b70bdd684ec1b937d8d304fcd
org.jxmpp	jxmpp-stringprep-libidn	0.4.0		d83e010bec7e172918e52fe386acc49f5cebb27e
org.jxmpp	jxmpp-stringprep-libidn	0.4.0-alpha1		5c228f738b59e79b9e7e9e75ec71ffb5105ffdb5
org.jxmpp	jxmpp-stringprep-libidn	0.4.0-alpha2		b46f22bd855edcf156cf93a4aa713258f112a67c
org.jxmpp	jxmpp-stringprep-libidn	0.4.1		fa47f307babc844bae219916fb622786cb46dfd7
org.jxmpp	jxmpp-stringprep-libidn	0.4.1-alpha1		0241203c785425207d4f4ff364dead1bbde79ed5
org.jxmpp	jxmpp-stringprep-libidn	0.4.2		b594808244497eef2e51cc6540d409c34c7dec02
org.jxmpp	jxmpp-stringprep-libidn	0.4.2-beta1		142c8f098667521226e59cbe7698d8e3fe282377
org.jxmpp	jxmpp-stringprep-libidn	0.5.0		22faa53628a9d10ea906d980f1f7a5466cdccf50
org.jxmpp	jxmpp-stringprep-libidn	0.5.0-alpha1		f10dd3c85bee30857fb4fcecd8fcfb01e8a43e77
org.jxmpp	jxmpp-stringprep-libidn	0.5.0-alpha2		c2ae240bf1a2e6a577561137270d974bf6a4158b
org.jxmpp	jxmpp-stringprep-libidn	0.5.0-alpha3		ffbdd209310098b23550cedd69ba4ec0974deb77
org.jxmpp	jxmpp-stringprep-libidn	0.5.0-alpha4		92a02197de9d0dafe1cf1ca967e2abfbbcfed9ca
org.jxmpp	jxmpp-stringprep-libidn	0.5.0-alpha5		262c9a996cbc3b1342321219d8d2ccf4b730b0d7
org.jxmpp	jxmpp-stringprep-libidn	0.5.0-alpha6		7bd75a386335b4ea8e64b3527f5d5a57e3ec1539
org.jxmpp	jxmpp-stringprep-libidn	0.5.0-alpha7		81548a3fc0858549b6f9875bbc5d9ad47606f865
org.jxmpp	jxmpp-stringprep-libidn	0.6.0		b7f7700328fae3decfe4ce6bc7531c2fbde0cc1b
org.jxmpp	jxmpp-stringprep-libidn	0.6.1		456d261c32964066d5f0af5dd8978419d1df4bce
org.jxmpp	jxmpp-stringprep-libidn	0.6.2		fe612204c2d333b3955e60b38f91efa95c0ce6b6
org.jxmpp	jxmpp-stringprep-libidn	0.6.3		f8b5c2c52863bf8e86633644ec5d4892f4722045
org.jxmpp	jxmpp-stringprep-libidn	0.6.4		50ef3c471f5c2ed8aa6d07a9fc6f97695ba03f91
org.jxmpp	jxmpp-stringprep-libidn	0.7.0-alpha1		5fbd613e07ab227331555a00567cb1c129a4302d
org.jxmpp	jxmpp-stringprep-libidn	0.7.0-alpha2		d707f330b5c6ca3f70aa5d26a4133d13c114c381
org.jxmpp	jxmpp-stringprep-libidn	0.7.0-alpha3		e9c158ba20d3e0a637db377ccecd3b352a3de6f1
org.jxmpp	jxmpp-stringprep-libidn	0.7.0-alpha4		7f160a06fecbc1d44d5c5c92b8a5d571618fc926
org.jxmpp	jxmpp-stringprep-libidn	0.7.0-alpha5		cd0cfea13718485054b43006cd0fa3cf2f9cf920
org.jxmpp	jxmpp-stringprep-libidn	0.7.0-alpha6		e1fb61be143a13e6039c9c3ce3fd918b36d8fb65
org.jxmpp	jxmpp-stringprep-libidn	1.0.0		478ad7c147d77de6fe620df87825dd4e02991657
org.jxmpp	jxmpp-stringprep-libidn	1.0.1		65aaf7947a9fe05df50c1522fef38596b85f5666
org.jxmpp	jxmpp-stringprep-libidn	1.0.2		d8cfae3452f8f3656755f455c55cdbcbe9195f28
org.jxmpp	jxmpp-stringprep-libidn	1.0.3		e4da89e2cda12edbda31a4ec995305f2a25f2152
org.jxmpp	jxmpp-stringprep-libidn	1.1.0		9181c812cdc056f6b2696348b5af7194e3b1e547
org.jxmpp	jxmpp-stringprep-libidn	1.1.0-alpha1		7e04362f463946412aed39b39319f1b8c61a49c6
org.jxmpp	jxmpp-stringprep-libidn	1.1.0-alpha2		2b967903cbee2688c72e0c39834133f8ada1509c
org.jxmpp	jxmpp-stringprep-libidn	1.1.0-beta1		ed341c1e633135bebbc355134c37ddc560fad8ae
org.massnet.sdk	http-api	0.1.0		f8edf7a390e774a2d44bcb64a8854260519d41ec
org.massnet.sdk	http-api	0.2.0		efd37d1daef7e0ea01fc1fca189941bfad387b3d
org.massnet.sdk	http-api	0.2.1		efd37d1daef7e0ea01fc1fca189941bfad387b3d
org.massnet.sdk	http-api	0.2.2		11bcffbb8df22a7f2c89c3da698a0330f8e4c5ed
org.massnet.sdk	http-api	0.3.0		232dda7d3fbe31f09d9191f70ff880460791a73e
org.massnet.sdk	http-api	0.3.1		bae258c0bdf5074a1746cded2cb74f726755843d
org.massnet.sdk	http-api	0.3.2		58b508cf8aa79fbb477259f131f04eb5ee750dde
org.massnet.sdk	http-api	0.3.3		18dc393943eda5f0471bf6aa3f388b440c541aeb
org.massnet.sdk	http-api	0.3.4		1ac73d3b62f661aee5ab05c045acc89fbc30167c
org.massnet.sdk	http-api	0.4.0		ef8cc345f0809c779e6af02b4626110faef73a16
org.nutz	nutz-integration-neo4j	1.r.62		a55ad3e7715e1b691b3d4cf6f0b29e1e3effbf87
org.nutz	nutz-integration-neo4j	1.r.63		b3b7cff655628d5e6256226cfa58267383690a93
org.nutz	nutz-integration-neo4j	1.r.63.r3		c1c3701509f9afb0c0aece45e22a011feb0b7e7e
org.nutz	nutz-integration-neo4j	1.r.63.r5		ca11118d2591e604d77fed10a4c59a58daf32eee
org.nutz	nutz-integration-neo4j	1.r.65		bf87d4dba3df6c0257dc689d29dda1f1fe29cd2d
org.nutz	nutz-integration-neo4j	1.r.66		8aadbeeec74a52c2981392e3992c4311161a0f4b
org.nutz	nutz-integration-neo4j	1.r.67		0bcc7cc45a643c8dd9ff7525ad74d1724a7b95a4
org.nutz	nutz-integration-neo4j	1.r.68.v20190220		789348cbccdd50b0b30346958d5b77aba2759689
org.nutz	nutz-integration-neo4j	1.r.68.v20190318		542818f4a5399cc1635e1ef0f2497ba7059e4ca2
org.nutz	nutz-integration-neo4j	1.r.68.v20190329		d8251d134f194fe4f1fd9f59cfd2af1c62a1a80d
org.nutz	nutz-integration-neo4j	1.r.68.v20190516		11fb29310fd0ee22df9010be8718f744817eb2fe
org.nutz	nutz-integration-neo4j	1.r.68.v20190621		ebec2583e879e9271f4f32f4e76f9ce68fb63538
org.nutz	nutz-integration-neo4j	1.r.68.v20190731		3b85f31c7a148a91b8c5358b27a6feb1f95201a0
org.nutz	nutz-integration-neo4j	1.r.68.v20191031		cd3deef7b731e7b502de43babca5ba3fd29a1048
org.nutz	nutz-integration-neo4j	1.r.68.v20200309		5dacf73c48cc5f8a82a2ab7ace61d54b8a7911d3
org.nutz	nutz-integration-neo4j	1.r.68.v20200427		a0b3104a8bee10a3cfbf6c800503680677ab3e5b
org.nutz	nutz-integration-neo4j	1.r.68.v20201011		beeb60660e14165bee2c03105a64dc4597872d54
org.nutz	nutz-integration-neo4j	1.r.68.v20201205		5fa26f705eb1a77a20813b70218db0d40908d7be
org.nutz	nutz-integration-neo4j	1.r.69.v20220215		7215865e31689f88a82621dfbd5175c47684cb92
org.opensmarthouse.core.bundles	org.opensmarthouse.core.scheduler	0.10.0		ecab8a6c6a9311841973125456a1e754601f17b3
org.opensmarthouse.core.bundles	org.opensmarthouse.core.scheduler	0.10.1		3df70f3f3c8243f687e77dce27a31eb2e518dc7f
org.opensmarthouse.core.bundles	org.opensmarthouse.core.scheduler	0.9.2		f75e60e24fe352ae53e065d8a6f706f873262e39
org.ow2.jonas.osgi	joram	5.0.0		6d34055582869da77adf25c783cf95a583df21e4
org.ow2.jonas.osgi	joram	5.0.1		4efd211d6a828b52378d28e418f047fae7521d09
org.ow2.jonas.osgi	joram	5.0.2		f7465d9bded4d970127547e142ee5c208c5a6e0c
org.ow2.jonas.osgi	joram	5.0.3		7ad41d8c175e46cc74b32ff0c6e96f6f922ebb83
org.ow2.jonas.osgi	joram	5.0.4		a739d4d91f26998ce978ee9fef20dce1a91dc639
org.ow2.jonas.osgi	joram	5.0.5		c87a1a7e154747830bb4a3072f21b77c5473cd4f
org.ow2.jonas.osgi	joram	5.1.0		2fad2e4489d25d1097de0a1eef467aa96abbceda
org.ow2.jonas.osgi	joram	5.1.0-M1		1c9f88b66c35c6a7d4906cfadaa802c65818d720
org.ow2.jonas.osgi	joram	5.1.0-M2		d3898c62b8127944c5ab0fb4dfbdd2fc312753d8
org.ow2.jonas.osgi	joram	5.1.0-M3		08e7645260b501b13e669daab44ac7f745e5a1e0
org.ow2.jonas.osgi	joram	5.1.0-M4		c90d0ed1bda040da36202e577a75e86ce478d20b
org.ow2.jonas.osgi	joram	5.1.0-M5		789f03c0e0676b27af1b36fe7dbe83c8e638517e
org.ow2.jonas.osgi	joram	5.1.0-RC1		a41da00fcf0c0220c7275443b31cf9248f0033c7
org.ow2.jonas.osgi	joram	5.1.0-RC2		031411b7ff45b247a3a8c416c90da11c46bf207f
org.ow2.jonas.osgi	joram	5.1.0-RC3		bcef76939aa3bd4b93caf459bc16a91ea3adf805
org.ow2.jonas.osgi	joram	5.1.0-RC4		a1fe653331cda5f17aeb00f034b9b9993c99fe63
org.ow2.jonas.osgi	joram	5.1.0-cxf-2.2		68f0493823f80ee0ead9596aa6ecd98293a9dc50
org.ow2.jonas.osgi	joram	5.1.1		eff23e9e6eebe8a59c04e1143c650af37a5c4552
org.ow2.jonas.osgi	joram	5.1.2		cbae993a0379517ec9a860f0980437a8172d9b99
org.ow2.jonas.osgi	joram	5.1.3		ad0a8d225666d0c341aff758134650c2e21f43e9
org.ow2.jonas.osgi	joram	5.1.4		8287baac87d0959c87dcd4e26f6a469596a0950a
org.ow2.jonas.osgi	joram	5.1.5		8d38cf39ba80ea890d7747821141b0d230040120
org.ow2.jonas.osgi	joram	5.1.6		fed706c85e32a38d68ff6c46f39ee28834b354fd
org.ow2.jonas.osgi	joram	5.1.7		bdaec47d1d8cd9ff0d24f38a847baa25f9ca54d1
org.ow2.jonas.osgi	joram	5.2.0-M1		c48053002ce5c82f1a3cfd2de173b782da8e342a
org.ow2.jonas.osgi	joram	5.2.0-M2		d5b8871ea20cc2487daab940e2836ce52030f013
