church.i18n	spring.webmvc.platform	0.3.0		N/A
org.cryptomator	integrations-mac	1.2.0		9eec9f0cdf1dc95771ed2f0224552bedd43467ee
org.cryptomator	integrations-mac	1.2.0-beta1		2d7edf8bbf28c87312edb18fdbc686146c667654
org.cryptomator	integrations-mac	1.2.0-beta2		3ca534b9051bac566298511c073d92105ab23b63
org.cryptomator	integrations-mac	1.2.1		d2846dc568f6275c0fe32f3413ce56a71d33e8f6
org.cryptomator	integrations-mac	1.2.2		ef9d4097c58c5a1eb6d5fd9f407a1d9d7d0c469f
org.cryptomator	integrations-mac	1.2.3		a381e40c6986910398a0fb5644f5788cbcefd3cb
org.cryptomator	integrations-mac	1.2.4		3e5483ae3d04c723f574bd9c7177e8206697f8a7
org.cryptomator	integrations-mac	1.3.0		083074b58b71f96b7783922efffdf990b783da1b
org.cryptomator	integrations-mac	1.3.1		9b0d0f232c64493daf6868b3037238662861d14c
org.cryptomator	integrations-mac	1.3.2		3872430570b75cdb5286afaab317e4d2aa8224af
org.danbrough	stately-isolate-watchosarm32	1.2.2		N/A
org.danbrough	stately-isolate-watchosarm32	1.2.2	metadata	cd0e028e29f0d3e0b6f461f12e8ff91a03f543b6
org.drools	drools-workbench-models-guided-scorecard	6.0.0.Beta3		ce5b8f49bf5967426d8654a7d2138dd94a4680ae
org.drools	drools-workbench-models-guided-scorecard	6.0.0.Beta4		117a2abe8dbe9575fa938dda58315ff7e245449a
org.drools	drools-workbench-models-guided-scorecard	6.0.0.Beta5		2a23631812dada49bd2af677bbb717ea4ff50287
org.drools	drools-workbench-models-guided-scorecard	6.0.0.CR1		fdbf2459c66d2db569393e6473cc68042720822e
org.drools	drools-workbench-models-guided-scorecard	6.0.0.CR2		a3874f89e3fea4d60a2a31532e3f9dbaca63af95
org.drools	drools-workbench-models-guided-scorecard	6.0.0.CR3		1609f8b22059219a340e77b50ffb54ae3ddd4433
org.drools	drools-workbench-models-guided-scorecard	6.0.0.CR4		f75100bd8d99bbb46cdc78d16de322e2c9a7bc2e
org.drools	drools-workbench-models-guided-scorecard	6.0.0.CR4-Pre1		94401cf10aa6dab575fc1c076782358b8727d5d4
org.drools	drools-workbench-models-guided-scorecard	6.0.0.CR5		a5a68912e33b57366779d4fc8992febad44d75b7
org.drools	drools-workbench-models-guided-scorecard	6.0.0.Final		bc2eeb11d87594449f0f16512156fcbd42f0bf59
org.drools	drools-workbench-models-guided-scorecard	6.0.1.Final		3d51467f481662185d1f298a709e1f5f4bf489bf
org.drools	drools-workbench-models-guided-scorecard	6.1.0.Beta1		80d6f276d2fac03afccc8090127ac81dda3cfd83
org.drools	drools-workbench-models-guided-scorecard	6.1.0.Beta2		909b210ef01a2b17c44389db4b914afee56c3a28
org.drools	drools-workbench-models-guided-scorecard	6.1.0.Beta3		5a1312b45108e437cbaff82d897f08bb31a3fe93
org.drools	drools-workbench-models-guided-scorecard	6.1.0.Beta4		137c14f1bffd730c4d816d6ee4c41d72dfd9b9a4
org.drools	drools-workbench-models-guided-scorecard	6.1.0.CR1		52fcfcc4fdf647e628c66a7e8fefd5967163d013
org.drools	drools-workbench-models-guided-scorecard	6.1.0.CR2		4a8fbdbe6dfb4b84b5e5873bef348f0832ddb998
org.drools	drools-workbench-models-guided-scorecard	6.1.0.Final		2ed4b6b091d45e6bfad079796def59112826fece
org.drools	drools-workbench-models-guided-scorecard	6.2.0.Beta1		0f87480c2c8a42b51d5f959b56cf11d1979b3a8d
org.drools	drools-workbench-models-guided-scorecard	6.2.0.Beta2		d50d8ed2f2595d28f9096cf2fe07999d7762013c
org.drools	drools-workbench-models-guided-scorecard	6.2.0.Beta3		353755fa59d08a28888ada0c2114cb862e041374
org.drools	drools-workbench-models-guided-scorecard	6.2.0.CR1		27ae07c576e5b8f8718421b274de019717d99ec1
org.drools	drools-workbench-models-guided-scorecard	6.2.0.CR2		3ba67e55c59026ad8d835a4fca1a1f5d6607b0c1
org.drools	drools-workbench-models-guided-scorecard	6.2.0.CR3		b30037b94a0c2b3168b187b5e08c4320bf570a42
org.drools	drools-workbench-models-guided-scorecard	6.2.0.CR4		f5e3d645c268d683f059dadb15ed952c93890f40
org.drools	drools-workbench-models-guided-scorecard	6.2.0.Final		fe3776aa305df968e40d550e51868511025a5420
org.drools	drools-workbench-models-guided-scorecard	6.3.0.Beta1		22f8fc7f87e94fee4d67b3c86d75a02e6c1cdcb2
org.drools	drools-workbench-models-guided-scorecard	6.3.0.Beta2		08b8ae8aab10c6710a590f6ab6ef26fa61a3c3fa
org.drools	drools-workbench-models-guided-scorecard	6.3.0.CR1		8b47db938a80352b9a185837e5a1546194c9a457
org.drools	drools-workbench-models-guided-scorecard	6.3.0.CR2		1592c9a74671c1804fa5b0124297b53256481b0f
org.drools	drools-workbench-models-guided-scorecard	6.3.0.Final		ad8c4da151297654222d550446e2c89feb3f6ace
org.drools	drools-workbench-models-guided-scorecard	6.4.0.Beta1		4772fdd1c8bc56394bdaccffd6cc132d64a60b4a
org.drools	drools-workbench-models-guided-scorecard	6.4.0.Beta2		f8cb12f6b2729701541956d6d29e8aac4207bb87
org.drools	drools-workbench-models-guided-scorecard	6.4.0.CR1		28cdf9d9d7d53bf6c2e159e38f81e1497d4a12c7
org.drools	drools-workbench-models-guided-scorecard	6.4.0.CR2		feaa7cf55f084c5756421dd456eaa8505390d350
org.drools	drools-workbench-models-guided-scorecard	6.4.0.Final		0142ca02b0c8df8dc6cf54d4ca0842c70628581e
org.drools	drools-workbench-models-guided-scorecard	6.5.0.Beta1		68507ca36040c48c49216685db349e3e4a1c11c0
org.drools	drools-workbench-models-guided-scorecard	6.5.0.CR1		3beb85c40f192ae7f4bbf4680d3e435c99bd1c77
org.drools	drools-workbench-models-guided-scorecard	6.5.0.CR2		b0f7cd48a35da49a053d86fd5ec81460bcb99f12
org.drools	drools-workbench-models-guided-scorecard	6.5.0.Final		547eea36f01850384bdc311a94b23c92dfe10886
org.drools	drools-workbench-models-guided-scorecard	7.0.0.Beta1		f212adb8513de776b60cb1ef27b2252e883d6eee
org.drools	drools-workbench-models-guided-scorecard	7.0.0.Beta2		8de594939ebd57bd6b525bea02a8a11cb0ee2638
org.drools	drools-workbench-models-guided-scorecard	7.0.0.Beta3		f47a987b8ebb55921ce09d9401a734713925a8f4
org.drools	drools-workbench-models-guided-scorecard	7.0.0.Beta4		9f866cbcf718738500cc76f47dc19badc1791d2c
org.drools	drools-workbench-models-guided-scorecard	7.0.0.Beta5		bc350ff3dbe39891e30b38d6b3729c2a6bc52c10
org.drools	drools-workbench-models-guided-scorecard	7.0.0.Beta6		39b9af9bc2467f3d2279d1c002273b21afffa98a
org.drools	drools-workbench-models-guided-scorecard	7.0.0.Beta7		8a4b58e134cd8ea33f28fe3d438236db5c0d4aab
org.drools	drools-workbench-models-guided-scorecard	7.0.0.Beta8		213d61ada8064831cd3e9120b37ceff0eacad8ef
org.drools	drools-workbench-models-guided-scorecard	7.0.0.CR1		9a3ecd6a4737b3527ba7fd0e09dc998d9f13648d
org.drools	drools-workbench-models-guided-scorecard	7.0.0.CR2		fd795427e3a6afe22c776c083e878c21f1389e94
org.drools	drools-workbench-models-guided-scorecard	7.0.0.CR3		d62ce47139a69b9ce092bee485a68a9b6e2f28b4
org.drools	drools-workbench-models-guided-scorecard	7.0.0.Final		0e1d9f4e891c977468b101018e3bf688ca166c6a
org.drools	drools-workbench-models-guided-scorecard	7.1.0.Beta1		841a6ee7829e65bc960330b25267e2a9c6c5d6b6
org.drools	drools-workbench-models-guided-scorecard	7.1.0.Beta2		c04f3786d228a21f602eda02b550c7d3634f05d6
org.drools	drools-workbench-models-guided-scorecard	7.1.0.Beta3		74ce3ed42e7ae91515c3d67d34d9165049e828a0
org.drools	drools-workbench-models-guided-scorecard	7.1.0.Final		6bddd62de235e142bd1f0509b1ea5f25692da8c0
org.drools	drools-workbench-models-guided-scorecard	7.10.0.Final		decdae0538489b5e55eb507eeab2c9bc0364d3f3
org.drools	drools-workbench-models-guided-scorecard	7.11.0.Final		646c8c8dcb7e6841b95e7bbceb7e6db7ecb0f522
org.drools	drools-workbench-models-guided-scorecard	7.12.0.Final		240cb3f8830e5d3b985224ea6079d4b432d83301
org.drools	drools-workbench-models-guided-scorecard	7.13.0.Final		b71a64af6bd7a4b04f667d4b5bfde2b3f4022de7
org.drools	drools-workbench-models-guided-scorecard	7.14.0.Final		729a4d2bf8debc9af338f6003b99cedbe1037bfc
org.drools	drools-workbench-models-guided-scorecard	7.15.0.Final		c46a3bd74adceb839cceb6040d4f57cc362bd724
org.drools	drools-workbench-models-guided-scorecard	7.16.0.Final		2fa49f6f0da9c56e471914fb169176931139ec8a
org.drools	drools-workbench-models-guided-scorecard	7.17.0.Final		bf7f2f615ee85c33a867d158a64a650cef28e138
org.drools	drools-workbench-models-guided-scorecard	7.18.0.Final		35b1d4217f6898b6dde813a2ccc59099232bc5d0
org.drools	drools-workbench-models-guided-scorecard	7.19.0.Final		fad9148004997900ffb328cae150a9a68551a7be
org.drools	drools-workbench-models-guided-scorecard	7.2.0.Final		5171b86ad839e0008bef9100df831c31f420f098
org.drools	drools-workbench-models-guided-scorecard	7.20.0.Final		abac66cbabf5dbf768b5c17b9376a7cee2888184
org.drools	drools-workbench-models-guided-scorecard	7.21.0.Final		f92cd5ea3ec7728d64183b1de5ed331d84004055
org.drools	drools-workbench-models-guided-scorecard	7.22.0.Final		4cb9452c37c73d2c9f499c479dcd8ab174417931
org.drools	drools-workbench-models-guided-scorecard	7.22.0.t042		64cfad747282f6257e89d637a436a91946e729c5
org.drools	drools-workbench-models-guided-scorecard	7.23.0.Final		b97baf8d8e8aaa67c44857f3f60d629a6ca77782
org.drools	drools-workbench-models-guided-scorecard	7.24.0.Final		457e7b240b6eb0c25f96ccfdb8428ede189102d0
org.drools	drools-workbench-models-guided-scorecard	7.24.0.t043		783ec1271df73c02a7e62e4136a4ac6b2fbeae4d
org.drools	drools-workbench-models-guided-scorecard	7.25.0.Final		b6ac60787c66aab87230ab97d07fcc432cdf6300
org.drools	drools-workbench-models-guided-scorecard	7.26.0.Final		7fd0a92df91669391dd6b146c52df1bbee95f4df
org.drools	drools-workbench-models-guided-scorecard	7.27.0.Final		9348ead00f6df509986a3e3980dec4984f1fb425
org.drools	drools-workbench-models-guided-scorecard	7.28.0.Final		dc6e1a931a11cc63f1de37f88a0c5fd01c36e8d9
org.drools	drools-workbench-models-guided-scorecard	7.29.0.Final		929365242edd3e034ed411da2f53aa2398814961
org.drools	drools-workbench-models-guided-scorecard	7.3.0.Final		9a0dcc4de557d91aae0ca74a87a63d8f19ac36c3
org.drools	drools-workbench-models-guided-scorecard	7.30.0.Final		f9053aab3657bc16ea6e8ca4fafbc3321dfeb87f
org.drools	drools-workbench-models-guided-scorecard	7.31.0.Final		1afa4679faf022edb0e62db6fab908abe0c8b62e
org.drools	drools-workbench-models-guided-scorecard	7.32.0.Final		a14cf552d6310ed9d01ace9a82071bb944f3865f
org.drools	drools-workbench-models-guided-scorecard	7.32.0.k20191220		aceededc2de35dc9c81502b2c95a3b4e31675685
org.drools	drools-workbench-models-guided-scorecard	7.32.0.k20191223		bbfc1d480c623ac37333bf6b431b19c8837f17a3
org.drools	drools-workbench-models-guided-scorecard	7.33.0.Final		4aac5acef21fe4150e48b19f9ac73ee740343672
org.drools	drools-workbench-models-guided-scorecard	7.34.0.Final		2da812915331154e5f3143378dd2f9b56f8a1efb
org.drools	drools-workbench-models-guided-scorecard	7.35.0.Final		59748c9dc917e18f3ef27719ccbd3ba596bf9f53
org.drools	drools-workbench-models-guided-scorecard	7.36.0.20200330		29dc91e4a474d7122a8928dc9831ec448ce3f90d
org.drools	drools-workbench-models-guided-scorecard	7.36.0.20200331		dfe4daea55f63573c253bafc0d3401b4f3954acd
org.drools	drools-workbench-models-guided-scorecard	7.36.0.Final		0115a77b23c51e16cd88ea734deb94010ead01ab
org.drools	drools-workbench-models-guided-scorecard	7.36.1.Final		8f03e28ff59ee96864a40001fad441633e82ae71
org.drools	drools-workbench-models-guided-scorecard	7.37.0.Final		311e205adc5d377cc92e0a6714b04bfed65192da
org.drools	drools-workbench-models-guided-scorecard	7.38.0.Final		2de96b84a0d77848f4b541f2ef07e7703c71d52f
org.drools	drools-workbench-models-guided-scorecard	7.39.0.CR1		bcfa35151521e85a39cbdb596381f93a36bc92c6
org.drools	drools-workbench-models-guided-scorecard	7.39.0.Final		dc67c2f384224a97f9d0e9d82096f25c3e6404e6
org.drools	drools-workbench-models-guided-scorecard	7.4.0.Final		fb40b4049dd33ee65a9de79492be4edc9d6b85d5
org.drools	drools-workbench-models-guided-scorecard	7.4.1.Final		72e99513ddf2ebafe929c841adefcb25d3c4fa21
org.drools	drools-workbench-models-guided-scorecard	7.40.0.20200703		804b29e4a35681b466b88d0ff6b6a408b6fa4417
org.drools	drools-workbench-models-guided-scorecard	7.40.0.Final		258d5662583200c5dd6bc5a242ddc78e72f948aa
org.drools	drools-workbench-models-guided-scorecard	7.41.0.Final		a64c4d52e3e0a2fa2f5c8066fd32206c8503f392
org.drools	drools-workbench-models-guided-scorecard	7.41.0.t20200723		4002eccd78b92ab0583a72245154f52990b5636f
org.drools	drools-workbench-models-guided-scorecard	7.42.0.Final		ac19df41d235d553e3ac356f9866923bc3a0a158
org.drools	drools-workbench-models-guided-scorecard	7.43.0.Final		493850afa8de7c3b1b9d894389b4117994556c12
org.drools	drools-workbench-models-guided-scorecard	7.43.0.t20200824		2da714fd3cc84c7c6f95fc2354c1d44efb0c92f5
org.drools	drools-workbench-models-guided-scorecard	7.43.1.Final		e8d8426e6e6ef2280ed8cc84a25378bca2afdaa4
org.drools	drools-workbench-models-guided-scorecard	7.44.0.Final		89a79c7532de312564dc88ec199d236bbce2f923
org.drools	drools-workbench-models-guided-scorecard	7.45.0.Final		ab68e7502ad559bbc91bbf7dcf21ec926fd04226
org.drools	drools-workbench-models-guided-scorecard	7.45.0.t20201009		c5bd761a53423b385be6f653b173a902971d5dc8
org.drools	drools-workbench-models-guided-scorecard	7.45.0.t20201014		2f4da71e31dc9c7ccabcb767541164fa0495b511
org.drools	drools-workbench-models-guided-scorecard	7.46.0.Beta1		8a5fe56df4961030ee8ec0c6be295fc68c2d44bb
org.drools	drools-workbench-models-guided-scorecard	7.46.0.Final		6bb3c14702311bad0ae446dbde2b2fc782201d61
org.drools	drools-workbench-models-guided-scorecard	7.46.0.t20201030		60cc15bea5d271af6865e52a9cd9000705731dd0
org.drools	drools-workbench-models-guided-scorecard	7.47.0.Final		267a509d875bc87c7414cb67b8ec4dcff0573708
org.drools	drools-workbench-models-guided-scorecard	7.48.0.Final		349c58eb9db744dd81e4202d85d421d79c5c8354
org.drools	drools-workbench-models-guided-scorecard	7.49.0.Final		b64896d62bb8598e2f51861ac48011da1290a26e
org.drools	drools-workbench-models-guided-scorecard	7.49.0.t20210118		aebaabf59d9d0d2807eb96fb8dd076c2e574bb87
org.drools	drools-workbench-models-guided-scorecard	7.5.0.Final		c32cf5c76cb63e88feed805b408e9259f724fbe0
org.drools	drools-workbench-models-guided-scorecard	7.5.0.t018		dbd4e7d367c0ce5e17fd0f2b6b85de06d4fbaeb4
org.drools	drools-workbench-models-guided-scorecard	7.50.0.Final		1c93a5f115eedbe85e77777185dfa9e56183c646
org.drools	drools-workbench-models-guided-scorecard	7.50.0.t20210209		07add5e6ed06a97d5c0a76cc8d664bc4cee65181
org.drools	drools-workbench-models-guided-scorecard	7.51.0.Final		ce36ca38e681a26bb50270e5c5162d181a29e6e6
org.drools	drools-workbench-models-guided-scorecard	7.51.0.t20210303		7edb40647c84f02cb4be93a50e38e605a95ce6f5
org.drools	drools-workbench-models-guided-scorecard	7.52.0.Beta1		7dc82ced7571aba907917e0f46c796cd59054732
org.drools	drools-workbench-models-guided-scorecard	7.52.0.Final		d4b29cb7121518f79705015c3e730d09716b1e93
org.drools	drools-workbench-models-guided-scorecard	7.52.0.t20210322		05e08e4509dfdf18eec0fcba60ad94fe7deeab80
org.drools	drools-workbench-models-guided-scorecard	7.53.0.Final		63b178937b1b46043cb32cf01ff9346cc14de8aa
org.drools	drools-workbench-models-guided-scorecard	7.53.1.Final		17b56e0a4a84014c16f4bf9ce8617dde0514d4a5
org.drools	drools-workbench-models-guided-scorecard	7.54.0.Beta1		8b950174da404d5a78fd22b4e55ad52a83340561
org.drools	drools-workbench-models-guided-scorecard	7.54.0.Final		3a333cd1142dd840c9ce1b4aae3a2796ee1a0d41
org.drools	drools-workbench-models-guided-scorecard	7.55.0.Beta1		6a881ccaf7736583302cb4e465724b5729f5ae67
org.drools	drools-workbench-models-guided-scorecard	7.55.0.Final		fa653d53d72d96e8088cbb478be3fe9405aa6663
org.drools	drools-workbench-models-guided-scorecard	7.56.0.Final		804523815057a49b6de14923b784d463c8975c45
org.drools	drools-workbench-models-guided-scorecard	7.57.0.Beta1		163d9bed8b041cb4e27c2f5881e39034c1d4917a
org.drools	drools-workbench-models-guided-scorecard	7.57.0.Final		02caf3b11815333ceb7b4a9611c3299896361668
org.drools	drools-workbench-models-guided-scorecard	7.58.0.Beta1		15731a214e8e766594b0fece104671eb8ee04cb8
org.drools	drools-workbench-models-guided-scorecard	7.58.0.Final		2429bada551b7b80b962b528a6ccb422fee54098
org.drools	drools-workbench-models-guided-scorecard	7.59.0.Beta1		d96fb55d282b11dfacf232240fcc5ea1c0353a2b
org.drools	drools-workbench-models-guided-scorecard	7.59.0.Final		324111ae526a8f96ed054ee452c158e9b3fb4fd0
org.drools	drools-workbench-models-guided-scorecard	7.6.0.Final		cc8acc34db5b7d3e81f21d40a9b14b6aca23f6c1
org.drools	drools-workbench-models-guided-scorecard	7.6.0.t022		a9ae8c9b234acfc30e67edc7672bd3cd2f5a48f7
org.drools	drools-workbench-models-guided-scorecard	7.60.0.Final		671c5d0db63f5b425b43e8f3551ff8f45763926e
org.drools	drools-workbench-models-guided-scorecard	7.61.0.Final		1fb295bdf8af8c5af86743835afc28887a5bfbc2
org.drools	drools-workbench-models-guided-scorecard	7.62.0.Final		b99554c4168982242f1b7e00062db32ea65dbe27
org.drools	drools-workbench-models-guided-scorecard	7.63.0.Final		75c54c1ef89c1d3b1ec3e79c036a83ae8a64b86d
org.drools	drools-workbench-models-guided-scorecard	7.63.0.t20211129		b214023b701228b9a8c0154810a8f41a0298b3a1
org.drools	drools-workbench-models-guided-scorecard	7.64.0.Final		7f2396d2ecf999fcf21e1c4e58fadd73471b18e7
org.drools	drools-workbench-models-guided-scorecard	7.65.0.Final		915e6603a57de3ada2c6387091cb93ff4bd4b4ae
org.drools	drools-workbench-models-guided-scorecard	7.66.0.Final		8a05f9ae1c6f0ce345c342343a69b2d61e36b483
org.drools	drools-workbench-models-guided-scorecard	7.67.0.Final		0a8c3f78ac2caddca4eb46b45e3efb79675d146c
org.drools	drools-workbench-models-guided-scorecard	7.68.0.Final		533871a26d0f431b204982eb2c2581408b8bcbff
org.drools	drools-workbench-models-guided-scorecard	7.69.0.Final		6a07484ddb10476db3342d57cce92341e9e4700f
org.drools	drools-workbench-models-guided-scorecard	7.7.0.Final		662b83e4fe360a47680a1075845891ef644b1f4b
org.drools	drools-workbench-models-guided-scorecard	7.70.0.Final		85b14eded7184cea9642099b5d1141e182671680
org.drools	drools-workbench-models-guided-scorecard	7.71.0.Final		bce6084a52007f4d05de359a1018ecfeb6f0c0fe
org.drools	drools-workbench-models-guided-scorecard	7.72.0.Final		2b5dbde048f59f10c2de80c8d852db9ce3f7be05
org.drools	drools-workbench-models-guided-scorecard	7.73.0.Final		79038757b5fe4b8d3a57c05895f44c728cb5cdd0
org.drools	drools-workbench-models-guided-scorecard	7.74.0.Final		d9f7af8442262a10f961c3b566384148ca3e5240
org.drools	drools-workbench-models-guided-scorecard	7.74.1.Final		2880456a7794faf6c32fe2593ed0b0f4c793d1ff
org.drools	drools-workbench-models-guided-scorecard	7.8.0.Final		53f268dc22c6879d8aa1036d4788ca00b1c998c2
org.drools	drools-workbench-models-guided-scorecard	7.9.0.Final		b8e97e90c8eba80aa9f3397288c8035220677b47
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	10.0.14		4865746dfb63fb8a3b07ebe1394e6ecadcb4017c
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	10.0.18		476a56a2c8b2d631966692a15f9202e8d6cb3dcb
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	10.0.19		74040ee6a7d28c6eb0fc2e8e72c2a859d2500804
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	10.0.2		6c42e0a16aafe2558c5c9f599d0e63a93ae12017
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	10.0.2-alpha.1		ee166a4ba065c7b7a7464bdb25da06bb6f7dc63b
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	10.0.21		19bacc5b29eea15683f6ca03fe5384db270383e7
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	10.0.26		e6107415a88402f1a801f4a3005b42876cd0ba3b
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	10.0.27		83a695692229283d48a765256af642500aa6d81f
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	10.0.28		f927ede4ca542d654138db39ca838327b3f37275
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	10.0.3		818006fbe8936593d25c1427522ef9adea15fd85
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	10.0.30		27c6733638ac2f0a90480bf2d77a1f1e6fd6ebb5
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	10.0.31		3ca53f584a29bb214d68865a65946e32577f500b
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	10.0.33		bc27d77ff29e6f633021bd4ff7820f15555ca6c9
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	10.0.37		49d7fd1e2e16be88494299b82d3245fc301aab99
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	10.0.38		664ae17d2eab7369488ea6287533980c1a152098
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	10.0.40		0f79cadb54d7c0bc8b4a8ee2a2f5fd58e43ef52a
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	10.0.41		6cbbe6d90fb7787afaec2ae07d9a696dbbdaa741
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	10.0.42		2ea39f70a0fed2b08eef547e31646b9613fe6483
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	10.0.45		177530e1f696b67a043d17c88a007282c1669884
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	10.0.6		8c041c929aa930b8c9c0cded5d17ebbbfecb81e5
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	10.0.7		99f1f345634b6db3467479f40f6c626bd103212f
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	10.0.8		7ab10980fb0849318eba7b3313991b77c4883e5f
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	11.0.0-alpha.0		7190c1f2b10465e7fd6d0355d3b7b66c75f9169e
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	11.0.0-alpha.1		9bdd8cdee0269eabad4c6cc073bab5475ed6b591
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	11.0.0-alpha.2		161bd85ac2148d9f18f2e63d6b01a5735253efa0
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	11.0.0-alpha.3		59831c7a05dbaf12967b1c6f62a2ec44096aea9b
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	11.0.0-alpha.4		fa15adf876e3b96ef69af68c81b310e6b2986a06
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	11.0.0-alpha.5		3e3b799b091d5f727cf973dbdc47f4c1867ed207
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	11.0.0-alpha.6		d192a23244f68aeed537f85e698adbe61f268125
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	11.0.10		4c05b37a92a81bac326a44edcc66cb43dd2d5a9c
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	11.0.12		edd4f9fca45da41c1a3c49c065cec008d1f98073
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	11.0.14		e714952a16aea0a8e382e044906321265c72c118
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	11.0.15		febb6ffaefaf3d485e638d7f501676bfe95b6e96
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	11.0.18		75550f070ea5338fc32b78273edba9ac6b1a4f37
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	11.0.19		bc0e89d58b53733cd9afa8e5c8ff3561b35ed018
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	11.0.20		aee2ce9a75b6a9e954c1cd8551292173a2b69689
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	11.0.24		963b11386e898d00f51167fa4997a1d87c5918ff
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	11.0.26		221429029a454cab8dc3cbfbeb4cb7cf9c4aff94
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	11.0.3		16bc6140518eee4edcb55fca2bc0bc217574b876
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	11.0.30		0a200166a7d44028c3965994f230428fa901ecd6
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	11.0.31		5c7179c1d5ce24ad7f257feb04fd0faab10742cb
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	11.0.32		5ba9d8e1488fa35e0a3a2b622300efc76229f158
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	11.0.36		93ef5342099ca108d99a518a35ef9bec5fdaefc2
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	11.0.38		67a4a31ce8505c676bb1faad49ec1b9f46579d55
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	11.0.39		6645aabd8b8f31773ee03d885e7363065745982f
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	11.0.41		e4854bcea4aaa44d1e1a7873b3a9c245cceecf37
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	11.0.42		c59b982fdea8170476b686c2e42b021e9bb83213
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	11.0.9		0809eebf1edb18cb69df6f850c1bbf490a034215
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	22.0.0		206df957992692802dee90b5e00f38866004d4d1
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	22.0.0-beta.1		12296b4e819f4b316be9393b944ae63c1d01337b
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	22.0.0-beta.10		66c87ea631298deb9c65d4b974219acb5aa34a5f
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	22.0.0-beta.5		b8f42056cdd9a777f4fab2bead29a48715d57894
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	22.0.1		15e9fd5344584720d47d29d70ae07961929d9484
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	22.0.10		40c09c8f081207293bf043f64039445c8b65f25e
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	22.0.11		94ed73068ee7a4425abde9a8a2e1a979bb613ad5
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	22.0.12		27b367faed5aed73bd8c47c568d24ae799da350e
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	22.0.15		f6d503e9087684c1283dffca4c9cacfa87740f5a
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	22.0.19		78a3476407135901550c65fe33f1a8c7a14dacbc
