avalon-phoenix	avalon-phoenix-loader	4.0.4		d22f2fd3e0277552af4e8b737cfa7ae6d3ea6eb5
io.skullabs.kikaha	kikaha-db	2.1.0-alpha7		d43e8f2e28d7d47fb5796cc056c1208ed3b6a996
io.skullabs.kikaha	kikaha-db	2.1.0-alpha8		3ab1197280515ee6ba5137b63d25ac17c6670223
io.skullabs.kikaha	kikaha-db	2.1.0-alpha9		e9b2fcfa18d984eae7836f40c369fa89a6bbc3b6
io.skullabs.kikaha	kikaha-db	2.1.0-beta1		689e090e50acd031c5c06c14896436281242faf0
io.skullabs.kikaha	kikaha-db	2.1.0-beta2		9312c1f7e0499569a90de33b6b7b9d56baff5f8b
io.skullabs.kikaha	kikaha-db	2.1.0-beta3		989709c2f46e3def7d2b3bcbd93d8b8ac52807ba
io.skullabs.kikaha	kikaha-db	2.1.0-beta4		368c972487a2d3e046eab4646b20d761e48a1d93
io.skullabs.kikaha	kikaha-db	2.1.0.Final		2b855cb83e59c5ab701bdee303fdf95638c193f7
io.skullabs.kikaha	kikaha-db	2.1.1.Final		aa3ded8df8e28c9f16791bf3960e4ad227465c5b
io.skullabs.kikaha	kikaha-db	2.1.10.Final		e47dbd7950dbf1f37b4c64aa0825b1219982815a
io.skullabs.kikaha	kikaha-db	2.1.2.Final		d7e4a892d52084bb24b4ee7cb75e4be61e62528c
io.skullabs.kikaha	kikaha-db	2.1.3.Final		084bca143c15d4295b6693de94a06de88a032bd1
io.skullabs.kikaha	kikaha-db	2.1.4.Final		ea9774c3a30cfe31c9b9940c5a258a5c52c45f9d
io.skullabs.kikaha	kikaha-db	2.1.5.Final		4f453b199ea09b6959dc0ae22db58aa4c4f94554
io.skullabs.kikaha	kikaha-db	2.1.6.Final		cd8af4ed8bfab3f5825699767629543d7455c649
io.skullabs.kikaha	kikaha-db	2.1.7.Final		b101adbf7cf1f368ddf7ab4fdb67c55dac7e9940
io.skullabs.kikaha	kikaha-db	2.1.8.Final		700be99786a460dd0609084c1e07d148617dbf7b
io.skullabs.kikaha	kikaha-db	2.1.9.Final		5b4acaef0d1891b4ce997dd37b15f6619eff0517
io.taig	communicator-phoenix-experimental_2.11	3.0.0-RC10		a5e702d0d3ab5e1cd4ae49985e18cd9da503ddab
io.taig	communicator-phoenix-experimental_2.11	3.0.0-RC9		10ce54ef44bf13bc6feaed34090c6dddeddf64e0
me.reactiv.fabric-java-sdk	fabric-java-sdk	0.6.0		addce09de309b69f3d7853bd4024a9c72f0d0677
me.reactiv.fabric-java-sdk	fabric-java-sdk	0.6.0	jar-with-dependencies	c2510f1de44d38d4223125612353ea0d145cc38d
me.reactiv.fabric-java-sdk	fabric-java-sdk	0.6.1		6258f12f7689a948de609c5f42dce79fc8be20f1
me.reactiv.fabric-java-sdk	fabric-java-sdk	0.6.1	jar-with-dependencies	4851c9536cbec0de7bdb771e1e8519f43e2496bb
me.reactiv.fabric-java-sdk	fabric-java-sdk	0.6.2		c3a8283dd181acf8a092613de9684effe6223fc5
me.reactiv.fabric-java-sdk	fabric-java-sdk	0.6.2	jar-with-dependencies	87e9ebb3684b2bd29f172ab226a6b24a584cabf5
me.reactiv.fabric-java-sdk	fabric-java-sdk	0.6.3		17025592423f4c66e3cd408243fc008ee08b9bfd
me.reactiv.fabric-java-sdk	fabric-java-sdk	0.6.3	jar-with-dependencies	8ebf388b43a3b8ab69421c924fbfd49ca555eb9d
me.reactiv.fabric-java-sdk	fabric-java-sdk	0.6.4		4bfbfe21311c9d41a17c715dfe70a3f00960473b
me.reactiv.fabric-java-sdk	fabric-java-sdk	0.6.4	jar-with-dependencies	013bab1fbd172fb33535c2e8ab33d85c3e106869
me.reactiv.fabric-java-sdk	fabric-java-sdk	0.6.5		a82bba885a9d3c57197b2617e18c20257be7b6af
me.reactiv.fabric-java-sdk	fabric-java-sdk	0.6.5	jar-with-dependencies	041c69b7e6973bbe2bc6eff7f3a2c0820b427548
me.reactiv.fabric-java-sdk	fabric-java-sdk	0.6.6		60f731d68288fb7b0ef50f5cf108ee8a5b0f73ab
me.reactiv.fabric-java-sdk	fabric-java-sdk	0.6.6	jar-with-dependencies	ce4c9d966b6a564903608bbda97f09088f32bb61
me.reactiv.fabric-java-sdk	fabric-java-sdk	1.0		f2c214649aa0bab976a15b5f126518a3b82a66c9
me.reactiv.fabric-java-sdk	fabric-java-sdk	1.0	jar-with-dependencies	cb65df49a1b7a86acc431e3e2fe7369dfee18c48
me.reactiv.fabric-java-sdk	fabric-java-sdk	1.1		95428ff06397081769775e19a433513efb666c53
me.reactiv.fabric-java-sdk	fabric-java-sdk	1.1	jar-with-dependencies	b89fe53e644496a9cee459310eda81b09ed5c293
net.exoego	aws-sdk-scalajs-facade-frauddetector_sjs0.6_2.13	0.28.0-v2.596.0		0deccf0405b5456d4725cf355a1310dd5e6ee5ad
net.exoego	aws-sdk-scalajs-facade-frauddetector_sjs0.6_2.13	0.29.0-v2.624.0		0e23e64ef57f1f4eba3186b960b358f9e0ce0ad7
net.exoego	aws-sdk-scalajs-facade-frauddetector_sjs0.6_2.13	0.30.0-v2.715.0		d833f6e931f6dea8d0bef0bad8bf8ec2e89f7688
net.liftmodules	fobo-font-awesome-api_3.3_2.11	2.0		739ca6c35cb6bae6e91a2ae6106feb5fd3c53d42
net.liftmodules	fobo-font-awesome-api_3.3_2.11	2.1.0		f98112bc6bb103ce553e654561efe2c6c14599ce
net.liftmodules	fobo-font-awesome-api_3.3_2.11	2.1.1		6ef2f8bb8843f13205913b689809a95a14521908
net.wenzuo	mono-spring-cloud-starter-feign	1.0.0		ad3375f6d024bfbbfcd37b67c799559fe50b2190
nl.jacobras	compose-action-menu	2.0.0		0adfdf7bdf7b25da29327ad3f2af5d7293408bdd
nl.jacobras	compose-action-menu	3.0.0		eed5aa424078c4b33f737a9a8e04692a25f8f3c8
nl.jacobras	compose-action-menu	3.0.1		833bb4e778f5c57640caf2d69d043ff95f724cca
org.apache.hudi	hudi-client	0.5.0-incubating		a1020c3be4b034a90dc372fd25c85ccebf6272bf
org.apache.hudi	hudi-client	0.5.1-incubating		a32fcd774a78d3db0f492bc6a0d361efb60b6c55
org.apache.hudi	hudi-client	0.5.2-incubating		0e8066fd389140ffc693aa2ccf08590100882689
org.apache.hudi	hudi-client	0.5.3		85cab547be422826666c4c93d36b10c5f736d02e
org.apache.hudi	hudi-client	0.6.0		efdc9a8c0b6bb7dd6f88ea109fe7c90a274d1c90
org.apache.ode	ode-jbi	1.3.4		49ef285102484360ef15a9c3323f6b77316843fd
org.apache.ode	ode-jbi	1.3.5		c77c310e26c834b220f4837303e966b8ffc5a043
org.apache.ode	ode-jbi	1.3.6		6b75fcec87caf79f886539fc4d52220653f846eb
org.apache.ode	ode-jbi	1.3.7		74259ff6377b1368ec230f2e96f2a8c770a56e67
org.apache.tomee.patch	cxf-rt-databinding-jaxb	2.6.17-TomEE		012bc3b43dc72821a332c48772b3fe97a671110f
org.codehaus.redback	redback-authentication-keys	1.1		fa3d8e9c748d8ab6e4affb65d50709ad0f9e0429
org.codehaus.redback	redback-authentication-keys	1.1.1		ea9d9944df8e4a97b1e05f276fb060714b39a550
org.codehaus.redback	redback-authentication-keys	1.1.2		55371625d48884292c47f8bea0c38fa54eab1897
org.codehaus.redback	redback-authentication-keys	1.2		1629ef83060d7dae776bd2eff5f94da0d9765601
org.codehaus.redback	redback-authentication-keys	1.2-beta-1		3e292dc593ea432f642e5418439ac5de2c937baa
org.codehaus.redback	redback-authentication-keys	1.2-beta-2		187b9533c10002cfd45976c2cf53f0dfa989d802
org.codehaus.redback	redback-authentication-keys	1.2.1		6e3d67b9c8905a7c1957b18dd890e042ce8e135e
org.codehaus.redback	redback-authentication-keys	1.2.2		a77fba10502d2579801b0982aba18c5e8d63de01
org.codehaus.redback	redback-authentication-keys	1.2.3		f7ccb318a303b68471ff650175f213eeb32c6e8b
org.codehaus.redback	redback-authentication-keys	1.2.4		6953cbab3387497f4f869201b243b192ace2bfce
org.codehaus.redback	redback-authentication-keys	1.2.5		1d28ab6e78c714a07481415dd6771d2a9ae7a298
org.codehaus.redback	redback-authentication-keys	1.2.6		3567d703930490e4508ccd0ec952114d8763e572
org.codehaus.redback	redback-authentication-keys	1.2.7		c3919c85cbdae9968c6aa1fdff477f9eafad0bae
org.codehaus.redback	redback-authentication-keys	1.2.8		aa8b65260df5bf444094e1a8ef4115f45901d23c
org.codehaus.redback	redback-authentication-keys	1.2.9		25d8c8835db0743ad95e94c9e643ffb56bf960bf
org.codehaus.redback	redback-authentication-keys	1.3		13ccbf6b16eca813cd81a31d4dcd6f5250ebe1ed
org.codehaus.redback	redback-authentication-keys	1.3-M1		03fca4180cc72c0e413c887879b17a8b2b36b1d2
org.codehaus.redback	redback-authentication-keys	1.3-M2		53adb1226160854ed15268a96a60580e2e647840
org.codehaus.redback	redback-authentication-keys	1.3-M3		7b58940e3d7241e14ec1a0dc35b10a24167846aa
org.codehaus.redback	redback-authentication-keys	1.4		f7417f2dad0d6861ac1f90cbd69d5030abfbac41
org.eclipse.dataspaceconnector	identity-did-service	0.0.1-milestone-4		615287b796f52c67ff51ad70be276dd5a701d71f
org.eclipse.dataspaceconnector	identity-did-service	0.0.1-milestone-5		f7248b6f068f6a5baf8e9c57eb62e74017c58caf
org.eclipse.dataspaceconnector	identity-did-service	0.0.1-milestone-5.1		fa6204b5201c29a66bc19ec759abfa4a7bbb637b
org.eclipse.dataspaceconnector	identity-did-service	0.0.1-milestone-6		69b889b7e9f887f675506d04699db020b0495abc
org.glassfish.jersey.examples	json-with-padding	2.0		0583ba0780fd2f531a62c8cab477f5784d7545cb
org.glassfish.jersey.examples	json-with-padding	2.0-m01		06ce0d9a1806c471290144a90c4cc0f36ddede35
org.glassfish.jersey.examples	json-with-padding	2.0-m02		7388d3f92d810f45166d4ddb0ef381946f1da5ee
org.glassfish.jersey.examples	json-with-padding	2.0-m03		ac0b5703843b6ecc1b846e1ef8da7ad107c6211c
org.glassfish.jersey.examples	json-with-padding	2.0-m04		34d6cad62d1b971427111e813d3db4a02ac91e09
org.glassfish.jersey.examples	json-with-padding	2.0-m04-1		6f2679d37a9ce06483aa2d39633462395aab296f
org.glassfish.jersey.examples	json-with-padding	2.0-m04-2		8ba7d1efcb7c475b7419e9ebda66c514140662b9
org.glassfish.jersey.examples	json-with-padding	2.0-m05		315b50113491835e9c4910f49286a00402a40420
org.glassfish.jersey.examples	json-with-padding	2.0-m05-1		fdfac37299aa5b5ed91f25ac285ed7aba8cd4126
org.glassfish.jersey.examples	json-with-padding	2.0-m05-2		5e8f1f66cabc5605d09ff6f791834727ac021a4c
org.glassfish.jersey.examples	json-with-padding	2.0-m06		d96f86f8c43fd30a2b3c9e0348e1e565b9c5e929
org.glassfish.jersey.examples	json-with-padding	2.0-m07		8c5043b5a00b1aa03deef26236c96944b7055c0a
org.glassfish.jersey.examples	json-with-padding	2.0-m07-1		2a024ccaf577a2466ddcca85e803a6254141b554
org.glassfish.jersey.examples	json-with-padding	2.0-m08		994eaa1ceb5fce1704c39276c251b75a25131405
org.glassfish.jersey.examples	json-with-padding	2.0-m08-1		3a7a029974adcc80600ed2d9561b2d7771c33093
org.glassfish.jersey.examples	json-with-padding	2.0-m09		c3ba20c9116f9bdf93dc7245b997f1b7a174cdad
org.glassfish.jersey.examples	json-with-padding	2.0-m09-1		64d828bc7f5f733bdc3f6cc9051bfedf38271114
org.glassfish.jersey.examples	json-with-padding	2.0-m10		46227239aefe4e92348ae9dff58f7e291e1f782b
org.glassfish.jersey.examples	json-with-padding	2.0-m11		9e85763bba20aaf3a2e6372599670a6e9812a75e
org.glassfish.jersey.examples	json-with-padding	2.0-m12		15252f36ad7f55f3f8679326d34f86f029924ff0
org.glassfish.jersey.examples	json-with-padding	2.0-m12-1		f175b884e7c762c46adb0b459e4eb9ba66823224
org.glassfish.jersey.examples	json-with-padding	2.0-m13		39d5739b36a3e0be834e37134fa3eca532f9ec7b
org.glassfish.jersey.examples	json-with-padding	2.0-m13-1		e3ff83c758109b6e05e4e5ca4cbd8f9129d9b241
org.glassfish.jersey.examples	json-with-padding	2.0-m13-2		5b9b1d54482a64c8ee47e65d7f1ee6a3e5c846b2
org.glassfish.jersey.examples	json-with-padding	2.0-m13-3		08c8b44bf7a64857d7ab00327e67b327b80baff1
org.glassfish.jersey.examples	json-with-padding	2.0-rc1		4c6db99aecbef1042eb5c5d221f4c7820a4d1e37
org.glassfish.jersey.examples	json-with-padding	2.0.1		0e094bfd5ab2f6bfb3cfb2634fcda912ff3d019e
org.glassfish.jersey.examples	json-with-padding	2.1		b7d5c47b9cd1a3a4423e1c47437b9fd035d6765e
org.glassfish.jersey.examples	json-with-padding	2.10		fbbc16768423a41c2efbe341952757c832f7db6f
org.glassfish.jersey.examples	json-with-padding	2.10.1		c10f3c6a34e291dea1fd34852682ac4ff36f9fdd
org.glassfish.jersey.examples	json-with-padding	2.10.2		b6b4aff142707b35ede72a2f14cf0b32c4a790ca
org.glassfish.jersey.examples	json-with-padding	2.10.3		5d4d0316afbd6610b921f530ad22c4d3b68e066e
org.glassfish.jersey.examples	json-with-padding	2.10.4		955f0e42c1eb6a11938fc6148918d522d2b9d8a9
org.glassfish.jersey.examples	json-with-padding	2.11		eeee5c72428053d1c60e605741bea1ecef3c03fa
org.glassfish.jersey.examples	json-with-padding	2.12		d2ed1a54bd322eb43a6e4ba0b2845e580162578e
org.glassfish.jersey.examples	json-with-padding	2.13		1c1f69e693fd03f39e6854e5c066cf42e4dda893
org.glassfish.jersey.examples	json-with-padding	2.14		32cf8103b585687e2829d9e4d6159be93058d76a
org.glassfish.jersey.examples	json-with-padding	2.15		3d3217e6b79356c2b53a05ff8f593381a3f14958
org.glassfish.jersey.examples	json-with-padding	2.16		dd61e2eac90994d8e30898450f8f841f5729c19e
org.glassfish.jersey.examples	json-with-padding	2.17		826d41a1591994538fe604d14b9cb57387667850
org.glassfish.jersey.examples	json-with-padding	2.18		7336a959bd7f53f23eea886008fbb1ad064b7bc8
org.glassfish.jersey.examples	json-with-padding	2.19		4d4c9f58e8c98a9325435fe403ce0350fea71968
org.glassfish.jersey.examples	json-with-padding	2.2		a34c14a5720b1269fa20a716cf4fe7f462551d3a
org.glassfish.jersey.examples	json-with-padding	2.20		2eeb99549086b90a786faaefcc3ec290a814ff0f
org.glassfish.jersey.examples	json-with-padding	2.21		c92281805c6984e13663a4bb3cf5a601f88d7bf4
org.glassfish.jersey.examples	json-with-padding	2.21.1		217303da339333d76256182d9c565c84c7db2313
org.glassfish.jersey.examples	json-with-padding	2.22		ceaeccd6f75ee7a6ea7601c9881a2127e515b7ef
org.glassfish.jersey.examples	json-with-padding	2.22.1		10bf6b486ac4cf50cc4ea5c379597a33ff55e1ed
org.glassfish.jersey.examples	json-with-padding	2.22.2		b8a3757681a7d6cd96c5fd9a4ac9948ca6a8a3af
org.glassfish.jersey.examples	json-with-padding	2.22.3		52b4427ed4c95eabc484bb0ad447a0fbcf565609
org.glassfish.jersey.examples	json-with-padding	2.22.4		302a7c1ca69cca742c60b1bcf89fba83e5dbfbe8
org.glassfish.jersey.examples	json-with-padding	2.23		f940502b84035804f62a42a8b1a71b256b7f3632
org.glassfish.jersey.examples	json-with-padding	2.23.1		364f37b356f9fa48968bfeadec4a5caa83877640
org.glassfish.jersey.examples	json-with-padding	2.23.2		419423e5e2e94de2fc8906f59f4a056a83d2c253
org.glassfish.jersey.examples	json-with-padding	2.24		71f6b1f8b72bbf558ae84093e6143eb9208f7062
org.glassfish.jersey.examples	json-with-padding	2.24.1		2fef1631f4ad8bc0d1c7026b73d9a1a701d16cbf
org.glassfish.jersey.examples	json-with-padding	2.25		af5b459fe39c5facbac682cc01fc55de26c8870b
org.glassfish.jersey.examples	json-with-padding	2.25.1		bf2d11b9a79f54e740e8d45b4f6ac99ad2912371
org.glassfish.jersey.examples	json-with-padding	2.26		edac834a13c5e4d3092ef386bcf9e12c41052190
org.glassfish.jersey.examples	json-with-padding	2.26-b01		6ec19ce736c619f3987749d861fa035e9ce60e8a
org.glassfish.jersey.examples	json-with-padding	2.26-b02		c730fe642c76696401f1a8b3c0a2f3a90b8344d9
org.glassfish.jersey.examples	json-with-padding	2.26-b03		b5502b47fa1cb39d5bdfcb03855731a7bc9d103d
org.glassfish.jersey.examples	json-with-padding	2.26-b04		50fd75503abed380c01dd92e9411732ba40db083
org.glassfish.jersey.examples	json-with-padding	2.26-b05		e2a61039a7c54f3b57cf575b347d610e6a8e94b6
org.glassfish.jersey.examples	json-with-padding	2.26-b06		22333bd75a969faa77a8036f4c11e181122c5bf0
org.glassfish.jersey.examples	json-with-padding	2.26-b07		28848e3f2ae84c65239312f65013ca35257ef56d
org.glassfish.jersey.examples	json-with-padding	2.26-b08		7e9f85b67ddf012f2cd3218b5930ba55e9b14b56
org.glassfish.jersey.examples	json-with-padding	2.26-b09		35058672ba72ff540e77ba204cbf7867d5037399
org.glassfish.jersey.examples	json-with-padding	2.27		9004530fe466b88c243cfa7258a398e0eec6b626
org.glassfish.jersey.examples	json-with-padding	2.28		f5c2db45ac34cc31b8e04f0e6bde2f7c074aad99
org.glassfish.jersey.examples	json-with-padding	2.28-RC4		0959845648ca9ffbe52994bb29190dc1f1bad6a2
org.glassfish.jersey.examples	json-with-padding	2.29		1cbec7b769d26e2dafda3d668e0aefbe773b7628
org.glassfish.jersey.examples	json-with-padding	2.29.1		6bacdcf5ab5978fe60877e91c8f22f550e6bf07b
org.glassfish.jersey.examples	json-with-padding	2.3		049c4a1b72728bcc19f6aef6ed58dee551526116
org.glassfish.jersey.examples	json-with-padding	2.3.1		291dc940f1918b15be2ee445449dd59fe30670c0
org.glassfish.jersey.examples	json-with-padding	2.30		e33d86504c045008e18ae087740be0a23354b39c
org.glassfish.jersey.examples	json-with-padding	2.30.1		caaf3d0016f869c74e46fccc7615a321ed4686f1
org.glassfish.jersey.examples	json-with-padding	2.31		6de354edb19a1a40435a496a8ef9136e8b460895
org.glassfish.jersey.examples	json-with-padding	2.32		18eb255c9e1b4d5115240c600e3e95e323640bf9
org.glassfish.jersey.examples	json-with-padding	2.33		73b7ee4657dd4fcb549f09c3a8a0cb295c70ae6e
org.glassfish.jersey.examples	json-with-padding	2.34		631afd521ee843d9e9a773281c724e7e965fd6e0
org.glassfish.jersey.examples	json-with-padding	2.35		76b99e914fe71a4d1f7afcaa83a54398fa4c6245
org.glassfish.jersey.examples	json-with-padding	2.36		1b51ca881977e2dadb6a194c7d6b75d6b565cdac
org.glassfish.jersey.examples	json-with-padding	2.37		ba92ac7868f7584997e877d446b4eb89874069a7
org.glassfish.jersey.examples	json-with-padding	2.38		6a50a672caa60abb1cbee1c4e93bd0afdc476f51
org.glassfish.jersey.examples	json-with-padding	2.39		b185cccf86428b1f19bf0c6c1c8cc4cffd9ae8da
org.glassfish.jersey.examples	json-with-padding	2.39.1		275f0eb6739cf01319c1d953ccf971377cdc7b04
org.glassfish.jersey.examples	json-with-padding	2.4		ae34832dd0ccc50e37eefb35f142ff9208f9199b
org.glassfish.jersey.examples	json-with-padding	2.4.1		578dfc90748e646a1071a6c3ef4a7649508d3294
org.glassfish.jersey.examples	json-with-padding	2.40		7c0cbaebb5a18c063a00eea4c395b319f79ec6ba
org.glassfish.jersey.examples	json-with-padding	2.41		287176d20b4110d203452aae35daa016fcebedbe
org.glassfish.jersey.examples	json-with-padding	2.42		dfb7acd290c027f0d73fc5d4cb25f4e1cecd182c
org.glassfish.jersey.examples	json-with-padding	2.43		3c7d0e9fb8431c698d3542c4710c79cd77479d1d
org.glassfish.jersey.examples	json-with-padding	2.44		d9a9422ea3d946424d1f6fd2e11c6b0ff2a93101
org.glassfish.jersey.examples	json-with-padding	2.45		f6515f564ad5b51ff064a35328129df7d0435ec6
org.glassfish.jersey.examples	json-with-padding	2.46		2b99d33a4ddd36030fb65447a0b9a3192dc5c34b
org.glassfish.jersey.examples	json-with-padding	2.5		b7de32e80b17f798c0a23baeb70ebf7e2b20614a
org.glassfish.jersey.examples	json-with-padding	2.5.1		7f5644c9251b1b6c4f029a9adef051324d328a41
org.glassfish.jersey.examples	json-with-padding	2.5.2		bd856ea649c1cb748a067f1fc045032ecbba559c
org.glassfish.jersey.examples	json-with-padding	2.6		a4a1bdb69dc4708c599ac7368010ba09e9c37f79
org.glassfish.jersey.examples	json-with-padding	2.7		bd446fecb239041e6235f1ad3f378aef40e6ef1e
org.glassfish.jersey.examples	json-with-padding	2.8		455a2075a4cc151cd7467cac3dc0a427d0a7d846
org.glassfish.jersey.examples	json-with-padding	2.9		53c6ca4588b75d71cec3999b221936073788192d
org.glassfish.jersey.examples	json-with-padding	2.9.1		4ef03fa8a47113cfe305f440b2f83947748e0974
org.glassfish.jersey.examples	json-with-padding	3.0.0		39415ec9ebbe4b67ec32c540d5c28a60f03a0002
org.glassfish.jersey.examples	json-with-padding	3.0.0-M6		5b20b62859acbe91431502b299e2e0cf17f8fa96
org.glassfish.jersey.examples	json-with-padding	3.0.0-RC2		b0d7ff9e99e6cb83b122cac62ebe69b79c9bd512
org.glassfish.jersey.examples	json-with-padding	3.0.1		8b7e329e5ac128dcd06f56e2c589f0f5473148f8
org.glassfish.jersey.examples	json-with-padding	3.0.10		a69ac5490b5c3e40e290b41f9971ad1615b971a3
org.glassfish.jersey.examples	json-with-padding	3.0.11		45f7de7c0327b0e537d87355c4f65ebab738da69
org.glassfish.jersey.examples	json-with-padding	3.0.12		eb99ba619e2d452b70d2054215586661d6f55d40
org.glassfish.jersey.examples	json-with-padding	3.0.13		558fb96b5f918d97c5e0dd3739ef16a5a9b01a29
org.glassfish.jersey.examples	json-with-padding	3.0.14		61bca29687e46f3e3b41d6e17b9d1b6368dc767b
org.glassfish.jersey.examples	json-with-padding	3.0.15		cbc3add6dc3ea3d657ecd0e943ed6afb1dcdfe9a
org.glassfish.jersey.examples	json-with-padding	3.0.16		718c4aef771fa901c60471f2bbca977573d9f921
org.glassfish.jersey.examples	json-with-padding	3.0.17		8d8f3df3377b1e0ab6d582983f8ef515ea46070c
org.glassfish.jersey.examples	json-with-padding	3.0.2		700b61ec4a578cda25d31c2168503c8bf227415b
org.glassfish.jersey.examples	json-with-padding	3.0.3		49fe2815d22440e9d265231635f8f5c565cb6439
org.glassfish.jersey.examples	json-with-padding	3.0.4		8a55655b8f8e9511ac903a19a8b130c07d7d45a4
org.glassfish.jersey.examples	json-with-padding	3.0.5		bd6714d08976dea986d64b51b86d0d6651eed4ad
org.glassfish.jersey.examples	json-with-padding	3.0.6		d355397c01b1438be4dbba1b829a7d1e36305337
org.glassfish.jersey.examples	json-with-padding	3.0.7		e8a4b737e0f65562cee33bbb1ec10f99d22abf76
org.glassfish.jersey.examples	json-with-padding	3.0.8		2245ee23c1351c39229de38327fee2876c7c03a8
org.glassfish.jersey.examples	json-with-padding	3.0.9		579df1331e18f59df6a0d2c09e36262811d8dd56
org.glassfish.jersey.examples	json-with-padding	3.1.0		28576165718b0ea615f301bcffc9c6e40236bd15
org.glassfish.jersey.examples	json-with-padding	3.1.0-M1		38591443de04af871a0e53b75c8e3c6cd339a1b3
org.glassfish.jersey.examples	json-with-padding	3.1.0-M2		d05bc00ebafbf7221fefead13cc9d682a6669fdb
org.glassfish.jersey.examples	json-with-padding	3.1.0-M3		2943004106c551785c13954730141a9407802fed
org.glassfish.jersey.examples	json-with-padding	3.1.0-M7		c26d65c81a8fc89c0ead9abfb079a12aab1df7ec
org.glassfish.jersey.examples	json-with-padding	3.1.0-M8		612e19450d46a438bcb83f4816a9aa131c2324ae
org.glassfish.jersey.examples	json-with-padding	3.1.1		16bd6609f81f96d32fc789295d9d5bcc01ac27d8
org.glassfish.jersey.examples	json-with-padding	3.1.10		26ddf89165ee36e1e0ffc0e6e6f690545aa0a910
org.glassfish.jersey.examples	json-with-padding	3.1.2		59b3ba3d9cc14baae47184751a92e6d16c07ee50
org.glassfish.jersey.examples	json-with-padding	3.1.3		8a548eea211d19577bb3f57facb8500e84d7253d
org.glassfish.jersey.examples	json-with-padding	3.1.4		e395ba9a46d7bd43eed00dfcd9ab260d067b91d1
org.glassfish.jersey.examples	json-with-padding	3.1.5		6303c6db4898858b85acc082eac840a8418b2fce
org.glassfish.jersey.examples	json-with-padding	3.1.6		7337aeed0b4850dbb9da276362babe606e4044eb
org.glassfish.jersey.examples	json-with-padding	3.1.7		0f111c367b7ea3224c067061ac731f686a8c3e64
org.glassfish.jersey.examples	json-with-padding	3.1.8		18816ce6efbb3284797f00456c1820dc51ffdc6f
org.glassfish.jersey.examples	json-with-padding	3.1.9		dd158dd6933d2d22d6399f690f41d4931b2d58f9
org.glassfish.jersey.examples	json-with-padding	4.0.0-M1		5bbe885eabab27e881cd96cb3e40a38964ef642d
org.glassfish.jersey.examples	json-with-padding	4.0.0-M2		2b7744b402dff2d899a7a9b41e152b46eb371c78
org.gnieh	fs2-data-xml-scala_sjs1_3	1.10.0		4396ec851bd9b0feb0e52c09caa2900a90bc1043
org.gnieh	fs2-data-xml-scala_sjs1_3	1.11.0		a25bb95e6024574f897795b11675634d09469dfa
org.gnieh	fs2-data-xml-scala_sjs1_3	1.11.1		4d548133d5f081f5a9a938e99e1b5e1f98b89a29
org.gnieh	fs2-data-xml-scala_sjs1_3	1.11.2		39e81f39c48cbf383bdc0063ddf5a33d13790bb1
org.gnieh	fs2-data-xml-scala_sjs1_3	1.11.3		6d62deb2993073f286b1f1733eb3e452ad6193ca
org.gnieh	fs2-data-xml-scala_sjs1_3	1.4.0		15563907d59952f987a49ae3271f2e73ce2ea3d8
org.gnieh	fs2-data-xml-scala_sjs1_3	1.4.1		7fb6c1880b1d5f5089d4ed308d564d8aef437b5f
org.gnieh	fs2-data-xml-scala_sjs1_3	1.5.0		0759a51305ff276a3b228b34d5b740575e08f32a
org.gnieh	fs2-data-xml-scala_sjs1_3	1.5.1		6de8d72841f4dc298d2096a5431c116c754e43ae
org.gnieh	fs2-data-xml-scala_sjs1_3	1.6.0		b6a5776475705975e94047710605e983c0296b04
org.gnieh	fs2-data-xml-scala_sjs1_3	1.6.1		66f3191ec331f7d1edd2c7817ff74b1d5535d167
org.gnieh	fs2-data-xml-scala_sjs1_3	1.7.0		642386e1b1f829306fee4a556a0a57cf8368ae51
org.gnieh	fs2-data-xml-scala_sjs1_3	1.7.1		86a3b31134df1ce9b0dce56533ab72afad2a81eb
org.gnieh	fs2-data-xml-scala_sjs1_3	1.8.0		516802b66fd03c18d5b496d96c21f354427b900b
org.gnieh	fs2-data-xml-scala_sjs1_3	1.8.1		4cc56cdb55ffad42c1b694dddc9cde1728da8bb6
org.gnieh	fs2-data-xml-scala_sjs1_3	1.9.0		b2ceefb938cd532fb0f6f20fd6d6e09584a32154
org.gnieh	fs2-data-xml-scala_sjs1_3	1.9.1		9e45e5e0e819995ec32d3f144154b7a740b69553
org.hibernate.orm	hibernate-vector	6.4.0.Final		676cba5154a23c4840924b7aaa4c96f6f0bc881d
org.hibernate.orm	hibernate-vector	6.4.1.Final		7ff38f4e1c9d29c3799c89ebfbe75b7adcaf268e
org.hibernate.orm	hibernate-vector	6.4.10.Final		fdb395826c71e8b5ad812ff2040e3ead98cccdc4
org.hibernate.orm	hibernate-vector	6.4.2.Final		5d76d5ac08c98a6495742cd6765f8bd7c0974ee3
org.hibernate.orm	hibernate-vector	6.4.3.Final		74f24b8201310f8d497c80eb6fa21e85c214f7cc
org.hibernate.orm	hibernate-vector	6.4.4.Final		ce533b75117afa174dabc123b162762257707496
org.hibernate.orm	hibernate-vector	6.4.5.Final		d827ed59f82fa540dea738d5c11db524b24ad746
org.hibernate.orm	hibernate-vector	6.4.6.Final		8cb1f4026962707656a5a91cd993a5aebabf0d59
