ca.mrvisser	sealerate_2.13	0.0.6		9fcf4dcce13f8899323e0179a4dd9c6003e480c6
io.streamnative	pulsar-io-kinesis	3.3.3.3		a9cbd982303de77a3357f2460fea9ce2cfa75c89
io.streamnative	pulsar-io-kinesis	3.3.3.4		1f7e4ec13cfe46b097c9c0a0c06a659ad4db34ef
io.streamnative	pulsar-io-kinesis	3.3.5.1		b1c2ebabf3fe0f2d38e5deb284b30eeded5dd124
io.streamnative	pulsar-io-kinesis	3.3.5.2		9f36836ad74f87fa3432abb4fc9197c439b67a42
io.streamnative	pulsar-io-kinesis	3.4.0-SNAPSHOT.ursa0815		fb98d1f01e7f0637704a30420f30d157fc7b42de
io.streamnative	pulsar-io-kinesis	4.0.0-SNAPSHOT.ursa		d8580de92b4a7f7cc1b67de15695e30dea270faf
io.streamnative	pulsar-io-kinesis	4.0.0.0		e9f9e3e56e0a237616c9724ed952e549aa2b217d
io.streamnative	pulsar-io-kinesis	4.0.0.1		aab7dd2ac398f441e7d4b06cfc79db0968acf767
io.streamnative	pulsar-io-kinesis	4.0.0.10		f492866e38b0bad0f302ddca88d54807a6f60362
io.streamnative	pulsar-io-kinesis	4.0.0.2		decd35b5e3aa89920f0c437df5a97292b2d1a8f9
io.streamnative	pulsar-io-kinesis	4.0.0.3		52c70ddc3fe67e709864fea09038a2e07df51db1
io.streamnative	pulsar-io-kinesis	4.0.0.4		e5d79dd4aee5d8d5bc601fe2edae0b9a230dc47c
io.streamnative	pulsar-io-kinesis	4.0.0.5		3fa99d3c736a9e2420628daf160ecb84566e92b7
io.streamnative	pulsar-io-kinesis	4.0.0.6		2f0c259f62671395079b5f0b4eb0c928e58984d5
io.streamnative	pulsar-io-kinesis	4.0.0.7		5cad33e78c31b0c25b3a6e8946921ae5e883b23a
io.streamnative	pulsar-io-kinesis	4.0.0.8		01374e7fa247118077a2d49967cde5e0244a825e
io.streamnative	pulsar-io-kinesis	4.0.0.9		88876fe90e4d6811ef8781d7eff7fc621e4ee7af
io.streamnative	pulsar-io-kinesis	4.0.1.1		9cfcde8b53dabbfc22cf4c403c485a3164f6c5b4
io.streamnative	pulsar-io-kinesis	4.0.1.2		cd6ac1b2571abd438325d702427d31e377957e34
io.streamnative	pulsar-io-kinesis	4.0.1.3		2fed1d418c846628d8901242a18a099742cd7e09
io.streamnative	pulsar-io-kinesis	4.0.1.4		82e41fb42dfc9c6c73ed9359faef4806a2be967c
io.streamnative	pulsar-io-kinesis	4.0.3.1		1f7efc179a3b03f64c43df3334fd8f07dcf55ad9
io.streamnative	pulsar-io-kinesis	master-rc-daily		646c8c7950c404215ab612a69d682457f2e9ed06
io.streamnative	pulsar-io-kinesis	v2.8.0-rc-202106091140		8dc5efcda6fff7e5102e530561612a3388f6deb6
io.streamnative	pulsar-io-kinesis	v2.8.0-rc-202106121853		0be23b3590961cc5b50536e91d5efd12d2874334
io.telicent.smart-caches	projector-driver	0.19.0		36d918fa9b476f1dc20ab17017c97aeb9798776e
io.telicent.smart-caches	projector-driver	0.20.0		73d306c07de355a5625904e05a4ca86aee55d3d4
io.telicent.smart-caches	projector-driver	0.20.1		1bda521000a68beb7a641907487b58e361caf152
io.telicent.smart-caches	projector-driver	0.20.2		12dc9002c99679ae5c3d7296f1b3d5c71e92baec
io.telicent.smart-caches	projector-driver	0.21.0		c82a942acc5517861782fb0ba00b007bd432df50
io.telicent.smart-caches	projector-driver	0.21.1		5003e0cac27ddefa14e113e0545fce12b227756c
io.telicent.smart-caches	projector-driver	0.21.2		e1ca1d5fb796ddb8c2b8d38e22bb2fd0b515eb46
io.telicent.smart-caches	projector-driver	0.22.0		b3873e9c3fa41ff7961e137b1ad96cccf2c6d566
io.telicent.smart-caches	projector-driver	0.23.0		5e7a1046e5602f00c72d3550adabb8c1ef4da9ff
io.telicent.smart-caches	projector-driver	0.23.1		d1c30e07522b56de218c74f278d719ebbb3f767b
io.telicent.smart-caches	projector-driver	0.23.2		72692ede67b1404d70e09150b2526ee0bc2e231f
io.telicent.smart-caches	projector-driver	0.24.0		ed2986fada7decb262a115b84de302b6c515287d
io.telicent.smart-caches	projector-driver	0.24.1		85c96e948054ee45c70f2ffeb6e6fa108f5166d0
io.telicent.smart-caches	projector-driver	0.24.2		fb7c081e15eed50d0ef4e8a84310940129094498
io.telicent.smart-caches	projector-driver	0.25.0		3f4e20f8a2948e1291ce4e8f24c1e5a02979c09b
io.telicent.smart-caches	projector-driver	0.25.1		9e4515dfa6906f16ad5a40d11212512cc2b0b99e
io.telicent.smart-caches	projector-driver	0.25.2		af23b78b990e4815e13d57f3f2a35eba1c9f10d3
io.telicent.smart-caches	projector-driver	0.26.1		40cf1ed5f62638244b10cac2f50363136d5344a7
io.telicent.smart-caches	projector-driver	0.26.2		f0704077402ae85079b8d1970902e1931a3344d1
io.telicent.smart-caches	projector-driver	0.27.0		2b0c1222758a28f9ea75e13c540ac487465de1c1
io.telicent.smart-caches	projector-driver	0.27.1		c7cdd2176787b725d8814cc23ed829185b8c4395
io.telicent.smart-caches	projector-driver	0.28.0		a6f950bdbbce66c9fd6158ff003fd28a18e97c6f
io.telicent.smart-caches	projector-driver	0.28.1		d07eaed03c3cba2925566e2791935fb4dea33405
io.telicent.smart-caches	projector-driver	0.28.2		95d487eb1af5e82ecef9b5768b9c4e96e975f5f5
io.telicent.smart-caches	projector-driver	0.29.0		a6200a9661f7b54f50e5ee81fe8b5b2f5e2e33a8
io.tmio	tuweni-ethstats	2.4.0		346b15226105a7ad956231c7c3e4f154357f208b
io.tmio	tuweni-ethstats	2.4.1		9f539ad16c2d9b8ffc136829260dc40d5e51e75d
io.tmio	tuweni-ethstats	2.4.2		da1ecf0881591b977e6a237e5d9f54efef26ef91
io.toolisticon.kotlin.avro	avro-kotlin-generator	1.12.2.0		f44874275e12412f6da3e70dd459cc585a62114c
io.toolisticon.kotlin.avro	avro-kotlin-generator	1.12.3.0		c3840d8bf00f3dff6ec2ca6c440ead0a2fcdeb3e
io.toolisticon.kotlin.avro	avro-kotlin-generator	1.12.4.0		e12acd360a2fcd8384c41f56cee96d6d8bd58083
io.toolisticon.kotlin.avro	avro-kotlin-generator	1.12.4.1		cabf76a034242d408d8046ac6b800b150bdadc07
io.toolisticon.kotlin.avro	avro-kotlin-generator	1.12.4.2		0d0119b5a3bbed6c60aa0b3cf59d15177fcea5cb
io.toolisticon.kotlin.avro	avro-kotlin-generator	1.12.4.3		aadea4d887a58424d16e6cbb2c265b0527af874f
io.ygdrasil	webgpu-ktypes-descriptors-androidnativex86	0.0.1		N/A
io.ygdrasil	webgpu-ktypes-descriptors-androidnativex86	0.0.2		N/A
io.ygdrasil	webgpu-ktypes-descriptors-androidnativex86	0.0.3		N/A
io.ygdrasil	webgpu-ktypes-descriptors-androidnativex86	0.0.4		N/A
io.ygdrasil	webgpu-ktypes-descriptors-androidnativex86	0.0.5		N/A
net.andimiller	munit-cats-effect-styles_3	2.0.0-M1		44726520ae8ef1760cc1c657505e1fec85405704
net.databinder	unfiltered-filter-async_2.11	0.7.1		c58cbc4c7bc5b25858d0e367aeac5eb899e04e0b
net.databinder	unfiltered-filter-async_2.11	0.8.0		5dd07b209265a763490ab9db347d8f70a6be962a
net.databinder	unfiltered-filter-async_2.11	0.8.1		bacd7341ec71fb9523d10585b098da6e7082ec19
net.databinder	unfiltered-filter-async_2.11	0.8.2		79c6e690f8a36a923611aac71f83eb74b2350304
net.databinder	unfiltered-filter-async_2.11	0.8.3		bde5f948bd78fbdbeec83ac1caa91b43b8d2913f
net.databinder	unfiltered-filter-async_2.11	0.8.4		d94489268cd9e334ae1f14fb16d0faa73e1d054d
net.databinder	unfiltered-filter-async_2.11	0.9.0-beta1		7d211c3a1b064eccd0177938c59f508e9576fe3e
net.java.truevfs	truevfs-samples_2.11	0.12.0		9f7e07b363dd31c228af0e30185ea171974d078d
net.java.truevfs	truevfs-samples_2.11	0.12.1		182169a5d0eb0b0d14868c974fbcc5d9dda926a4
net.java.truevfs	truevfs-samples_2.11	0.12.2		0f7910866aa97cadf6cdebf39923b44ae3a0ff49
net.wiringbits	admin-data-explorer-web_sjs1_3	0.5.0		71049f9570d3054b9386e4fc99f2cf130529e5fd
net.wiringbits	admin-data-explorer-web_sjs1_3	0.5.1		dfbe460dbf3124406a0cd53d0d17bcffe34678d9
net.wiringbits	admin-data-explorer-web_sjs1_3	0.5.10		721fd246ec8856f3dd6dd4f6d7d9e9f290d1e152
net.wiringbits	admin-data-explorer-web_sjs1_3	0.5.11		eeb673994dbc0b6bfe5c95ee8fa20fa2afd50d63
net.wiringbits	admin-data-explorer-web_sjs1_3	0.5.12		55c0a91e9bb6353d9452f8145244f0a34dbc70a7
net.wiringbits	admin-data-explorer-web_sjs1_3	0.5.13		0fe25e6401fdee046259cafa0d8ee1395c06c0f2
net.wiringbits	admin-data-explorer-web_sjs1_3	0.5.14		4c97ef0531e54813713f0d9e7656bdb6912de375
net.wiringbits	admin-data-explorer-web_sjs1_3	0.5.15		3fc96887018ef6b0c62be6f0a91c09076475e86f
net.wiringbits	admin-data-explorer-web_sjs1_3	0.5.16		6ed70663bd039826204adb10260014b5270f79c1
net.wiringbits	admin-data-explorer-web_sjs1_3	0.5.17		83f834c440899aeadea3c0d0f807472aeb532514
net.wiringbits	admin-data-explorer-web_sjs1_3	0.5.18		4d4f1fcfc4acbba5873137f095583714140a1066
net.wiringbits	admin-data-explorer-web_sjs1_3	0.5.2		d0268ea8cddae6888f5c21dd4e1600e3ef7b694d
net.wiringbits	admin-data-explorer-web_sjs1_3	0.5.3		024093c39e6321f44cb9ea0d9ec89b0b8106b26f
net.wiringbits	admin-data-explorer-web_sjs1_3	0.5.4		ec256294774023fd559913610528dfcf87dc17b7
net.wiringbits	admin-data-explorer-web_sjs1_3	0.5.5		186371944a36b8fd31e135e87fbd6ed617562554
net.wiringbits	admin-data-explorer-web_sjs1_3	0.5.6		ebf460c6482ffc9fd51fbc28b836483cc18e43b7
net.wiringbits	admin-data-explorer-web_sjs1_3	0.5.7		12e20c19313dd5409ae3d8887fc9e1e702100e2c
net.wiringbits	admin-data-explorer-web_sjs1_3	0.5.8		efebb03dd6745498886c616fbc09fefb18652c5f
net.wiringbits	admin-data-explorer-web_sjs1_3	0.5.9		50b70775bbe844250989f62e7b84017ed164717d
net.wiringbits	admin-data-explorer-web_sjs1_3	0.6.1		0fc16f2234e10a18c4cca26abd1b8d39c01d9ab2
org.apache.hudi	hudi-dla-sync	0.10.0		59f466247933f5746f51ba1d8b4dac3b562282a9
org.apache.hudi	hudi-dla-sync	0.10.1		0589543eadcf830477b28cbf1b340d9c0db9dd20
org.apache.hudi	hudi-dla-sync	0.11.0		20aef3f431b0d8eca27231b2390c297ba83ea88e
org.apache.hudi	hudi-dla-sync	0.11.0-rc3		cd83d119cffc6308ea8f6f66e5174b3b2f70b49a
org.apache.hudi	hudi-dla-sync	0.11.1		16b745b302c9f5bda9051846e787c35f24045860
org.apache.hudi	hudi-dla-sync	0.6.0		786cb2a1b2d27f4273b651e9e42ddb4bdc8845f0
org.apache.hudi	hudi-dla-sync	0.7.0		1341e73ee7ea26f43acf99370345db79f3befe05
org.apache.hudi	hudi-dla-sync	0.8.0		5e908601550f97d42105e3c363c825fb8c3a58b7
org.apache.hudi	hudi-dla-sync	0.9.0		e531eb0707d0bdb37643acc88a5c74b55cd1d3f7
org.apache.servicemix.specs	org.apache.servicemix.specs.java-persistence-api-2.0	1.5.0		281c64f04e6ba973db3be2d74ef1a780004d9df7
org.apache.servicemix.specs	org.apache.servicemix.specs.java-persistence-api-2.0	1.6.0		dc7a807b797596ddfff30ee3eef838ce48a78ab0
org.apache.servicemix.specs	org.apache.servicemix.specs.java-persistence-api-2.0	1.7.0		d4449107ae173e1929df090dabc35606a5e9a6a7
org.apache.servicemix.specs	org.apache.servicemix.specs.java-persistence-api-2.0	1.8.0		b967bfc4611109f4f4c918698ad5213283943fef
org.apache.servicemix.specs	org.apache.servicemix.specs.java-persistence-api-2.0	1.9.0		801f05cf710565cf6d59dbbd19ac35075fe36c10
org.apache.servicemix.specs	org.apache.servicemix.specs.java-persistence-api-2.0	2.0.0		c0dacbd401e089f138e8a175257d4130074371d2
org.apache.servicemix.specs	org.apache.servicemix.specs.java-persistence-api-2.0	2.1.0		b98ac8eb77bf26952de65b2068fe89cea0d462de
org.apache.servicemix.specs	org.apache.servicemix.specs.java-persistence-api-2.0	2.2.0		2a788ba686af64722d36652cd711bcabee40a284
org.apache.servicemix.specs	org.apache.servicemix.specs.java-persistence-api-2.0	2.3.0		4578d75191ae6183616cf64312819e1f5a063cfb
org.apache.servicemix.specs	org.apache.servicemix.specs.java-persistence-api-2.0	2.4.0		8da469f742ac50d3371de29bfe2a66bcf34de9b6
org.apache.servicemix.specs	org.apache.servicemix.specs.java-persistence-api-2.0	2.5.0		3e9f57b4911f88aa5756be6feefa73e2ba729009
org.apache.servicemix.specs	org.apache.servicemix.specs.java-persistence-api-2.0	2.6.0		f3657227b51122b911386378b478ecf5eec66342
org.apache.servicemix.specs	org.apache.servicemix.specs.java-persistence-api-2.0	2.7.0		072ac7cf6df919b06649b318351e81d479f80fa5
org.apache.servicemix.specs	org.apache.servicemix.specs.java-persistence-api-2.0	2.8.0		7d6eb27ea4c0285c5f7dcbbc5a336200383c3f95
org.apache.servicemix.specs	org.apache.servicemix.specs.java-persistence-api-2.0	2.9.0		04669cf854edc20cf6371dda8c7837c1fd1b568e
org.ceylon-lang	ceylon.regex	1.3.2		7859992c80b27f898975e5b4054e2343d2e34ae2
org.ceylon-lang	ceylon.regex	1.3.3		9d495acbcbea9e269efe39aa51103362ca3050c9
org.codehaus.sonar-plugins.css	sonar-css-plugin	1.0		3432a664c0aa23888492d43ee9f28a64383c5b5b
org.codehaus.sonar-plugins.css	sonar-css-plugin	1.1		2a99e94cc9e4726814e7f346f505baec278fe491
org.codehaus.sonar-plugins.css	sonar-css-plugin	2.1		30e0c2fa6fac28c62c6272b52b58656bf3d21b5d
org.codehaus.sonar-plugins.css	sonar-css-plugin	2.2		bb219c584698df190f8fa51138f630222cee0682
org.codehaus.sonar-plugins.css	sonar-css-plugin	2.3		1b27e96a05a8f87ad48362858316932355301b98
org.codehaus.sonar-plugins.css	sonar-css-plugin	2.4		5b10fb6579171ee9ff94dd9a1abb9bc71c38708e
org.codehaus.sonar-plugins.css	sonar-css-plugin	3.0		58293086df88ef4b11eb947f51c0dd31600cbccc
org.codehaus.sonar-plugins.css	sonar-css-plugin	3.1		2a61b2697dcd437ab3963751985900b73d2a388b
org.codehaus.sonar-plugins.css	sonar-css-plugin	4.0		1ec5cd1be6d037636d2901259ff797cbbe13432c
org.codehaus.sonar-plugins.css	sonar-css-plugin	4.1		064ff40fbc7ea78deacbb84485c25a8f95ccedde
org.codehaus.sonar-plugins.css	sonar-css-plugin	4.10		2f52a43a66bfb2fd3e6aa344b687537cd7143560
org.codehaus.sonar-plugins.css	sonar-css-plugin	4.11		7d4b3070fec19fd30e75e9d1ae8b5e57ca0c43cf
org.codehaus.sonar-plugins.css	sonar-css-plugin	4.12		77e1e95ea32761c3b7783f0491e2aa52f7cba642
org.codehaus.sonar-plugins.css	sonar-css-plugin	4.13		ffdc0829c8c7d5240fcb35ba573f2b0d24597997
org.codehaus.sonar-plugins.css	sonar-css-plugin	4.3		29c9ee4d99a86790c8a52c7c4f4f597121b0d042
org.codehaus.sonar-plugins.css	sonar-css-plugin	4.4		84472740b930db9ef2f5750ec5474effc510b768
org.codehaus.sonar-plugins.css	sonar-css-plugin	4.5		ebae2429bbaa3a11feb3cccac71f6d0483956a75
org.codehaus.sonar-plugins.css	sonar-css-plugin	4.6		c032ef858a61eedc3f025eb2b13d60fa69092db9
org.codehaus.sonar-plugins.css	sonar-css-plugin	4.7		bd1b4f82acf437c35eb2a167802e6e8f3c2eeea1
org.codehaus.sonar-plugins.css	sonar-css-plugin	4.8		3054dda847b9c93266f32e4dc184204599ab1871
org.codehaus.sonar-plugins.css	sonar-css-plugin	4.9		a78104e08e0062a054e91aa4d575db79b863c0ed
org.commonjava.maven	maven-model-jdom-support	3.0.3		df5cfcb0310c894d5f2787bc8a53e7eedcfba9b8
org.commonjava.maven	maven-model-jdom-support	3.0.x-1.1		fd9c1314670a26f4f010b5d2e5b08132c8d88f91
org.commonjava.maven	maven-model-jdom-support	3.0.x-1.2		2e2dd486cb4a4418c3eadc32dc93e418988ed260
org.commonjava.maven	maven-model-jdom-support	3.0.x-1.3		37f68c1d64418f7f87ba4eeebface73d6122d869
org.dromara	soul-plugin-tars	2.3.0-RELEASE		f176c3af69a171452a78f50cb57a857669553de2
org.eclipse.neoscada.hmi	org.eclipse.scada.hmi	0.2.0		5f5a4b9619d17e848be31f0b37a3715eea624dcf
org.eclipse.rap	org.eclipse.rap.ui	3.10.0		8cc710fe9df0567a984e0c73d4e5756c9f29c99d
org.eclipse.rap	org.eclipse.rap.ui	3.11.0		e95b9387fc953f788614933bc7067fc0f2efc495
org.eclipse.rap	org.eclipse.rap.ui	3.12.0		bab2e7b93ca4ad09b453f6be38fe610ea3c54c18
org.eclipse.rap	org.eclipse.rap.ui	3.13.0		0867897dc5f549168380459e25d50d1485a21c77
org.eclipse.rap	org.eclipse.rap.ui	3.14.0		ec429f95662fae31b31e606676bde633543183c9
org.eclipse.rap	org.eclipse.rap.ui	3.15.0		acbff630f0ea6e96339dad7d4aabe82434f40eff
org.eclipse.rap	org.eclipse.rap.ui	3.16.0		d94571c22972b1822522c2addc457039c96da0d2
org.eclipse.rap	org.eclipse.rap.ui	3.17.0		bec511cf0a7febbeaf86fd70a9891330c7fbd07c
org.eclipse.rap	org.eclipse.rap.ui	3.18.0		12b04025e20c662ed765f32ea84d897f0b58fe41
org.eclipse.rap	org.eclipse.rap.ui	3.19.0		2cc842de92234aacae04b9355325fe6e5ccadbf7
org.eclipse.rap	org.eclipse.rap.ui	3.20.0		a3d6ce63efdee54465d7acca8c482389851d689c
org.eclipse.rap	org.eclipse.rap.ui	3.21.0		62c99da9ffa34766cf88b966963e0ff27835eccd
org.eclipse.rap	org.eclipse.rap.ui	3.22.0		db41f0acfcf83c2ead73a1e74f79e8e5141bf221
org.eclipse.rap	org.eclipse.rap.ui	3.23.0		ee35d0da225fabac95939045c8d89e12ea18918b
org.eclipse.rap	org.eclipse.rap.ui	3.24.0		f87b6764e3d72d394d0df888cad75580e1f9ff60
org.eclipse.rap	org.eclipse.rap.ui	3.25.0		34de5c1c34c1311ccd674daf5f50a516c9cc5b0d
org.eclipse.rap	org.eclipse.rap.ui	3.26.0		5a2e24e85131d8087ab1dcf0a0b6394ccdbb463f
org.eclipse.rap	org.eclipse.rap.ui	3.27.0		169308f048ae48ed186158dace403cbea23aab03
org.eclipse.rap	org.eclipse.rap.ui	3.28.0		d122affacd5b1a0fd4ba8bb9be36b3028652f696
org.eclipse.rap	org.eclipse.rap.ui	3.29.0		34fb63e2434c1f1b19d63a2f71d47fa266cb8291
org.eclipse.rap	org.eclipse.rap.ui	3.9.0		b9894e8150a738f2d286293d45f012792b76517e
org.eclipse.rap	org.eclipse.rap.ui	4.0.0		4506b303e1eacbdf2795728066318aa6caf0ce9a
org.eclipse.rap	org.eclipse.rap.ui	4.1.0		7e5834bfdd016c17d8c09a5e4ca98894824aba68
org.eclipse.rap	org.eclipse.rap.ui	4.2.0		83f0bfd4cbcc667a11fca851de2e65b3122af678
org.fusesource.scalate.samples	scalate-sample-sitegen_2.9	1.6.0		N/A
org.fusesource.scalate.samples	scalate-sample-sitegen_2.9	1.6.1		N/A
org.glassfish.metro	webservices-osgi	2.1		f3de9b2f14e8189478c1d0d61d484df687ed85ca
org.glassfish.metro	webservices-osgi	2.1-20		c21ff079d7cd33c435fc3277cc3c1781f12b60ca
org.glassfish.metro	webservices-osgi	2.1-b17		fa9ad9f44c896114c14329773fdf49a8c4401a9c
org.glassfish.metro	webservices-osgi	2.1-b18		ef39321653bd285c7ddefd8739b223e61f1b2da0
org.glassfish.metro	webservices-osgi	2.1-b19		944855fe178d6640d2d30e14f2ea4332fbbb2ad8
org.glassfish.metro	webservices-osgi	2.1-b21		caec868859f1b4634ebcab71f73d9f7752733ca5
org.glassfish.metro	webservices-osgi	2.1-b22		e8b4ec335895569d18fc4729c1d12f72fdf0b2a9
org.glassfish.metro	webservices-osgi	2.1-b23		97ed26b1fb7d2989e869fbb4bc27864b26709193
org.glassfish.metro	webservices-osgi	2.1-b24		8ed94b9897e52074c4ff85b9c656892b02850a55
org.glassfish.metro	webservices-osgi	2.1-b25		cbc6bb2aea170060ba0996ea776f3de889b9ac82
org.glassfish.metro	webservices-osgi	2.1-b26		8975cb0e1702e09d4974f71727cc35102a3be683
org.glassfish.metro	webservices-osgi	2.1-b27		d900e44a5c7f3ca19ef9b29f1a0c239e85123ae8
org.glassfish.metro	webservices-osgi	2.1-b28		10af3ba2740bebac95c4ed833ab48bac4aa10942
org.glassfish.metro	webservices-osgi	2.1-b29		6857bf1bb468694526d5ce9db7c0e98b8561cde8
org.glassfish.metro	webservices-osgi	2.1.1		972b67f124b59f4ec68e49bff610653d99b80a79
org.glassfish.metro	webservices-osgi	2.1.1-b01		8bf633a81900dae40ace3ea93cb6bb208a72f077
org.glassfish.metro	webservices-osgi	2.1.1-b02		70d943890be554ae0a2971a7d8b20a31747dcc6d
org.glassfish.metro	webservices-osgi	2.1.1-b03		bc79bbd36d969b5c30b3c074ee5a6b28593d76ad
org.glassfish.metro	webservices-osgi	2.1.1-b04		27b9bda3aaa031785294322c7edaf73d959f7fc9
org.glassfish.metro	webservices-osgi	2.1.1-b05		efa55cc5e666a189cca4b8a4af1eb538ab2c566b
org.glassfish.metro	webservices-osgi	2.1.1-b06		7a292a57ec7b1c9eab8f83d2fb38b0eca85eeb89
org.glassfish.metro	webservices-osgi	2.1.1-b07		17e3488ba6441f6ce0cce9e1e8ea1f5d2a58b52e
org.glassfish.metro	webservices-osgi	2.1.1-b08		91d72b50915c52b38fe6c75d5c3d40d42c1f9d76
org.glassfish.metro	webservices-osgi	2.1.1-b09		c7a3a70bf2fb332e9c507af85042083f1c3c4fc3
org.glassfish.metro	webservices-osgi	2.1.2-b01		fdf653ff371cf4f62790945acde84141a75e980e
org.glassfish.metro	webservices-osgi	2.2		481d0dc2e237fda7f6418bd97881af91440d9482
org.glassfish.metro	webservices-osgi	2.2-b01		de7fd850e27859a03538ca22554ce5022676b5ee
org.glassfish.metro	webservices-osgi	2.2-b02		7d396bd09f7d91d71e7153145e6c1993c1962985
org.glassfish.metro	webservices-osgi	2.2-b03		809ad08ce0571a765679acbfd9a18c69c5e02072
org.glassfish.metro	webservices-osgi	2.2-b04		f29976fc8763b13423a614dc0e4908b6b3484635
org.glassfish.metro	webservices-osgi	2.2-b05		7015a9790b0246dbeb251202177c0e226a316771
org.glassfish.metro	webservices-osgi	2.2-b06		ad9cec6ff67a421dbb436cf08821be20830cddb7
org.glassfish.metro	webservices-osgi	2.2-b07		16c25fa9285339fad3286fc1d6aa1652a4483d05
org.glassfish.metro	webservices-osgi	2.2-b08		67b111bf45e3521754a7654337b3020d88bf5525
org.glassfish.metro	webservices-osgi	2.2-b09		713383f5f8beddae24fdba5a9f108cd6f25a4f39
org.glassfish.metro	webservices-osgi	2.2-b10		f497ac034dbae60f6c094da74f3df4d655664e3c
org.glassfish.metro	webservices-osgi	2.2-b11		efe84c1fd77ef365d4a0490d390f9700c58a5777
org.glassfish.metro	webservices-osgi	2.2-b12		e73d70c57ecf0e35474a23202bb9f8b42ac7a6de
org.glassfish.metro	webservices-osgi	2.2-b13		890854bfb93a5283375b5c89bb56e32da0dd6e4e
org.glassfish.metro	webservices-osgi	2.2.0-1		9d538e137da8acc70d1f2685d82daa690601c4ed
org.glassfish.metro	webservices-osgi	2.2.0-2		7033ae2cee00071986f7e4ce721ad66b5ac97fc8
org.glassfish.metro	webservices-osgi	2.2.0-3		79232362b53998c993b8a1abae7272a78e523cfb
org.glassfish.metro	webservices-osgi	2.2.0-4		f4eb6135c4b92bef1e652cb01bd6cf00902e0daa
org.glassfish.metro	webservices-osgi	2.2.0-5		8c1d4d4f2530cf2cb875997ccd3dc2a1a925a335
org.glassfish.metro	webservices-osgi	2.2.1		29ac37e4d1353187836f256064a98713c25a9c37
org.glassfish.metro	webservices-osgi	2.2.1-1		cd5ee12c978682f06e9c0abf804049f16d6b29a9
org.glassfish.metro	webservices-osgi	2.2.1-b144		7cfddaebea0a467eef5ff154603928354163e07e
org.glassfish.metro	webservices-osgi	2.3		d35b23ed7a151644ef8f6a4fdaf5e0376e6aa76e
org.glassfish.metro	webservices-osgi	2.3-b01		7a9287e7f5f86692ad5f0319dcba2ac422e92032
org.glassfish.metro	webservices-osgi	2.3-b02		9f71544f3869f4780d541b934ce71bbcde886657
org.glassfish.metro	webservices-osgi	2.3-b03		1af3a5253ff4fb69609758939784e995969ed4f7
org.glassfish.metro	webservices-osgi	2.3-b04		6bcc01fe2f10b7800756472371f8ca532e8860ba
org.glassfish.metro	webservices-osgi	2.3-b05		be9a45703cc336f733dc2c31b363222bea1b0eb5
org.glassfish.metro	webservices-osgi	2.3-b06		cfadbbe2d50040c01a4974b64dac1e584700a4ef
org.glassfish.metro	webservices-osgi	2.3-b07		dcdb34974fa1bab8d7bc35eb3b9935ecf8ceaf19
org.glassfish.metro	webservices-osgi	2.3-b08		4d9db534f7237bac9ed2f95459db01d89148c297
org.glassfish.metro	webservices-osgi	2.3-b09		db56e7dc95cbeee3b8d01c275a9d2b2d8f3b5d6e
org.glassfish.metro	webservices-osgi	2.3-b10		0be3662e33663f23741b8be827e0f0a7a4c2995b
org.glassfish.metro	webservices-osgi	2.3-b100		c1e2f36acf47a4cdc50daa95420aca9844699380
org.glassfish.metro	webservices-osgi	2.3-b189		e3c73a70c2d2ed23acc5a1b0dd2f7594693f7861
org.glassfish.metro	webservices-osgi	2.3-b202		8c3815e20ab65bdb163377756c1600b70da01618
org.glassfish.metro	webservices-osgi	2.3-b210		42d6fdbf6a21c29635a0c16bcce82d42f2c17c55
org.glassfish.metro	webservices-osgi	2.3-b229		365b27a4354b5256271a4505981f773d985ac8fd
org.glassfish.metro	webservices-osgi	2.3-b24		c01cdba9c0d4be6607b89be49f6be91090aced44
org.glassfish.metro	webservices-osgi	2.3-b240		fe112957a6a70752f71ff4cef6b64bbdc3db2d84
org.glassfish.metro	webservices-osgi	2.3-b259		45390e620de2ff78c88d1a895c182bdcc00381f4
org.glassfish.metro	webservices-osgi	2.3-b55		5dbf71904c82c3770856001d42715b482a2fc84c
org.glassfish.metro	webservices-osgi	2.3-b77		c7b939c85105fb6284096cefa312ba6563131ec1
org.glassfish.metro	webservices-osgi	2.3.1		bb03d407eee1b41e4f2b35aec417291c08c0f27b
org.glassfish.metro	webservices-osgi	2.3.1-b104		13a9c0cd3d7eadefc74d789b8fbdd7b483d7e9fb
org.glassfish.metro	webservices-osgi	2.3.1-b411		1f2168e4c3fe27b94e6502c72f1fc1651574e8eb
org.glassfish.metro	webservices-osgi	2.3.1-b419		321ba67c0393a9e8f22871521fcd088ec1d78147
org.glassfish.metro	webservices-osgi	2.4.0		0347b3b7dcf9ef59aad89e8d7ee22487068763f0
org.glassfish.metro	webservices-osgi	2.4.1		c6d8d3ce2d2385e31c31af62469e321ab3598491
org.glassfish.metro	webservices-osgi	2.4.10		fe353b0deda62c0ab4b5909ed558716a6f14491f
org.glassfish.metro	webservices-osgi	2.4.2		db546a99e0195041c105e28387e4ea9e980c4d80
org.glassfish.metro	webservices-osgi	2.4.3		0fb75e3c5cee5fc6ac72c9568d6f59612a2b115c
org.glassfish.metro	webservices-osgi	2.4.4		9f678a133932f8ee73a31e5d2ada332d36406c92
