ai.wanaku	core-runtime-camel	0.0.4		ac44d7cabd200008b8d23fdd833cf78f223e3a21
org.octopusden.octopus-release-management	org.octopusden.octopus-release-management	2.0.9		6aea467bc0fc6d7747fd9d045f31073e2414dfd6
org.playframework	play-functional_native0.4_3	3.0.0		b9a88aa1fe5620b91d2f075becf8026f601314b8
org.playframework	play-functional_native0.4_3	3.0.0-M1		9b6061735945ddddcd57198127641105e0f90ef2
org.playframework	play-functional_native0.4_3	3.0.1		2a824aa10ddb866a4ababceb51dfb096520eee94
org.playframework	play-functional_native0.4_3	3.0.2		ad7d2f23f0f6fc9d3463cb74766b375b3e2566ed
org.playframework	play-functional_native0.4_3	3.0.3		eebb75dc8b57e1966530579fa149898d66bbd915
org.playframework	play-functional_native0.4_3	3.0.4		704fd6142ae3efa66976ec5c58c48c16a244fddf
org.scalaz	scalaz-scalacheck-binding_sjs0.6_2.13.0-M5	7.2.26-scalacheck-1.14		e3f87e00fe5944fc4c9ffbcb8056db46c602025f
org.scalaz	scalaz-scalacheck-binding_sjs0.6_2.13.0-M5	7.2.27-scalacheck-1.14		1655a1b00896ef2c80c4a3e0e5511a96f0530501
org.scalaz	scalaz-scalacheck-binding_sjs0.6_2.13.0-M5	7.3.0-M26		c0d1abc56c3c74b9bfc2ad16d88b06a7664f9d79
org.scalaz	scalaz-scalacheck-binding_sjs0.6_2.13.0-M5	7.3.0-M27		4348778709d4a2d96d45b484d6673cde0e9d6717
org.scalaz	scalaz-scalacheck-binding_sjs0.6_2.13.0-M5	7.3.0-M28		2d1d4a49c2129c47fecd44b2797c2ebba1e468df
org.springdoc	sample-springdoc-openapi-book-service	3.1.4		877647452eeb047f3be0c0c3af9a36fbf5bd76ba
org.springdoc	sample-springdoc-openapi-book-service	3.1.5		6ac8fb4ba6c2f5822f65ee870f2df876cf66fd3f
org.tpolecat	natchez-lightstep_3.0.0-RC2	0.0.21		ab7fdcd154c50cdca8d0ec51ca1d39e0e708a993
org.tpolecat	natchez-lightstep_3.0.0-RC2	0.0.22		0ac3b7c238163d1dae0745017ef901c93780c06f
org.tpolecat	natchez-lightstep_3.0.0-RC2	0.0.23		561c17efd1b51e4e4598736e1ca796c06e266b65
org.tpolecat	natchez-lightstep_3.0.0-RC2	0.0.24		6e812f3ca2363505985576aa100d0bfbb957b2d8
org.tpolecat	natchez-lightstep_3.0.0-RC2	0.1.0		f3379e4b42b8fd35aaf7c1b58bc81dbd6304f4cd
org.tpolecat	natchez-lightstep_3.0.0-RC2	0.1.1		3b321b9fd9be38b8fa5444175e376d46fdbc6186
org.tpolecat	natchez-lightstep_3.0.0-RC2	0.1.2		014e53d8a5f7c08fc462de56318558e813884dbc
org.tpolecat	natchez-lightstep_3.0.0-RC2	0.1.3		c6b95dffa2d7ca21af51468b3bd2501d3eb47475
org.typelevel	cats-core_sjs0.6_2.10	0.4.0		23fa1442e633a2c4666933f0c1f6785600f91b7b
org.typelevel	cats-core_sjs0.6_2.10	0.4.1		3625b612e07d84506a6aae98538f0eb9a40819c1
org.typelevel	cats-core_sjs0.6_2.10	0.5.0		78cc4761bf3c581c3e587d447b74f028f6c82375
org.typelevel	cats-core_sjs0.6_2.10	0.6.0		e0e17cf0215e99bb2b705138b6142a42674fd169
org.typelevel	cats-core_sjs0.6_2.10	0.6.0-M1		4791510f55567ed6a67ccfe1f1aa8e2c8952c56f
org.typelevel	cats-core_sjs0.6_2.10	0.6.0-M2		e71e1ca642e934155ec688a720d2a51e13be8e23
org.typelevel	cats-core_sjs0.6_2.10	0.6.1		c8932e69a8d40b25c188e564eb8e727b1c00c4dd
org.typelevel	cats-core_sjs0.6_2.10	0.7.0		4a82651aa59b16f6192ed4457905c2d86da02bc9
org.typelevel	cats-core_sjs0.6_2.10	0.7.1		d352aaa7f01ce14f9d829f20335b8913520a21a6
org.typelevel	cats-core_sjs0.6_2.10	0.7.2		54472747c8c3a8b4ae115c0d100d675da5721e18
org.typelevel	cats-core_sjs0.6_2.10	0.8.0		1f88073a01f3ace68a1953694aef8293b6a5c045
org.typelevel	cats-core_sjs0.6_2.10	0.8.1		10bc9ae5ee5d7e77b40edd7fe710524cadf4b5cf
org.typelevel	cats-core_sjs0.6_2.10	0.9.0		20fd9d992befd7e17187e386078ae06a01f18dd9
org.typelevel	cats-core_sjs0.6_2.10	1.0.0		94dad55652cc95e15132ea7b93331829b34ed249
org.typelevel	cats-core_sjs0.6_2.10	1.0.0-MF		c564e36b268a86778b73d3d1d67f23adabf06033
org.typelevel	cats-core_sjs0.6_2.10	1.0.0-RC1		1b9f3009babf5be950bf6c8273035ac7c8be276f
org.typelevel	cats-core_sjs0.6_2.10	1.0.0-RC2		2bf07387df711bc5ba162dd1e2f37b11050cbe28
org.typelevel	cats-core_sjs0.6_2.10	1.0.1		fff93c35ae0db3b5ff4576438a3665155214e5b4
org.typelevel	cats-core_sjs0.6_2.10	1.1.0		8152a9cf7183cbd46c32e371a2e0b23ed943b9c1
org.typelevel	cats-core_sjs0.6_2.10	1.2.0		4e1ebf035a8f786587bd7fad54acb23205eb6f4e
org.typelevel	cats-time-testkit_native0.4_3	0.5.1		ede73e5d9e5bea5a944b929858edd1c8437ecbd1
org.uvccamera	lib	0.0.0		N/A
org.uvccamera	lib	0.0.1		N/A
org.uvccamera	lib	0.0.10		N/A
org.uvccamera	lib	0.0.11		N/A
org.uvccamera	lib	0.0.12		N/A
org.uvccamera	lib	0.0.13		N/A
org.uvccamera	lib	0.0.2		N/A
org.uvccamera	lib	0.0.3		N/A
org.uvccamera	lib	0.0.4		N/A
org.uvccamera	lib	0.0.5		N/A
org.uvccamera	lib	0.0.6		N/A
org.uvccamera	lib	0.0.7		N/A
org.uvccamera	lib	0.0.8		N/A
org.uvccamera	lib	0.0.9		N/A
org.webjars.bower	jquery-knob	1.2.12		acf64923cc52050822fc19bab7de7fd2582ce9dd
org.webjars.bower	jquery-knob	1.2.13		1984bd48a9bde14623bbf6f512eff74df3b6db93
org.webjars.bowergithub.formkit	formkit	1.2.2		5cab296eeba1ad13bd7c4b3b6600123a483cf665
org.wvlet.airframe	airframe-json_sjs1.0-RC2_2.13	19.12.4		7ebcf14e39bd1c891317fe5652da19f645548a92
org.wvlet.airframe	airframe-json_sjs1.0-RC2_2.13	20.1.0		29168be7ca6371f08c6335f44de06d966517bc38
org.wvlet.airframe	airframe-json_sjs1.0-RC2_2.13	20.1.1		09c42b32f05b9a7ed3b2bad6418268ab35801f40
org.wvlet.airframe	airframe-json_sjs1.0-RC2_2.13	20.1.2		be83092469b5a276aa1a6cc2461e10f7c157a9a1
org.wvlet.airframe	airframe-json_sjs1.0-RC2_2.13	20.1.3		c60a9ada96e2a72de0c1ca6dbec34874e7dbae00
rocks.kavin	reqwest4j	1.0		511f6491f1cb06509600e9b4c973b23a405b4200
rocks.kavin	reqwest4j	1.0	all	39864b886309bce1341074924b93c7ab0d5191d7
rocks.kavin	reqwest4j	1.0.1		8e58f214151ca70044d3ebfbe0c3001b1d2d986e
rocks.kavin	reqwest4j	1.0.1	all	64abc101e9820befa9838ba46616da8b8a9121b1
rocks.kavin	reqwest4j	1.0.10		d38fcf5409a5471c9ff433d91a7081e679f65236
rocks.kavin	reqwest4j	1.0.10	all	d3972ba26a0592e4f3f09e2f8903ccf4846bbc93
rocks.kavin	reqwest4j	1.0.11		495eb30f88a6a702fe26d61599219ccc2ceb0116
rocks.kavin	reqwest4j	1.0.11	all	d6f7cb8d95967fb25189585dbb307f3829b40fa6
rocks.kavin	reqwest4j	1.0.12		4e71c4e96685296ffd292a36dda8501daf944628
rocks.kavin	reqwest4j	1.0.12	all	76061cc378f0ef56af110a62f927d2ea02d45735
rocks.kavin	reqwest4j	1.0.13		7081e0205857f5681abac7f0eda482a28bf9971b
rocks.kavin	reqwest4j	1.0.13	all	6104ec6b74718e45251223dd23d63df2e1c16961
rocks.kavin	reqwest4j	1.0.14		5b8fae1f32c62042ceda924c8878406fbc764622
rocks.kavin	reqwest4j	1.0.14	all	76325b7f57c7de3b5b0cbe2f7b2899b99707d472
rocks.kavin	reqwest4j	1.0.2		e607b16628a40a4aeebf086d981bcaf851c6fc0d
rocks.kavin	reqwest4j	1.0.2	all	088aa0424a247901a611141827a0625f7530b53d
rocks.kavin	reqwest4j	1.0.3		5b7a59cfb27b923bf795f3e9b0655d38391eb29f
rocks.kavin	reqwest4j	1.0.3	all	af7d43d7bd6328e83b8b02313805036ade7e284c
rocks.kavin	reqwest4j	1.0.4		71008e9346def17963326ead990699c6d2e2c8a3
rocks.kavin	reqwest4j	1.0.4	all	9ee1d6fecbfba246b1cecc59947e449f5879e166
rocks.kavin	reqwest4j	1.0.5		cfd4edeef90e5bf72458b0c7effdd9080d74211f
rocks.kavin	reqwest4j	1.0.5	all	a37955a347516cfa67e64c47ceb76d17a9c58f70
rocks.kavin	reqwest4j	1.0.6		1d4b049bdf75d2eb37bebe499dc25fd02bc94815
rocks.kavin	reqwest4j	1.0.6	all	1f79deac962e52c4c9415b926abbdab601378c69
rocks.kavin	reqwest4j	1.0.7		ae0eb7fbd03e386dc326de81ea1fec7bedef8a3a
rocks.kavin	reqwest4j	1.0.7	all	3dd293398ae734c83bec8b11afbdaab9804d138e
rocks.kavin	reqwest4j	1.0.8		38b969aaf927d7cadb7c8f4bbee185fbc11087f6
rocks.kavin	reqwest4j	1.0.8	all	2f86e2171de9b0fb8a089f0c7885d2b0a8ffbaa1
rocks.kavin	reqwest4j	1.0.9		107be85a4c803cc7683afcab7c556af71634718d
rocks.kavin	reqwest4j	1.0.9	all	310cadf2b2aceb52105226a14db3f908fab7b9c7
run.mone	http	1.5.0-jdk21		f467a9a7e941b98ea8a3ab9f026cc2dc73b5711e
run.mone	http	1.6.1-jdk21		1781cf381db680f9fb8bf557fa5b6617b0b5c4b2
tech.iooo.boot	iooo-boot-commonly-used	1.1.1		f5ece396f90672c9819c8a929363f4a2d1dadbc7
tech.iooo.boot	iooo-boot-commonly-used	1.1.2		804b414bb0a7b7b42bef76aedcead07c4c39ea8b
tech.iooo.boot	iooo-boot-commonly-used	1.1.3		cf051820e945c61b73af75681ad1203659847bbd
tech.iooo.boot	iooo-boot-commonly-used	1.1.4		e51b2f46b3a763c4b1da523ae93bc587c243ed9d
tech.iooo.boot	iooo-boot-commonly-used	1.1.5		68411e2758978543b5d79a9d4c28b34a516c2883
tech.iooo.boot	iooo-boot-commonly-used	1.1.6		34a49824e1c3b2b7c0a751ab4c5f2e12d84f1d39
tech.iooo.boot	iooo-boot-commonly-used	1.1.7		9057d1d97a296c923ef67b5fca0e721715f2c378
tz.co.asoft	symphony-visibility-mingwx64	3.0.11		N/A
tz.co.asoft	symphony-visibility-mingwx64	3.0.12		N/A
tz.co.asoft	symphony-visibility-mingwx64	3.0.13		N/A
tz.co.asoft	symphony-visibility-mingwx64	3.0.14		N/A
tz.co.asoft	symphony-visibility-mingwx64	3.0.15		N/A
tz.co.asoft	symphony-visibility-mingwx64	3.0.7		N/A
tz.co.asoft	symphony-visibility-mingwx64	3.0.8		N/A
tz.co.asoft	symphony-visibility-mingwx64	3.0.9		N/A
uk.matvey	slon	0.0.1		864a376aa30ae98d7e91a241566ed237ada8b827
uk.matvey	slon	0.0.2-RC1		d73974898a510730fa76257666c63b309ff3245a
uk.matvey	slon	0.0.2-RC2		75fec39a06ec7769327137e0a14598428ec25f4d
uk.matvey	slon	0.0.2-RC3		e362489c5461d65db4b39e1c172011633063706e
uk.matvey	slon	0.0.2-RC4		8b9bafcbde4b5f6f326e5d09213c3516567e0683
uk.matvey	slon	0.0.3		60f2656590379305112a09a464cea61d1b6b13f6
uk.matvey	slon	0.0.4		16acf2f927b325b8f646f1d6e0f2a0983ea52ed6
uk.matvey	slon	0.0.5		0ce20d53eccf4ac49d0607b4a94ab8f278edeed3
uk.matvey	slon	0.0.6		2c2f3b66f434f9768c3a123f0f1119ae37d6dd32
uk.matvey	slon	0.0.7-RC1		b14b46b2fffddbb7dfd99f3ba101296eac0f0e6f
