cn.fornever	tools	1.0-RELEASE		f801c0461aa4fca4997372b1eb8e2a2355cc9d9f
dev.zio	zio-aws-connectcampaigns_2.12	7.28.29.11		c0ffb42f1f931caca7e44e20c9e86af6a70df7da
dev.zio	zio-aws-connectcampaigns_2.12	7.28.29.12		24a59d30ec492b91f2c48d4eb436024040e34b61
dev.zio	zio-aws-connectcampaigns_2.12	7.28.29.13		67ce25417179cf50675de67cf4cdebe8b489fd71
dev.zio	zio-aws-connectcampaigns_2.12	7.28.29.14		aa2351e032430dde0e91fa73a271c3867ea3cc09
dev.zio	zio-aws-connectcampaigns_2.12	7.28.29.15		48dbe5e6fb0a33b4278e0f01b819fc50fe94b143
dev.zio	zio-aws-connectcampaigns_2.12	7.28.29.16		0006c073b1750a9bf83d1818cf78aefc54302412
dev.zio	zio-aws-connectcampaigns_2.12	7.28.29.17		d3442a273714d107010299ee182b8dd9d475ac17
dev.zio	zio-aws-connectcampaigns_2.12	7.28.29.18		7c74346661817ad91f6a6ae1cefd59cb7329cb64
dev.zio	zio-aws-connectcampaigns_2.12	7.28.29.19		56d944dd498e768ee794606667a191ae3e2599cd
dev.zio	zio-aws-connectcampaigns_2.12	7.28.29.2		bf0322ecee837522dfffb0e1f609ef5e68cd8e17
dev.zio	zio-aws-connectcampaigns_2.12	7.28.29.3		4849f08c181e0f1e23e4530b0f1ca916fa0d0c44
dev.zio	zio-aws-connectcampaigns_2.12	7.28.29.4		530bc4455ab5cf04a35fc3dd2b087cc43ee8a3bb
dev.zio	zio-aws-connectcampaigns_2.12	7.28.29.5		eae2ab9137693f9e5c01390558db6934cc97ffea
dev.zio	zio-aws-connectcampaigns_2.12	7.28.29.6		0bd9454cc804f07a6615147016536136ce6141af
dev.zio	zio-aws-connectcampaigns_2.12	7.28.29.7		de8af9820e601b5dcecd4956d4a2c9521e85166a
dev.zio	zio-aws-connectcampaigns_2.12	7.28.29.8		85c4a439ef9a1f33727f8e6361c3c9d957d16932
dev.zio	zio-aws-connectcampaigns_2.12	7.28.29.9		ad2224917d45a0952ba8fd819f83c0a0355bc887
dev.zio	zio-aws-connectcampaigns_2.12	7.30.15.1		1f37b6cbd86d56c197e50aa39c1a5f480be3ec3b
dev.zio	zio-aws-connectcampaigns_2.12	7.30.15.2		0551ccad34e374799d2e04322d780d7c34c1125f
dev.zio	zio-aws-connectcampaigns_2.12	7.30.16.1		1e41b6ecae084efe72d3c3115cc866159daff991
dev.zio	zio-aws-connectcampaigns_2.12	7.30.16.2		148bbee8b7e98ecbdf9b9bec5f1860a7b2ce37a4
dev.zio	zio-aws-connectcampaigns_2.12	7.30.16.3		e00b4f8226d2756edc89398b046db0212b372141
dev.zio	zio-aws-connectcampaigns_2.12	7.30.16.4		f4a232d8fab2096de32524a98aa9eae9c3e73256
dev.zio	zio-aws-connectcampaigns_2.12	7.30.20.1		1fce735f620b2775910a8297825b45f4f69d0a61
dev.zio	zio-aws-connectcampaigns_2.12	7.30.22.1		c02c5e3af4a22b9db8e94d7dadf29bacabfff275
dev.zio	zio-aws-connectcampaigns_2.12	7.30.22.2		eca31edc84085f681717a4c5d443e002dbbfe8a0
dev.zio	zio-aws-connectcampaigns_2.12	7.30.23.1		666a6b397ef8d27a600cc64a2e20fc1b08a38bc8
dev.zio	zio-aws-connectcampaigns_2.12	7.30.24.1		1b692bcbbdec49a8ac55e022d600f877c4605e75
dev.zio	zio-aws-connectcampaigns_2.12	7.30.24.2		be951aba4f1a2e0e40fa1da0669db73df4b1b10f
dev.zio	zio-aws-connectcampaigns_2.12	7.30.25.1		9d98fc80c957525ce94efc09d2662b169b7269ce
dev.zio	zio-aws-connectcampaigns_2.12	7.30.26.1		4a85f01a27693c3411775bdc7b34b491a9872c1c
dev.zio	zio-aws-connectcampaigns_2.12	7.30.27.1		51e24fd4326aef086c3fdcadd0f9418651144153
dev.zio	zio-aws-connectcampaigns_2.12	7.30.27.2		9b719c807baa086c66a77ca900aba4fed74f0115
dev.zio	zio-aws-connectcampaigns_2.12	7.30.29.1		df866e2af4f4def6e8eb24222f887a372bd8f81f
dev.zio	zio-aws-connectcampaigns_2.12	7.30.30.1		119cc82fa89df528232bb75d774397e5f9c1e9bc
dev.zio	zio-aws-connectcampaigns_2.12	7.30.31.1		304220620e45a53c839d9e2781bc635b9b213e6f
dev.zio	zio-aws-connectcampaigns_2.12	7.30.31.2		3b7750505d28eb4185f22e72fd356f36945d68e2
dev.zio	zio-aws-connectcampaigns_2.12	7.30.32.1		7c87b9b5c8fc5f463b79a58e63b7abcb6022d42c
dev.zio	zio-aws-connectcampaigns_2.12	7.30.33.1		eb249ed0e963651032203d36ed5d72d6dfeb5ff3
dev.zio	zio-aws-connectcampaigns_2.12	7.30.34.1		95b3c7ae3b1a2415edf3b8e6db30f73b385b9333
dev.zio	zio-aws-connectcampaigns_2.12	7.30.34.2		7cd89f6d7088db1be05027497e20abb90ea39c79
dev.zio	zio-aws-connectcampaigns_2.12	7.30.35.1		42394242ac59c9225cdf89712926fe8200721574
dev.zio	zio-aws-connectcampaigns_2.12	7.30.36.1		3f0e2da107f73e9ac53017aab2c6997d4d4cb3ef
dev.zio	zio-aws-connectcampaigns_2.12	7.30.37.1		d8a430e31e5946991d4fde7a1cc4d7e795690751
dev.zio	zio-aws-connectcampaigns_2.12	7.30.38.1		b9e7779d5317d4bf67f026cd711f2fae98ec464c
dev.zio	zio-aws-connectcampaigns_2.12	7.30.38.2		ce046f5a49c6658f5acf15af5d7610dfd599ed1e
dev.zio	zio-aws-connectcampaigns_2.12	7.31.0.1		a4be1f5acf20f81683ce78b7cd61d501793d0c6c
dev.zio	zio-aws-connectcampaigns_2.12	7.31.1.1		0d4879a834edaa52cd9d1aaa7c6740b663ca5859
dev.zio	zio-aws-connectcampaigns_2.12	7.31.1.3		5b98b0ebe9ce886ee314e21a7d3b5d29ea606e66
dev.zio	zio-aws-connectcampaigns_2.12	7.31.1.4		3383e6e694aa58b73dd1f0d5d68f27353bde6f78
dev.zio	zio-aws-connectcampaigns_2.12	7.31.1.5		3874b15706cc923eeff0798da22eb6a0cb63bccf
dev.zio	zio-aws-connectcampaigns_2.12	7.31.10.1		69ee7661653f8ced170e1da0c1caac60c4c2ce48
dev.zio	zio-aws-connectcampaigns_2.12	7.31.11.1		b90d86151d138c84dced7870b7fce572a3f51a81
dev.zio	zio-aws-connectcampaigns_2.12	7.31.13.1		10159b22cbbc51ef2a0c5b5846188a67583d1e7f
dev.zio	zio-aws-connectcampaigns_2.12	7.31.14.1		5b2dfbacc6c3f62497796680ae62bca1da1d29ac
dev.zio	zio-aws-connectcampaigns_2.12	7.31.15.1		061e7a321c62110acf39f8a62b3d0f764499ac6f
dev.zio	zio-aws-connectcampaigns_2.12	7.31.16.1		0dbfe7c6a153326637cbbb9a4f4a816691b6e0ee
dev.zio	zio-aws-connectcampaigns_2.12	7.31.16.2		eeef3d49b64820878dbf6840123ce2240c419738
dev.zio	zio-aws-connectcampaigns_2.12	7.31.17.1		a99826a3be194099665335d7001495ab89271d13
dev.zio	zio-aws-connectcampaigns_2.12	7.31.18.1		667c417e53bbe8121f55ccd58561a224e656e54a
dev.zio	zio-aws-connectcampaigns_2.12	7.31.19.1		e7b2b8b409a268da0683af1d7066c4ddada8c7e8
dev.zio	zio-aws-connectcampaigns_2.12	7.31.2.1		630875de5306e82c23fe7472de25ead0f8cf176a
dev.zio	zio-aws-connectcampaigns_2.12	7.31.20.1		9ac9be888bd38201ff2fba040d499cdd175460eb
dev.zio	zio-aws-connectcampaigns_2.12	7.31.21.1		5656f3dfaa98d29ef698fc11968aa15df1cdbf02
dev.zio	zio-aws-connectcampaigns_2.12	7.31.22.1		95d7a5c3e37782ddb2cfe6094bbe7a91c5e9f1e2
dev.zio	zio-aws-connectcampaigns_2.12	7.31.22.2		b81889eaf090cc1d6c3857b221e69c61445126d1
dev.zio	zio-aws-connectcampaigns_2.12	7.31.24.1		1aa520c30476b6e6eafcf2b86f3c539e30a24aec
dev.zio	zio-aws-connectcampaigns_2.12	7.31.25.1		36ef8a5961cf78f1b01f7972b38379193e7699cf
dev.zio	zio-aws-connectcampaigns_2.12	7.31.26.1		1798b0902451c2ea14eda6683940461ec7396ad4
dev.zio	zio-aws-connectcampaigns_2.12	7.31.26.2		fece91fcab2cf9de50d26dfe77bb418333bf774e
dev.zio	zio-aws-connectcampaigns_2.12	7.31.27.1		2c18f5fdb3011aea54605b0645dc8077d9a06df8
dev.zio	zio-aws-connectcampaigns_2.12	7.31.28.1		4c0474c5d712a7e91f068b652529a9d8e28252a9
dev.zio	zio-aws-connectcampaigns_2.12	7.31.3.1		f9678ddd28beddeaf7b9ac6feac5c7018c4f9521
dev.zio	zio-aws-connectcampaigns_2.12	7.31.30.1		e44c4941cd93aca18f22eb10e5e596a6677e04a6
dev.zio	zio-aws-connectcampaigns_2.12	7.31.4.1		4967ab82068343171e4ec57dfffa05fbbeaa5710
dev.zio	zio-aws-connectcampaigns_2.12	7.31.6.1		fcb46b6516408c4545fc4a84e0d9d8222f4d18d9
dev.zio	zio-aws-connectcampaigns_2.12	7.31.6.2		50cb41e03a39076b7f3ca9afaec464792db35fc9
dev.zio	zio-aws-connectcampaigns_2.12	7.31.6.3		c131fad97e7dfafc683811b173a7470b11d73928
dev.zio	zio-aws-connectcampaigns_2.12	7.31.7.1		92dc14e423f26d9411da10e5f23ae97c19a6cde9
dev.zio	zio-aws-connectcampaigns_2.12	7.31.8.1		812c0ee26d86b0d1a92afb61694f77552bfe5a03
dev.zio	zio-aws-connectcampaigns_2.12	7.31.9.1		1fdb7774e9d2048e3419ab53f6d2249ee198adef
guru.nidi	text-transform	1.0.5		47e77faeb7f34b109240c6ef4c14c83f49d79519
guru.nidi	text-transform	1.0.6		68f1c1cc0e88bc7ab9d92bde2cbbe33dd84948e5
in.procyk.compose	camera-qr-wasm-js	1.6.10-beta03.0		N/A
in.procyk.compose	camera-qr-wasm-js	1.6.10-rc01.0		N/A
in.procyk.compose	camera-qr-wasm-js	1.6.10-rc03.0		N/A
in.procyk.compose	camera-qr-wasm-js	1.6.10.0		N/A
in.procyk.compose	camera-qr-wasm-js	1.6.10.1		N/A
in.procyk.compose	camera-qr-wasm-js	1.6.2.1		N/A
io.buildo	wiro-core_2.13	0.8.1		17e424936f9f33a140cb4074b8bc52e803e33442
io.buildo	wiro-core_2.13	0.8.2		3e4f076aebbdb66b3edde493fd7bf8aaceed6420
io.buildo	wiro-core_2.13	0.8.3		4e39bf9a3df88ec3be838529379cffcd5cb41a71
io.fabric8.jube.images.fabric8	hubot-slack	2.2.10		6ec0bbb20314b9398d7de9024b490ddf6562305f
io.fabric8.jube.images.fabric8	hubot-slack	2.2.11		2f3dcaa9a727e9d7ebd2c28248ee84069970e19e
io.fabric8.jube.images.fabric8	hubot-slack	2.2.12		1806dd5fe24d5c395c16230aa1dc80be3f1bb3e4
io.fabric8.jube.images.fabric8	hubot-slack	2.2.14		408ebd0c8178bfad603b147703faa9046be64010
io.fabric8.jube.images.fabric8	hubot-slack	2.2.15.1		fc3bdcc9e07368f22bcabb602c7d5c8ff4c51ccf
io.fabric8.jube.images.fabric8	hubot-slack	2.2.16		6b70d549983fed93b056e1057ed2a687e3ee1fcc
io.fabric8.jube.images.fabric8	hubot-slack	2.2.17		8c8adfd9d22b14675f41f5b1e5f33841da31a94c
io.fabric8.jube.images.fabric8	hubot-slack	2.2.18		3496f94efdb8a0e3d192b7878bfe114e37210b06
io.fabric8.jube.images.fabric8	hubot-slack	2.2.19		ffaf41837159aae01887443965e3f896ba0556e3
io.fabric8.jube.images.fabric8	hubot-slack	2.2.23.1		d1b4833b08a27e0151c0e841d50564f456634f50
io.fabric8.jube.images.fabric8	hubot-slack	2.2.3		20917618e9963f073fb1efe0a8d2431849c57f02
io.fabric8.jube.images.fabric8	hubot-slack	2.2.5		cb2b7bcca97320373fde6c8488100693a27177c5
io.fabric8.jube.images.fabric8	hubot-slack	2.2.7		9325cef5e6810ddabc753ec0adecdf3a5684d4c3
io.fabric8.jube.images.fabric8	hubot-slack	2.2.9.1		6b1fe52dd8114f11aeac8d43f1331477c57e3f38
io.github.gdrfgdrf	spongepowered-mixin-cute-test-runner	1.0.0		4131ddc4e560be44d0d41cac3e8a57151309e25d
io.github.gdrfgdrf	spongepowered-mixin-cute-test-runner	1.1.0		66f46a33e476afbafa341f33b557a8c35758215a
io.github.gdrfgdrf	spongepowered-mixin-cute-test-runner	1.2.0		217f0bd050456e67ced4e37010198bd80816c79f
io.github.hengyunabc.xdiamond	xdiamond-server	1.0.1		N/A
io.github.hengyunabc.xdiamond	xdiamond-server	1.0.2		N/A
io.github.hengyunabc.xdiamond	xdiamond-server	1.0.3		N/A
io.github.hengyunabc.xdiamond	xdiamond-server	1.0.4		N/A
io.github.nunumao	standalone-core	0.0.1		dfdd0ac978196512c2a479a3147f9f04f271c21a
io.github.nunumao	standalone-core	0.0.2		88782df7ee7588908df6dac5c3cb330398c2265f
io.github.openjoe	smart-stage-archetype	1.0.0		07d114286c7c5ae8fd1d6b9170d134b563d63583
io.github.openjoe	smart-stage-archetype	1.0.1		cdee226dada553c69208f33517bf21aa22b57bf6
io.github.openjoe	smart-stage-archetype	1.0.2		dc76a618a52e3f1b840720d3660c5b6faea1cf0b
io.github.openjoe	smart-stage-archetype	1.0.3		9a9785299ff940847eedc7e92fb06bbb60620de1
io.github.tompee26	bunch-compiler	0.3.1		b9f4d549def6b96a6d8160fa747227ffa0720093
io.github.tompee26	bunch-compiler	0.4.0		56f4149b6af6951d8fdfbc9a431464bb74630e10
io.github.tompee26	bunch-compiler	0.5.0		ec5ec184e2bba3a500a9f047eca9c6f2f7d26d9c
io.github.x-team-plus	framework-doc	1.0.0		5856aaaa38d77ef9e12582bfa4d77cc00c7caca0
io.github.x-team-plus	framework-doc	1.0.1		6f7f2464b39b6e06338c1f77260e5b4e78295d2f
io.justcount	justcount-java-client	0.3.0		0ff2d6c5e45a502012f9eebbfe588d451c3f18ac
io.konig	konig-dao-sql-runtime	1.12.0		ea07d01ecdb98f0155b5c66a58cd4c7616c31cf6
io.konig	konig-dao-sql-runtime	2.0.0		9635015a515c05557144500a05cc8d5062d98603
io.konig	konig-dao-sql-runtime	2.1.0		0032da115f3834f2afa1490cc84a0120b88182bc
io.konig	konig-dao-sql-runtime	2.11.0		dabeeca7343d7c8cc5b1c76e9350b1b7b4ee7b4e
io.konig	konig-dao-sql-runtime	2.2.0		e087b704b526a34e44d002eb43d30e16d66ba639
io.konig	konig-dao-sql-runtime	2.3.0		6a1f2cb50471df7999d5fefd1f851d48015793fe
io.konig	konig-dao-sql-runtime	2.4.0		6784b97d82c817a97278961aa108c661deb9950d
io.konig	konig-dao-sql-runtime	2.5.0		a63285eb71b7709b57257059ef5a486e7eb7a4f0
io.konig	konig-dao-sql-runtime	2.6.0		bb00e518e262ce0b6c673aeda2596eb92bce46d5
io.konig	konig-dao-sql-runtime	2.7.0		75cbe274f167e996a113e9e9266dcebc0435a38d
io.konig	konig-dao-sql-runtime	2.8.0		135e4c6f39d6d2d96cfcdec9a3a00b7879e9f664
io.ks3	ks3-test-watchosarm64	0.2.0		N/A
io.ks3	ks3-test-watchosarm64	0.2.0	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
io.ks3	ks3-test-watchosarm64	0.2.1		N/A
io.ks3	ks3-test-watchosarm64	0.2.1	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
io.ks3	ks3-test-watchosarm64	0.3.0		N/A
io.ks3	ks3-test-watchosarm64	0.3.0	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
io.ks3	ks3-test-watchosarm64	0.3.1		N/A
io.ks3	ks3-test-watchosarm64	0.3.1	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
io.ks3	ks3-test-watchosarm64	0.4.0		N/A
io.ks3	ks3-test-watchosarm64	0.4.0	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
io.ks3	ks3-test-watchosarm64	0.5.0		N/A
io.ks3	ks3-test-watchosarm64	0.5.0	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
io.ks3	ks3-test-watchosarm64	0.6.0		N/A
io.ks3	ks3-test-watchosarm64	0.6.0	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
io.ks3	ks3-test-watchosarm64	1.0.0		N/A
io.ks3	ks3-test-watchosarm64	1.0.0	metadata	fc2f4498be3ab99f0ff34b51b6f8dce4f80c6469
io.macgyver.okrest3	okrest	3.0.0		23ba4f3de41fd5861cdfa31d5799537496ef4f3d
io.macgyver.okrest3	okrest	3.0.2		82ef83af551c6ed3f7eb9fbaa4fb7a3f54e7a8d6
io.macgyver.okrest3	okrest	3.0.3		8143892cf940ae054b5cc6f752c29ac63e5912e6
io.opencensus	opencensus-contrib-zpages	0.10.0		defdffc98e5301be118248d42c718cd7e13ac882
io.opencensus	opencensus-contrib-zpages	0.10.1		4e2cf2a5f05bffb8dedbc8f183f127cd46cd4a3f
io.opencensus	opencensus-contrib-zpages	0.11.0		e741acc339ee98e5e6f270c6706ad68aeef359a7
io.opencensus	opencensus-contrib-zpages	0.11.1		cda69350d9576320a960559f64d0d4f7504dbc80
io.opencensus	opencensus-contrib-zpages	0.12.0		fc87ede80a6d2a9a64a63c4d2825a515a6583d8b
io.opencensus	opencensus-contrib-zpages	0.12.1		b81de1dab23acca452be85251a62e75a2230af7b
io.opencensus	opencensus-contrib-zpages	0.12.2		44f8d5b81b20f9f0d34091baecffd67c2ce0c952
io.opencensus	opencensus-contrib-zpages	0.12.3		a0c30839dceec410132cdca8a2d21cf1d0a1d266
io.opencensus	opencensus-contrib-zpages	0.13.0		4d193315b1131f803ad247b77653833f5cdeee0b
io.opencensus	opencensus-contrib-zpages	0.13.1		54703ca557896defd3f655f6c3b21e85945e4604
io.opencensus	opencensus-contrib-zpages	0.13.2		3ea3126fe5e054a2899a863eace607f8dabf5af7
io.opencensus	opencensus-contrib-zpages	0.14.0		aae71f690a0265a855a3685c61d53e1496dd7a7b
io.opencensus	opencensus-contrib-zpages	0.15.0		f9748d0bf7d390a325d169fd44b4fdcf17dfe1b4
io.opencensus	opencensus-contrib-zpages	0.15.1		cb3c77c6a32b4ae33e400c568d795e9d9e8e0885
io.opencensus	opencensus-contrib-zpages	0.16.0		1da7e75522a80a5097d58ea8270a8c1d9d3234fb
io.opencensus	opencensus-contrib-zpages	0.16.1		5fe09e41a9435281eb4547bc57ae34b9fd6bbf21
io.opencensus	opencensus-contrib-zpages	0.17.0		cb4395e71a38db41c8639f7a42682c2820964e3b
io.opencensus	opencensus-contrib-zpages	0.18.0		bc77c27de8abc0f47da5c4562c73d8600f94d2c1
io.opencensus	opencensus-contrib-zpages	0.19.0		076ba34d4a4c9587543ba496a8ba1bcf85432814
io.opencensus	opencensus-contrib-zpages	0.19.1		5dec4db6064489a66194bc626a3612187b374d8b
io.opencensus	opencensus-contrib-zpages	0.19.2		ca1e52c5fec64f8014128243b38eea7be8a65553
io.opencensus	opencensus-contrib-zpages	0.20.0		ce156e81850564d6f6c8509a3639980f65bef79f
io.opencensus	opencensus-contrib-zpages	0.21.0		126e010006f5b6c94ef15c1ea75005ae011a0be7
io.opencensus	opencensus-contrib-zpages	0.22.0		74e7d7de61c1668459f20c122f4b0c4d52927a08
io.opencensus	opencensus-contrib-zpages	0.22.1		010bb382bc36346002d52fc4f7700075c5f14de0
io.opencensus	opencensus-contrib-zpages	0.23.0		380b081899695659446975c28d9f1860b7f45df2
io.opencensus	opencensus-contrib-zpages	0.24.0		866a96b377de284ba2e2533a91b497fb73050aa8
io.opencensus	opencensus-contrib-zpages	0.25.0		cf6deccff17f4edc7dbf47e6a091a3cb03b355cf
io.opencensus	opencensus-contrib-zpages	0.26.0		8ad6070159ff07b3d45b1df1184f57c25316b9f0
io.opencensus	opencensus-contrib-zpages	0.27.0		98fc0b1a029212c366db528393455dafe3ada750
io.opencensus	opencensus-contrib-zpages	0.27.1		ea090bb0152052be5e3b4226bb3aee82991fc299
io.opencensus	opencensus-contrib-zpages	0.28.0		d42a43373ecaccaf20d300ea97be88bce351c385
io.opencensus	opencensus-contrib-zpages	0.28.1		2cf81919844e21a9ffc0b85afb37a53000c8b175
io.opencensus	opencensus-contrib-zpages	0.28.2		3fdf3a0c43e84d3b43bc7db5803e1dfd70f9a44a
io.opencensus	opencensus-contrib-zpages	0.28.3		33c8a3b32631267c89ff2d0993622042b737001c
io.opencensus	opencensus-contrib-zpages	0.29.0		e9485d3a2258f3dd862a40d1ae3997035153f53a
io.opencensus	opencensus-contrib-zpages	0.30.0		f88e046107652b37ee0c3407f446c73ee98efd7a
io.opencensus	opencensus-contrib-zpages	0.31.0		f9341e2bb23319cf9007c0f2e26e07a3bb315315
io.opencensus	opencensus-contrib-zpages	0.31.1		98e090bd55e7cc65ee8b9ab0c18096a1331aad26
io.opencensus	opencensus-contrib-zpages	0.6.0		d3faaa988da76fc7386563c07bc98ac7fe4a5ea8
io.opencensus	opencensus-contrib-zpages	0.7.0		be5eeb24e9412c2d3dac814d6b548e19ec382796
io.opencensus	opencensus-contrib-zpages	0.8.0		40a5a054cedcabef065c0802a28380bc2e673dde
io.opencensus	opencensus-contrib-zpages	0.9.0		56f55e641828a11fa6b079054458684ff36dffba
io.opencensus	opencensus-contrib-zpages	0.9.1		97a4ffbb833138de1a0d236d1927457a55775172
net.sf.jguard	jguard-struts-example	1.1.0-beta-2		N/A
net.sf.jguard	jguard-struts-example	1.1.0-beta-3		N/A
net.sf.jguard	jguard-struts-example	1.1.0-beta-4		N/A
net.sf.jguard	jguard-struts-example	1.1.0-beta1		N/A
net.sf.okapi.filters	okapi-filter-epub	1.46.0		4d9cb35b03319f18a72e60cac43b441cb612f152
net.sf.okapi.filters	okapi-filter-epub	1.47.0		6f924a6a82f1d4e80b0590734bbaf831d666ee88
net.sf.okapi.filters	okapi-filter-openxml-ui	0.35		abb83f99d940a486564b2677d8cd5b1ede253406
net.sf.okapi.filters	okapi-filter-openxml-ui	0.36		c50505f1ba6c9e0f621758a4b6327251611da11f
net.sf.okapi.filters	okapi-filter-openxml-ui	0.37		17dd1a107ef5001f930c4c0fb4b02508c6697db6
net.sf.okapi.filters	okapi-filter-openxml-ui	0.38		50d2bf09b30bba3294eb387979bf43c95c2a858a
net.sf.okapi.filters	okapi-filter-openxml-ui	1.39.0		d2e5d0242af77a7603ea798fa2eae98978e37d9f
net.sf.okapi.filters	okapi-filter-openxml-ui	1.40.0		da7fb310b423262e76240343a5bcc51e9627e348
net.sf.okapi.filters	okapi-filter-openxml-ui	1.41.0		ff20b33eda079c2dfef5c27b4e11b6636037359d
net.sf.okapi.filters	okapi-filter-openxml-ui	1.42.0		ed697e1701109e59e305807fd9e014e6a66d267c
net.sf.okapi.filters	okapi-filter-openxml-ui	1.43.0		16a934c32ce6347142e7f402a0f54d688d9bfa90
net.sf.okapi.filters	okapi-filter-openxml-ui	1.44.0		0621d1152951e04b78b9daa188f575ab9ef73ec3
net.sf.okapi.filters	okapi-filter-openxml-ui	1.45.0		8768d06ad51c78dd1e2733a5f995d43620083477
net.sf.okapi.filters	okapi-filter-openxml-ui	1.46.0		93cc32ee27103677b9aeca50e66615bd150d3f98
net.sf.okapi.filters	okapi-filter-openxml-ui	1.47.0		f73b1d81f722bedb54992d24ab14d08b4b887c96
one.jpro.platform	jpro-auth-routing	0.4.3		ba68b04d54bed360a4f5261517dee13142a12b2c
one.jpro.platform	jpro-auth-routing	0.4.4		c35e7149f07c3f168eea6a902b10e7cffa56f54f
one.jpro.platform	jpro-auth-routing	0.5.0		15c5d99cdbda856b0d266719c2599311f9f969a7
one.jpro.platform	jpro-auth-routing	0.5.1		79c4603c7b33ac2168d37b740fed47bcabce3c2b
one.jpro.platform	jpro-auth-routing	0.5.2		28290d77bd6cfc5f1f21ffa3156a17ec1e57109e
one.jpro.platform	jpro-auth-routing	0.5.3		8e2825afebb3b3944733c3f9639707d7a0b9dfbd
one.jpro.platform	jpro-auth-routing	0.5.4		7877e6ade5aab277a4b81b096178e6c2c9af70a8
one.jpro.platform	jpro-auth-routing	0.5.5		47f780552231eaf363055fe63f7c3dab4a84bd42
one.jpro.platform	jpro-auth-routing	0.5.6		8679ef2cf16a270588e65cf08f6690d4c45b7900
org.activiti	activiti-modeler	5.14		e94ae65b35e4961574dfa86850e8cd47da9bb028
org.activiti	activiti-modeler	5.15		0754a28b626c6d60b266d93c045d1ac07b7ad555
org.activiti	activiti-modeler	5.15.1		ea2bde7eb8362ebce312cd60b3f7404d3f5c92b6
org.activiti	activiti-modeler	5.16		c7486f79bfebef7a4677e217d98d9e20fd292a0b
org.activiti	activiti-modeler	5.16.1		6feb7f2cd1725cb48357f105ce8faaa4b521d307
org.activiti	activiti-modeler	5.16.2		08a342bf5fef99f536910af6a799f6900c151548
org.activiti	activiti-modeler	5.16.3		bff56a580b0480cbcc0304344865f890be73793a
org.activiti	activiti-modeler	5.16.4		df6b601695b77d9622bb27f997f4290b300301e9
org.activiti	activiti-modeler	5.16.5		789a45fa12593f07b6c1c47e00ae6deaf4d9e5cb
org.activiti	activiti-modeler	5.16.6		3a3bda759e0f8d3a07fc7fbf439af6afe57602f2
org.activiti	activiti-modeler	5.17.0		63c27fdb6686b85c8232393249b129a0ed49537c
org.activiti	activiti-modeler	5.18.0		354f703cbecacc30acb397a7e23aee8101fca7a1
org.activiti	activiti-modeler	5.19.0		69b1f70d9eddccaa073dbd5c97dc410e76a923a8
org.activiti	activiti-modeler	5.19.0.1		534d45d7a85a0f464f0a7abe6a582bb0436d6860
org.activiti	activiti-modeler	5.19.0.2		be0adf2adf22cb27646b77c8c3e5d7a2c0c1add4
org.activiti	activiti-modeler	5.19.0.3		53166a233fb7093aaf502d73cb3f6f977ca2ef8c
org.activiti	activiti-modeler	5.20.0		83c2505388771908a27ba4c6b12f49f08658202b
org.activiti	activiti-modeler	5.21.0		36927a3281b628bc920560ff6835df0e3f942bf4
org.activiti	activiti-modeler	5.22.0		22810cac1a914ba38431aaed15e11df4027be609
org.activiti	activiti-modeler	5.23.0		4c32ef452de024430dd00da01f35d877d9fd5a7f
org.activiti	activiti-modeler	5.23.0-RC1		4125c18698e1e5ad8415c7d88b4a19b2b6670a0e
org.apache.karaf.examples	karaf-jpa-example-provider-blueprint-hibernate	4.2.1		f1a01690d173261419e0bc568ebe7dea7a1ad264
org.apache.karaf.examples	karaf-jpa-example-provider-blueprint-hibernate	4.2.10		76d5fe6ac62a46c4f266c969b7adcb3bc3d3d38c
org.apache.karaf.examples	karaf-jpa-example-provider-blueprint-hibernate	4.2.11		43c916a46a06448612b6613357bd59b599692f66
org.apache.karaf.examples	karaf-jpa-example-provider-blueprint-hibernate	4.2.12		d0d259834077c41ae12931f6a97ce77d155f38a8
org.apache.karaf.examples	karaf-jpa-example-provider-blueprint-hibernate	4.2.13		4d4095b9c6e8101aefc911c59bd6aac1bc9f3e55
org.apache.karaf.examples	karaf-jpa-example-provider-blueprint-hibernate	4.2.14		226da6b45ddc5bae1c5b86109d9256d6a8515833
org.apache.karaf.examples	karaf-jpa-example-provider-blueprint-hibernate	4.2.15		6b92f44edf5f30bd1a0f108ddce35d01cb397a16
org.apache.karaf.examples	karaf-jpa-example-provider-blueprint-hibernate	4.2.16		6a0261622e37cce77f0ac0fa439e0d1aa8bd4eae
org.apache.karaf.examples	karaf-jpa-example-provider-blueprint-hibernate	4.2.2		9768270bc9e53a6834f33b03de3761dd14aacf3d
org.apache.karaf.examples	karaf-jpa-example-provider-blueprint-hibernate	4.2.3		460cd871bf8811a5a5880dd8d8e06e917db316a0
