ch.dvbern.oss.commons-logging-mdc	dvb-commons-logging-mdc-parent	0.0.2		N/A
org.apache.struts	struts2-osgi-bundles	2.3.24.3		N/A
org.apache.struts	struts2-osgi-bundles	2.3.28		N/A
org.apache.struts	struts2-osgi-bundles	2.3.28.1		N/A
org.apache.struts	struts2-osgi-bundles	2.3.29		N/A
org.apache.struts	struts2-osgi-bundles	2.3.3		N/A
org.apache.struts	struts2-osgi-bundles	2.3.30		N/A
org.apache.struts	struts2-osgi-bundles	2.3.31		N/A
org.apache.struts	struts2-osgi-bundles	2.3.32		N/A
org.apache.struts	struts2-osgi-bundles	2.3.33		N/A
org.apache.struts	struts2-osgi-bundles	2.3.34		N/A
org.apache.struts	struts2-osgi-bundles	2.3.35		N/A
org.apache.struts	struts2-osgi-bundles	2.3.36		N/A
org.apache.struts	struts2-osgi-bundles	2.3.37		N/A
org.apache.struts	struts2-osgi-bundles	2.3.4		N/A
org.apache.struts	struts2-osgi-bundles	2.3.4.1		N/A
org.apache.struts	struts2-osgi-bundles	2.3.7		N/A
org.apache.struts	struts2-osgi-bundles	2.3.8		N/A
org.apache.struts	struts2-osgi-bundles	2.5		N/A
org.apache.struts	struts2-osgi-bundles	2.5-BETA1		N/A
org.apache.struts	struts2-osgi-bundles	2.5-BETA2		N/A
org.apache.struts	struts2-osgi-bundles	2.5-BETA3		N/A
org.apache.struts	struts2-osgi-bundles	2.5.1		N/A
org.apache.struts	struts2-osgi-bundles	2.5.10		N/A
org.apache.struts	struts2-osgi-bundles	2.5.10.1		N/A
org.apache.struts	struts2-osgi-bundles	2.5.12		N/A
org.apache.struts	struts2-osgi-bundles	2.5.13		N/A
org.apache.struts	struts2-osgi-bundles	2.5.14		N/A
org.apache.struts	struts2-osgi-bundles	2.5.14.1		N/A
org.apache.struts	struts2-osgi-bundles	2.5.16		N/A
org.apache.struts	struts2-osgi-bundles	2.5.17		N/A
org.apache.struts	struts2-osgi-bundles	2.5.18		N/A
org.apache.struts	struts2-osgi-bundles	2.5.2		N/A
org.apache.struts	struts2-osgi-bundles	2.5.20		N/A
org.apache.struts	struts2-osgi-bundles	2.5.22		N/A
org.apache.struts	struts2-osgi-bundles	2.5.25		N/A
org.apache.struts	struts2-osgi-bundles	2.5.26		N/A
org.apache.struts	struts2-osgi-bundles	2.5.27		N/A
org.apache.struts	struts2-osgi-bundles	2.5.28		N/A
org.apache.struts	struts2-osgi-bundles	2.5.28.1		N/A
org.apache.struts	struts2-osgi-bundles	2.5.28.2		N/A
org.apache.struts	struts2-osgi-bundles	2.5.28.3		N/A
org.apache.struts	struts2-osgi-bundles	2.5.29		N/A
org.apache.struts	struts2-osgi-bundles	2.5.30		N/A
org.apache.struts	struts2-osgi-bundles	2.5.31		N/A
org.apache.struts	struts2-osgi-bundles	2.5.32		N/A
org.apache.struts	struts2-osgi-bundles	2.5.33		N/A
org.apache.struts	struts2-osgi-bundles	2.5.5		N/A
org.apache.struts	struts2-osgi-bundles	2.5.8		N/A
org.apache.struts	struts2-osgi-bundles	6.0.0		N/A
org.apache.struts	struts2-osgi-bundles	6.0.3		N/A
org.apache.struts	struts2-osgi-bundles	6.1.1		N/A
org.apache.struts	struts2-osgi-bundles	6.1.2		N/A
org.apache.struts	struts2-osgi-bundles	6.1.2.1		N/A
org.apache.struts	struts2-osgi-bundles	6.1.2.2		N/A
org.apache.struts	struts2-osgi-bundles	6.2.0		N/A
org.apache.struts	struts2-osgi-bundles	6.3.0		N/A
org.apache.struts	struts2-osgi-bundles	6.3.0.1		N/A
org.apache.struts	struts2-osgi-bundles	6.3.0.2		N/A
org.apache.struts	struts2-osgi-bundles	6.4.0		N/A
org.apache.struts	struts2-osgi-bundles	6.6.0		N/A
org.apache.struts	struts2-osgi-bundles	6.6.1		N/A
org.apache.struts	struts2-osgi-bundles	6.7.0		N/A
org.apache.struts	struts2-osgi-bundles	6.7.4		N/A
org.bluestemsoftware.open.maven.tparty	maven-tparty	1		N/A
org.codelibs.fess	fess-webapp-semantic-search	14.10.0		f9fd84d96fac1866cb96320a5ec367a2886f9912
org.codelibs.fess	fess-webapp-semantic-search	14.10.1		5b2e7577f275d9b31898abac553028a4d7e33389
org.codelibs.fess	fess-webapp-semantic-search	14.11.0		c85599f3be30b1dceb8d46d2d4011d97b8683b4d
org.codelibs.fess	fess-webapp-semantic-search	14.14.0		c768754efcf3ad7ef3e9cbead4cb0a3fc22feeb4
org.codelibs.fess	fess-webapp-semantic-search	14.15.0		366ecc88cff4cdae6dfd16ce094d3e432baa043e
org.codelibs.fess	fess-webapp-semantic-search	14.16.0		de3aad942775c56298dcc6d4daac9761017a4c31
org.codelibs.fess	fess-webapp-semantic-search	14.17.0		45e9d1b2dac6a9487a4ddfe4d25ee212bdb35a6e
org.codelibs.fess	fess-webapp-semantic-search	14.18.0		0dac177a75c87cc142d128fd8bd4d72af85fa54d
org.codelibs.fess	fess-webapp-semantic-search	14.19.0		15fe36a49d5c03213bae0e8aac2e8c0fe31e1ba4
org.codelibs.fess	fess-webapp-semantic-search	14.6.0		1eb1c33f166a35496a2943f6aafd3cd4d608f05b
org.codelibs.fess	fess-webapp-semantic-search	14.7.0		6cc0b1e57fc98a9154d644628f2a4db259b9b995
org.codelibs.fess	fess-webapp-semantic-search	14.8.0		7383fefcfcab0ee88849208e851c5a069b251fec
org.codelibs.fess	fess-webapp-semantic-search	14.9.0		768a1a0f98781ced6d1b7d48ba8f9fdf207a75b7
org.deeplearning4j	deeplearning4j-nlp	0.0.3.2		374df80d20dbb8a1c69a36701b1abfdeb3ad94dc
org.deeplearning4j	deeplearning4j-nlp	0.0.3.2.1		e27f3cdd0647551dd534d2b53a0cac5379a1b07c
org.deeplearning4j	deeplearning4j-nlp	0.0.3.2.2		149d15ba0f64c9d10d94e614e59f0fc55356d52d
org.deeplearning4j	deeplearning4j-nlp	0.0.3.2.4		ec1ff30809f585f1737521fbc38abfa0273a1778
org.deeplearning4j	deeplearning4j-nlp	0.0.3.2.5		88563ca03634957b99df94dd10f2e1a2f7cbb939
org.deeplearning4j	deeplearning4j-nlp	0.0.3.2.6		193f12033da2974d1036916b05336a68abd9f403
org.deeplearning4j	deeplearning4j-nlp	0.0.3.2.7		8605b5f3a53680ac0a856409b0549b38ff6e1411
org.deeplearning4j	deeplearning4j-nlp	0.0.3.3		98ec95c41b0f2b54f7deb86141054445c42177e9
org.deeplearning4j	deeplearning4j-nlp	0.0.3.3.1.alpha1		e65984cb7f265ab0366e898f325f756864b5947a
org.deeplearning4j	deeplearning4j-nlp	0.0.3.3.2.alpha1		c01f0992c7ad6ef81ef8f60408286bdfb6da861a
org.deeplearning4j	deeplearning4j-nlp	0.0.3.3.3.alpha1		f020e29352ae071b8531b090fa06f80f29c0a3fb
org.deeplearning4j	deeplearning4j-nlp	0.0.3.3.4.alpha2		12e078a6ccf2912833e2be3c086e10383d235ce1
org.deeplearning4j	deeplearning4j-nlp	0.4-rc0		909839911a09390406046b58037c0e35a9ffeae9
org.deeplearning4j	deeplearning4j-nlp	0.4-rc1		f079c6ec448ac377df3421ed6b585c6bd1c338b1
org.deeplearning4j	deeplearning4j-nlp	0.4-rc1.2		d45389c90c5b32c44eb37f3aa68ff7faf7af319d
org.deeplearning4j	deeplearning4j-nlp	0.4-rc2.2		235f33d17dde44dca7802178caa7be49abd18613
org.deeplearning4j	deeplearning4j-nlp	0.4-rc3		34372c485b3d863e6dd149d99a80935ee7fec7b5
org.deeplearning4j	deeplearning4j-nlp	0.4-rc3.1		08d9aae0cee28ada304c35bd72ab63a8964b3a78
org.deeplearning4j	deeplearning4j-nlp	0.4-rc3.10		a9a9998a699d74d40b8bf5e4415082463aeab29f
org.deeplearning4j	deeplearning4j-nlp	0.4-rc3.2		7ec801921091d13dbb5af3fc5d220483976cecd0
org.deeplearning4j	deeplearning4j-nlp	0.4-rc3.3		371ef61ca42727342bd4a8d152892b16500b8bf9
org.deeplearning4j	deeplearning4j-nlp	0.4-rc3.4		5350bb20dcc8acd558cd2e41c651904c05f5e81c
org.deeplearning4j	deeplearning4j-nlp	0.4-rc3.6		9c87bf992d2ee860ec7770141248571cc7e2640c
org.deeplearning4j	deeplearning4j-nlp	0.4-rc3.7		c4d0389a9838607159d62de1893715d4e52bbc03
org.deeplearning4j	deeplearning4j-nlp	0.4-rc3.8		5d93673aab184961d64ea93117b5f1f29b3c3ddf
org.deeplearning4j	deeplearning4j-nlp	0.4-rc3.9		83430095d0c6418d9308f169be34638a68a64a95
org.deeplearning4j	deeplearning4j-nlp	0.4.0		aae4ba2abff62b379113ad4877f9a58d6d653014
org.deeplearning4j	deeplearning4j-nlp	0.5.0		6a33aba7caca84acf28c879372072afa7a6a82b5
org.deeplearning4j	deeplearning4j-nlp	0.6.0		e003741e1ec0cce3b54ae456146d10b0478bdebe
org.deeplearning4j	deeplearning4j-nlp	0.7.0		caefdbd44c9b8a1decc611f4be28fee352ce1d8c
org.deeplearning4j	deeplearning4j-nlp	0.7.1		4f13863b556e831ffb1666a687b29b9b2cf624f3
org.deeplearning4j	deeplearning4j-nlp	0.7.2		aae9f25191c9db220c80567f2434d739c705fbfc
org.deeplearning4j	deeplearning4j-nlp	0.8.0		bb79ddfd4c8c594c6ccb5f651bbf4e5b7902f3bb
org.deeplearning4j	deeplearning4j-nlp	0.9.0		f62e29341263512843dd3848469c6aa42d17f4a9
org.deeplearning4j	deeplearning4j-nlp	0.9.1		b355a7bc1fb120480de435c6b9df82ccecd9c334
org.deeplearning4j	deeplearning4j-nlp	1.0.0-M1		ed7e66275bfd14c63c3b7e68634b7dfc6ce0d6dd
org.deeplearning4j	deeplearning4j-nlp	1.0.0-M1.1		b1d4feed4fd7a6335939426145e803b09cd31b11
org.deeplearning4j	deeplearning4j-nlp	1.0.0-M2		29f0a7df851550a7c82eea0f3b7a44999d118f39
org.deeplearning4j	deeplearning4j-nlp	1.0.0-M2.1		7508e011bfce7c6df8745e3b030159e4dfef29dc
org.deeplearning4j	deeplearning4j-nlp	1.0.0-alpha		04979043ee8eac048004a518a1fadef7bd58bb9d
org.deeplearning4j	deeplearning4j-nlp	1.0.0-beta		a33379ea6e40369d71d5a470d18b8de736c6df30
org.deeplearning4j	deeplearning4j-nlp	1.0.0-beta2		8237927d7aa89d64dc25f04b1a451261ad7ba41d
org.deeplearning4j	deeplearning4j-nlp	1.0.0-beta3		b203742edd52130ee2b27b2065c81dca50bc5fb5
org.deeplearning4j	deeplearning4j-nlp	1.0.0-beta4		3c58ffab76188b61c9838b07b586766645a5174e
org.deeplearning4j	deeplearning4j-nlp	1.0.0-beta5		39f4f8e93321e474322adb57a3501b538977eda3
org.deeplearning4j	deeplearning4j-nlp	1.0.0-beta6		48a9f5c7397e9473b05af9aecde7d5ee38c434c3
org.deeplearning4j	deeplearning4j-nlp	1.0.0-beta7		9d145dbee055820caf634388fbb54c4e2c5c28e8
org.drewcarlson	mobius-core-watchosarm64	0.1.4		N/A
org.drewcarlson	mobius-core-watchosarm64	0.1.4	metadata	fdb61e9dfdfb82e5c3c03bd918e0f56bd605e24c
org.drewcarlson	mobius-core-watchosarm64	0.1.5		N/A
org.drewcarlson	mobius-core-watchosarm64	0.1.5	metadata	97ab65e0f6cd60b545b89ed6a4b5f0141803aa9c
org.drewcarlson	mobius-core-watchosarm64	0.1.6		N/A
org.drewcarlson	mobius-core-watchosarm64	0.1.6	metadata	fdc00fe063e7bdd9a824c4f9907c1d42421015dd
org.drewcarlson	mobius-core-watchosarm64	0.1.7		N/A
org.drewcarlson	mobius-core-watchosarm64	0.1.7	metadata	ecb929627df42b70288a1e11e8b5700ef9ae8641
org.hotswapagent	hotswap-agent-jackson-plugin	2.0.0		9dd090f56a5806bacb3b5dea3cd004bd26e1ea16
org.hotswapagent	hotswap-agent-jackson-plugin	2.0.1		5ea758c15baff38f8e240852316df07815510a50
org.hotswapagent	hotswap-agent-jackson-plugin	2.0.2		371ff6d8d726721134fd6ef181b87124256137ab
org.http4s	http4s-play-json_2.13	0.10.0-M10		ad19756422cb7d1bfb09592ffa0ef6dc1e000ffa
org.http4s	http4s-play-json_2.13	0.21.0		9b1c26bfa0a440e5ed5834664f4a0938297a026f
org.http4s	http4s-play-json_2.13	0.21.0-M1		0110364caa2e3a90a686b3717c1a72da414bec73
org.http4s	http4s-play-json_2.13	0.21.0-M2		e3e1eea09c10d1366d83433da2a6a8eceb075dda
org.http4s	http4s-play-json_2.13	0.21.0-M3		fa980c4d24ecbd6107afb08d090f382b5eb3621e
org.http4s	http4s-play-json_2.13	0.21.0-M4		4bab30f5204306de4674e47079569068fb41e580
org.http4s	http4s-play-json_2.13	0.21.0-M5		9e1f3678efabdeff0d36a5960b3be75dc5b4104d
org.http4s	http4s-play-json_2.13	0.21.0-M6		fd24245e75843e7e201f270c1f136d97de0de69c
org.http4s	http4s-play-json_2.13	0.21.0-RC1		c034141573d9893e6b035aef1a264377f42c185e
org.http4s	http4s-play-json_2.13	0.21.0-RC2		5b28962e3566b6bc65407290989e0a0f6463dfaa
org.http4s	http4s-play-json_2.13	0.21.0-RC3		a707b6d2a9aa98daa4b34069c11f8872810eedbd
org.http4s	http4s-play-json_2.13	0.21.0-RC4		081fdb05769750b0d1468ef30edb97c39c77fa11
org.http4s	http4s-play-json_2.13	0.21.0-RC5		eccb966c7888b0b3f004cd5b77688ce8f0e8f396
org.http4s	http4s-play-json_2.13	0.21.1		ff28995c1779f2e3dbca3df480f8b8738eb463e8
org.http4s	http4s-play-json_2.13	0.21.11		99ee9bce8c43442bbee920f7ed220ff1037b9305
org.http4s	http4s-play-json_2.13	0.21.12		29ae70126c226e2191bfc4c714421e1e878f7a19
org.http4s	http4s-play-json_2.13	0.21.13		01d77fd01660fe06ec70ae17a6adb08c1687a746
org.http4s	http4s-play-json_2.13	0.21.14		826666a5e48beee81ea37bb878f381e14faf249f
org.http4s	http4s-play-json_2.13	0.21.15		3728332384bc11a8f36ff8d74b3b97dbfb9287a5
org.http4s	http4s-play-json_2.13	0.21.16		c5e5560e88f6f2cd3352bf60bf2d93b5fff66e2a
org.http4s	http4s-play-json_2.13	0.21.17		96832b970d783d110d28597c14e6d7a2751a4cc5
org.http4s	http4s-play-json_2.13	0.21.18		89323578301de06e2cc1fab5f79c92e3c3e4e97f
org.http4s	http4s-play-json_2.13	0.21.19		8cd716a846e70d3ee2b417b305dc62fe6f373741
org.http4s	http4s-play-json_2.13	0.21.2		51a4d3ce99e7802573286d2304ff0887729f18ff
org.http4s	http4s-play-json_2.13	0.21.20		53d2c30c76787133a4b54ca75232676b2d540557
org.http4s	http4s-play-json_2.13	0.21.21		d9020d5d6b5a93bf3177786d0e0834ed5974bf15
org.http4s	http4s-play-json_2.13	0.21.22		b4b024f4cabbeb3b9e504506d8cf4e7c7f9e8203
org.http4s	http4s-play-json_2.13	0.21.23		57e5b4f4e1c5ccfe9625aa996d5a1cffb4b56ed2
org.http4s	http4s-play-json_2.13	0.21.24		7cc8f0a7f10304d6486e12ba23306ba74dd42017
org.http4s	http4s-play-json_2.13	0.21.25		f70de2fef399b000ca32fc7caad9a5bed677897b
org.http4s	http4s-play-json_2.13	0.21.26		e24e2ca920f1b08e97d731c950e26a802aa7c038
org.http4s	http4s-play-json_2.13	0.21.27		77ef8ce3c9bcb1eb2970bae810e579cb77280dcc
org.http4s	http4s-play-json_2.13	0.21.28		e9357cc070722b74b1a344b6591b2a4df8813314
org.http4s	http4s-play-json_2.13	0.21.29		6bb90575ebf6de6a6eca9703c75bc166c78835b7
org.http4s	http4s-play-json_2.13	0.21.3		117f402e029c96f1425f7049ae11bd5fefefcdda
org.http4s	http4s-play-json_2.13	0.21.30		2da455a4699de868b4ed1e4e9054996a0cba29b3
org.http4s	http4s-play-json_2.13	0.21.31		a69d9649b51d066c115dc813630498428fb32707
org.http4s	http4s-play-json_2.13	0.21.32		af8015e04cf81964cf11327e34e7174bad517e5f
org.http4s	http4s-play-json_2.13	0.21.33		51da36c96163de30205e618b674d24f08b601406
org.http4s	http4s-play-json_2.13	0.21.34		f616ada30656b0af78d26be20bb9f5545aabcb06
org.http4s	http4s-play-json_2.13	0.21.4		be3854f196c6bc841f3efb75a803a378469c09fe
org.http4s	http4s-play-json_2.13	0.21.5		0322469eb650f7c8ff9164a53e2d96575698e18b
org.http4s	http4s-play-json_2.13	0.21.6		40131322baac068cbd6432b9e63652fd5ad361bd
org.http4s	http4s-play-json_2.13	0.21.7		23a2b2b0a130dafc961ec1c74daf6cb1107c1f62
org.http4s	http4s-play-json_2.13	0.21.8		005b1eb9c1dc1338cc532e0280a1e66854b0424a
org.http4s	http4s-play-json_2.13	0.21.9		603e2c9c2409e80380cf2146238fd022d9603547
org.http4s	http4s-play-json_2.13	0.22-129-24d065b		d73fcef4751f46221640f486d4f1a69f71f9d2c7
org.http4s	http4s-play-json_2.13	0.22-143-49b5a8d		85c9bf8f1843c338bcde11ca18e4b00b74f06f24
org.http4s	http4s-play-json_2.13	0.22-53-01128f5		7d1272d3361b24a9fcd1fa9fcf78e9b693d82396
org.http4s	http4s-play-json_2.13	0.22-96-55d3184		ab77367997c6701bbed659a17031bbf7707bd0ce
org.http4s	http4s-play-json_2.13	0.22.0		fbfe818044e930ba85bde66a52762e311ed01b84
org.http4s	http4s-play-json_2.13	0.22.0-M1		39512c986ec8d5cb0dc565ed1fe2a9c1360316fa
org.http4s	http4s-play-json_2.13	0.22.0-M2		41dfeab53077e18a7f7360c4240b1a035f96478a
org.http4s	http4s-play-json_2.13	0.22.0-M3		0bdfb63449dbcae862c77b329c6231d3f11f6c3c
org.http4s	http4s-play-json_2.13	0.22.0-M4		7199abe9bfde70da3d296762bfb5333d240bf30e
org.http4s	http4s-play-json_2.13	0.22.0-M5		7661f8126f845dcd694c9bc2e80b83ed1ca8dfb3
org.http4s	http4s-play-json_2.13	0.22.0-M6		0fefaa4e5f31bff703a9aafbc1fc51efb1ed89b1
org.http4s	http4s-play-json_2.13	0.22.0-M7		01b43ab542ac04f38f9facbac014f6f04d78f584
org.http4s	http4s-play-json_2.13	0.22.0-M8		da90e876318e78f17fa87f644df9a61323adada4
org.http4s	http4s-play-json_2.13	0.22.0-RC1		cef39ba5e334d9c5865a8b6dad162328402a7dc8
org.http4s	http4s-play-json_2.13	0.22.1		ace94621de695032a4c3795897cc733082ad08ec
org.http4s	http4s-play-json_2.13	0.22.10		714dc9ac8bfbff00b88fc82d6b24647c4a6b7d24
org.http4s	http4s-play-json_2.13	0.22.11		30809bf4a6baf8dc84d9d63f5405ea3f477691db
org.http4s	http4s-play-json_2.13	0.22.12		0df5c28fb8c0a3d338a41210686b7480d42f8980
org.http4s	http4s-play-json_2.13	0.22.13		fc04317060bf64f3d46e2bdc20c1aa3251c71ddd
org.http4s	http4s-play-json_2.13	0.22.14		7033dbd1bb8f6197b7480dbbeaea4d64053a592a
org.http4s	http4s-play-json_2.13	0.22.15		b4587fdd55a04f6a8b024682d34f0a01efbb5e8e
org.http4s	http4s-play-json_2.13	0.22.2		606e079ffb89ed8607352ba2326f9df5710584ca
org.http4s	http4s-play-json_2.13	0.22.3		18bc52b06dd8da1860e6015570cd58820b6d6f45
org.http4s	http4s-play-json_2.13	0.22.4		b4fb861680f56feafa35270881fd51186de44d15
org.http4s	http4s-play-json_2.13	0.22.5		e5db6a8e69ca05da76887ef66609da7f1cd6790d
org.http4s	http4s-play-json_2.13	0.22.6		1cff794b5af6f513975735644dd0b09318772fc9
org.http4s	http4s-play-json_2.13	0.22.7		d447b74c82d5d3a03821c4443611e3f6431ba175
org.http4s	http4s-play-json_2.13	0.22.8		2e88908827824b3871c44bf60e604bd4bbbd4475
org.http4s	http4s-play-json_2.13	0.22.9		fdef96255613c270ffa68e59cc49076b579047c1
org.http4s	http4s-play-json_2.13	0.23.0		ffac991fd9e4d2f19ed20eb5b984efa29a49907d
org.http4s	http4s-play-json_2.13	0.23.0-M1		7d34b7330ff0ccf05998f4e8dfec19a026cb512d
org.http4s	http4s-play-json_2.13	0.23.0-RC1		b461cafb2dd313fe88e6ab0f9a0f6543e01e251d
org.http4s	http4s-play-json_2.13	0.23.1		a3fa3d442a725ede16200b61d5522f9a62c1e974
org.http4s	http4s-play-json_2.13	0.23.10		60e3cbc4e8073c8faa566f5b3896603839fafc84
org.http4s	http4s-play-json_2.13	0.23.11		1d1cbaacc1ac8dc3907d6478e6e3167be16034dc
org.http4s	http4s-play-json_2.13	0.23.12		53cc1944005f871a373144507142a5c50366608a
org.http4s	http4s-play-json_2.13	0.23.13		2d6e83a028ed800d5586259ebf323b40b9705801
org.http4s	http4s-play-json_2.13	0.23.14		cd630381e18bb0f80e6bc72bd1edf2d6a74b1386
org.http4s	http4s-play-json_2.13	0.23.15		f4945b991965d45c152ec928ded0ee80a04e486b
org.http4s	http4s-play-json_2.13	0.23.2		11df3ef9d34797a16b6e852d8e5b1e9c6f11386e
org.http4s	http4s-play-json_2.13	0.23.3		4e606087609daae87232d19b3aff0afb8270f624
org.http4s	http4s-play-json_2.13	0.23.4		476c28d63f7a91f6da21564accb7a7b12b05adca
org.http4s	http4s-play-json_2.13	0.23.5		7d3d248026c979ade4e14cc1b4c682137bd8a258
org.http4s	http4s-play-json_2.13	0.23.6		54fcc3cbc3d80e42736882a54282e5aa68f37b00
org.http4s	http4s-play-json_2.13	0.23.7		01994802bdc3a8944c46a9f40633a97567c905af
org.http4s	http4s-play-json_2.13	0.23.8		1d29c4bde421f8af7734737596d76d48c6b0ca8b
org.http4s	http4s-play-json_2.13	0.23.9		870d753230055b4005ee60fbfa15db7b81cd540c
org.http4s	http4s-play-json_2.13	1.0-10-df008e1		8a3906f7d4aab5002ac110b279e5f3ff5cc4dbe9
org.http4s	http4s-play-json_2.13	1.0-103-5f6e845		bb3e7a8f6f5dc62e6ec5d0797cb79d535f8dd50d
org.http4s	http4s-play-json_2.13	1.0-107-6676c1e		4f7001c198722052a6862dc11c36f1657056f277
org.http4s	http4s-play-json_2.13	1.0-12-e6a1f1f		26a9c18d63f458d0779140eb880052febfeb23d4
org.http4s	http4s-play-json_2.13	1.0-14-7c5ec00		57fa2562ed595a8a49cd46a7385e13b22e32bef5
org.http4s	http4s-play-json_2.13	1.0-14-cdeb1e3		ce8027e3cde8a9ee823e1d5f6313fb14917d7c4c
org.http4s	http4s-play-json_2.13	1.0-16-b673b49		c35c4c44728a1a60567528916355153333dca350
org.http4s	http4s-play-json_2.13	1.0-18-659c58b		5dbbfa0a6d3ee6934c067c9e999645e9418ff686
org.http4s	http4s-play-json_2.13	1.0-18-a497d1a		0f51e581ceebc8087bbb30d761a1f19c23974482
org.http4s	http4s-play-json_2.13	1.0-2-1e49ccf		743a6d341a71ee28786f4f3794e174b24acb66e0
org.http4s	http4s-play-json_2.13	1.0-2-79831c5		8b42fd7b09024d4b4af19544ea98a304c96c3786
org.http4s	http4s-play-json_2.13	1.0-21-a0087dd		a5e36d7cb9657a561814bdb6a3724cb49f7ae5a1
org.http4s	http4s-play-json_2.13	1.0-23-f99b0af		d8202a799f3cecd74745ef9032c580743bec468a
org.http4s	http4s-play-json_2.13	1.0-231-e9b2b41		bce6ceb8b6bb9216a5bde401e68c067c16994acb
org.http4s	http4s-play-json_2.13	1.0-232-85dadc2		08d844b4119f39d97889a6972be25d0dd3dc04ea
org.http4s	http4s-play-json_2.13	1.0-234-d1a2b53		d791bbfd48c8c99c9276b8e88e0783d60976e0ab
org.http4s	http4s-play-json_2.13	1.0-25-f1a4ab0		c64b1950673fa47b6c00f4e2a44672450db6db51
org.http4s	http4s-play-json_2.13	1.0-37-9661f07		8debff365bfbaf31ec94c398f6d37ac9fff5638c
org.http4s	http4s-play-json_2.13	1.0-39-5736fdc		de8381f24ce1300e2fab3cedbaf04ae4f5f2bc9a
org.http4s	http4s-play-json_2.13	1.0-4-a7fc4a9		c5fedf7ab43fac061b6e70900f2d37a54a070132
org.http4s	http4s-play-json_2.13	1.0-57-0368053		bbe1976798a22ad2baea0f2d04b2b211decd541a
org.http4s	http4s-play-json_2.13	1.0-6-e439945		ba102e5287d2ad565f3df9d4a583de167f934414
org.http4s	http4s-play-json_2.13	1.0-81-ce14ddb		4e57c4891bc1cfc85d09550a0080b355697ef075
org.http4s	http4s-play-json_2.13	1.0.0-M10		785d6144707c98370ccfb0bfea3a62d8795749b1
org.http4s	http4s-play-json_2.13	1.0.0-M13		4ba95ca4977efc5f7f105799e93758019f88d876
org.http4s	http4s-play-json_2.13	1.0.0-M14		a3202d59c3ec228f5c95c31312b593c9af2d3b9e
org.http4s	http4s-play-json_2.13	1.0.0-M15		ade4fb08189ce2df2f22d3bcb5e841515a54cf84
org.http4s	http4s-play-json_2.13	1.0.0-M16		8c07562ced7535cd93d693564a65fb8cce22d59f
org.http4s	http4s-play-json_2.13	1.0.0-M17		793b879522a51ea14f9bd20d35bc50dac66ef84b
org.http4s	http4s-play-json_2.13	1.0.0-M18		b49ce66104e667b7e4519103922ddde4a7ae8135
org.http4s	http4s-play-json_2.13	1.0.0-M19		49525526844ba1584f1e398be26556a383e29617
org.http4s	http4s-play-json_2.13	1.0.0-M2		92fb46bc452a620fe7d80bbbeaff606202f51c3f
org.http4s	http4s-play-json_2.13	1.0.0-M20		f9d9290239fbdff4246db4e4f67f8006ee768bc7
org.http4s	http4s-play-json_2.13	1.0.0-M21		b12036fa7429df38c968f11f4bb3e5bbbd6dc471
org.http4s	http4s-play-json_2.13	1.0.0-M22		6213f50b47029c75131644747b97174d14559282
org.http4s	http4s-play-json_2.13	1.0.0-M23		7a6af0cad49e51d663ffab9370cd636879bc2807
org.http4s	http4s-play-json_2.13	1.0.0-M24		52324661d35eb6a0a0417937ac1db38118d110f0
org.http4s	http4s-play-json_2.13	1.0.0-M25		19a411350836e0480fec4f9de8c29e089f4adc5c
org.http4s	http4s-play-json_2.13	1.0.0-M27		bbebc21ae3895ab3a4fc6535a10f59492e177518
org.http4s	http4s-play-json_2.13	1.0.0-M28		fa24ff7dead2d08999f2db85dd3237cdc85405a9
org.http4s	http4s-play-json_2.13	1.0.0-M29		290611145b8515da8c9359a6ed5b0d62a4bbf56a
org.http4s	http4s-play-json_2.13	1.0.0-M3		95ccd8ce635a6db1d1c69472359b62d43166542c
org.http4s	http4s-play-json_2.13	1.0.0-M30		497c96013c34cfcfeedf36d601b783eca4a78b50
org.http4s	http4s-play-json_2.13	1.0.0-M31		dafc9639a7e11b75841608f242543f444948a446
org.http4s	http4s-play-json_2.13	1.0.0-M32		93e946043d960e20d8e1195dec7f15f4ce7d0246
org.http4s	http4s-play-json_2.13	1.0.0-M4		cfd9bdec7280951e14206c2b698afcfdc15bc644
org.http4s	http4s-play-json_2.13	1.0.0-M5		d079b28c563ec202225d914dbe4a6bb391ff2ec3
org.http4s	http4s-play-json_2.13	1.0.0-M6		9beb4e683dff6d266fbd22a351a7108f2687208a
org.http4s	http4s-play-json_2.13	1.0.0-M7		e2906e1b1bbe87dbdec8e2958363d54146483836
org.http4s	http4s-play-json_2.13	1.0.0-M8		cdb67f654d6d0f142ecc94d12c9e5a0cb2bf5dd8
org.http4s	http4s-play-json_2.13	1.0.0-M9		1decb6f3a06c8aa291df6e018c481051c1b1fa21
org.kevoree.library	org.kevoree.library.controlflow	5.5.0		b10baf711305442efaab92a302832250046709df
org.kevoree.library	org.kevoree.library.controlflow	5.5.2		71fc344cc09d157f59da8400590714a86ac36af3
org.kevoree.library	org.kevoree.library.controlflow	5.5.3		676d5a05d82194e6149a9e60c16dc59ae7ecd2dd
org.mvnpm.at.radix-ui	react-use-escape-keydown	1.0.3		19b9e27293307dc01b259c5a0bf144139f8c964b
org.mvnpm.at.radix-ui	react-use-escape-keydown	1.1.0		6a94d0684a09072e328422f47085bc8c60b45a80
