cc.zhaoac	faith-tool-secure	1.1.0		6249520b934c3f4872305366b9c1e2fe90ca44f0
io.mantisrx	mantis-publish-netty-guice	2.0.112		c969a9d234c2ba7c26425926a5f788de41fd9f47
io.mantisrx	mantis-publish-netty-guice	2.0.113		d6230dda7b7904b86321bade183cb61118f68ff6
io.mantisrx	mantis-publish-netty-guice	2.0.114		a0733b37b742624f66ecf12c99a7d533c9972627
io.mantisrx	mantis-publish-netty-guice	2.0.115		fd121ad7d6e18da6fd1f8aa82f810c8d0918265b
io.mantisrx	mantis-publish-netty-guice	2.0.116		b55ab6a5191ef9cbf5a9ed306f6e62c2814baae1
io.mantisrx	mantis-publish-netty-guice	2.0.12		fc5316601fe452a2faa83cf738e95e24d3eb7c82
io.mantisrx	mantis-publish-netty-guice	2.0.13		e76432060df66104d26b8553db63ae449080c8a9
io.mantisrx	mantis-publish-netty-guice	2.0.14		b0218ae5a23eedf5ce988d39957187825489d0bb
io.mantisrx	mantis-publish-netty-guice	2.0.15		f247c1f92dbc65c8884fff37a964ed2fc26fe6b7
io.mantisrx	mantis-publish-netty-guice	2.0.16		3f4fc16c9b4f09e7aee6d78142647412200f917c
io.mantisrx	mantis-publish-netty-guice	2.0.17		d0d445ba89272a365e52c2c3eb26ec6768b1a417
io.mantisrx	mantis-publish-netty-guice	2.0.18		13eb6604b8dede07daecc715286743d647b58972
io.mantisrx	mantis-publish-netty-guice	2.0.19		37ea0a35af3f08de9fba70a1884b5e58dec7a57e
io.mantisrx	mantis-publish-netty-guice	2.0.2		363bb6100286e672ff9bff91da2e4bad08843f09
io.mantisrx	mantis-publish-netty-guice	2.0.20		5abc8aa785d89883d1732ba4f0dffd8d9e217f2a
io.mantisrx	mantis-publish-netty-guice	2.0.21		445374f17917e9a117e2011ce1fa7d244c3edda2
io.mantisrx	mantis-publish-netty-guice	2.0.22		2532eac3966df64d8f3bf8a96836050006c5db95
io.mantisrx	mantis-publish-netty-guice	2.0.23		598e4b466039c8c31890b2e45bbf08c6e05caa08
io.mantisrx	mantis-publish-netty-guice	2.0.24		b5e480d122d19eaaa36a7f3fc4f1051b8a1e1597
io.mantisrx	mantis-publish-netty-guice	2.0.25		8fd5e9df5dffa0d61dbecc5a850df6c91bf05bf8
io.mantisrx	mantis-publish-netty-guice	2.0.26		9812decbc80de6bb4525a96ceeb2d0bc5fa582d3
io.mantisrx	mantis-publish-netty-guice	2.0.27		54c759dde52139ac5937e44a25824d90e345d872
io.mantisrx	mantis-publish-netty-guice	2.0.28		387cc01af208422f168b7d9b41d0399e2f9612ac
io.mantisrx	mantis-publish-netty-guice	2.0.29		e68ab1be561b518a3fbfff18dc216264bd57dcbd
io.mantisrx	mantis-publish-netty-guice	2.0.3		18c0170b1df1e19e44f9e2162e15ccbe2ef1b2e9
io.mantisrx	mantis-publish-netty-guice	2.0.30		1a8f9776b99aa3f634147b8fd8b5517d4abdff6e
io.mantisrx	mantis-publish-netty-guice	2.0.31		a041ace641fd301f044984f56ab701c6e7bad2aa
io.mantisrx	mantis-publish-netty-guice	2.0.32		8ca3b504dc4e76f2f5c64653b37ffc1a887664b8
io.mantisrx	mantis-publish-netty-guice	2.0.34		a355ad1548c15ad6dcababeebfb24b3f0a8af216
io.mantisrx	mantis-publish-netty-guice	2.0.35		dea374fa15b803be13e52ac2909be03c62633d8c
io.mantisrx	mantis-publish-netty-guice	2.0.36		d5ef429501aebe18bf2cafd34494bb434bf1a0ef
io.mantisrx	mantis-publish-netty-guice	2.0.37		aa4beaf2cbbf9737affeb99747afd6b84828278d
io.mantisrx	mantis-publish-netty-guice	2.0.38		cc4a4ca7ec99cdb3d2a0bacbd8282d91d97dc3f1
io.mantisrx	mantis-publish-netty-guice	2.0.39		eb8ed869a3d673ed5c0eb801211ce3d8c97b1fc1
io.mantisrx	mantis-publish-netty-guice	2.0.4		b32c553a56f36603704cc30928a0fc00c7db5f66
io.mantisrx	mantis-publish-netty-guice	2.0.40		b67c1a51ef0467348dd6b3fa7d3e794059b794bb
io.mantisrx	mantis-publish-netty-guice	2.0.41		6a048566bace63b9d62746547294df9bc41c3c76
io.mantisrx	mantis-publish-netty-guice	2.0.42		3f386fdb6edd4903e62ec1896468b443f8b352d5
io.mantisrx	mantis-publish-netty-guice	2.0.43		538bf9ae39709dc9ece60dc69031ac3549c522c5
io.mantisrx	mantis-publish-netty-guice	2.0.44		ed76f20beb0117858c3c52359a805ca6094d0fbe
io.mantisrx	mantis-publish-netty-guice	2.0.45		68355b507c88b1dacfe0933b79ab5b67312c6adf
io.mantisrx	mantis-publish-netty-guice	2.0.46		137e917f8a553473c4dc48845ff8769655ada12b
io.mantisrx	mantis-publish-netty-guice	2.0.47		dea12cdd01eadbe37576db526875ef294010fb03
io.mantisrx	mantis-publish-netty-guice	2.0.48		7da5a882906ad348117a9f4d79fa142ea5959643
io.mantisrx	mantis-publish-netty-guice	2.0.49		585bfafccec0baf5dfe57c9cd931a853c6674e46
io.mantisrx	mantis-publish-netty-guice	2.0.5		600e587d46dd29d01bab02e8a161c48247723541
io.mantisrx	mantis-publish-netty-guice	2.0.51		4b978ae80c47c37807879ed13b59ca819156e38b
io.mantisrx	mantis-publish-netty-guice	2.0.52		3da6f4c2b2074e613e6074253842bf8a2874e8c3
io.mantisrx	mantis-publish-netty-guice	2.0.53		10d85a44dd5f8c1eb8a3c40e23b7bdebb16b71a5
io.mantisrx	mantis-publish-netty-guice	2.0.54		871a19a35193879c237df99a8b9c20d1df879d1f
io.mantisrx	mantis-publish-netty-guice	2.0.55		4e0c5e6c5f250e90b5271669635513156648ec29
io.mantisrx	mantis-publish-netty-guice	2.0.56		d4316d1eec075dbbf2af09205bcc0f58e1d1b790
io.mantisrx	mantis-publish-netty-guice	2.0.57		647c59aaf4baead305b9f1f2c2a93ce70934782c
io.mantisrx	mantis-publish-netty-guice	2.0.58		adb74eb550b3b4256a711c42107d2220140ce087
io.mantisrx	mantis-publish-netty-guice	2.0.59		24a30e5e683e7ae4c8a62d5bc94321c966b888b1
io.mantisrx	mantis-publish-netty-guice	2.0.6		f7fa0eb3eeb15a1e29df297bb89cc0f9afabd8ba
io.mantisrx	mantis-publish-netty-guice	2.0.61		ba5e10fd73fb8082097c44fee2d22044e330eba0
io.mantisrx	mantis-publish-netty-guice	2.0.62		069793aa4375288d3c968e2229034171e150785f
io.mantisrx	mantis-publish-netty-guice	2.0.63		2210d90bc19168e4f94da979e239859a817f7dcf
io.mantisrx	mantis-publish-netty-guice	2.0.66		420172811dcd6a15853d9b0dabe29ef467fd2f62
io.mantisrx	mantis-publish-netty-guice	2.0.67		c5af1b19b59a2a4974fa597ffc2f566186d7c058
io.mantisrx	mantis-publish-netty-guice	2.0.68		304553f89b68155d6353d9300de69f9567597843
io.mantisrx	mantis-publish-netty-guice	2.0.69		5b48af22315360bfb050b33ed8b05df181bc62b6
io.mantisrx	mantis-publish-netty-guice	2.0.7		6096c9c7cdcd1cc66030d97989cad551a7e2d328
io.mantisrx	mantis-publish-netty-guice	2.0.70		cad6a91ce3a375fe38c7726d03d90191a08456d4
io.mantisrx	mantis-publish-netty-guice	2.0.71		da4eaa26fc6973a964078fa21acbde76ef21ed3e
io.mantisrx	mantis-publish-netty-guice	2.0.72		1db77343788ffc53c03dc0989e1b9efc851aede5
io.mantisrx	mantis-publish-netty-guice	2.0.73		7a88039b719abd8376c4d4ad68a115b357af113d
io.mantisrx	mantis-publish-netty-guice	2.0.74		132a479b8f26d129a145f75efd049fde0f24b147
io.mantisrx	mantis-publish-netty-guice	2.0.75		b83d985d07d0b64741c1d9fd9af9e5718db04fe4
io.mantisrx	mantis-publish-netty-guice	2.0.76		c63c1de8354c02349c714780f3ed50298d6e84d4
io.mantisrx	mantis-publish-netty-guice	2.0.77		9a8b04f903f2f9afbe7e80d1863ce90cf2d0ef3a
io.mantisrx	mantis-publish-netty-guice	2.0.78		705444886411d0a3cb57b155092c9d1f34aca4b9
io.mantisrx	mantis-publish-netty-guice	2.0.79		b5efd47f6da7ddaeef931a096e36cf6e7ce27e2c
io.mantisrx	mantis-publish-netty-guice	2.0.8		d53571502d3bc8658836e69c3732a88e794afa2f
io.mantisrx	mantis-publish-netty-guice	2.0.81		12415c2b47c5b18a060084c1237bbc414a011078
io.mantisrx	mantis-publish-netty-guice	2.0.82		f6aecbcede9be100a29cc5fbce201a15351994f5
io.mantisrx	mantis-publish-netty-guice	2.0.83		1162b3e4d5cb7605224380fcd003831804ca4a3f
io.mantisrx	mantis-publish-netty-guice	2.0.88		d80d9d9169ab452c5bdaf952e169fe1653100b3c
io.mantisrx	mantis-publish-netty-guice	2.0.89		127629b05db8cfffcda47c096b7395741ba286d7
io.mantisrx	mantis-publish-netty-guice	2.0.9		ec9fbf76e40db83d2a5e0effcbe3a1cb6c1e9f47
io.mantisrx	mantis-publish-netty-guice	2.0.90		56a651e67705b6d267dbad18cdae94558ce1829c
io.mantisrx	mantis-publish-netty-guice	2.0.91		9de1ddd108e6f8b26b80c8a8e9d6d95edb9ca4f8
io.mantisrx	mantis-publish-netty-guice	2.0.92		61672e72d53d950e23ce37f1ce3f0733f552a55b
io.mantisrx	mantis-publish-netty-guice	2.0.93		b69cae17d87c88ee64686e57ec46da88ddee94a1
io.mantisrx	mantis-publish-netty-guice	2.0.94		754c20bffba47988b4a5b49827a9ac9d708588a2
io.mantisrx	mantis-publish-netty-guice	2.0.95		da7beb7e0acefa5907b2c2080165888d780ade0d
io.mantisrx	mantis-publish-netty-guice	2.0.96		28687fcfc04f3d97948b1859cb5ad1bd75045f8b
io.mantisrx	mantis-publish-netty-guice	2.0.97		edb7f9f7927b280e832630db48393561db4b2663
io.mantisrx	mantis-publish-netty-guice	2.0.98		3bb69c8fcfdf06d0775fee2d854a820ac3c6421d
io.mantisrx	mantis-publish-netty-guice	2.0.99		585b16d624eed4c862bd01af1723044c5243dd45
io.mantisrx	mantis-publish-netty-guice	3.0.0		836075fe60761d40687a2bd122df7ec8d45f99c5
io.mantisrx	mantis-publish-netty-guice	3.0.1		9c272beddd5739caec136b87d92f19feba7ed4f8
io.mantisrx	mantis-publish-netty-guice	3.0.10		977280cb65d3bbf4d3d7e8cca312eccf6540c38d
io.mantisrx	mantis-publish-netty-guice	3.0.11		6105a98e64dcad5d3469c4764744fb857805a5c5
io.mantisrx	mantis-publish-netty-guice	3.0.12		f2e75a8438269b6db9e5b871dbb3541ad0221cae
io.mantisrx	mantis-publish-netty-guice	3.0.13		0031fb69b479c98b6347e254191ccaaeda32d10f
io.mantisrx	mantis-publish-netty-guice	3.0.14		2ec90e06a9897de53d741a152b9d805db6500dbe
io.mantisrx	mantis-publish-netty-guice	3.0.15		b86203b5c8fd90496d452a6f4006b98112c89802
io.mantisrx	mantis-publish-netty-guice	3.0.16		4eb8a3a8169d7814e8b3c452ea557180a3402b67
io.mantisrx	mantis-publish-netty-guice	3.0.17		166d399ee0cce61c3a646ec7668a92c5a18cbd25
io.mantisrx	mantis-publish-netty-guice	3.0.18		5dca49c5afe587832f25a3bd121e7cc1f548547c
io.mantisrx	mantis-publish-netty-guice	3.0.19		2c1642f7bcd45eaeac0f968e08d0da5801bfe876
io.mantisrx	mantis-publish-netty-guice	3.0.2		786986f074bc8d9e191f0a64990825e43aa2cf85
io.mantisrx	mantis-publish-netty-guice	3.0.3		f8bdb51cd3f67341ff10030e24603bc3e9867c7c
io.mantisrx	mantis-publish-netty-guice	3.0.4		1f7cfd903abdce204211281634c3f46196adfd01
io.mantisrx	mantis-publish-netty-guice	3.0.5		9885fc466206519343698f54c9a025e3edb9d38c
io.mantisrx	mantis-publish-netty-guice	3.0.6		eed360125661198d4bab21f2c40d598a2145f5f5
io.mantisrx	mantis-publish-netty-guice	3.0.7		430bcf03a44036910b181ed67effc502cb414313
io.mantisrx	mantis-publish-netty-guice	3.0.8		41668b316269058ee9e0b2aaf197945f48ac392c
io.mantisrx	mantis-publish-netty-guice	3.0.9		61a1ff5538181887bfbbcc6a686b917b40f1942a
io.mantisrx	mantis-publish-netty-guice	3.1.0		177e5a6ea905bcd7f7c340fafafad2c1c0a45833
io.mantisrx	mantis-publish-netty-guice	3.1.1		006bbee495db2ad80a27241dfbf4c20c0e0d122a
io.mantisrx	mantis-publish-netty-guice	3.1.11		13b38b77f871287070be0ae74415969a046773bf
io.mantisrx	mantis-publish-netty-guice	3.1.2		4e0de495b75497b40d3f8921b423a39f90b9bd0a
io.mantisrx	mantis-publish-netty-guice	3.1.3		38a9e3b56309004d9c8bf8e75b1af352c08c046d
io.mantisrx	mantis-publish-netty-guice	3.1.4		1387f620efab73b572623a1cc9cfb134c9b532c1
io.mantisrx	mantis-publish-netty-guice	3.1.5		3ce927f804cbbb398c7ea278e8a907bae951484c
io.mantisrx	mantis-publish-netty-guice	3.1.6		71d6f88f3f810a926dba676ace60119bd8d461f3
io.mantisrx	mantis-publish-netty-guice	3.1.7		dcf762b86fd93c5486a4537d69d36a4c31efe301
io.mantisrx	mantis-publish-netty-guice	3.1.8		d3e03bf5fe1eb5a20e4aebab1f1c17e737ef7c90
io.mantisrx	mantis-publish-netty-guice	3.1.9		5f01a04a76f0e5cb52ebd08e1540f2757556ec3f
io.mantisrx	mantis-publish-netty-guice	3.2.0		f4a9edb82d55260c9f721ca516c8d100ac63dcb8
io.mantisrx	mantis-publish-netty-guice	3.2.1		8ee8cb55c330cdd90a959d251fba6e6fd22a8e48
io.mantisrx	mantis-publish-netty-guice	3.2.2		a02c20a82d881094c206337dc3cb9505ccc5db41
io.mantisrx	mantis-publish-netty-guice	3.3.0		90fe2c09c925f87ca36d8e3d0104cdf3828c1d60
io.mantisrx	mantis-publish-netty-guice	3.4.0		2e10870e3030dff7bc6148a0c72967447dc9388a
io.micronaut.aws	micronaut-function-client-aws-v2	4.10.0		d1ac32faa8eb33b45a5914845dfa5274163feebb
io.micronaut.aws	micronaut-function-client-aws-v2	4.7.0		91a9844887d5278e6952d4d5d46434aa11f5c830
io.micronaut.aws	micronaut-function-client-aws-v2	4.7.1		4b28aa633a8a16ebc0056fbabc2cecfd9c583032
io.micronaut.aws	micronaut-function-client-aws-v2	4.8.0		2ec7a2d20ff688aec1354b5933c8903221e7d312
io.micronaut.aws	micronaut-function-client-aws-v2	4.9.0		bab78e69fe09f8d4b80d0e37c4d274e9ae23f760
net.corda	corda-opentelemetry	4.10		020738a8816c42821213bd73a528319cd8db1040
net.corda	corda-opentelemetry	4.10.3		bed1736778fd7a9becf8aff4708e1e53743128ae
net.corda	corda-opentelemetry	4.10.4		36e56b9200c6853b699f750ab39065dd5f33d67d
net.corda	corda-opentelemetry	4.10.5		ed058a8875687c3211843387ae7357ad37ddd9e5
net.corda	corda-opentelemetry	4.10.6		b235d468ebc0147e3c4dfe68a09978489049a8cc
net.corda	corda-opentelemetry	4.11		6c725928c8b556474aadea8095395a0b03023ac5
net.corda	corda-opentelemetry	4.11.1		90ebdb1703798083d2d5979fde43da69301e47c2
net.corda	corda-opentelemetry	4.11.2		91cbc51dc321f5e22d26660e3a882833bc97b9e3
net.corda	corda-opentelemetry	4.11.3		36bae9bdee59ccc5c80ce0d147ac3c6f357ba709
net.corda	corda-opentelemetry	4.11.4		4fadb2fcaa50049064921608aced5831d664e2d9
net.corda	corda-opentelemetry	4.11.5		c39f59674efc3c125a15fc25e603f7e73b505506
net.corda	corda-opentelemetry	4.12		12437bc064d8eff235ae41cc73e207f0adaf8aca
net.corda	corda-opentelemetry	4.12.1		99f2595cd75ac060aaf92ba638c1c199c0aa93d9
net.corda	corda-opentelemetry	4.12.2		cf168cf46a7975c2dff3ff1f184c86d13d17522c
net.corda	corda-opentelemetry	4.12.3		1f98992b7ee89c0251c7a6439b07eff5992bef6d
net.corda	corda-opentelemetry	4.12.4		6046c8859a9c397551fba9231cf2b64ad36ff0cd
net.corda	corda-opentelemetry	4.12.5		a7b3259002f9309ff713909449099ad2f7a877af
net.tascalate.javaflow	net.tascalate.javaflow.tools.cdi-javaagent	2.0		b56ebdadb098bc86c21128d443732afb8b74d984
net.tascalate.javaflow	net.tascalate.javaflow.tools.cdi-javaagent	2.1		3890678918cf9c5c938eb78d05df4c738884af02
net.tascalate.javaflow	net.tascalate.javaflow.tools.cdi-javaagent	2.2		fe1d24114e80c93e97b78e9eb87f99f9854f69a1
net.tascalate.javaflow	net.tascalate.javaflow.tools.cdi-javaagent	2.2.1		039ae7062b36cde67cfec7193622992caafe0005
net.tascalate.javaflow	net.tascalate.javaflow.tools.cdi-javaagent	2.2.2		fff119647decff6ba1139fe43e15d130dcfac658
net.tascalate.javaflow	net.tascalate.javaflow.tools.cdi-javaagent	2.2.3		52744f70156f3cdf9aeaf5a041a0bb568d4f0e63
net.tascalate.javaflow	net.tascalate.javaflow.tools.cdi-javaagent	2.3.0		d6d44efd7e4df19cd95869db7ca78b62c14bdf10
net.tascalate.javaflow	net.tascalate.javaflow.tools.cdi-javaagent	2.3.1		393dea21fee41e85733a93f5212870b25d2b5db1
net.tascalate.javaflow	net.tascalate.javaflow.tools.cdi-javaagent	2.3.2		a6bfc09ec6d427e8b3f92eaf9041cf9c803671be
net.tascalate.javaflow	net.tascalate.javaflow.tools.cdi-javaagent	2.4.0		a21d60c24a15bcbf1d3b47c1239a36cd0d11947b
net.tascalate.javaflow	net.tascalate.javaflow.tools.cdi-javaagent	2.5.0		12ac4e09077191e7c453c9dbbb1b970dc3fe74e1
net.tascalate.javaflow	net.tascalate.javaflow.tools.cdi-javaagent	2.6.0		773f27f2af15909c7fdec54a69c806775cf8fe15
net.tascalate.javaflow	net.tascalate.javaflow.tools.cdi-javaagent	2.6.1		7e510a2b65569952a03f757296ad463326cf5e50
net.tascalate.javaflow	net.tascalate.javaflow.tools.cdi-javaagent	2.6.2		eed97f07c95d36b28d9c53981848c6e9066ac9fe
net.tascalate.javaflow	net.tascalate.javaflow.tools.cdi-javaagent	2.6.3		701f9a91c754a6c008783e132cb562bf83856998
net.tascalate.javaflow	net.tascalate.javaflow.tools.cdi-javaagent	2.6.4		84e94921acacabd70ec6576c47f408f3fb9ae2a5
org.apache.avro	trevni-avro	1.10.0		ed085a5ec8f7e6e67845f41ac33c95c325de0205
org.apache.avro	trevni-avro	1.10.1		d26865ec53684ada65462646d6a7198ffd314dba
org.apache.avro	trevni-avro	1.10.2		62a32704287d8d1410d314a077fc55a96f29c5d4
org.apache.avro	trevni-avro	1.11.0		972e3b63c64513e8533948383fd7f220933a8e9c
org.apache.avro	trevni-avro	1.11.1		05a297b588cce87a70404207c9d1e5806ed9c2cd
org.apache.avro	trevni-avro	1.11.2		f3c5ad4db66ed916b23bd933958d027dac5e8bab
org.apache.avro	trevni-avro	1.11.3		31106a21e8da7597e143360e1fd909d976bd236a
org.apache.avro	trevni-avro	1.11.4		222aabae6be4d8e0178cf8eb2f19ce21d1b8002b
org.apache.avro	trevni-avro	1.12.0		3036c3887949d8ea182b44c9d5865d7c2d68912c
org.apache.avro	trevni-avro	1.7.2		0419f1a69fc3e2bf2a743d968fd0ca2ded04775f
org.apache.avro	trevni-avro	1.7.3		2bc3defe0812d24cab8444ae4b7c407d478a7474
org.apache.avro	trevni-avro	1.7.4		699be6c1d5bf9d70a145ee8102e1f58111cd8c89
org.apache.avro	trevni-avro	1.7.5		45a347d503cba3c182342690f7bbfd7db1b11ccb
org.apache.avro	trevni-avro	1.7.5	hadoop1	d5dd5dce4657a037caab393529dac3a48658ef36
org.apache.avro	trevni-avro	1.7.5	hadoop2	b5fb68df6d68cd07f2710763615a0fb444924695
org.apache.avro	trevni-avro	1.7.6		a14375346daec43a35e3f2efe9761367f974cd40
org.apache.avro	trevni-avro	1.7.6	hadoop1	b5129e5c3976df81ed63ea4427dbb6dec0582b1e
org.apache.avro	trevni-avro	1.7.6	hadoop2	5c1136fdf5e9e84d75d9508673b12e83844daa8a
org.apache.avro	trevni-avro	1.7.7		69c70355646672cf769a809a6ef0f2c1e810dd87
org.apache.avro	trevni-avro	1.7.7	hadoop1	12165b048f403c9f5aadd97b0883f708a458191e
org.apache.avro	trevni-avro	1.7.7	hadoop2	a5774da9e0fa9841ddbd6a4de1ff9e3251d514aa
org.apache.avro	trevni-avro	1.8.0		98afb205f2248579f567d631e3a5f39eeca4efd3
org.apache.avro	trevni-avro	1.8.0	hadoop1	2fa6bae69b8e14d29e15b914e9765cc4e03aa0cb
org.apache.avro	trevni-avro	1.8.0	hadoop2	9b80cd7b5742213d92ba3d60768546849b41425e
org.apache.avro	trevni-avro	1.8.1		75106386366f8bb2e72cafc6b9182f6c1ec1b410
org.apache.avro	trevni-avro	1.8.1	hadoop1	e86b1eb41bf9184ec3e2abde3c23348489390e03
org.apache.avro	trevni-avro	1.8.1	hadoop2	c9841165f599144c598aa7faeb0cb6fb7282ded1
org.apache.avro	trevni-avro	1.8.2		71a08ecdb16d4e91b4e1a4ec5b3c37038b81519d
org.apache.avro	trevni-avro	1.8.2	hadoop1	44ece30a9fc18d4238d47e218cfdaa3301142f18
org.apache.avro	trevni-avro	1.8.2	hadoop2	4d4dfa178c0f8c0a2e92e070bcde9b734318ee84
org.apache.avro	trevni-avro	1.9.0		ef7ab6597d28346e0ec0a33897ad12843d22d6b5
org.apache.avro	trevni-avro	1.9.1		0fa46be6d73a76c32c8924eb6c245b5c2cdd09fc
org.apache.avro	trevni-avro	1.9.2		ae7cc649be1ad61d5e993cabacce49ba7ec6a326
org.apache.camel.kafkaconnector	camel-braintree-kafka-connector	0.1.0		43d38f13cd762d4234ce1edfaf4f2b2a71a3e68c
org.apache.camel.kafkaconnector	camel-braintree-kafka-connector	0.10.0		1c0d56a64c3f9dcf72952d38d3634035b7c29970
org.apache.camel.kafkaconnector	camel-braintree-kafka-connector	0.10.1		0c677f97e8917fac7259cd675c16c1c23557edff
org.apache.camel.kafkaconnector	camel-braintree-kafka-connector	0.11.0		f352ea557106465298736ccb4fd85bdf1f27bd70
org.apache.camel.kafkaconnector	camel-braintree-kafka-connector	0.11.5		a4d0680c22ce728595c4d00f76fbea016253e60f
org.apache.camel.kafkaconnector	camel-braintree-kafka-connector	0.2.0		d003b9acbc62076314ede9e000693227cc0ba9e9
org.apache.camel.kafkaconnector	camel-braintree-kafka-connector	0.3.0		b7764bcb6ceb42c79c89ee65cc37a349092c8346
org.apache.camel.kafkaconnector	camel-braintree-kafka-connector	0.4.0		3e5fd000178f4bd1240aca84fcd715220762f4cd
org.apache.camel.kafkaconnector	camel-braintree-kafka-connector	0.4.4		ddf17df645e6f15986d650a3a4bcda2086559030
org.apache.camel.kafkaconnector	camel-braintree-kafka-connector	0.5.0		c2462ae982a9884d40a45c1a7d3fab32e00940e3
org.apache.camel.kafkaconnector	camel-braintree-kafka-connector	0.6.0		586d3c0d70be5b1437617f59c4de736991a48fcb
org.apache.camel.kafkaconnector	camel-braintree-kafka-connector	0.6.1		c9441cf4f75d00eebee892eb3e3a79f023c55790
org.apache.camel.kafkaconnector	camel-braintree-kafka-connector	0.7.0		ded05c82601c1a58c3e2b15e2d63501f6eb8da4e
org.apache.camel.kafkaconnector	camel-braintree-kafka-connector	0.7.1		bf1c7ac821bac580e264cc68b07102773ae114de
org.apache.camel.kafkaconnector	camel-braintree-kafka-connector	0.7.2		564baba17d257748b7d8283d6e305090731d59b0
org.apache.camel.kafkaconnector	camel-braintree-kafka-connector	0.7.3		65be4e84ed420be4073746586fb78529d8ce9485
org.apache.camel.kafkaconnector	camel-braintree-kafka-connector	0.8.0		7961045d3a8ba6271e9968963e48a3f08bb6b4f8
org.apache.camel.kafkaconnector	camel-braintree-kafka-connector	0.9.0		31b7d7530ed2bec5c0636597303862dd9dc0ce4d
org.apache.geronimo.samples.javaee6	jpa20demo-javaee6-war	3.0-beta-1		N/A
org.apache.geronimo.samples.javaee6	jpa20demo-javaee6-war	3.0.0		N/A
org.apache.isis.testing	isis-testing-archtestsupport	2.0.0-M6		N/A
org.apache.isis.testing	isis-testing-archtestsupport	2.0.0-M7		N/A
org.apache.isis.testing	isis-testing-archtestsupport	2.0.0-M8		N/A
org.apache.isis.testing	isis-testing-archtestsupport	2.0.0-M9		N/A
org.apache.maven.mercury	mercury	1.0-alpha-5		N/A
org.apache.maven.mercury	mercury	1.0-alpha-6		N/A
org.apache.maven.mercury	mercury	1.0.0-alpha-2		N/A
org.apache.maven.mercury	mercury	1.0.0-alpha-4		N/A
org.apache.openejb.patch	openjpa-jest	2.3.0-nonfinal-1540826		0f819278581bee9b4342ef138163c99e7b52d6f5
org.apache.openejb.patch	openjpa-jest	2.4.0-nonfinal-1591689		1ff8c6354a9a48e150a422336ac1664dd31b083b
org.apache.portals	portals-pom	1.0		N/A
org.apache.portals	portals-pom	1.1		N/A
org.apache.portals	portals-pom	1.2		N/A
org.apache.portals	portals-pom	1.3		N/A
org.apache.portals	portals-pom	1.4		N/A
org.apache.stratos	cartidge-agent	4.0.0		N/A
org.apache.stratos	cartidge-agent	4.1.0		N/A
org.apache.stratos	cartidge-agent	4.1.1		N/A
org.apache.stratos	cartidge-agent	4.1.2		N/A
org.apache.stratos	cartidge-agent	4.1.3		N/A
org.apache.stratos	cartidge-agent	4.1.4		N/A
org.apache.stratos	cartidge-agent	4.1.5		N/A
org.apache.stratos	cartidge-agent	4.1.6		N/A
org.azolla.l	org.azolla.l.sunny	1.0.8		8ef4421ded3a00ecf086fd6d2751ac3d916f618e
org.azolla.l	org.azolla.l.sunny	2.0.1		4bf7b665b880e82233b5318e78802658586c6ae7
org.azolla.l	org.azolla.l.sunny	2.0.2		4b5e4cace5c303a81518778d68d304cf0d72f3b6
org.azolla.l	org.azolla.l.sunny	2.0.3		44738976e107379ed7343370279e86065d080b80
org.creekservice	creek-test-util	0.2.0		7c8b8ba6b7e684973dbf43fb6676880379eff5df
org.creekservice	creek-test-util	0.3.0		6ddde2acf8e954b4cda9fa48c9f6b3a17b4e9d1f
org.creekservice	creek-test-util	0.3.1		79923e4daea479297842ff168291e28ff2e8a6a4
org.creekservice	creek-test-util	0.3.2		9b91bb44cced794caa00367c3ab36e6f54abb4d3
org.creekservice	creek-test-util	0.4.0		64e67c81a4df3c8372aaa9313fc7f0def2fda6d4
org.creekservice	creek-test-util	0.4.1		dccf8fc288ee244c93238b06fdc4b3b96f261d4b
org.danbrough.ktor	ktor-server-cio-linuxarm64	2.1.1		d2be4d6ab5f207291f34dabf515629e94f9c68e0
org.danbrough.ktor	ktor-server-cio-linuxarm64	2.1.1a		aced43de2ced672b555089c7a1dd27404a045296
org.danbrough.ktor	ktor-server-cio-linuxarm64	2.2.3		226b1693726eadd0d588283cd3080f296b05f032
org.danbrough.ktor	ktor-server-cio-linuxarm64	2.2.4		019a722589043f58c63d8f1c80873a8edbb24131
org.duelengine	duel-mvc	0.6.0		cc0d9c007075f46e9e8e7faceab2e4e1d04681be
org.duelengine	duel-mvc	0.6.1		199d8575d909ed6790cfde2f766c259477ab45f5
org.duelengine	duel-mvc	0.6.2		ae8fd5a913ae9a8c54ce3e19046f703642e4ea0d
org.duelengine	duel-mvc	0.7.0		1e8825bc9366859fa23e6547b4724afda5cae977
org.duelengine	duel-mvc	0.8.0		b56affabb974fd0ed33367dd1d579e7503dbed90
org.duelengine	duel-mvc	0.8.1		926c537dc81cd361c079ec79af07774f53d76803
org.duelengine	duel-mvc	0.8.2		12f23e6067299876eb3d68f5a6fbcbe3d8ed80dc
org.duelengine	duel-mvc	0.8.3		102b27551640e37d26f7598f4fe5381a12ec7229
org.duelengine	duel-mvc	0.9.0		d0f898fbbda2bb17c406de5ef23b3c018e85d620
org.duelengine	duel-mvc	0.9.1		4964140ab355dd8a1a7b8f1c1da301de6f290d39
org.duelengine	duel-mvc	0.9.2		5118e1faf968b3974007a7218e9f86288366da88
