cn.starlight-software	sherly-ip	2.0.6		8b8ed1fccc76a7762ff153bd3c67641d9a1627cf
org.apache.camel.quarkus	camel-quarkus-cometd-deployment	3.0.0-RC1		d04625df57910c90bd76ce0c9505f501dd463588
org.apache.camel.quarkus	camel-quarkus-cometd-deployment	3.0.0-RC2		618b62539fe04c7626ea388f119b352d0ac4d045
org.apache.camel.quarkus	camel-quarkus-cometd-deployment	3.10.0		600553628a941748fc2002a78c23a6279c30caa6
org.apache.camel.quarkus	camel-quarkus-cometd-deployment	3.11.0		5718e74823c7067c1f1ea133cbdd14be93dcca05
org.apache.camel.quarkus	camel-quarkus-cometd-deployment	3.12.0		1b7bddea7e08f19670fa8f0c2d5bd7ea4465852f
org.apache.camel.quarkus	camel-quarkus-cometd-deployment	3.13.0		cbb666c9777b387ca1bf713a53adf48a9c931b57
org.apache.camel.quarkus	camel-quarkus-cometd-deployment	3.14.0		e730bf6b0b1e6692c2203dc21669e79f8332b218
org.apache.camel.quarkus	camel-quarkus-cometd-deployment	3.15.0		61e29d25603299ced9593336114de6a8d4164d3a
org.apache.camel.quarkus	camel-quarkus-cometd-deployment	3.15.1		459ee8ebfd258eb7b3fa9992b03f39b1c40be569
org.apache.camel.quarkus	camel-quarkus-cometd-deployment	3.15.2		be977bdf9c331656b0568d6a49ef3e9f6185c8a3
org.apache.camel.quarkus	camel-quarkus-cometd-deployment	3.15.3		4ae2175169c6c84f99d5bfd8323d2b06c1ada108
org.apache.camel.quarkus	camel-quarkus-cometd-deployment	3.16.0		74725c1597c15e7a69ac41d655975548a9a9a2bb
org.apache.camel.quarkus	camel-quarkus-cometd-deployment	3.17.0		23fd400bd1269d502e2bfc76ae6411ddadae96bf
org.apache.camel.quarkus	camel-quarkus-cometd-deployment	3.18.0		448f0cf386e3489faa0799516bef42b67145cd3f
org.apache.camel.quarkus	camel-quarkus-cometd-deployment	3.19.0		547173a252a24b5a0421b22afaaaf888a8670e1f
org.apache.camel.quarkus	camel-quarkus-cometd-deployment	3.2.0		eed06563041b2f3d1d0a5d5498045e3dc59b096b
org.apache.camel.quarkus	camel-quarkus-cometd-deployment	3.2.1		b29987c1fe2cc07bd948303a72a578ad3d02479f
org.apache.camel.quarkus	camel-quarkus-cometd-deployment	3.2.2		702ad3f5faac58f777e2251a38b60a71296d9afe
org.apache.camel.quarkus	camel-quarkus-cometd-deployment	3.2.3		fc9e54c4a821b6969cdda5668bc964ba40c5d20e
org.apache.camel.quarkus	camel-quarkus-cometd-deployment	3.20.0		25beefb9bd4176eee4e57d8cf9b56d53e5c45242
org.apache.camel.quarkus	camel-quarkus-cometd-deployment	3.20.1		079373ad7f2bb13e128ecb2419d60d1a3d84ec73
org.apache.camel.quarkus	camel-quarkus-cometd-deployment	3.22.0		10fbd8b8370cf3f610268db3382bba3c716a3d39
org.apache.camel.quarkus	camel-quarkus-cometd-deployment	3.4.0		87fd3befcee29916d97aabb06aa8955b103aed16
org.apache.camel.quarkus	camel-quarkus-cometd-deployment	3.5.0		f6623248792081865d4693744ab878b5096b8351
org.apache.camel.quarkus	camel-quarkus-cometd-deployment	3.6.0		27f3baa8b26d3218f94f09738993d6fb0e359880
org.apache.camel.quarkus	camel-quarkus-cometd-deployment	3.7.0		af5ba775f0d7b55d99a4c941d3e5db3fe8c5c24a
org.apache.camel.quarkus	camel-quarkus-cometd-deployment	3.8.0		9005b8f94e1712335cc734afcdffae2f99f26002
org.apache.camel.quarkus	camel-quarkus-cometd-deployment	3.8.1		f45c7703f29f3e8f2288c3575e1f97298ef02758
org.apache.camel.quarkus	camel-quarkus-cometd-deployment	3.8.2		fc6912ad08e598d259fe9a06c677076de7553474
org.apache.camel.quarkus	camel-quarkus-cometd-deployment	3.8.3		56b630c99af9be7482ea350ed731414a0cd1ca9b
org.apache.camel.quarkus	camel-quarkus-cometd-deployment	3.8.4		769beef61489bfe992cacbb7e8ad28f3cad09675
org.apache.camel.quarkus	camel-quarkus-cometd-deployment	3.9.0		bfac0035e1252c105f3c712be8ca8276ba9f424d
org.apache.lens	lens-client	2.0.1-beta-incubating		c544045741d083a63f78bbc9a6ed2610fd4200d2
org.apache.lens	lens-client	2.1.0-beta-incubating		48a0d90ca910f04bcb53678073d8c488b9dfdfc0
org.apache.lens	lens-client	2.2.0-beta-incubating		7dcce52c62312f00779d5d5bc44f9bfdb4bd4f41
org.apache.lens	lens-client	2.3.0-beta		64669b1f7da3f04adaff1a442ae1aad77929010b
org.apache.lens	lens-client	2.4.0-beta		77a62c2edee8c8083e76556093d4857e54b275ea
org.apache.lens	lens-client	2.5.0-beta		4176fd263928f51428c6a372095af5bee77420dc
org.apache.lens	lens-client	2.6.1		c8ac62b2f1dfea397714ed8496a4ef2cb0637021
org.apache.lens	lens-client	2.7.1		533a0c9a8c7d51271d5dbdce644800f532b85a50
org.apache.myfaces.extensions.validator.examples	examples-project	1.1.1		N/A
org.apache.myfaces.extensions.validator.examples	examples-project	1.1.2		N/A
org.apache.myfaces.extensions.validator.examples	examples-project	1.2.1		N/A
org.apache.myfaces.extensions.validator.examples	examples-project	1.2.2		N/A
org.apache.omid	omid	0.8.2.0		N/A
org.apache.omid	omid	0.9.0.0		N/A
org.apache.omid	omid	1.0.0		N/A
org.apache.omid	omid	1.0.1		N/A
org.apache.omid	omid	1.0.2		N/A
org.apache.omid	omid	1.1.0		N/A
org.apache.omid	omid	1.1.1		N/A
org.apache.omid	omid	1.1.2		N/A
org.apache.omid	omid	1.1.3		N/A
org.apache.pekko	pekko-connectors-google-cloud-pub-sub_3	1.0.0		efabfcf2d9d1d5e5b5932348e1aaddbfa85d121f
org.apache.pekko	pekko-connectors-google-cloud-pub-sub_3	1.0.1		c99c3d6b5c32e01e17b626f31569f49bee09a06a
org.apache.pekko	pekko-connectors-google-cloud-pub-sub_3	1.0.2		fdd19501e3de54a84260915c1734335d053c41e7
org.apache.pekko	pekko-connectors-google-cloud-pub-sub_3	1.1.0		3832f1f12e208258dc5fb174018ae06b9d695ae4
org.apache.pekko	pekko-connectors-google-cloud-pub-sub_3	1.1.0-M1		46ac3a11ec0544d705867fb182d147b6fdfe71f4
org.apache.plc4x	plc4j-karaf-demo-server	0.4.0		N/A
org.apache.stanbol	org.apache.stanbol.entityhub.servicesapi	0.10.0-incubating		543847b52877a3318d3e458873ebdad86b53f574
org.apache.stanbol	org.apache.stanbol.entityhub.servicesapi	0.11.0		babdd59f87e9b41932cbdebff069dffd2ba59147
org.apache.stanbol	org.apache.stanbol.entityhub.servicesapi	0.12.0		3c907d3dd21ebe7da56a5dc9f958e850b4b33206
org.apache.stanbol	org.apache.stanbol.entityhub.servicesapi	0.9.0-incubating		3f854685869b33236fa5343abe8ea317807ddb75
org.apache.stanbol	org.apache.stanbol.entityhub.servicesapi	1.0.0		29fdfa5b10e4f351786cde2f89fefbc165f6b4d0
org.apache.zipkin.dependencies	zipkin-dependencies-parent	2.2.0		N/A
org.atmosphere.samples	atmosphere-socketio-chat	1.0.0		N/A
org.atmosphere.samples	atmosphere-socketio-chat	1.0.0.RC1		N/A
org.atmosphere.samples	atmosphere-socketio-chat	1.0.0.beta1		N/A
org.atmosphere.samples	atmosphere-socketio-chat	1.0.0.beta2		N/A
org.atmosphere.samples	atmosphere-socketio-chat	1.0.0.beta2a		N/A
org.atmosphere.samples	atmosphere-socketio-chat	1.0.0.beta3		N/A
org.atmosphere.samples	atmosphere-socketio-chat	1.0.0.beta4		N/A
org.atmosphere.samples	atmosphere-socketio-chat	1.0.0.beta5		N/A
org.atmosphere.samples	atmosphere-socketio-chat	1.0.1		N/A
org.atmosphere.samples	atmosphere-socketio-chat	1.0.10		N/A
org.atmosphere.samples	atmosphere-socketio-chat	1.0.11		N/A
org.atmosphere.samples	atmosphere-socketio-chat	1.0.12		N/A
org.atmosphere.samples	atmosphere-socketio-chat	1.0.13		N/A
org.atmosphere.samples	atmosphere-socketio-chat	1.0.14		N/A
org.atmosphere.samples	atmosphere-socketio-chat	1.0.15		N/A
org.atmosphere.samples	atmosphere-socketio-chat	1.0.16		N/A
org.atmosphere.samples	atmosphere-socketio-chat	1.0.17		N/A
org.atmosphere.samples	atmosphere-socketio-chat	1.0.18		N/A
org.atmosphere.samples	atmosphere-socketio-chat	1.0.19		N/A
org.atmosphere.samples	atmosphere-socketio-chat	1.0.2		N/A
org.atmosphere.samples	atmosphere-socketio-chat	1.0.3		N/A
org.atmosphere.samples	atmosphere-socketio-chat	1.0.4		N/A
org.atmosphere.samples	atmosphere-socketio-chat	1.0.5		N/A
org.atmosphere.samples	atmosphere-socketio-chat	1.0.6		N/A
org.atmosphere.samples	atmosphere-socketio-chat	1.0.7		N/A
org.atmosphere.samples	atmosphere-socketio-chat	1.0.8		N/A
org.atmosphere.samples	atmosphere-socketio-chat	1.0.9		N/A
org.atmosphere.samples	atmosphere-socketio-chat	1.1.0.RC1		N/A
org.atmosphere.samples	atmosphere-socketio-chat	1.1.0.RC2		N/A
org.atmosphere.samples	atmosphere-socketio-chat	1.1.0.RC3		N/A
org.atmosphere.samples	atmosphere-socketio-chat	1.1.0.RC4		N/A
org.atmosphere.samples	atmosphere-socketio-chat	1.1.0.RC5		N/A
org.atmosphere.samples	atmosphere-socketio-chat	1.1.0.beta1		N/A
org.atmosphere.samples	atmosphere-socketio-chat	1.1.0.beta2		N/A
org.atmosphere.samples	atmosphere-socketio-chat	1.1.0.beta3		N/A
org.atmosphere.samples	atmosphere-socketio-chat	2.0.0		N/A
org.atmosphere.samples	atmosphere-socketio-chat	2.0.1		N/A
org.atmosphere.samples	atmosphere-socketio-chat	2.0.3		N/A
org.atmosphere.samples	atmosphere-socketio-chat	2.0.4		N/A
org.atmosphere.samples	atmosphere-socketio-chat	2.0.5		N/A
org.atmosphere.samples	atmosphere-socketio-chat	2.0.6		N/A
org.atmosphere.samples	atmosphere-socketio-chat	2.0.7		N/A
org.atmosphere.samples	atmosphere-socketio-chat	2.0.8		N/A
org.atmosphere.samples	atmosphere-socketio-chat	2.1.0		N/A
org.atmosphere.samples	atmosphere-socketio-chat	2.1.0-RC2		N/A
org.atmosphere.samples	atmosphere-socketio-chat	2.1.1		N/A
org.atmosphere.samples	atmosphere-socketio-chat	2.1.2		N/A
org.atmosphere.samples	atmosphere-socketio-chat	2.1.3		N/A
org.atmosphere.samples	atmosphere-socketio-chat	2.1.4		N/A
org.atmosphere.samples	atmosphere-socketio-chat	2.1.5		N/A
org.atmosphere.samples	atmosphere-socketio-chat	2.1.6		N/A
org.atmosphere.samples	atmosphere-socketio-chat	2.1.7		N/A
org.atmosphere.samples	atmosphere-socketio-chat	2.2.0		N/A
org.atmosphere.samples	atmosphere-socketio-chat	2.2.1		N/A
org.atmosphere.samples	atmosphere-socketio-chat	2.2.10		N/A
org.atmosphere.samples	atmosphere-socketio-chat	2.2.2		N/A
org.atmosphere.samples	atmosphere-socketio-chat	2.2.3		N/A
org.atmosphere.samples	atmosphere-socketio-chat	2.2.4		N/A
org.atmosphere.samples	atmosphere-socketio-chat	2.2.5		N/A
org.atmosphere.samples	atmosphere-socketio-chat	2.2.6		N/A
org.atmosphere.samples	atmosphere-socketio-chat	2.2.7		N/A
org.atmosphere.samples	atmosphere-socketio-chat	2.2.8		N/A
org.atmosphere.samples	atmosphere-socketio-chat	2.2.9		N/A
org.atmosphere.samples	atmosphere-socketio-chat	2.3.0		N/A
org.atmosphere.samples	atmosphere-socketio-chat	2.3.0-RC3		N/A
org.atmosphere.samples	atmosphere-socketio-chat	2.3.0-RC4		N/A
org.atmosphere.samples	atmosphere-socketio-chat	2.3.0-RC5		N/A
org.atmosphere.samples	atmosphere-socketio-chat	2.3.0-RC6		N/A
org.atmosphere.samples	atmosphere-socketio-chat	2.3.1		N/A
org.atmosphere.samples	atmosphere-socketio-chat	2.3.2		N/A
org.atmosphere.samples	atmosphere-socketio-chat	2.3.3		N/A
org.atmosphere.samples	atmosphere-socketio-chat	2.3.4		N/A
org.atmosphere.samples	atmosphere-socketio-chat	2.3.5		N/A
org.atmosphere.samples	atmosphere-socketio-chat	2.4.0		N/A
org.atmosphere.samples	atmosphere-socketio-chat	2.4.0-RC1		N/A
org.atmosphere.samples	atmosphere-socketio-chat	2.4.1		N/A
org.atmosphere.samples	atmosphere-socketio-chat	2.4.18		N/A
org.atmosphere.samples	atmosphere-socketio-chat	2.4.19		N/A
org.atmosphere.samples	atmosphere-socketio-chat	2.4.2		N/A
org.atmosphere.samples	atmosphere-socketio-chat	2.4.20		N/A
org.atmosphere.samples	atmosphere-socketio-chat	2.4.26		N/A
org.atmosphere.samples	atmosphere-socketio-chat	2.4.27		N/A
org.atmosphere.samples	atmosphere-socketio-chat	2.4.28		N/A
org.atmosphere.samples	atmosphere-socketio-chat	2.4.4		N/A
org.atmosphere.samples	atmosphere-socketio-chat	2.4.5		N/A
org.atmosphere.samples	atmosphere-socketio-chat	2.4.6		N/A
org.atmosphere.samples	atmosphere-socketio-chat	2.4.8		N/A
org.atmosphere.samples	atmosphere-socketio-chat	2.5.13		N/A
org.atmosphere.samples	atmosphere-socketio-chat	2.5.3		N/A
org.atmosphere.samples	atmosphere-socketio-chat	2.5.4		N/A
org.atmosphere.samples	atmosphere-socketio-chat	2.6.4		N/A
org.beangle.security	beangle-security-session	4.0.2		d75f9720d6f86111365fa666275d6ba40325e6f9
org.beangle.security	beangle-security-session	4.0.3		f75abcb25f9f123cd74544aa356640c04648578b
org.beangle.security	beangle-security-session	4.0.4		24b3a373bb22379989da4a25aca2fff1c0017bb2
org.beangle.security	beangle-security-session	4.0.5		bfa25cd5484b6371297e51700e7ab671990d9305
org.beangle.security	beangle-security-session	4.0.6		e68cd398021a95e46b0d6770dd62ac3366ccd356
org.beangle.security	beangle-security-session	4.0.7		058f6af1b703519aaa763aef00bbdecebf5fcee4
org.connectopensource	RedactionEngineWebservices	4.0.1		0ce416bafe3ad74bed33db0651d7362bac50dfaf
org.connectopensource	RedactionEngineWebservices	4.0.2		650cb785fd6710c0c39ba8ae100dd89c97ac6cbc
org.connectopensource	RedactionEngineWebservices	4.0.3		f8f7cc83a27d0f02e39481c841647cccc029d1f4
org.connectopensource	RedactionEngineWebservices	4.0.4		31917449518e456780c3e051923f94d3d6cdf8b3
org.connectopensource	RedactionEngineWebservices	4.0.5		8c524805d352d2e0e543c94457a88183d3fed300
org.connectopensource	RedactionEngineWebservices	4.0.6		575d35cbd186d46d5a2e86ac363e0a0aa5ca6144
org.connectopensource	RedactionEngineWebservices	4.0.7		c06adb7c0f9a55c401029f9ea3c9eef0f63b8c5d
org.connectopensource	RedactionEngineWebservices	4.0.8		9efc7e08d1fd9243e340083b0d6dc19c2db95685
org.connectopensource	RedactionEngineWebservices	4.0.9		0c270ac66f49ec5b1cfc2a768afa83a139ab3498
org.connectopensource	RedactionEngineWebservices	4.0.9A		af622f3ff7165de7dec2cf80a47e11a8794e6261
org.connectopensource	RedactionEngineWebservices	4.1.0		886123f6f0aadb9a8f60907a0beb53a31486e4b2
org.connectopensource	RedactionEngineWebservices	4.2.0		6f4ee2cff21f972a5317c2465c1da86e7e4b914b
org.connectopensource	RedactionEngineWebservices	4.2.1		811143c6989ecef8f4115f1eae630296e294138f
org.connectopensource	RedactionEngineWebservices	4.3.0		1084fee3c9629587333c5bc2c14ab18abd15cee0
org.connectopensource	RedactionEngineWebservices	5.0.0		620f24b882bc930c06fb180065463a36db0ba665
org.connectopensource	RedactionEngineWebservices	5.1.0		9c8dac2a27917685d4ca5053d991ce15f22d378f
org.connectopensource	RedactionEngineWebservices	5.2.0		89a3eda0f3f0cc3972a3f31fb3ce081e0cb2d8e2
org.dihedron.strutlets	strutlets-parent	0.56.0		N/A
org.dihedron.strutlets	strutlets-parent	0.57.0		N/A
org.dihedron.strutlets	strutlets-parent	0.58.1		N/A
org.dihedron.strutlets	strutlets-parent	0.58.2		N/A
org.dihedron.strutlets	strutlets-parent	0.59.0		N/A
org.dihedron.strutlets	strutlets-parent	0.60.0		N/A
org.dihedron.strutlets	strutlets-parent	0.61.0		N/A
org.dihedron.strutlets	strutlets-parent	0.61.1		N/A
org.dihedron.strutlets	strutlets-parent	1.0.0		N/A
org.dihedron.strutlets	strutlets-parent	1.0.0.RC1		N/A
org.dihedron.strutlets	strutlets-parent	1.0.0.RC2		N/A
org.dihedron.strutlets	strutlets-parent	1.0.0.RC3		N/A
org.dihedron.strutlets	strutlets-parent	1.0.1		N/A
org.dihedron.strutlets	strutlets-parent	1.0.2		N/A
org.dihedron.strutlets	strutlets-parent	1.0.3		N/A
org.dihedron.strutlets	strutlets-parent	1.0.4		N/A
org.dihedron.strutlets	strutlets-parent	1.0.5		N/A
org.dihedron.strutlets	strutlets-parent	1.0.6		N/A
org.dihedron.strutlets	strutlets-parent	1.0.7		N/A
org.dihedron.strutlets	strutlets-parent	1.1.0.RC1		N/A
org.hibernate	hibernate-maven-plugin	3.3.2.GA		0448cc6273cf56be0ec1412808bcf59b54abce70
org.hibernate	hibernate-maven-plugin	3.5.0.Beta-1		fd36eb8b21eb744e32fcc7ef5f7ce5c67c519a80
org.hibernate	hibernate-maven-plugin	4.3.0.Beta4		805158442a97d3f207e7bd869045c26844603f8b
org.hibernate	hibernate-maven-plugin	4.3.0.Beta5		0c85ff5c857a40f2ccd3733f67f60c2fee45b91b
org.hibernate	hibernate-maven-plugin	4.3.0.CR1		00c519f69b81c4c59b33dbc70b70b22e884e1a2f
org.hibernate	hibernate-maven-plugin	4.3.0.CR2		b8c50b2e33dbe273c2e80389b15d77780c26c79b
org.hibernate	hibernate-maven-plugin	4.3.0.Final		6d9633d454b766e04508b98e7efabc239516cfb4
org.hibernate	hibernate-maven-plugin	4.3.1.Final		dc6f36ebf3e31eaec124fdb712328d10db70e6b6
org.hidetake	groovy-ssh	0.1.2		d30277511c7948edf82baee98e36a6d7113bc8ff
org.hidetake	groovy-ssh	0.1.5		ac7a7138e6c69aa05cd09c0041f2ca6263a9566f
org.hidetake	groovy-ssh	0.1.6		31227635591121061de67e8db5c52b80af1585f9
org.hidetake	groovy-ssh	0.1.7		d695ff39c10c632fbdb3f2e56f18a3adc6892a8e
org.hidetake	groovy-ssh	0.1.8		e8dcfb09d3d69730d04d7a5266387bc887c0278c
org.hidetake	groovy-ssh	0.1.9		6c93cb167da54752d705c2a1c1388c8da7a5c754
org.hidetake	groovy-ssh	1.0.0		d4ea2e5264967b127f86b4b8dc6e8a0c0d7b3e23
org.hidetake	groovy-ssh	1.0.1		f6ec426a5387ff41cda768dcdc3d01d3335461d8
org.hidetake	groovy-ssh	1.0.3		1a4902f9524a15c1db7ff3a41b674ead4a6eb4e7
org.hidetake	groovy-ssh	1.0.4		7da760e843ae5a124c6e4a144c60f0b8a1e6f6a5
org.hidetake	groovy-ssh	1.0.5		b039f0b1a68333fd8fe23b3dff3275f6a8ffddcf
org.hidetake	groovy-ssh	1.0.6		23c42e6206c372aa3db6fc8edd409f7fc5ea2afd
org.hidetake	groovy-ssh	1.0.7		856c748157b4342bf0846f1bb5617b353225ef4f
org.hidetake	groovy-ssh	1.1.0		69c6eb937f5df530ae3fc09d88bbc790ba1a8679
org.hidetake	groovy-ssh	1.1.1		1708bb53782c821a41f8a0698e107c3f67a5b632
org.hidetake	groovy-ssh	1.1.2		d0b4f2fe258845665f63bce47bca9edcf7400942
org.hidetake	groovy-ssh	1.1.3		e76981045bad35893c8bddf69736998e8acdddfb
org.hidetake	groovy-ssh	1.1.4		5fb1176fe05c54e88c391bac69921b251ff22b1f
org.hidetake	groovy-ssh	1.1.5		59964ee0a4a2386dbb8e4c39703420176684a20e
org.hidetake	groovy-ssh	1.1.6		b1430fe6b9e954df4d501f086de1e870b23c461c
org.hidetake	groovy-ssh	1.1.7		38e7d724788f694bb6f175bf73d11ca5c00d6884
org.hidetake	groovy-ssh	1.1.8		658702d081e59f821d0cad5c27a1b87ca661aa24
org.hidetake	groovy-ssh	1.1.9		a0e174bda43f986bf1171cd42e836e4c93f90e05
org.hidetake	groovy-ssh	1.2.0		57c21f14852c7af08a63b048078a81cf8e8849e3
org.hidetake	groovy-ssh	1.3.0		389529dc613c769d6fba52bd6f311e4dd8c55e9f
org.hidetake	groovy-ssh	1.4.0		2f37ca7b63d52c8dd613d99aa63f4e6e3c845ee8
org.hidetake	groovy-ssh	1.5.0		ae7cac962e629f284e86e7889bd2a0259b337425
org.hidetake	groovy-ssh	1.5.1		440b3a64a32a9f82c0079358e37d92fa0641a415
org.hidetake	groovy-ssh	1.6.0		73375770161255317ce0847e1d88342a4782a3bb
org.hidetake	groovy-ssh	2.0.0		09294af7a3e4e56be58ef21b0da89c47f46f11be
org.hidetake	groovy-ssh	2.1.0		a252ce353b4ad54367eb49a5629219d095432cd5
org.hidetake	groovy-ssh	2.1.1		28124b87011d08f2e88a360d3a19c699c58ce814
org.hidetake	groovy-ssh	2.1.2		b79b878e961e740f4cc13bb4bd686843f619b749
org.hidetake	groovy-ssh	2.10.0		2b507226298a64fd4ba9a1b6d6df0421bf8da5f5
org.hidetake	groovy-ssh	2.10.1		bd022765f2e09a1a24bbee0b273c55a54edd6785
org.hidetake	groovy-ssh	2.11.2		1cbf7142ce4a40c066a58216fe73332ba93cd1bc
org.hidetake	groovy-ssh	2.2.0		6808d84e6e5ef4dda3a21798f15c4ad6eaf3541d
org.hidetake	groovy-ssh	2.3.0		9ae9e7076cf87bd68600fac7247567c7a9c8a639
org.hidetake	groovy-ssh	2.4.0		617546020c43833139321bcc8d16576b4a7f504f
org.hidetake	groovy-ssh	2.4.1		23d104bb0b44b2ee0bd54e9001be76384c21de6e
org.hidetake	groovy-ssh	2.4.2		cc9fe0f503e7d782e444be14b29e12bb090cc9e7
org.hidetake	groovy-ssh	2.4.3		84bae45660123fe0be021b1ba543877a45296a4b
org.hidetake	groovy-ssh	2.5.0		35ed701d70107e408ff25ffba650cf7ce3a29a7a
org.hidetake	groovy-ssh	2.5.1		fee16bd82ce5c27b81c4d399481ff53d9e6e27c0
org.hidetake	groovy-ssh	2.6.0		1a5feb3662e016edae1fb7f4aa49ca679ba0ca92
org.hidetake	groovy-ssh	2.7.0		8ab5ff7debb45f254cd304af5f966d805154bc16
org.hidetake	groovy-ssh	2.7.1		86e80e82bd0dc86af2d522139d2d9710fa26541a
org.hidetake	groovy-ssh	2.7.2		1431ffa28358a1e6c1e76da79c19505dfb9eaca4
org.hidetake	groovy-ssh	2.8.0		e31d1770c2eaa9d179d5187c14f3abe97663af22
org.hidetake	groovy-ssh	2.9.0		4a8b83d6721cd53b12749a6a88d7be3b84c42641
org.hogel	line-chart-view	0.1.0		b7458560de5bc54e329e26d37a1a4f7d550cb114
org.hogel	line-chart-view	0.1.1		ab0255c07353eb1853823796b9fadcc399fe9245
org.hogel	line-chart-view	0.1.2		e4424110d9c3d4352ea0817b88197f4e16ef51d3
org.hogel	line-chart-view	0.1.3		2c18b3c561985ff007e3197a22b36c603fcc267c
org.hogel	line-chart-view	0.1.4		b4154719d927d41ae87b23dea4b0d65cc8274779
org.hogel	line-chart-view	0.1.5		f3e7b407b276b5cb8f1737de69836284a490c481
org.hogel	line-chart-view	0.1.6		cbb538e4c2bd900edc2bae1f7e4a3af5ee50e5ca
org.hogel	line-chart-view	0.1.7		a1911f87090838fe8f19bd0fe535a8df88264495
org.hogel	line-chart-view	0.1.8		0396728d9e978d191e8da276b415ed2b76a06eea
org.hogel	line-chart-view	0.2.0		5f8476f0cd275c2bc94deeef6b3ec343748bf60d
org.ikasan	ikasan-sample-jboss-sftp-ear	2.0.0		N/A
org.ikasan	ikasan-sample-jboss-sftp-ear	2.0.0-beta		N/A
org.ikasan	ikasan-sample-jboss-sftp-ear	2.0.0-rc1		N/A
org.ikasan	ikasan-sample-jboss-sftp-ear	2.0.0-rc2		N/A
org.ikasan	ikasan-sample-jboss-sftp-ear	2.0.0-rc3		N/A
org.ikasan	ikasan-sample-jboss-sftp-ear	2.0.1		N/A
org.ikasan	ikasan-sample-jboss-sftp-ear	2.0.2		N/A
org.ikasan	ikasan-sample-jboss-sftp-ear	2.0.3		N/A
org.ikasan	ikasan-sample-jboss-sftp-ear	2.0.4		N/A
org.jboss.forge.addon	configuration	2.0.0.Alpha10		65f2127bfbe6cb922bb1ce78311ba7b60469c966
org.jboss.forge.addon	configuration	2.0.0.Alpha10	forge-addon	ed17ab43525332f9e040f8683d13be620cf4850f
org.jboss.forge.addon	configuration	2.0.0.Alpha11		5d6272d4974045ae731bd93cbc32f56eaf680d64
org.jboss.forge.addon	configuration	2.0.0.Alpha11	forge-addon	4e690fe2a81520b4f79190e6842f7cff5e060690
org.jboss.forge.addon	configuration	2.0.0.Alpha12		909c1df339119440e2bca17a4280a94b63cbf78c
org.jboss.forge.addon	configuration	2.0.0.Alpha12	forge-addon	f393f655e7e85f1d25677f691fd990107a805b3f
org.jboss.forge.addon	configuration	2.0.0.Alpha13		08983d2c7fc10dbb129f4331df2fd2e3e1bee1ab
org.jboss.forge.addon	configuration	2.0.0.Alpha13	forge-addon	67a18c5d7b8ca561784baa7460bb95c8400815b1
org.jboss.forge.addon	configuration	2.0.0.Alpha14		76cfb21377a64c9b5386b8945752cedfb723c1b3
org.jboss.forge.addon	configuration	2.0.0.Alpha14	forge-addon	a6a306890a1b893c8061e17c25e5923ec42c2558
org.jboss.forge.addon	configuration	2.0.0.Alpha6		22cd083e47efa058bbda3ac27de765531e250b2f
org.jboss.forge.addon	configuration	2.0.0.Alpha6	forge-addon	7422f547b55ecb473a262596d35cd0c1d8a1e0b8
org.jboss.forge.addon	configuration	2.0.0.Alpha7		fe32fc6ae0300697edceebb0f725f622d4dfe81e
org.jboss.forge.addon	configuration	2.0.0.Alpha7	forge-addon	88e18312960e6ee79f6ed8d5520df27f3b409c47
org.jboss.forge.addon	configuration	2.0.0.Alpha8		c2534df0d1f62547652819623fb6ed3794511e21
org.jboss.forge.addon	configuration	2.0.0.Alpha8	forge-addon	b4a4e14d0f3434b646b888790397fe23c4e2ad46
org.jboss.forge.addon	configuration	2.0.0.Alpha9		117902e94381280cfc1c5121e825b1d42e1f9c85
org.jboss.forge.addon	configuration	2.0.0.Alpha9	forge-addon	1c4885224a32bcf8cc94cd9434cf07ec9df27a44
org.jboss.forge.addon	configuration	2.0.0.Beta1		e1813e3302d378cd039966654959a43888d22b6b
org.jboss.forge.addon	configuration	2.0.0.Beta1	forge-addon	01eb1982d644729fc7cf9836e3a520b4aa163e4e
org.jboss.forge.addon	configuration	2.0.0.Beta2		7c267d59ae028df85e4dda4591dbc7dc57886454
org.jboss.forge.addon	configuration	2.0.0.Beta2	forge-addon	7a9bf8d25433a74f6bdcbb209e0bebea158d56a2
org.jboss.forge.addon	configuration	2.0.0.Beta3		4eeec797f490da4ae75a4c4e80853942339bf097
org.jboss.forge.addon	configuration	2.0.0.Beta3	forge-addon	d536dc67ab9641477ef522124fe27f958d4af00e
org.jboss.forge.addon	configuration	2.0.0.Beta4		e4ebdd3e6d7d70513a0e6fdf553ea2de174fccd7
org.jboss.forge.addon	configuration	2.0.0.Beta4	forge-addon	17fd0b4218f061af4faf94e9660a4b4e9285e30e
org.jboss.forge.addon	configuration	2.0.0.CR1		c049fcc10314c4a15cb90cc7002188614c0e41d4
org.jboss.forge.addon	configuration	2.0.0.CR1	forge-addon	40cbba5ba6664f0f6dff4b716508f289c09abab2
org.jboss.forge.addon	configuration	2.0.0.CR2		feeacd03f47c3f121ae5d422c2dc2c79d08a25c9
org.jboss.forge.addon	configuration	2.0.0.CR2	forge-addon	0c5b3f1d7e7a6327a83c16231d217e431349ff53
org.jboss.forge.addon	configuration	2.0.0.Final		a424f3a1f911c75dc726abcc0286265de5c50244
org.jboss.forge.addon	configuration	2.0.0.Final	forge-addon	aae2029fcdff898f3f64c099aa5e15254e81d8f7
