activesoap	retroweaver	1.1	-	8de137dad861a59f75a1e7289553e0dc090b18dc
org.tinylog	tinylog-api-kotlin	2.2.0-M3	-	385aff7044e5305139883c9bb962efe224df4d72
org.tinylog	tinylog-api-kotlin	2.2.0-M4	-	9f9899f18c9b29468ec103691a25ad9291147b72
org.tinylog	tinylog-api-kotlin	2.2.0-RC1	-	673f6b8180a7f84aff672cd4c348643eaee5145d
org.tinylog	tinylog-api-kotlin	2.2.1	-	f891118451192f14bba14f7795e43dc075dc60e4
org.tinylog	tinylog-api-kotlin	2.3.0	-	679251c79fc5b325361dafcac8b987893a5d9a86
org.tinylog	tinylog-api-kotlin	2.3.0-M1	-	ecf272a5f5a49e6d24696fc4a4f6356c9d104597
org.tinylog	tinylog-api-kotlin	2.3.0-M2	-	cab9c0a362c140470add9ded8ba27b86295515dd
org.tinylog	tinylog-api-kotlin	2.3.1	-	db7dd620ed4e9c962d89729853f41de65e74439e
org.tinylog	tinylog-api-kotlin	2.3.2	-	059842b2924c6dd2549624c86c0595c792cc739a
org.tinylog	tinylog-api-kotlin	2.4.0	-	3ede180d5908aaffaa886ac4af2c997a5a444613
org.tinylog	tinylog-api-kotlin	2.4.0-M1	-	2d88e5ed8cd68ce709a0a43329fe9723aafe5fd6
org.tinylog	tinylog-api-kotlin	2.4.0-M2	-	e06df8bef30fbbb19fbf0d4eda33b5e13c2b1e14
org.tinylog	tinylog-api-kotlin	2.4.1	-	21cf2d17a621c7911e21edc8690422f6dbaf5d10
org.tinylog	tinylog-api-kotlin	2.5.0	-	13e43e903b063dfd48e6740c4588421ea5c10332
org.tinylog	tinylog-api-kotlin	2.5.0-M1	-	71cdaea7da428822508449580449b682be6c4f8c
org.tinylog	tinylog-api-kotlin	2.5.0-M1.1	-	d97641635ffd80de88038570507dbaa63ec377f1
org.tinylog	tinylog-api-kotlin	2.5.0-M2	-	19be8dbc69e3e2c5c3f38a5abfc2102f35c67e75
org.tinylog	tinylog-api-kotlin	2.5.0-M2.1	-	034b35fde272c2b0c0c689eed8811f9f0e6f1cf8
org.tinylog	tinylog-api-kotlin	2.6.0	-	015de3a9a8f25e6bd06827a70ca88732f478d7c1
org.tinylog	tinylog-api-kotlin	2.6.0-M1	-	0978af1f852cebf3061b332691de1a576faad8fa
org.tinylog	tinylog-api-kotlin	2.6.0-M2	-	9b7a259e2a34161a17dd4695a7f45ac82c093fa9
org.tinylog	tinylog-api-kotlin	2.6.1	-	f2982241731c528dc994179167aec0165f688c5e
org.tinylog	tinylog-api-kotlin	2.6.2	-	04364225231fb848b847cfd2f41492a432287d55
org.tinylog	tinylog-api-kotlin	2.7.0	-	d3191c9b3dc7652bc9fcb520d9ac597b324bb85f
org.tinylog	tinylog-api-kotlin	2.7.0-M1	-	b32e009d0fabf81f74c1c6da8093f106ca849f7e
org.tinylog	tinylog-api-kotlin	2.7.0-M2	-	da47817d7454c920389b7625a90dc8ee08d58604
org.tinylog	tinylog-api-kotlin	2.7.0-M3	-	4fdafb714a1169f0c7672a21e27b13b13aeb6db3
org.tinylog	tinylog-api-kotlin	2.8.0-M1	-	c44f58bd9304e45e06e6352118e95067c01f28aa
org.ton	ton-kotlin-cell-jvm	0.1.0	-	ffb6a04b646b0c93e4c6df0d597907652cde4230
org.ton	ton-kotlin-cell-jvm	0.1.1	-	ffb6a04b646b0c93e4c6df0d597907652cde4230
org.ton	ton-kotlin-cell-jvm	0.2.1	-	9be1da2e1ca61db6ddaff45104c6fc2cb7d8253f
org.ton	ton-kotlin-cell-jvm	0.2.10	-	09b4478214e0a01b13b73451710b4fd7998caddc
org.ton	ton-kotlin-cell-jvm	0.2.12	-	077c15e0e5b4e0abca8210f2a961c613839b726c
org.ton	ton-kotlin-cell-jvm	0.2.13	-	71c27d2443d8f4063ad9470514a597365f5a8efb
org.ton	ton-kotlin-cell-jvm	0.2.14	-	71c27d2443d8f4063ad9470514a597365f5a8efb
org.ton	ton-kotlin-cell-jvm	0.2.15	-	58bbb1dce5115c90ae26e95971b069e16387ffff
org.ton	ton-kotlin-cell-jvm	0.2.16	-	a42f9bb8cd7b4d8d6b4bdcfe4d4cf94323bc5a09
org.ton	ton-kotlin-cell-jvm	0.2.18	-	2e66f2d447113a0c81b9cb9cbcb0d3d865d30733
org.ton	ton-kotlin-cell-jvm	0.2.2	-	9be1da2e1ca61db6ddaff45104c6fc2cb7d8253f
org.ton	ton-kotlin-cell-jvm	0.2.4	-	f04e1f1512c20a0c1881a01cf00629306253889f
org.ton	ton-kotlin-cell-jvm	0.2.6	-	f04e1f1512c20a0c1881a01cf00629306253889f
org.ton	ton-kotlin-cell-jvm	0.2.7	-	f38a1b978b3d7aa12b64863ab3109c783b2a5aa4
org.ton	ton-kotlin-cell-jvm	0.2.8	-	86ac82d6a3eaf366393d79b13bb45bd6494610f0
org.ton	ton-kotlin-cell-jvm	0.2.9	-	09b4478214e0a01b13b73451710b4fd7998caddc
org.tpolecat	doobie-refined_2.11	0.4.2	-	ef01da89bcff018869d70ff5a9355031a193bc98
org.tpolecat	doobie-refined_2.11	0.4.4	-	849c5f09c3953913129352eac136edc4ae4ed7b8
org.tpolecat	doobie-refined_2.11	0.5.0	-	a2e7ff6ec9cd9d7f7d77e85f784a76f5f1ba934a
org.tpolecat	doobie-refined_2.11	0.5.0-M11	-	083076dc05803c2df62f8d82b3401b9dd065c052
org.tpolecat	doobie-refined_2.11	0.5.0-M12	-	dc4c4e9de647ac2238d2fc73768a6ae228e56097
org.tpolecat	doobie-refined_2.11	0.5.0-M13	-	ce9fc1640c2a69234086fa3d03cccf39c9ba4587
org.tpolecat	doobie-refined_2.11	0.5.0-M14	-	81668ab13579d03f745ae0c09c5594b6a4b0e4f7
org.tpolecat	doobie-refined_2.11	0.5.0-M2	-	f8b1894b9b1a7b6c9d61c0f09377883b7e78af27
org.tpolecat	doobie-refined_2.11	0.5.0-M3	-	a4fe5eb259d8b9b0624a6405a47c9a8bf1824b8c
org.tpolecat	doobie-refined_2.11	0.5.0-M4	-	facbc2a91fa7f47c9ccd2b466d84229cf199a143
org.tpolecat	doobie-refined_2.11	0.5.0-M5	-	57214785c8f4fdf7dc6ae7a56c2792ea7ceb5bca
org.tpolecat	doobie-refined_2.11	0.5.0-M6	-	5b718c323c04f84b7f8da233ddb016a0b98d662e
org.tpolecat	doobie-refined_2.11	0.5.0-M7	-	16b9b6f6070ddb75c43cb7236e5123269d864a62
org.tpolecat	doobie-refined_2.11	0.5.0-M8	-	27d7080100329455b9165b9a073804e0b948e281
org.tpolecat	doobie-refined_2.11	0.5.0-M9	-	48f1816f8fd2e12bd28f6d3634e9bc55b7f94453
org.tpolecat	doobie-refined_2.11	0.5.0-RC1	-	c845953b721078e546d9198b15afaee56f386d11
org.tpolecat	doobie-refined_2.11	0.5.0-RC2	-	05cca4ade1c5fadaf5fc2a336eef632e78b8c20f
org.tpolecat	doobie-refined_2.11	0.5.1	-	e713bee356d4bac20e7b0a820859cc602db6367c
org.tpolecat	doobie-refined_2.11	0.5.2	-	a3455c7d8053fa9839f70c0af4cf53214a6578b6
org.tpolecat	doobie-refined_2.11	0.5.3	-	60992d0e728fac04043a0dd5bb9cc8deebbe277c
org.tpolecat	doobie-refined_2.11	0.5.4	-	25bef1541040e0da69ba5d8a0158c876eb812636
org.tpolecat	doobie-refined_2.11	0.6.0	-	47672ac6de4af33d1f54e0032cc36df68f9080c3
org.tpolecat	doobie-refined_2.11	0.6.0-M1	-	70551af9cb7a075c4fd3548f8be5829a89f42e7b
org.tpolecat	doobie-refined_2.11	0.6.0-M2	-	bcce9391131b7f4d8d859605fd4df5cda105f53a
org.tpolecat	doobie-refined_2.11	0.6.0-M3	-	8eaaee30dc6069cc39a41457d8ec83c6ce0f56c9
org.tpolecat	doobie-refined_2.11	0.6.0-RC1	-	6f58d4dc7adf51dfa26b92970d0d211aa91a4be4
org.tpolecat	doobie-refined_2.11	0.7.0	-	817b1ee47dea778602b6ea43b2ace5e27c4bd4ad
org.tpolecat	doobie-refined_2.11	0.7.0-M1	-	1e57744a6d4b811416ebd96aaa6ac01e7eedd5ec
org.tpolecat	doobie-refined_2.11	0.7.0-M2	-	e9e3aa51cc6e2fff44c5f287104833113061672c
org.tpolecat	doobie-refined_2.11	0.7.0-M3	-	8a84a275e8190a864e11e630332ea3d62795c692
org.tpolecat	doobie-refined_2.11	0.7.0-M4	-	3e6b0e426d4f581914c8c943a14ac600ab1a2cb9
org.tpolecat	doobie-refined_2.11	0.7.0-M5	-	7cd26a6ada64746c7b74bbe7a5b62fda646c1db5
org.tpolecat	doobie-refined_2.11	0.7.1	-	f94961ca2b7b61aef2fc41ba77f567db8fca1dfc
org.tpolecat	doobie-refined_2.11	0.8.0-M1	-	5a24dbe9ad8e7f9e34097c331f679502526e0e47
org.tpolecat	doobie-refined_2.11	0.8.0-M2	-	2eeb8df1b45347798336759bcc57d14186ec9d61
org.tpolecat	doobie-refined_2.11	0.8.0-M3	-	2c9015951c019137867161deb73d2f412a568c04
org.tpolecat	doobie-refined_2.11	0.8.0-RC1	-	361848d568935ca5d91cf2eefe08f6cc80de30fe
org.tpolecat	natchez-http4s-core_native0.4_2.12	0.6.1	-	673daf005c6800c4fe76eaab926aae4edc84b513
org.tpolecat	pool-party_sjs1_3	0.0.4	-	9d58deac7b1f374ee34ff24354e60ef998e73aba
org.twelvehart	unstructured4s-core_3	0.1.0	-	95e303e5cba7c7f25903bbaa8724b7643265ed2a
org.twelvehart	unstructured4s-core_3	0.1.1	-	2a0a333498d466993aff45bcf30473f09212eeac
org.twelvehart	unstructured4s-core_3	0.1.2	-	42246b4075e3b13f39058706275261eaee5e3f75
org.twelvehart	unstructured4s-core_3	0.1.3	-	7746fe06b559b862630e1d97d230e8ccedaa62ec
org.twelvehart	unstructured4s-core_3	0.1.4	-	f26e0193e96996a1869af1f5cdfdbe3436f270bc
org.twelvehart	unstructured4s-core_3	0.1.5	-	6fc0ec17fcb6e7646d27c6713f67b08334805d17
org.twelvehart	unstructured4s-core_3	0.1.6	-	529ff3e292464dfa0ae175f4112754a220353fa7
org.twelvehart	unstructured4s-core_3	0.1.7	-	69ae45fe5db39c1e71910736573dd86c1d20c299
org.twelvehart	unstructured4s-core_3	0.1.8	-	2fbfcc0990636fb61b112406081f57c526c801bd
org.typelevel	macro-compat_sjs0.6_2.12.0-RC1	1.1.1	-	b2459fe4187310a970a1668d24806975bbca0303
org.virtuslab	using_directives	0.0.10	-	a846c1756ca352a00bad30ad817322219aafc721
org.virtuslab	using_directives	0.0.5	-	7be2e7dee7e96fc177b495b022f835610b4211e5
org.virtuslab	using_directives	0.0.6	-	08a5455aba76adce5b2ce4a671b2593137f3065c
org.virtuslab	using_directives	0.0.7	-	e629584057ead5e949ac80642cce89eebe52b37c
org.virtuslab	using_directives	0.0.8	-	7f43d6fd7ce2320fce20e49e866bcf83b510aa7e
org.virtuslab	using_directives	0.0.9	-	587e7c0ac0b3a5b23dd7ed0ce24bc84d345b5683
org.virtuslab	using_directives	0.1.0	-	a70342264a5a7cee110ea4d7b0dfe90556b49370
org.virtuslab	using_directives	1.0.0	-	5934685a4afaf8f4477d686123807c9b7238df20
org.virtuslab	using_directives	1.1.0	-	64c30b8f5ed6d09f64227b2c23b5d80ff4c68d05
org.virtuslab	using_directives	1.1.1	-	f0b5d437dc752e942a7253c3d12780f978c5bf85
org.virtuslab	using_directives	1.1.2	-	46adf02fc158505ba0e8aac8da92fb80a048cfe1
org.virtuslab	using_directives	1.1.3	-	afd5de18ac990fe1b24053489a2345419f619e9f
org.webjars	highlightjs	10.1.2	-	29cf427ad3360808f77fea9c8d1314a0e690b0e8
org.webjars	highlightjs	11.10.0	-	64f8b41537500bec6f3eda4e880752415b2c44a5
org.webjars	highlightjs	11.11.1	-	1ae71ccadd96d11ff811c382e1d367faf449063d
org.webjars	highlightjs	11.5.0	-	3a56309ef76917c3e2c00dd3b412330aa5de711d
org.webjars	highlightjs	7.3	-	3558fb8533c2d06f14e58f3a59fcc671fb5d2cb2
org.webjars	highlightjs	7.3-1	-	d3c357b4eaea98b51012eaae46b101dea4fb80c2
org.webjars	highlightjs	8.0	-	a077db6c2f9e5eca8d64213598581f59453c938b
org.webjars	highlightjs	8.0-1	-	25012b40eccf5e2f3f0633711ba96413c06d210b
org.webjars	highlightjs	8.0-2	-	a5b710220569b93677963bfc1f79ceb435f4f7f9
org.webjars	highlightjs	8.0-3	-	197f4b1d91806f1970e32617774add6f24810de5
org.webjars	highlightjs	8.2	-	f117b5e39e4d59ba1d37a3f3f6a18d79a93db22b
org.webjars	highlightjs	8.2-1	-	c72cd4c6afcbdcc8d1db5a01835ef48a4f0f2b8e
org.webjars	highlightjs	8.4	-	3e9a1a36ada290c176c853c290a3278ec3d0b54e
org.webjars	highlightjs	8.4-1	-	1f72241589a0456a40f455eee79a3b4c02f48525
org.webjars	highlightjs	8.4-2	-	9e6ac6aa8d939da6e3a0de18689196e9e31334e2
org.webjars	highlightjs	8.4-3	-	51df6aa538d68807bf9edc1d04c3a5e36370e2c4
org.webjars	highlightjs	8.4-4	-	ff9b35bce4f2f03572d76f11da5387bb61d21c46
org.webjars	highlightjs	8.7	-	ca31df5c0c61eb342fbb6bbe41230bc4b3f28e24
org.webjars	highlightjs	9.15.10	-	7db359c3d8805cca395ab5392f53f9bb36b9aa75
org.webjars	highlightjs	9.15.8	-	82242cecc0200ee41a5009f36501dcc6a5280449
org.webjars	highlightjs	9.2.0	-	bee4180d796b20ed2d3ad3eee28236c6838f582a
org.webjars	highlightjs	9.6.0	-	4f2db5db87218d802796f967f7191591cab4eccb
org.webjars	highlightjs	9.7.0	-	886c925b1de72b7759373ec3bdf1f48fb7bc472f
org.webjars	highlightjs	9.8.0	-	9ffbeeda1a99348fb7667dca21f7c285c1d55ae7
org.webjars.npm	dezalgo	1.0.3	-	f1ba47c9ff7f67fbf8ac228b3a75651b8c25b6f1
org.webjars.npm	dezalgo	1.0.4	-	ba9a26bb665d3b97552f0952c6a94b5bb0d4988c
org.webjars.npm	domelementtype	1.1.1	-	d702d429c7f2ccde9af03c5ac422f2fecc7753a7
org.webjars.npm	domelementtype	1.1.2	-	aec8d5e6428a01fe170c19576cb5916f3cd0cafc
org.webjars.npm	domelementtype	1.1.3	-	6ebacedcabb4535b8bd90e7d0e08beb715428e46
org.webjars.npm	domelementtype	1.3.0	-	89cf405dde60a597df002b0ecabe4ebe561a4b04
org.webjars.npm	domelementtype	1.3.1	-	29d54d209a58fccdec0ed653c0a72f16802ff35c
org.webjars.npm	domelementtype	2.0.1	-	a10213ac1ad8d56da76d48b31bdb15939e092ebf
org.webjars.npm	domelementtype	2.1.0	-	cc0c7dc8044abcbdea1a426495e589d957a8732a
org.webjars.npm	domelementtype	2.2.0	-	0440a097daf35305325414be145c53d7d6bbb035
org.webjars.npm	domelementtype	2.3.0	-	288ce1836d8991b588687cb5c69718142d60475d
org.webjars.npm	domino	1.0.25	-	15703548aa08c2c6dece9ad48e61b1a58dc8e6bf
org.webjars.npm	domino	1.0.29	-	f3e39c59dc06759f04633fd63889e1dfb2f4999f
org.webjars.npm	domino	2.1.0	-	43e0c844fd81f8cbc500ea3de6b07381d0b51ae3
org.webjars.npm	domino	2.1.2	-	ad2b2365304bb864cc9f7f8fabdd62367f4ff049
org.webjars.npm	github-com-AndreaLombardo-BootSideMenu	1.0.0	-	7f93fd93925c363a549fc5c95b8d6d2284e7b108
org.webjars.npm	github-com-Daemonite-material	4.1.1	-	9126f5f5fd17a552e675bf44a8677f8f69af21ba
org.webjars.npm	github-com-busterjs-formatio	1.2.0	-	c000bbbc62b9b321feed8b623c28ebc1d1d060c6
org.webjars.npm	ibm__plex-sans-thai-looped	0.0.3-alpha.0	-	e7bf041c3cdee7807a753f85ca989586ddf4a1a3
org.webjars.npm	ignore-by-default	1.0.1	-	32788a71a6c9c90496b524eeedf15e545cb27578
org.webjars.npm	lodash._cachehas	4.0.0	-	dc408dc20b69bf6de3cf4ae9023a2d8c87bb0728
org.webjars.npm	lodash.restparam	3.6.0	-	8d179589094e90bd521aa1e603449279bb2f7d8f
org.webjars.npm	lodash.restparam	3.6.1	-	26382be2c14596d78f575367fc6d94b3e0205f86
org.webjars.npm	robust-subtract	1.0.0	-	3522a4ca992f0c0039668b49e2fbddb34025879b
org.webjars.npm	types__leaflet	1.0.37	-	612a2ecfd7c3e6ff4388e7155e7d0e46d3b6ee1d
org.webjars.npm	types__leaflet	1.0.39	-	64701388d3445fd9410f0aa79c65ed4cce615791
org.webjars.npm	types__leaflet	1.2.5	-	44a7cfd92156e04a16979b13a1b097341205109e
org.webjars.npm	uppy__dashboard	0.28.0	-	9ead6c91dc495fd4568e7eeca9963015d799631c
org.webjars.npm	uppy__dashboard	1.0.2	-	b20dce969c7d47abec98132ff4515e13c1e2299f
org.webjars.npm	uppy__dashboard	1.10.0	-	3fb0942c5cf1ec90142c3320fe5d9a8627ae3a56
org.webjars.npm	uppy__dashboard	1.12.9	-	bf412130fd8f173caec70b94e1372899ac02f6e8
org.webjars.npm	uppy__dashboard	1.20.2	-	d8997f74853d038a55430e976fbe7b277236721c
org.webjars.npm	uppy__dashboard	1.5.0	-	938b55d4e4c68a9ba384c83d3bc28d0373f47e4b
org.webjars.npm	uppy__dashboard	2.0.0-alpha.0	-	d082ae95ce22e2cd824b30e965d79ccc9410b5e4
org.webjars.npm	uppy__dashboard	3.0.0-beta.4	-	81f8c1337c252a959dbbaadd7b4fe6e89c287c3d
org.webjars.npm	uppy__dashboard	3.2.1	-	931fe886cdabf25df10e6439e591865ff8d8a05e
org.webjars.npm	uppy__dashboard	3.3.1	-	91cc93b043e5d484b2b3645c18cd9bfe3907d2fc
org.webjars.npm	uppy__dashboard	3.5.4	-	9f1d598e8f4f8aa50ce3948130cefd7575500d01
org.webjars.npm	uppy__dashboard	3.6.0	-	0b5d637c07595780041e0cbb438e330dfa8c0681
org.webjars.npm	uppy__dashboard	4.1.2	-	2feaa2f6957c7b6e399cbfc99e6f43450e2d83ec
org.webjars.npm	vaadin__vaadin-usage-statistics	2.0.1	-	e68d97ad37f90753121d84c2b2a205dc3c7b888b
org.webjars.npm	vaadin__vaadin-usage-statistics	2.1.0	-	f126958a1cf988b3f49e6d5cf8b4710f7d09680c
org.webjars.npm	vaadin__vaadin-usage-statistics	2.1.2	-	007695e547115f109855752488ef04c4c8b5c7cb
org.webjars.npm	vaadin__vaadin-usage-statistics	2.1.3	-	636739b3823ab615343bfc899efea564c630bac2
org.wildfly.swarm	bom-all	2012.12.0	-	fe2d4c187fca4de7bf2e89c52d4edb733466798b
org.wildfly.swarm	bom-all	2016.10.0	-	f918047a2c733450798126c938600003125e58cb
org.wildfly.swarm	bom-all	2016.11.0	-	96c558338b3c5b2d0ca6f9a1b7a493c88ee4a40c
org.wildfly.swarm	bom-all	2016.12.0	-	664bddc671a6a053dd89491bb61fa17282ee938f
org.wildfly.swarm	bom-all	2016.12.1	-	33cd623ac99cbb0137e64389fd7ec0dbfa50eadb
org.wildfly.swarm	bom-all	2016.8	-	da829cd2668026cab4fa2a7fecb1f8b3f7ff0ee7
org.wildfly.swarm	bom-all	2016.8.1	-	80b29d930da94806fd5945a6fd98102202793374
org.wildfly.swarm	bom-all	2016.9	-	64407408558bbf87846c52af8741308d732157ef
org.wildfly.swarm	bom-all	2017.1	-	650a77a0fd0f372a8b5b50714543af8af2831902
org.wildfly.swarm	bom-all	2017.1.1	-	27ffa17f848df9f98d392a39a1d127461ec3a5d0
org.wildfly.swarm	bom-all	2017.10.0	-	00b82a146a23b90854ad78ebe6b1a02d3a3f3e48
org.wildfly.swarm	bom-all	2017.10.1	-	dc0de8b5696365d98fd8ae045aa53236fd8b19e2
org.wildfly.swarm	bom-all	2017.10.2	-	ab518fb0ded01f13cb2b87f05478fed7ba93858b
org.wildfly.swarm	bom-all	2017.11.0	-	0fc5789361af40019028304864b513bc938d39b1
org.wildfly.swarm	bom-all	2017.12.0	-	6c8096554c5fa9ca49a8afbd19e9cd7670c9a11c
org.wildfly.swarm	bom-all	2017.12.1	-	cc6fcd9e7fb8032ff2133a7e4cd8b4f06bb36651
org.wildfly.swarm	bom-all	2017.2.0	-	7fa3531aad70852ddf232b4f8c68d3b4d613d1ca
org.wildfly.swarm	bom-all	2017.3.2	-	d3f1f88fcd3ae32104dc8162706bd6c66e1fbf65
org.wildfly.swarm	bom-all	2017.3.3	-	8f4ad676edb9b3edd9f53a68c20b6aed42992d7f
org.wildfly.swarm	bom-all	2017.4.0	-	42c6dd3e3b058de1d9f21c7e1d31339cb3345f4a
org.wildfly.swarm	bom-all	2017.5.0	-	860f09bf549e03e4c21b3b4ce896f6d044485010
org.wildfly.swarm	bom-all	2017.6.0	-	7ffdd05f5caa2fa791e80b5ba2cc65f07bb1406e
org.wildfly.swarm	bom-all	2017.6.1	-	bd949ef99f4c31a07df1bcdaec4603e724cf24c9
org.wildfly.swarm	bom-all	2017.7.0	-	8750102b6ccac4e7cc1c7fb89fe2f387b6d7c8d6
org.wildfly.swarm	bom-all	2017.8.0	-	1b646e7cea6a59ea62e5703a55daad55b9f61d11
org.wildfly.swarm	bom-all	2017.8.1	-	9ba5996a05c0a6789a867f426f3bb158c9143416
org.wildfly.swarm	bom-all	2017.9.4	-	a2396860a8d830ea34a8e28545ef3afababf002a
org.wildfly.swarm	bom-all	2017.9.5	-	939c55c447f89dc82b43282ae75e81ef36b74570
org.wildfly.swarm	bom-all	2018.1.0	-	86dc2e6ea2d1b5bba134a9271b1e946a200ef289
org.wildfly.swarm	bom-all	2018.2.0	-	9674179d7ab8708f56fadcefb2a8982a5f6b64ac
org.wildfly.swarm	bom-all	2018.2.0.Final	-	429158c0ac7559fbbb987bcecc7ab035a5ba5fe8
org.wildfly.swarm	bom-all	2018.3.0	-	943910c9d0f908d61d8dbe81df6d7155fe177cce
org.wildfly.swarm	bom-all	2018.3.1	-	ff3b583b135bcce523ad122228ba24db17ccfa57
org.wildfly.swarm	bom-all	2018.3.2	-	96c42fb86c85ef44728eaf23b407ddd541a54326
org.wildfly.swarm	bom-all	2018.3.3	-	36c929a23e1190cc0c8ee03f030d3d1ce1fdf914
org.wildfly.swarm	bom-all	2018.4.0	-	110b56207f59fd643411c9867539a8a8cd113878
org.wildfly.swarm	bom-all	2018.4.1	-	decfe847bde7d50a537ca57613b94944793cf920
org.wildfly.swarm	bom-all	2018.5.0	-	1768bb7c17cbe90ab3faf267f003f5c1c59b8081
org.wildfly.swarm	topology-consul-modules	1.0.0.Alpha7	-	24e8894344161df4c45cc513bd6959d23615f9e0
org.wildfly.swarm	topology-consul-modules	1.0.0.Alpha8	-	a850ef658b1980aca34fc5b4f0370267d6e097ea
org.wildfly.swarm	topology-consul-modules	1.0.0.Beta1	-	a15b216fc1bcccfbe0afd6a9d2ac2da8bba2f03d
org.wildfly.swarm	topology-consul-modules	1.0.0.Beta2	-	4b2199c6cc7a443683092405b0d4d94f3a29423c
org.wildfly.swarm	topology-consul-modules	1.0.0.CR1	-	c7c4e9dcdfd7a848f94d4a51a8be98f704cf7dd8
org.wildfly.swarm	topology-consul-modules	1.0.0.CR2	-	571d6ead294df450174bf4eb2257f2eeeaff027b
org.wildfly.swarm	topology-consul-modules	1.0.0.Final	-	53e3e9d8657478b361de3f378c6a8a502a18fc91
org.wildfly.swarm	topology-consul-modules	1.0.1.Final	-	862942775e6781f3861fb21ba07e82e35f4da33a
org.wildfly.swarm	wildfly-swarm-mail	1.0.0.Alpha4	-	693e7cddaf80e0708458139a49cdb3d14e56304c
org.wildfly.swarm	wildfly-swarm-mail	1.0.0.Alpha5	-	fe2add676e4c95aae781fabbeaed7508d27b9ac3
org.wso2.apache.solr	solr	5.0.0.wso2v1	-	534df1be7cc8e82b9b0feb9d8a1a5810aaecc0c4
org.wso2.carbon	org.wso2.carbon.integretion.test.common.ui.pages	4.10.11	-	7ca7ed3b1b940c70085e26cb47cde1a8b899a237
org.wso2.carbon	org.wso2.carbon.integretion.test.common.ui.pages	4.10.12	-	92faa44d060b91a3f8917453e8d32478ad99dd00
org.wso2.carbon	org.wso2.carbon.integretion.test.common.ui.pages	4.10.13	-	e3ba967415e9b6f8cc8107b0772c8c681f999b7d
org.wso2.carbon	org.wso2.carbon.integretion.test.common.ui.pages	4.10.15	-	c59ff01a549666d73f5a8abec7ada093c4b6aa59
org.wso2.carbon	org.wso2.carbon.integretion.test.common.ui.pages	4.10.2	-	155328368fa3f6cb247d89da820e2e8ac3618f89
org.wso2.carbon	org.wso2.carbon.integretion.test.common.ui.pages	4.10.21	-	68a3eaa8816e6ded657eb4245e2186f9a4378061
org.wso2.carbon	org.wso2.carbon.integretion.test.common.ui.pages	4.10.22	-	667aa86f56694f1351c8e412802e8be5a9937ac0
org.wso2.carbon	org.wso2.carbon.integretion.test.common.ui.pages	4.10.31	-	5ccda35e19c174ac990d5028ea4730af37327134
org.wso2.carbon	org.wso2.carbon.integretion.test.common.ui.pages	4.10.32	-	2d776b3507506941c296c304c2a571477a82fbca
org.wso2.carbon	org.wso2.carbon.integretion.test.common.ui.pages	4.10.39	-	6b7b6043138f83b9399a2ffaaa49e785f9c101e0
org.wso2.carbon	org.wso2.carbon.integretion.test.common.ui.pages	4.10.44	-	905a91c7024da3ff3925bec4ec63d88de3fa75b7
org.wso2.carbon	org.wso2.carbon.integretion.test.common.ui.pages	4.4.19	-	370a6da8be3335bd28d924c60a2fa06f78b1ae96
org.wso2.carbon	org.wso2.carbon.integretion.test.common.ui.pages	4.4.20	-	ee4957ab6105ed590d658a03a3054ea8a7291f23
org.wso2.carbon	org.wso2.carbon.integretion.test.common.ui.pages	4.4.21	-	8e324df0ee21818c37af972f4fff196df7f8939a
org.wso2.carbon	org.wso2.carbon.integretion.test.common.ui.pages	4.4.22	-	9ab5e222bc632d5b50aac6078d443548dd8e433b
org.wso2.carbon	org.wso2.carbon.integretion.test.common.ui.pages	4.4.23	-	8a4e53e8cf24cd5e3b8637d875002969f1e277de
org.wso2.carbon	org.wso2.carbon.integretion.test.common.ui.pages	4.4.24	-	e26d116d0bdf42de1f2d732df447583c8aaa0ff2
org.wso2.carbon	org.wso2.carbon.integretion.test.common.ui.pages	4.4.25	-	88a239bde86050c984b9e500069c22584aab25fb
org.wso2.carbon	org.wso2.carbon.integretion.test.common.ui.pages	4.4.26	-	53c26018eb4bb07c8f49e842f72c98183e077de3
org.wso2.carbon	org.wso2.carbon.integretion.test.common.ui.pages	4.4.27	-	a89e0a0ae744593dc98258e0b6f990a17b3f5818
org.wso2.carbon	org.wso2.carbon.integretion.test.common.ui.pages	4.4.28	-	5e704eab7f8f972d2684813a63b9b8d41e6a6411
org.wso2.carbon	org.wso2.carbon.integretion.test.common.ui.pages	4.4.29	-	e815d6eb3f15dcdd0cc61f93cdd568ca94266963
org.wso2.carbon	org.wso2.carbon.integretion.test.common.ui.pages	4.4.30	-	0465116b2811313164c3512dff304346fe840cb8
org.wso2.carbon	org.wso2.carbon.integretion.test.common.ui.pages	4.4.31	-	9f7df850bbf5182b2e7a692bdb00312fc80dbe1e
org.wso2.carbon	org.wso2.carbon.integretion.test.common.ui.pages	4.4.32	-	7f40b1f0b4366edeec26e16b963b648be15ab14b
org.wso2.carbon	org.wso2.carbon.integretion.test.common.ui.pages	4.4.33	-	7628099f9b2a1bbca97f7ecabe4a6aa809a4d002
org.wso2.carbon	org.wso2.carbon.integretion.test.common.ui.pages	4.4.34	-	57fa5274b51978017fec33dd22f5494f2cc33a51
org.wso2.carbon	org.wso2.carbon.integretion.test.common.ui.pages	4.4.35	-	5dcad63d2659f7de9b4b4c12f022318395a44b90
org.wso2.carbon	org.wso2.carbon.integretion.test.common.ui.pages	4.4.36	-	1196b32bd42c9364233b175e08c776cc2837c9ed
