at.released.tempfolder	tempfolder-sync-jvm	0.1		5709b2cc7007b0faa6448f8f49384e30a9a8ef2d
io.kvision	kvision-common-types	5.17.0		394ecd5b77a9845088621655845a8904ce490e01
io.kvision	kvision-common-types	5.18.0		9e59be7bb96cea9533e7335f2b776e6a866c3068
io.kvision	kvision-common-types	5.18.1		9e59be7bb96cea9533e7335f2b776e6a866c3068
io.kvision	kvision-common-types	5.18.2		9e59be7bb96cea9533e7335f2b776e6a866c3068
io.kvision	kvision-common-types	5.2.0		dcafefb7ebfdb38964d3ee18d5206a2c07d939b8
io.kvision	kvision-common-types	5.2.1		0daffafb5ecb5a2be8c82f65320be0b01eec4050
io.kvision	kvision-common-types	5.3.0		ba31e29183324070156021dec817b404e08fade5
io.kvision	kvision-common-types	5.4.0		67165b360845be6d1166a88b16ea1dde56cd7559
io.kvision	kvision-common-types	5.4.1		88d997032f8fb1899d7b07ffab18b13806e6d228
io.kvision	kvision-common-types	5.4.2		6de957d8e0220f99059fc4a0aad9b758a7b02112
io.kvision	kvision-common-types	5.4.3		ef29c572da042dde707d8776ca1b40b28b69537e
io.kvision	kvision-common-types	5.5.0		c0c98697a57a4725329a6a5f0ea67aa02682331f
io.kvision	kvision-common-types	5.5.1		f3edbd3fa33e3c05ad4fd908225ceee153016b1c
io.kvision	kvision-common-types	5.6.0		f212b68ab696a69ad620f2ec2b59eb1c9e55f69d
io.kvision	kvision-common-types	5.6.1		8ef52705cc41f4580952b1dc1c2b653cc7315de3
io.kvision	kvision-common-types	5.7.0		699791eac74fdc46c4b9239c04152747997efa15
io.kvision	kvision-common-types	5.7.1		47f07dc1af0ea1b63200f32793ab9cb4128c79e9
io.kvision	kvision-common-types	5.7.2		e469a48a628e0b546666cc27437f77790fb824e5
io.kvision	kvision-common-types	5.8.0		268ad9ee057d772dfe3c7027e3f7efbd2c37ed47
io.kvision	kvision-common-types	5.8.1		d6eb76a30817960cda5b334875b5f9f38d34a613
io.kvision	kvision-common-types	5.8.2		41ed405a52d2ea3fd60481b84c161ac7421f3db1
io.kvision	kvision-common-types	5.8.3		0c8c096f3f67b54cb922a693d4fa3b2f8a0525de
io.kvision	kvision-common-types	5.9.0		f6038a69622ecd6134e03f8db2fa85b6c6142083
io.kvision	kvision-common-types	6.0.0		91e4ab88524687ef63c2662161e0f6807467c172
io.kvision	kvision-common-types	6.0.0-Beta		d96a8eaea179189233d2658b0ee99db2a75ccdf2
io.kvision	kvision-common-types	6.0.1		91e4ab88524687ef63c2662161e0f6807467c172
io.kvision	kvision-common-types	6.0.2		91e4ab88524687ef63c2662161e0f6807467c172
io.kvision	kvision-common-types	6.0.3		91e4ab88524687ef63c2662161e0f6807467c172
io.kvision	kvision-common-types	6.0.4		91e4ab88524687ef63c2662161e0f6807467c172
io.kvision	kvision-common-types	6.0.5		91e4ab88524687ef63c2662161e0f6807467c172
io.kvision	kvision-common-types	6.0.6		91e4ab88524687ef63c2662161e0f6807467c172
io.kvision	kvision-common-types	6.1.0		91e4ab88524687ef63c2662161e0f6807467c172
io.kvision	kvision-common-types	6.1.1		91e4ab88524687ef63c2662161e0f6807467c172
io.kvision	kvision-common-types	6.1.2		91e4ab88524687ef63c2662161e0f6807467c172
io.kvision	kvision-common-types	6.2.0		6afb790415fb22a974db806af0f1284526868c6d
io.kvision	kvision-common-types	6.2.1		38835e5e37478775f20fbdaf26fb8d76f18867b5
io.kvision	kvision-common-types	6.2.2		38835e5e37478775f20fbdaf26fb8d76f18867b5
io.kvision	kvision-common-types	6.2.3		38835e5e37478775f20fbdaf26fb8d76f18867b5
io.kvision	kvision-common-types	6.3.0		07ad3b17cd42f1b7cd774edcc3d675e59c750b04
io.kvision	kvision-common-types	6.3.1		07ad3b17cd42f1b7cd774edcc3d675e59c750b04
io.kvision	kvision-common-types	6.3.2		759c8870770a127053fd0ee20668377936073d92
io.kvision	kvision-common-types	6.4.0		759c8870770a127053fd0ee20668377936073d92
io.kvision	kvision-common-types	6.5.0		431f5ab814e0a5cc6094601ea1182bb68775af53
io.kvision	kvision-common-types	6.5.1		431f5ab814e0a5cc6094601ea1182bb68775af53
io.kvision	kvision-common-types	6.5.2		431f5ab814e0a5cc6094601ea1182bb68775af53
io.kvision	kvision-common-types	6.6.0		431f5ab814e0a5cc6094601ea1182bb68775af53
io.kvision	kvision-common-types	7.0.0		c19e656b1cd57dd0f354ec806b6a537d87e7463a
io.kvision	kvision-common-types	7.0.1		bc0c386abbff75e63badcee8c0b29d54ed7631b5
io.kvision	kvision-common-types	7.1.0		48bd750c60b713731ebbc82b7de1ce730f8fd5c9
io.kvision	kvision-common-types	7.2.0		48bd750c60b713731ebbc82b7de1ce730f8fd5c9
io.kvision	kvision-common-types	7.3.0		36843f4235b0ca15d14ec416bf20c0718700563c
io.kvision	kvision-common-types	7.3.1		36843f4235b0ca15d14ec416bf20c0718700563c
io.kvision	kvision-common-types	7.4.0		36843f4235b0ca15d14ec416bf20c0718700563c
io.kvision	kvision-common-types	7.4.1		36843f4235b0ca15d14ec416bf20c0718700563c
io.kvision	kvision-common-types	7.4.2		36843f4235b0ca15d14ec416bf20c0718700563c
io.kvision	kvision-common-types	7.4.3		13ea1a45d53e79b747d692f778bb928147302291
io.kvision	kvision-common-types	7.4.4		13ea1a45d53e79b747d692f778bb928147302291
io.kvision	kvision-common-types	7.4.5		13ea1a45d53e79b747d692f778bb928147302291
io.kvision	kvision-common-types	7.5.0		f938061b26091324cdddcd8747bd663caa63dcf9
io.kvision	kvision-common-types	7.5.1		f938061b26091324cdddcd8747bd663caa63dcf9
io.kvision	kvision-common-types	8.0.0		990433bf49a7faafe6e0a3194cb5fe91093a60be
io.kvision	kvision-common-types	8.0.0-RC		2d5671e2c7d072194cea6c1d45c6548dadfc1050
io.kvision	kvision-common-types	8.0.1		70c8d148fc7136c540c9f78bf98dcfdc45e20fa3
io.kvision	kvision-common-types	8.1.0		9185b327bede41382d3e5d6d3e208ddb9075b1fa
io.kvision	kvision-common-types	8.1.1		9185b327bede41382d3e5d6d3e208ddb9075b1fa
io.kvision	kvision-common-types	8.2.0		77b86d55dc6408d25c9e83a849bfb7b5f775dcad
io.kvision	kvision-common-types	9.0.0		d0d80f4c675c2d83b33098c33d6ac33fcb246fb1
io.kvision	kvision-common-types	9.0.1		d0d80f4c675c2d83b33098c33d6ac33fcb246fb1
io.micronaut.kubernetes	micronaut-kubernetes-client-openapi	6.2.0		0598658ca4b32d77dfc185fca05ed5854cf1cd8c
io.micronaut.kubernetes	micronaut-kubernetes-client-openapi	6.2.1		b02b6b45ebcb84de60854c9cb2fb1ba5e86a3ddd
io.micronaut.kubernetes	micronaut-kubernetes-client-openapi	7.0.0		e71df14ab79350c1574b0920ab637bea071e19c8
io.sgr.maven	common-dependencies	1.1.1		N/A
io.springboot.ai	spring-ai-mongodb-atlas-store	1.0.0		269383e456c8290c340b8c0bb587e0da68b7cfc5
io.springboot.ai	spring-ai-mongodb-atlas-store	1.0.2		88c5f774bc071807614511642cf9f3d47f657659
io.springboot.ai	spring-ai-mongodb-atlas-store	1.0.3		08d76274d63d8df18a5748f5cad5b3d6b0ac0f8c
javax.xml	jaxm-api	1.1		N/A
javax.xml	jaxm-api	1.1.2		N/A
me.cmoz.grizzly	grizzly-blink	1.0.0		215c2e9dc8ad05c05c181960e2cae80e33ee5125
net.sf.ingenias	iafarch-gui	1.0		7d3bc30cb19a02787a3dfaaebe91c038d13cb1db
net.sf.ingenias	iafarch-gui	1.1		d66c1e8fd264bf493e1a2b49f178121ef76b2e7a
net.sf.ingenias	iafarch-gui	1.2		d1b10a074b732267fe84984abee99b8da4f10876
net.sf.ingenias	iafarch-gui	1.3		da51c930c15d9562db2fa40a37a6a5158a44e551
net.sf.ingenias	iafarch-gui	1.4		432ed1051aef035a868732eb943cad3b1d47de2d
online.skyopen	walker-web-driver	3.1.6		e4ed71c13b2c7d036602282b176542cf1415f716
online.skyopen	walker-web-driver	3.2.0		f61eff7a6abd3794655fcca0394232c20d8c1033
org.apache.camel.springboot	camel-xchange-starter	3.0.0		31189cc0ae3714745c418ce59db4e2a1362bf838
org.apache.camel.springboot	camel-xchange-starter	3.0.1		4d4ec29e935383d3ba7805a6f5d2ecc21a4420a2
org.apache.camel.springboot	camel-xchange-starter	3.1.0		939469df49b30790e789fbadf68e0ce7eeec7b1b
org.apache.camel.springboot	camel-xchange-starter	3.10.0		e992dbaabb5203214a963da95060b07fdc56cde8
org.apache.camel.springboot	camel-xchange-starter	3.11.0		aa06cae3a35c42e70e6a7da8f3337db1b2c2ea47
org.apache.camel.springboot	camel-xchange-starter	3.11.1		25672cca490b6f8eebcdfcd1eada3a57dcc045c0
org.apache.camel.springboot	camel-xchange-starter	3.11.2		2a424df62456208e8509da93a5af48c1922f1836
org.apache.camel.springboot	camel-xchange-starter	3.11.3		fe75a8ff9361cdeac6092276e617973bb9b1d047
org.apache.camel.springboot	camel-xchange-starter	3.11.4		88ffb11948277685e925e26e866c45b5ecfcfdfc
org.apache.camel.springboot	camel-xchange-starter	3.11.5		789a1c15cbc0ac691bfb6e3baca873d356964b28
org.apache.camel.springboot	camel-xchange-starter	3.11.6		7023021f8c1b09a33afab4ab93e06373e73ba219
org.apache.camel.springboot	camel-xchange-starter	3.11.7		6eccfe77446763000924d9cf4def424a4665c1f2
org.apache.camel.springboot	camel-xchange-starter	3.12.0		9cfe9c2d8271afaad57ae255fe25f982b97efa92
org.apache.camel.springboot	camel-xchange-starter	3.13.0		2fcfd318c8f85d932b997c71bf9755823ce4aa1f
org.apache.camel.springboot	camel-xchange-starter	3.14.0		85d7339122f60f11785bbd241513e37414302c31
org.apache.camel.springboot	camel-xchange-starter	3.14.1		ba9771fa4326b8962c0cbefb72d59f88573ee0cb
org.apache.camel.springboot	camel-xchange-starter	3.14.10		34401afc19cfed44bac7ffed92c2b0976e17cc07
org.apache.camel.springboot	camel-xchange-starter	3.14.2		4177caa057f4509ed397b43ef9e2753c6cd01b52
org.apache.camel.springboot	camel-xchange-starter	3.14.3		8e3b8992edd632e20f0a7c2ffed6d4aced0a6c8a
org.apache.camel.springboot	camel-xchange-starter	3.14.4		6ae9c1ff74b61d8438cb2d6b6789bcec243411e3
org.apache.camel.springboot	camel-xchange-starter	3.14.5		0b97757e39a349b05bca8dc3162f257f7ae2a2c2
org.apache.camel.springboot	camel-xchange-starter	3.14.6		c8ec7bca6e4d6264863a877b62a9b4f07f3c50db
org.apache.camel.springboot	camel-xchange-starter	3.14.7		23e08de8f57bf219ce8d590648005ccb65cfdc41
org.apache.camel.springboot	camel-xchange-starter	3.14.8		006566475d153b8dbb5ee95312a5e86ac421cdc4
org.apache.camel.springboot	camel-xchange-starter	3.14.9		1f6560d5eae0c7cf1fc651c9615c9388ef1c3539
org.apache.camel.springboot	camel-xchange-starter	3.15.0		2990abdac990b594996d9b6ddc87eda6dfdb0d12
org.apache.camel.springboot	camel-xchange-starter	3.16.0		10ffb85958d2fd530c41fc5730b5eac7baba35b1
org.apache.camel.springboot	camel-xchange-starter	3.17.0		2a45529bc6000063774e2936c647cea38d761684
org.apache.camel.springboot	camel-xchange-starter	3.18.0		51a6f00e6223aed1b123563f81d43f7aa57e2b6e
org.apache.camel.springboot	camel-xchange-starter	3.18.1		a3b56c7ab62e6af8cda4e8777f7d7c804cfe37ff
org.apache.camel.springboot	camel-xchange-starter	3.18.2		b1c9cad80ceadeb491b80bf06650a48ffe3a9e04
org.apache.camel.springboot	camel-xchange-starter	3.18.3		349d2d1e7052b352e2d132ac429199ce3172c15c
org.apache.camel.springboot	camel-xchange-starter	3.18.4		145edd5290860b98a42e6e13d7d7be8895875219
org.apache.camel.springboot	camel-xchange-starter	3.18.5		4a8525151cec52bddd4811a2e510a7d691e43f61
org.apache.camel.springboot	camel-xchange-starter	3.18.6		8192c6abefa54b015db28a76eb930af50aa5e0ce
org.apache.camel.springboot	camel-xchange-starter	3.18.7		c55b503713829aefd7bc20d622fe148e60f02efd
org.apache.camel.springboot	camel-xchange-starter	3.18.8		4373bfd2a0fdc30682a3cd24d083b8b724dd273a
org.apache.camel.springboot	camel-xchange-starter	3.19.0		bd01c61abc33fc1d7f6e7920d08a23914a01625c
org.apache.camel.springboot	camel-xchange-starter	3.2.0		15e57eb1c723ef49339e56c98729e40622bf0c67
org.apache.camel.springboot	camel-xchange-starter	3.20.0		c1bef574101c9c96afc7d9bbb825230e43d74845
org.apache.camel.springboot	camel-xchange-starter	3.20.1		b84583d3c0a2fb039213ce9a8de1dbe01d50e419
org.apache.camel.springboot	camel-xchange-starter	3.20.2		8886272da08b32571e255a6990c89f2dc6081c0e
org.apache.camel.springboot	camel-xchange-starter	3.20.3		89710ae0e88ebed2a476b1348e2377fe20a09429
org.apache.camel.springboot	camel-xchange-starter	3.20.4		ebc573179b0fc96f3e5d48a181de3f0b6f441e7c
org.apache.camel.springboot	camel-xchange-starter	3.20.5		830990a1ac64eab032bb4fcf24be72997110a49e
org.apache.camel.springboot	camel-xchange-starter	3.20.6		84bcc712211fc9c513bb258b74cb0d0186986020
org.apache.camel.springboot	camel-xchange-starter	3.20.7		81666ad09aebee2252c24b6d41e4762ebf224462
org.apache.camel.springboot	camel-xchange-starter	3.20.8		406c4399e9868bdf93620b97195c8f82de40326b
org.apache.camel.springboot	camel-xchange-starter	3.20.9		878c5cc14e22494d423a03a69fecdf49de950f6f
org.apache.camel.springboot	camel-xchange-starter	3.21.0		8471ce258b12c7c7d9f50285b7dd816ac6654387
org.apache.camel.springboot	camel-xchange-starter	3.21.1		eed018aec2b286e6d4ed7c91fac2fa6849774f84
org.apache.camel.springboot	camel-xchange-starter	3.21.2		f7084271a719f189d9fca99ddae9c5cc2232b2a7
org.apache.camel.springboot	camel-xchange-starter	3.21.3		e6935cc05d08fb2d6361e2563bd809356deb465c
org.apache.camel.springboot	camel-xchange-starter	3.21.4		a314c0a9b8b8c27c2251d1393d967c7a7498dcf0
org.apache.camel.springboot	camel-xchange-starter	3.21.5		0342f4e4afb5640dddc03fd97e31e60dadcb904f
org.apache.camel.springboot	camel-xchange-starter	3.22.0		3e247c7911888233f5ae7a8cc26a6decb55c8e92
org.apache.camel.springboot	camel-xchange-starter	3.22.1		90286c2f335ee42fde6f3974c88bf0873910e115
org.apache.camel.springboot	camel-xchange-starter	3.22.2		de210c4bba949f9f93f669e28e833a443e2b4855
org.apache.camel.springboot	camel-xchange-starter	3.22.3		155a9475d30ba2d315afcbabbd892889978b0c8b
org.apache.camel.springboot	camel-xchange-starter	3.22.4		843e3dc741f437c65202858e53ad95f23c9e12a2
org.apache.camel.springboot	camel-xchange-starter	3.3.0		2bac8ef9c61d4af8cfb5eed25e61e21c6fc21e9a
org.apache.camel.springboot	camel-xchange-starter	3.4.0		a5f332175db9d740cf9a95a40f0f78faac65e073
org.apache.camel.springboot	camel-xchange-starter	3.4.1		76a60890cb60d3e23378f56d2ec8ac7cca9a1ed4
org.apache.camel.springboot	camel-xchange-starter	3.4.2		76f85a0e2f136f8b3567b2a0675ccaee6750f458
org.apache.camel.springboot	camel-xchange-starter	3.4.3		0560d217c79d5eb3673c2870f14910f0847335f2
org.apache.camel.springboot	camel-xchange-starter	3.4.4		e84dfbf90733d7eee7d4b6dac124f4b9a54ef9aa
org.apache.camel.springboot	camel-xchange-starter	3.4.5		e46fa0e5877daf588349378faf46ce6d9202ccde
org.apache.camel.springboot	camel-xchange-starter	3.4.6		13e7e8309a86688a0217ce2bb527f922ba6b9599
org.apache.camel.springboot	camel-xchange-starter	3.5.0		4515fef537897db361016a294443bf24117df0b0
org.apache.camel.springboot	camel-xchange-starter	3.6.0		821b0b27d36e6243a54121c5d5fd8da43c7ca02e
org.apache.camel.springboot	camel-xchange-starter	3.7.0		bc97a4fc1a04b4805c9ff0a7225d8a25dc2da823
org.apache.camel.springboot	camel-xchange-starter	3.7.1		2d8642560884f2ff79110f023d5e3ce0efe2184e
org.apache.camel.springboot	camel-xchange-starter	3.7.2		5aee56f8e313fe42d80d471211d8f74ab187ae36
org.apache.camel.springboot	camel-xchange-starter	3.7.3		a86b53227ea644859d962a5e293d9945c00e2e40
org.apache.camel.springboot	camel-xchange-starter	3.7.4		965ecac26db1efc9fdfa365d9344bb995939feca
org.apache.camel.springboot	camel-xchange-starter	3.7.5		3de5d73073aefc21248385862e92e779098a06cb
org.apache.camel.springboot	camel-xchange-starter	3.7.6		41e7e435589fb308f41880ed30f095e0e77520eb
org.apache.camel.springboot	camel-xchange-starter	3.7.7		258c86d0b22362a35f7133d493bd267b96c642de
org.apache.camel.springboot	camel-xchange-starter	3.8.0		bbd4aa8e28537aa6982b18f7697bb780cc7e693d
org.apache.camel.springboot	camel-xchange-starter	3.9.0		4d0a3e6bebd084d693b764f3f4a9771554c8c4bb
org.apache.camel.springboot	camel-xchange-starter	4.0.0		1bba3bc7c5cf3495518bacf0efa5f8280c8150d2
org.apache.camel.springboot	camel-xchange-starter	4.0.0-M1		6c4d7cd1829301c0dc75aa76afacf03495e646a0
org.apache.camel.springboot	camel-xchange-starter	4.0.0-M2		37f4e52d48a61997c6eef7d6af653e50c8bd2726
org.apache.camel.springboot	camel-xchange-starter	4.0.0-M3		0c1e050e72be8ef55ed6a731a26bb6c8f992d10e
org.apache.camel.springboot	camel-xchange-starter	4.0.0-RC1		5c80c4bbc90964943bb06231a67c26d91342cf7b
org.apache.camel.springboot	camel-xchange-starter	4.0.0-RC2		4fc12bd04882602ac62076369245030f5ea5abeb
org.apache.camel.springboot	camel-xchange-starter	4.0.1		b286a0a19aeee6d3f3cee07dffed3742f54fcffe
org.apache.camel.springboot	camel-xchange-starter	4.0.2		8d8576aac7edf8369a1d4f50c68dedab7ef5c7e8
org.apache.camel.springboot	camel-xchange-starter	4.0.3		476cded6c18bf371a8b02d2b0034f7436f9e0c5f
org.apache.camel.springboot	camel-xchange-starter	4.0.4		d5fb006b28e2a38e98f10463cdae83f373c023ce
org.apache.camel.springboot	camel-xchange-starter	4.0.5		2e058ab6525d7805a71727db53592e0f2abd2767
org.apache.camel.springboot	camel-xchange-starter	4.0.6		c76d9edd12caebbbf6f4109fc7cfcedf7632811f
org.apache.camel.springboot	camel-xchange-starter	4.1.0		3801526d9bee5adc13fb01dea699f8951194544f
org.apache.camel.springboot	camel-xchange-starter	4.10.0		180a37cd8c17c28550d9b414a4cec4528b469f8c
org.apache.camel.springboot	camel-xchange-starter	4.10.1		11519cc8fd833c3a0c2dab63289c9ac3ff7315ad
org.apache.camel.springboot	camel-xchange-starter	4.10.2		79a12311eaceeee1f7a679347fbba08a9efa4ea3
org.apache.camel.springboot	camel-xchange-starter	4.10.3		253034917db3e3e496daec13f524a68003a16995
org.apache.camel.springboot	camel-xchange-starter	4.10.4		0aeac97c4170a685ddf547030dddfd7aa1539201
org.apache.camel.springboot	camel-xchange-starter	4.11.0		9b7de0830a8b84976ff368826815748319bd3240
org.apache.camel.springboot	camel-xchange-starter	4.2.0		e45fcf416c8daf1e98297e3e8f50e380eb510138
org.apache.camel.springboot	camel-xchange-starter	4.3.0		d05773b8b32de1b00780c51cdd9f056226fb5c12
org.apache.camel.springboot	camel-xchange-starter	4.4.0		848cdaaff699670ab6539c8d8e4e27cfdd0e18c5
org.apache.camel.springboot	camel-xchange-starter	4.4.1		436841e7f54071fc3a42ddfb1bc677e6f4a510e2
org.apache.camel.springboot	camel-xchange-starter	4.4.2		3cf74af0c0873ad5e813460996c2c3ef24e3abe2
org.apache.camel.springboot	camel-xchange-starter	4.4.3		9650cfe29d35ae02cadaef82b702d277986010bf
org.apache.camel.springboot	camel-xchange-starter	4.4.4		f0103821b0ddafff2b04770949d9b5e30fa93bc0
org.apache.camel.springboot	camel-xchange-starter	4.4.5		90b424509e4e58127b41d7167536ddbaa6444d56
org.apache.camel.springboot	camel-xchange-starter	4.5.0		7e4c74d0b8df2b2c5d465728526421fcbcff5111
org.apache.camel.springboot	camel-xchange-starter	4.6.0		cd680586fbf00457fc507fae82e4781f03b9c429
org.apache.camel.springboot	camel-xchange-starter	4.7.0		f43ab7276d70f3b5a2297a538056896870e94fab
org.apache.camel.springboot	camel-xchange-starter	4.8.0		4469a15dd86ec830e9a655370d6d1f535874dd82
org.apache.camel.springboot	camel-xchange-starter	4.8.1		aa1fe90c2d283290d2986c7a76dc3797e8528017
org.apache.camel.springboot	camel-xchange-starter	4.8.2		1823241075cc9f66f5189891e165b3722e05f4ad
org.apache.camel.springboot	camel-xchange-starter	4.8.3		5f8157fd5dff0a01afe195c0fb7358af23781ee9
org.apache.camel.springboot	camel-xchange-starter	4.8.4		245a390dd9b0e77ce9edc37957e2c62918e80002
org.apache.camel.springboot	camel-xchange-starter	4.8.5		a9fd33ddbd55bc5caca961fe0bfac1415cb8b9b7
org.apache.camel.springboot	camel-xchange-starter	4.8.6		fb1eb57d21f44ba0f218804385c244f6644dce6c
org.apache.camel.springboot	camel-xchange-starter	4.8.7		9b87dbe71d767e95b392265dfa084399f3bdc186
org.apache.camel.springboot	camel-xchange-starter	4.9.0		7e4a54ad85aa0b8879aa345471823d41d586abc2
org.apache.hivemall	hivemall-core	0.5.0-incubating		1a95ba4282193cda69a5823fce465a3a9005de16
org.apache.hivemall	hivemall-core	0.5.2-incubating		d989f9b52ebe591c9c83c1f2bb1920f32820c750
org.apache.hivemall	hivemall-core	0.6.0-incubating		f44b2b4fcf3c1d55ab0b78c05064f99239e0084f
org.clapper	grizzled-slf4j_2.9.0-1	0.6		2787fed77618992fd35b0b16cdc80042b0683250
org.clapper	grizzled-slf4j_2.9.0-1	0.6.1		ce91bf0c845c2c54a309b302bd5e8e4b81de227c
org.clapper	grizzled-slf4j_2.9.0-1	0.6.10		b40fdacad5f1271e604bc4d4b340981080b529e6
org.clapper	grizzled-slf4j_2.9.0-1	0.6.2		ad6291392341ea3850455f5ddf5d482bce812bdb
org.clapper	grizzled-slf4j_2.9.0-1	0.6.3		543f857148d9286bbf1048f77ddc60eba5955e4f
org.clapper	grizzled-slf4j_2.9.0-1	0.6.4		ce6d3e7ef649066d9358ba963b07e078b8317a82
org.clapper	grizzled-slf4j_2.9.0-1	0.6.5		30fa4d9fc3778cf4a92c2cd21c92601f4f90a211
org.clapper	grizzled-slf4j_2.9.0-1	0.6.6		bd9f6fafe44d5d3a24a75ae57d945a0151feaae4
org.clapper	grizzled-slf4j_2.9.0-1	0.6.7		3e3b0d2668c8b1cdd96eaa267b85b1329e05078a
org.clapper	grizzled-slf4j_2.9.0-1	0.6.8		e12e1efccd7a72a85fdfacf33ab604baabd3c84a
org.clapper	grizzled-slf4j_2.9.0-1	0.6.9		8bf5ffa82e4ab5c687196505d0d86053164a8c14
org.clulab	reach-main_2.12	1.6.1		ed24ef87dba5422fd70ce7a9acd1e2b7a9375b95
org.clulab	reach-main_2.12	1.6.2		100e512fb5a2109c049c29caedbac292552a538a
org.faktorips	faktorips-runtime-productdataservice-common	19.12.0		1b82f1b664df2c01c3b7a52fe02331378444286d
org.faktorips	faktorips-runtime-productdataservice-common	19.7.0		aa8ba0a2dd01c7fbd40f51453c999bff69191f74
org.faktorips	faktorips-runtime-productdataservice-common	20.6.0		b273301461a93c8d870c1affce6ab2e2baa20203
org.faktorips	faktorips-runtime-productdataservice-common	21.12.0-rfinal		9bcd4f927bb610fce4ee21cd2fcebb52d1f774f6
org.faktorips	faktorips-runtime-productdataservice-common	21.6.0		b81f4fb6e3146f3f72f64ad2c78f79b4edef2c70
org.faktorips	faktorips-runtime-productdataservice-common	21.6.0-rc01		f35e60821e2fe7ab360f9bdc2777f3f624ae42d6
org.faktorips	faktorips-runtime-productdataservice-common	22.12.0-rc01		215e6c1244873086cb1146304f1e2bf1b0362578
org.faktorips	faktorips-runtime-productdataservice-common	22.12.0-rfinal		d95494299c8cbc9c7c9378645cd2656e2f3bbe65
org.faktorips	faktorips-runtime-productdataservice-common	22.6.0-rc01		7987fe6938797eada3a95761e2cd79ffa589b972
org.faktorips	faktorips-runtime-productdataservice-common	22.6.0-rfinal		cc3d2afb3932a69870de7aa9d17de0df1ffde92a
org.faktorips	faktorips-runtime-productdataservice-common	22.6.1		ce981f6edbb1970620c42ab602ba23de4514b623
org.faktorips	faktorips-runtime-productdataservice-common	23.6.0		dfa6b9a1bc483de24c22b09db763df107c4a1c34
org.faktorips	faktorips-runtime-productdataservice-common	24.1.0		83a25926468e70c474819b05a9bc89b23003f56d
org.faktorips	faktorips-runtime-productdataservice-common	24.1.0-rc01		789a307c024fbfa435690aa5889003e6c52ca752
org.faktorips	faktorips-runtime-productdataservice-common	24.7.0		554a66321cd0c950d69bbfa3b382a32db35aa900
org.faktorips	faktorips-runtime-productdataservice-common	25.1.0		c9253a8970f333ca59138a9fe44437d4ad5a5acb
org.faktorips	faktorips-runtime-productdataservice-common	3.14.0		faa7b3af9365615eb7afd7584b40ca038ea46673
org.faktorips	faktorips-runtime-productdataservice-common	3.15.0		88fa5259131ff5cff7371074c7515244a4378558
org.faktorips	faktorips-runtime-productdataservice-common	3.16.0		9944a67e4a45ac2f549edb6725ff70ad44710e5f
org.faktorips	faktorips-runtime-productdataservice-common	3.17.0		a991d305b5ae419b6277eb0e7bf380adce8f36bc
org.faktorips	faktorips-runtime-productdataservice-common	3.18.0		45f4f7bba4939343d02cf9991cd7fb0fc585f201
org.faktorips	faktorips-runtime-productdataservice-common	3.19.0		ff0e9a35cad8843b627687d28e481dac7fb16773
org.faktorips	faktorips-runtime-productdataservice-common	3.20.0		aac256bd70dc03ca6a75dbe945bf5ad2fd1ee705
org.faktorips	faktorips-runtime-productdataservice-common	3.21.0		e092d4ad8664894db48c7f7e1e14b40e886706ca
org.faktorips	faktorips-runtime-productdataservice-common	3.22.0		7538dbcd9eb424ae05309f10446d196660ab4527
org.freetle	freetle	1.0-beta-3		0610d288545ff9bb298641e164db9a5c417ea8d9
org.freetle	freetle	1.0-beta-4		efeb1cc85c8ec7d73f1a07376f56065b9d40d7d6
org.freetle	freetle	1.0-beta-5		eab9d2a15615fcc918a7ab7c719e19b7d7a0aaf1
org.freetle	freetle	1.0-beta-6		a9aa144f48a0dfca323ce04fc01f0b5384316fc1
org.freetle	freetle	1.0-beta-7		f5541bad75c4d1ca44bc2efd1c7468c88ef47bd0
org.freetle	freetle	1.0-beta-8		bcee9bb283a9026fc452a24c828e152d8afae2d3
org.freetle	freetle	1.1		55cd2772284122595dd704228f4c6549970c80f5
org.freetle	freetle	1.1-beta-1		1ed1b2d8f9d0c33318b4a3a640afe8cdd3fbb13a
org.graphfoundation.ongdb	ongdb-udc	1.0.0		cdc8dac358df1f7a7db71f89984cddc3aadbc468
org.graphfoundation.ongdb	ongdb-udc	1.0.0-beta01		7c908314adb8bee54d9d313460bbccf68683a25a
org.graphfoundation.ongdb	ongdb-udc	1.0.1		cd1a346f670177da3626dee07f965320349acd9c
org.graphfoundation.ongdb	ongdb-udc	1.0.2		4559cf60ed85fe4e20ded285736ec55bff643fa1
org.graphfoundation.ongdb	ongdb-udc	1.0.3		f6dd0b51eac954ae5e3f92cdc95e9ae156c7b869
org.graphfoundation.ongdb	ongdb-udc	1.0.4		e06dd953b011c888b842f5fa5acd4d90ee4acb38
org.graphfoundation.ongdb	ongdb-udc	1.0.5		335921dcae4140619023c70c6071f644a479071f
org.graphfoundation.ongdb	ongdb-udc	3.6.0		87c76cd66456d96da12e04ab14ee1f4f2a13d4e4
org.graphfoundation.ongdb	ongdb-udc	3.6.0.M2		621c669cfe9ae389bfbdbe544edd6094120b2d86
org.graphfoundation.ongdb	ongdb-udc	3.6.1		aecb152fda4f490e0140fed181e090373e24e285
org.graphfoundation.ongdb	ongdb-udc	3.6.2		a7c65231039b42edc7b7755dd5002b73d5e25702
org.hornetq	hornetq-protocols	2.4.0.Beta2		N/A
