at.released.wasm-sqlite-driver	sqlite-android-wasm-emscripten-icu-aot-349-jvm	0.7		ba0c7a460057d9f5485d225025dd4b782ac15cc2
io.7mind.izumi	distage-roles-api_2.13	0.9.5-M9		da5ae9bedb6d75fa33d8ac4a3a635aed68f9983d
io.7mind.izumi	distage-roles-api_2.13	0.9.6		6542b279610ae9a744c5f1278e372d0d317e6de0
io.7mind.izumi	distage-roles-api_2.13	0.9.7		12b2ae878f58669d55c5330e1a0056e34b8a28c7
io.7mind.izumi	distage-roles-api_2.13	0.9.8		40b39659b161a2187b0c6d61d7854eae7d9fe9db
io.7mind.izumi	distage-roles-api_2.13	0.9.9		c9c821f28e798b76ed37a942fec2c62cf3711032
io.amient.affinity	avro-serde-kafka_1.1-scala_2.11	0.10.0		f52c1f8405d2b6d509fff83eb0f7effe69027ef0
io.amient.affinity	avro-serde-kafka_1.1-scala_2.11	0.10.1		a9e0686daab7baefec527490f94209dc2238f43b
io.amient.affinity	avro-serde-kafka_1.1-scala_2.11	0.11.0		7191d70f4dc5a8e6f0e8c0e4be48cb60d29a1a87
io.amient.affinity	avro-serde-kafka_1.1-scala_2.11	0.12.0		d7cd905156e33caeac89dad77e63bee701cbc606
io.amient.affinity	avro-serde-kafka_1.1-scala_2.11	0.12.1		cb0028e45baf5466c26a7a2e26e1746c0569f07f
io.amient.affinity	avro-serde-kafka_1.1-scala_2.11	0.12.2		22efa8320863d045e0dbae78367c417a2cf97df3
io.amient.affinity	avro-serde-kafka_1.1-scala_2.11	0.13.0		9679d4524b834b5551ac81ca20b6d1b8459ecb43
io.amient.affinity	avro-serde-kafka_1.1-scala_2.11	0.13.1		e2acef76e6b2fa2f57795fd70c7d4a2c1cf2d9b4
io.amient.affinity	avro-serde-kafka_1.1-scala_2.11	0.13.2		bcdaf96910bae5216dd92611f8f1b846584f3b61
io.amient.affinity	avro-serde-kafka_1.1-scala_2.11	0.13.3		9105a181d14ccef531fe1a159b419d92a670636f
io.amient.affinity	avro-serde-kafka_1.1-scala_2.11	0.13.4		f90b13a3b085add4f34b9455bd3aaab459376121
io.amient.affinity	avro-serde-kafka_1.1-scala_2.11	0.13.5		eebf6ae122fd452df6a2eeae981287a510011a20
io.amient.affinity	avro-serde-kafka_1.1-scala_2.11	0.13.6		2b8ef65bdd0248352d2cb4625a8a8857f7a1873c
io.amient.affinity	avro-serde-kafka_1.1-scala_2.11	0.6.10		9e8ce0ebb6b1d883a1acf830ac0f94a9767d2809
io.amient.affinity	avro-serde-kafka_1.1-scala_2.11	0.6.7		806dd5b0aa27121820dd9cbbe8893ac67398ae80
io.amient.affinity	avro-serde-kafka_1.1-scala_2.11	0.6.8		7207e30d37b37524b1bb745a99a026be6f9a77d4
io.amient.affinity	avro-serde-kafka_1.1-scala_2.11	0.6.9		75c8c84f81e27b3c4edb6b5799fbe05ff4293c1f
io.amient.affinity	avro-serde-kafka_1.1-scala_2.11	0.7.0		8dd3f2baca110edebf96e3563c7f54be061f3e90
io.amient.affinity	avro-serde-kafka_1.1-scala_2.11	0.7.1		0f2753695cbf514af25ba9725dea80b35ed38cb9
io.amient.affinity	avro-serde-kafka_1.1-scala_2.11	0.7.2		c06d7897273dca96223725706a2d68eb8afc1885
io.amient.affinity	avro-serde-kafka_1.1-scala_2.11	0.8.0		2395efba5f6e0822f53988528d2fc235d87f6890
io.amient.affinity	avro-serde-kafka_1.1-scala_2.11	0.8.1		710bd7d56c9232dd6e09c0dfce61fc9fb1503139
io.amient.affinity	avro-serde-kafka_1.1-scala_2.11	0.9.0		e42cd7c7ff41bd91ffa6b034df2fdfa9718c64bb
io.amient.affinity	avro-serde-kafka_1.1-scala_2.11	0.9.1		42937a1b1b5504767e353de3d48c17069e48b5c7
io.amient.affinity	avro-serde-kafka_1.1-scala_2.11	0.9.10		91587db658de591432e0b4a2b02d410b01a889cc
io.amient.affinity	avro-serde-kafka_1.1-scala_2.11	0.9.11		8a08f024f6ae3e58a5674f543ff756c0ca8767b0
io.amient.affinity	avro-serde-kafka_1.1-scala_2.11	0.9.2		103727d56e6580fb707b8d806feaf9662185ddba
io.amient.affinity	avro-serde-kafka_1.1-scala_2.11	0.9.3		f66d8d8c95ae170b993ec7a528f6ebd861e93419
io.amient.affinity	avro-serde-kafka_1.1-scala_2.11	0.9.4		7c6a9d4fd94d4534dfb23080b44d5bda8f741251
io.amient.affinity	avro-serde-kafka_1.1-scala_2.11	0.9.5		4d538916d65762c465c59eeec93bdd0221d94bb1
io.amient.affinity	avro-serde-kafka_1.1-scala_2.11	0.9.6		16dafd64d91f2c95e391f4e894741de898d93b4e
io.amient.affinity	avro-serde-kafka_1.1-scala_2.11	0.9.7		456eadf8625099cc7b4b85c27b024e2763331ec4
io.amient.affinity	avro-serde-kafka_1.1-scala_2.11	0.9.8		9d324201d21f3b1e1b220846237c5a59cd14bfb6
io.amient.affinity	avro-serde-kafka_1.1-scala_2.11	0.9.9		e6c15fc00bb7c449d0e767d004bb6053b13a375b
io.automatiko.addons	automatiko-files-filesystem-addon	0.10.0		3aafb75df51322bf7cf232874a3595984627b7c4
io.automatiko.addons	automatiko-files-filesystem-addon	0.11.0		f28f0cd8b9d11eb9863065c3418b88b8968f1d7c
io.automatiko.addons	automatiko-files-filesystem-addon	0.12.0		079b400b588d7e77ec63123dce0bfe9c673c7ab9
io.automatiko.addons	automatiko-files-filesystem-addon	0.13.0		6a253ee621bd0a12787114b027c006237d884bfd
io.automatiko.addons	automatiko-files-filesystem-addon	0.14.0		616f246b792162d0d5e675bc84bb09e4da46557c
io.automatiko.addons	automatiko-files-filesystem-addon	0.15.0		6cb6fc429daaf02aca0c1547e9387aca5141f04c
io.automatiko.addons	automatiko-files-filesystem-addon	0.16.0		38ef75d7f754aa687dacfa6fedd2a1f6d44d1cb2
io.automatiko.addons	automatiko-files-filesystem-addon	0.16.1		57119b4a120e29d934583b0826178349c9b12e62
io.automatiko.addons	automatiko-files-filesystem-addon	0.17.0		563a668375a74d9284fad01249c246843ed21490
io.automatiko.addons	automatiko-files-filesystem-addon	0.18.0		13fc517771d18fd2fdd416dfac6bf274f30cc7c8
io.automatiko.addons	automatiko-files-filesystem-addon	0.19.0		11a16e12d0432777ea09d0528403197ff4946e42
io.automatiko.addons	automatiko-files-filesystem-addon	0.20.0		dc86e098def64c0bc3b0c0a4af26f93f171e870a
io.automatiko.addons	automatiko-files-filesystem-addon	0.21.0		da0799c6b88c847e7bfa708b9793c38d0f9d901c
io.automatiko.addons	automatiko-files-filesystem-addon	0.22.0		c2970ef7ff267ca44d8b2d8c957317e9a81c4759
io.automatiko.addons	automatiko-files-filesystem-addon	0.23.0		422ebfe11d2e3dc2cd8bdca800f7c511ae2ef0ea
io.automatiko.addons	automatiko-files-filesystem-addon	0.30.0		3f4569af1fd8856d1268bcd13489d9e315a1174c
io.automatiko.addons	automatiko-files-filesystem-addon	0.30.1		1b11a7f0a2b7c81b6c06f193c5ff7e625bb8e9ce
io.automatiko.addons	automatiko-files-filesystem-addon	0.31.0		295e4606a3a81456192d47ba500d879b9342988a
io.automatiko.addons	automatiko-files-filesystem-addon	0.32.0		9973f48f280fa8650e1a27e502367523ddfd57f3
io.automatiko.addons	automatiko-files-filesystem-addon	0.33.0		9d7d63407b480d23a286db50c62e8f892aace854
io.automatiko.addons	automatiko-files-filesystem-addon	0.34.0		5c5e59192759c3d02e5330a3b51784b2bcd503fb
io.automatiko.addons	automatiko-files-filesystem-addon	0.35.0		ab092daaf7fea2bcaa9b0e5c9d888093afe562e0
io.automatiko.addons	automatiko-files-filesystem-addon	0.36.0		8a8d7ce388f702c6d59bf1b8f746933bdfcbe18c
io.automatiko.addons	automatiko-files-filesystem-addon	0.37.0		bc9b95ab99cf19f67e81e1acc2f0cf019ce773e8
io.automatiko.addons	automatiko-files-filesystem-addon	0.38.0		a892c3ae1f29a3ed769340ff476d41e319dd7439
io.automatiko.addons	automatiko-files-filesystem-addon	0.39.0		9524ae56e9f72514aae4a82628d0cad6a518c741
io.automatiko.addons	automatiko-files-filesystem-addon	0.39.1		a08cd01617b99bb333b0c3c4ecd6afe75a8ec232
io.automatiko.addons	automatiko-files-filesystem-addon	0.39.2		67b71f25d2fed35e86c61b51b1a6a95ac2fc8dd2
io.automatiko.addons	automatiko-files-filesystem-addon	0.40.0		459908995e15fb8b4e88710dd4af87a7d33f49d7
io.automatiko.addons	automatiko-files-filesystem-addon	0.41.0		e72585e4de2bc95c77cb8e3e651c2c9fab3aea02
io.automatiko.addons	automatiko-files-filesystem-addon	0.42.0		d7af1942c7d5dc84772def3b2cbd8512ca8803e3
io.automatiko.addons	automatiko-files-filesystem-addon	0.42.1		8b766c4b71a3a71c955a206e5c5e82d78b1c1e36
io.automatiko.addons	automatiko-files-filesystem-addon	0.42.2		db46ae332412505186e50c93944668b1a13797fd
io.automatiko.addons	automatiko-files-filesystem-addon	0.9.0		b9c5964ea8aa1463dc21f833937d9a897b6bbe1a
io.github.imurx.localizedbrowser	localizedbrowser	2.0.0		15527580894ea54f73e4a0a140d72db11bcd2af7
io.github.md2conf	flexmark-ext-fenced-code-block	0.0.8		0a8ffe393457d089e349f1b0da2948e974d763df
io.github.md2conf	flexmark-ext-fenced-code-block	0.0.9		759847632deed15038b6bc546e3164682bd5040c
io.github.md2conf	flexmark-ext-fenced-code-block	0.1.0		73dab435b3a3eb1ca9099732ce0d5200591637b5
io.github.md2conf	flexmark-ext-fenced-code-block	0.1.1		f5bbcf83a307062ae2b9e5885781e3a4b8fc3e35
io.github.md2conf	flexmark-ext-fenced-code-block	0.1.2		c386120cd2a2f528798c24c78dc4ebf2835c41bb
io.github.md2conf	flexmark-ext-fenced-code-block	0.1.3		a92133b12181dd6f8e2011268559a45b56c4b4c3
io.github.md2conf	flexmark-ext-fenced-code-block	0.2.1		8a23baee35d96b932608d66d4944a14361793cf8
io.github.md2conf	flexmark-ext-fenced-code-block	0.2.10		e13a1020648aeb8529e646a4ea570174ad0d4664
io.github.md2conf	flexmark-ext-fenced-code-block	0.2.11		4a1d69cfc854778febf2e3e422287d61cfd3be3a
io.github.md2conf	flexmark-ext-fenced-code-block	0.2.2		435d6f12e579ffcac79856fcf7232fb8c04deff0
io.github.md2conf	flexmark-ext-fenced-code-block	0.2.3		2a0ce77ae5b41d038bc8fad8ba60b22515a3f51e
io.github.md2conf	flexmark-ext-fenced-code-block	0.2.4		f2612d918c943d5069245fdccc30572f18d96cc5
io.github.md2conf	flexmark-ext-fenced-code-block	0.2.5		d81ea3696d00735ac57e8521aa982b93a0b6b0e6
io.github.md2conf	flexmark-ext-fenced-code-block	0.2.6		10b55ef4135da3a13740c9b1a549b75366e9901a
io.github.md2conf	flexmark-ext-fenced-code-block	0.2.7		359d3cdd0ca8e030c8be3ae777d38a53f375b9c8
io.github.md2conf	flexmark-ext-fenced-code-block	0.2.8		1f7e8ef4dfb59bfd95a528dab245929dd97a1afe
io.github.md2conf	flexmark-ext-fenced-code-block	0.3.0		f6de99c465bc04cc07b34a40165ae6e479525995
io.github.md2conf	flexmark-ext-fenced-code-block	0.3.1		eb08a02ff967f0e9a851e954d17bfabc6114d1eb
io.github.md2conf	flexmark-ext-fenced-code-block	0.4.0		87dec27b9473b8ebac672409cdc825043c50c120
io.github.md2conf	flexmark-ext-fenced-code-block	0.5.0		8bf69b33f57712bb0707627558f14a337b840e67
io.github.md2conf	flexmark-ext-fenced-code-block	0.5.1		886d8da1e9e9cbd06e439f62ba2b9962887d1108
io.github.md2conf	flexmark-ext-fenced-code-block	0.6.0		4ecd8c722a6a053472c67be5add204d15f64abba
io.github.md2conf	flexmark-ext-fenced-code-block	0.6.1		79fa010fdd14e356de6ef994e798f68f200cd8c4
io.github.scottweaver	zio-testcontainers-mysql_2.12	0.1.0		c90b41717a85437c0748ea8bc8c7865cd4711e43
io.github.scottweaver	zio-testcontainers-mysql_2.12	0.10.0		a5d5868223a072ae92369a1dc3bdf0d1aa09abf6
io.github.scottweaver	zio-testcontainers-mysql_2.12	0.2.0		afb5cfa3f55da2afa73809040f28bde7578571b3
io.github.scottweaver	zio-testcontainers-mysql_2.12	0.3.0		1f4834fdb92091d3ace0212ab673c042f71be935
io.github.scottweaver	zio-testcontainers-mysql_2.12	0.4.0		834ed0e7b2acf07a590a02f5a6a8d821c959124e
io.github.scottweaver	zio-testcontainers-mysql_2.12	0.4.1		85fc238eba77ccd49969c7dd97d01005a356512f
io.github.scottweaver	zio-testcontainers-mysql_2.12	0.5.0		ac4a9d2975bc0725c1694443b9195e849cb2ee1a
io.github.scottweaver	zio-testcontainers-mysql_2.12	0.6.0		21f03964aa80698b7b7f187df79b5da4cca44082
io.github.scottweaver	zio-testcontainers-mysql_2.12	0.7.0		0826107a5cfff6d2e4b5b1c5dc596c050640a908
io.github.scottweaver	zio-testcontainers-mysql_2.12	0.8.0		b5c58af142550d3c56ce8b4456a97d1eda41a415
io.github.scottweaver	zio-testcontainers-mysql_2.12	0.9.0		691b21b66acf43bb16df7aa5a7e4ce16e340d927
io.github.seblm	sbt-jgiven-scalatest-reporter_2.12_1.0	1.0.0		ee274b3d2dc6b7fbaa592f055d622ace700cb6b8
io.github.seblm	sbt-jgiven-scalatest-reporter_2.12_1.0	1.0.1		aa0f635d3e9c48bef426a5c59d3a2153acdaf322
io.github.seblm	sbt-jgiven-scalatest-reporter_2.12_1.0	1.0.2		8b7f589625469643799ce093bac6ba4707670a41
io.github.toms223	winterboot	2.0.1		6c8e1d5c0e45c850bc6ac7908ca840e648bf2277
io.github.treech	netposa-lottie	1.0.3		N/A
io.github.vigoo	zio-aws-servicecatalog_2.12	2.14.3.0		905a7b5b6c46168a1171acbd97f3c4bad2bcfdc7
io.github.vigoo	zio-aws-servicecatalog_2.12	2.14.7.0		760e8f1d12692f6ead12d4a6f10cbd9a882179e7
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.16.3		73dd756dd3f1d46a3112005b935a613a32ba71e8
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.16.5		4efe23960cac2c82083db724e25d48e1545a8a31
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.16.7		63e123f705e5e18986741656044e858ad0b0f3d2
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.16.8		7f570a57e46a671e894304fac67024140083d4a7
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.19.1		68d11fe7bd2b986e54eea709ba8112b4e285fb68
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.19.10		a33057c0f67e59d51afd1ee6b056710f2593fed8
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.19.11		990f69b4cec206c36d2960f7b116e39c5c2da05b
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.19.2		e5a2c4b6ed64a933092a961b7fb86dd7a0d0c9e1
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.19.3		022786ab80555a49c305846ae78622c76c4ded33
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.19.6		442815800ceeff0532413e59695e8165a83a139c
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.19.7		001bc75b0a7e415fcfb02bb7cfbe8093d56f7e08
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.19.8		5f34c1e1f3052bca7aad4d2e0cbc3b5858d2f1b7
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.19.9		eeb227e97c869f1023183ca6e23b1e87375c7030
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.31.3		64523168863c66db520e498c4edf135b78173791
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.32.1		c7fe5f1ea0ad49f1b0d7f334e7a711608ed60740
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.32.2		93f8ece23996b007ccb4df731ecfcbda454dd6ca
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.33.2		d4b85d439b8b5f7dc9422fd20bcd4fea232bce4b
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.33.3		647a4e016db79cff3854a18c01864fab0b440db0
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.33.4		68cf7ca2e4837b5b5d176aa83733c73b4673afaf
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.34.1		0a12c1dacdb84260c3cdfb1fb260ff5186247a92
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.34.2		f2c646b142c00f9fbe9abefcff0d4fd8dd770a50
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.34.3		96362a4024eebf8a571740375274f252336c8a39
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.35.1		072bf13f795241f027f9672404d5aaa6ea089b87
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.35.2		352dc8310d2bc1bdf4fb10ceac1a82190b22f901
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.35.3		5abd5596ecac9b45c1eb4292383411f8056aa482
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.35.4		98c6f5c6323c7b101b8197a28f94170657463a81
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.35.5		4c1c0ca96b685480fdfa7a447b27253a555696f2
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.38.1		ecc747a91ea4f646db7e15ca0933b3e5915c6924
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.40.1		f7f2d80e63420992fb77f93de56baa6e08b7a79c
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.40.2		2eb010ad827fd2a7599f8825a2d47a43bdbd8706
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.40.3		d4988f016210f5ebc3173ecd5c8b819b7ac8a412
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.42.1		749956dc4571682e10922311088c858a054e52ef
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.42.12		a094c106df92c86201b5fd51183ebc1256a237ce
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.42.2		114afc26aff44e536809fd33ae68828e807781ec
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.42.3		828c0bab8095df2e04aef6f61efe0f4d14254bfe
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.45.1		00d33b20894bcf0db9896e6fea77dd44fc704496
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.45.2		eec4374fc0fb979e41c934c03c504f52b6f43c3b
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.45.3		8c407d862bb6467ee0e2423279b296e25bcf7682
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.48.1		165ccf244e33957a3d38d210d7aa874e38b185c3
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.48.2		8b9cca9440081c6d069ff9886b0ac44550f76ac4
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.49.1		8a752fab8e7fcc977c5ebc86f332aaf407f6cec8
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.49.2		7f454ac7d15aba25d08313dfc13a46d7abf03d5b
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.50.2		fdca5e5aa38da896d8c4680b0e1f6c52dab90bdb
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.51.1		d576b0e18e4bcfd7e76f8d483c53353cff815c16
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.51.2		4a4cb3c61a8aea2dd0db4e76facffb7f16658ec8
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.53.1		99a105e07da3d5d16cb643fd769300a97a39502d
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.53.2		b0805276e75765a2a14e7900bfc61a8c37ffc479
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.53.3		aa277a337471eb25c4bbc282ab282b37c5698ce9
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.57.1		6aeff644a543632fbf1a2d1938f7983c1849230e
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.58.1		ae1e998c0a93aec4e9ebbffa264f15704d614a64
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.60.1		3cd4036a2f10856e8636bb69eddeddef6167dcf8
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.61.1		c06bae2c38a1181d54f43d8a8bb66ee43b7e8cd0
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.63.1		17fd8f2f9f2a46cce3200a67f6b5c6940612badb
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.65.2		ca601cbbb268f19ab46e7e167dc3974f8d0cba8c
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.65.3		a4458fde131557cb3d727ef7e990e290719a5c14
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.66.2		6db2e863983ac1576566ae2be16dcb5ab557660a
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.66.3		b482676f3c56b38f3bc65e1aceecfb8be9f65a66
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.67.1		df67cd52401a99c9bc6037e60723a819094682ab
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.68.2		ee6109e1cf312bcd0fccda8124896616473c62a3
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.68.3		c6bdb7766db2884294911de6a2c25a7d28f40812
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.69.1		581cf6a147d690ac6fccf473833dd7fa1a3572e5
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.69.2		fab708be63ec365ea719e3e774e83646df032edd
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.69.3		8a1284f5b2da9f603fb6452af92c54fe052e7752
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.70.1		26428decc2efd3ebfd4beef11f7bbd33425bac29
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.71.1		8e048128e398e3b949d4b5f6f9b1b0da0f1ac7f4
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.71.2		f578f15acec21cfe0b50a1f9842d8e924e7d8883
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.71.3		6260996e440b9efbb288de3c70ba5ce55df9434b
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.73.1		9eeb0596906b481bf55f950b17cbcfe1d3d9e36f
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.73.2		4dc96523094999c3033766e847bd14fa1a9be2e1
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.73.3		e3f8116d9d4e9e2c2ffc3965ecb618a087bc2e37
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.73.4		cc3463db947d8c9550e8f0f26f3a85d16c34d44a
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.74.1		cb24a441bff69558eb738d2944ab7cc8447ab703
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.74.2		2b750f0a1a9d27b33603dd1bbedc660ce5e368a1
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.77.1		90796c43f31bc01a4f02ab16c0483db639a324a0
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.77.2		1f40cb71d5e8d08f55eeb1eb99ed61133e2937ce
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.79.1		850f46b16a8674682e4e558c94718d1d2323bdf4
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.80.1		3140a8fb6aad13d84cd250d9231ce29ad9551009
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.80.2		fa20c0cf7e908317d71ff32e90a1dab486645063
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.81.1		749fd9c9edfbec0227e56745127e2bc7212c026b
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.81.2		5f1200994dcebb5d1f6bb894e64d73f850a6c7b3
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.82.1		ce666c73da15c038ef518fb4afab0b9d7f611227
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.82.2		2faab1bb3530547a6fb334cacc5603d98012304f
io.github.vigoo	zio-aws-servicecatalog_2.12	3.15.82.3		63bf1974a59ffd6e8c011a77a61ad5cae5d3e8a3
io.github.vigoo	zio-aws-servicecatalog_2.12	3.16.0.1		eecc6de9b97dddf0b7738e6e74d4174c0a9ceedd
io.github.vigoo	zio-aws-servicecatalog_2.12	3.16.0.2		9b67227f354deb7c8da312301be5185dd1a02316
io.github.vigoo	zio-aws-servicecatalog_2.12	3.16.1.1		4bacc9bb1b79477a56c166b986669b718b1d9a2e
io.github.vigoo	zio-aws-servicecatalog_2.12	3.16.1.2		8e4ea5566fc6b0591446abec0cdc843a70ed56ff
io.github.vigoo	zio-aws-servicecatalog_2.12	3.16.100.1		2951e70daa02fade8a1ff61108676106f2914c05
io.github.vigoo	zio-aws-servicecatalog_2.12	3.16.101.1		1f1dd3bb5386815dd86629c1328d22d87990272d
io.github.vigoo	zio-aws-servicecatalog_2.12	3.16.102.1		4bb6744e318f1db92ca6e737ad59b0af0dbe2e2e
io.github.vigoo	zio-aws-servicecatalog_2.12	3.16.102.2		705e4c8516673f89d589339b748e6cc86d9d2213
io.github.vigoo	zio-aws-servicecatalog_2.12	3.16.104.1		52f5aa5e26f26df0b5d344ba09f1a728ae2d3bdd
io.github.vigoo	zio-aws-servicecatalog_2.12	3.16.13.1		a34720838c352e055be4d232afc639688de731c8
io.github.vigoo	zio-aws-servicecatalog_2.12	3.16.13.2		5cb58ef2c394d9b118f386e2c4ce9dd68f445869
io.github.vigoo	zio-aws-servicecatalog_2.12	3.16.14.1		44575199460f972b7752fa39d95c70e63e4c5dda
io.github.vigoo	zio-aws-servicecatalog_2.12	3.16.14.2		de720b698d317159050c0b43835d0cb5d5242bca
io.github.vigoo	zio-aws-servicecatalog_2.12	3.16.16.1		d6c9204191088802c0fe12d12e5cea06865e7c6c
io.github.vigoo	zio-aws-servicecatalog_2.12	3.16.17.1		9b0599438fc046202926c6817693071442e2e087
io.github.vigoo	zio-aws-servicecatalog_2.12	3.16.17.2		fb5550f13deb7351eb638ac2bb5b74f70a0c86d5
io.github.vigoo	zio-aws-servicecatalog_2.12	3.16.18.1		6500e6100f181b1666345f0aa9086a949d69671a
io.github.vigoo	zio-aws-servicecatalog_2.12	3.16.18.2		0de419af046430d2ea0d85de666a5aec411f4f48
io.github.vigoo	zio-aws-servicecatalog_2.12	3.16.18.3		1fbc31c9e4587b2df28eee79798064d1a7cc490e
io.github.vigoo	zio-aws-servicecatalog_2.12	3.16.20.2		cf39c4f70913c58884d1bbbd11e95bb8a21c910a
io.github.vigoo	zio-aws-servicecatalog_2.12	3.16.20.3		0e4aeaeb5b26cfa9cb11559d514b5a0bf722bc87
io.github.vigoo	zio-aws-servicecatalog_2.12	3.16.20.4		1740889112ce2c28817ee8b443257664225efa2b
io.github.vigoo	zio-aws-servicecatalog_2.12	3.16.20.5		bee51c6a538cfcb1dad373e75924d9c2c1ea37a9
io.github.vigoo	zio-aws-servicecatalog_2.12	3.16.20.6		5fcdddd5948ff172a847054114771a3657e37930
io.github.vigoo	zio-aws-servicecatalog_2.12	3.16.20.7		72e89fbc2ea2c30a64144973a20e75a3de3bd2ca
io.github.vigoo	zio-aws-servicecatalog_2.12	3.16.3.1		454f073f9a51d9c065daa3ba0b61b5192a8b0a8c
io.github.vigoo	zio-aws-servicecatalog_2.12	3.16.3.2		38a9f7fc24b16a66b3a5149884d8e551326766ca
io.github.vigoo	zio-aws-servicecatalog_2.12	3.16.34.1		650d91977fb99ccdf3da44f16712c8adccc3f8bc
io.github.vigoo	zio-aws-servicecatalog_2.12	3.16.34.2		dcb9e763742ee2edb483afe418196987ab4ab01e
io.github.vigoo	zio-aws-servicecatalog_2.12	3.16.35.1		b34be2722a1e65adeaa1e4b2115b3b3a7760426c
io.github.vigoo	zio-aws-servicecatalog_2.12	3.16.36.1		459e652dbc987310d0a5efe249c3941b44e389a0
