br.com.bluesoft.guardian	guardian-faker	1.8		b935911d0ef1d9e0f1884a3018a1a717a1f6777c
org.eclipse.dirigible	dirigible-sap-kyma-base	5.12.5		3c3046eb737cbaec8884bf8088b06f04cfb31a2c
org.eclipse.dirigible	dirigible-sap-kyma-base	5.12.6		debe564a36aeb7b96bf1700046c13adced4b3aa0
org.eclipse.dirigible	dirigible-sap-kyma-base	5.12.7		45628354c7f355d7ca255e1f18062002ff55e078
org.eclipse.dirigible	dirigible-sap-kyma-base	5.12.8		66de378535447ff11cde525931fb4c96ac20bcf9
org.eclipse.dirigible	dirigible-sap-kyma-base	5.12.9		259d7b32dc3cb59dc448830bfe4cb95fd306976c
org.eclipse.dirigible	dirigible-sap-kyma-base	5.4.0		b72e1b6fd7cd921b5b0f51d53f04ee4966c3f37c
org.eclipse.dirigible	dirigible-sap-kyma-base	5.5.0		d1e0003804bd808a8ca9aaf323a15377a0d73761
org.eclipse.dirigible	dirigible-sap-kyma-base	5.6.0		f4bfa657d8b27f551857c8bc48541bcbd69ef9a6
org.eclipse.dirigible	dirigible-sap-kyma-base	5.7.0		0ef1fc5cfdcf831f872c74470e92cfc5c081cc27
org.eclipse.dirigible	dirigible-sap-kyma-base	5.7.1		ef0493b326f72ff7f2557f49fdd30a96e689edf3
org.eclipse.dirigible	dirigible-sap-kyma-base	5.8.0		043d7629a9465f3c905b75c68169456452bb93ba
org.eclipse.dirigible	dirigible-sap-kyma-base	5.8.1		d92c924a58e3a0559ac49e71032a9683c83cda74
org.eclipse.dirigible	dirigible-sap-kyma-base	5.8.2		20862da8bc3758e4383227c033c3594b13569b93
org.eclipse.dirigible	dirigible-sap-kyma-base	5.8.3		880198572ef5a26aab0f7e7911776193460cc483
org.eclipse.dirigible	dirigible-sap-kyma-base	5.8.4		6b57d96d7efb74c50397cc78cc493d0e34d37dd7
org.eclipse.dirigible	dirigible-sap-kyma-base	5.9.0		1936515aa6129e9d810566fc19caa7d3a37eb01e
org.eclipse.dirigible	dirigible-sap-kyma-base	5.9.1		44075fccb56628b7bdd8e9a896a0d6908d5a5d80
org.eclipse.dirigible	dirigible-sap-kyma-base	5.9.2		10d77b4710fcf7055c5454a70b03a1f21a66a68f
org.eclipse.dirigible	dirigible-sap-kyma-base	5.9.3		0f89341d0cb8d77474ac38f3ab6cc603d652e20f
org.eclipse.dirigible	dirigible-sap-kyma-base	6.0.0		b6ea2101608b8b2408e4c8345469b9694bd45471
org.eclipse.dirigible	dirigible-sap-kyma-base	6.1.0		7408f13a4e24f777da9aa73a57c7f3f8ecf4565d
org.eclipse.dirigible	dirigible-sap-kyma-base	6.1.1		298984f29bbb67fde819081d7fa009ef0e60fe8d
org.eclipse.dirigible	dirigible-sap-kyma-base	6.1.10		fd798910a3dfb98acc847afffb9a9c8363fb82df
org.eclipse.dirigible	dirigible-sap-kyma-base	6.1.11		929cb757dbb0ef0d4aba5c3bbaf867b7bc0ca339
org.eclipse.dirigible	dirigible-sap-kyma-base	6.1.12		93f3d645f3ee42789a1eaaad7cc1e2e509266299
org.eclipse.dirigible	dirigible-sap-kyma-base	6.1.13		9bff571b3579711b7bb72382fc0756dfd7b718fa
org.eclipse.dirigible	dirigible-sap-kyma-base	6.1.14		14e60505236d38bb9821aefe427d18896ccf4bfa
org.eclipse.dirigible	dirigible-sap-kyma-base	6.1.15		4b40af02db8030bfd6218af24b81284dee97ea45
org.eclipse.dirigible	dirigible-sap-kyma-base	6.1.16		42b35fd93ec62a6f240ddfd0ecace7f17a775a91
org.eclipse.dirigible	dirigible-sap-kyma-base	6.1.17		2a50c3c5294ab81744818a5b68b35e333e27aa0e
org.eclipse.dirigible	dirigible-sap-kyma-base	6.1.18		63f915bcad59d478cedb8deda738af36944714bd
org.eclipse.dirigible	dirigible-sap-kyma-base	6.1.19		714ed05ae3ee24baa74fb47985b895436392aa4c
org.eclipse.dirigible	dirigible-sap-kyma-base	6.1.2		e888086060dca5dc891ece504e44f980f12c627d
org.eclipse.dirigible	dirigible-sap-kyma-base	6.1.20		448e97bfdadb076ee065199de8f0d7c3f5b70b2e
org.eclipse.dirigible	dirigible-sap-kyma-base	6.1.21		7b1494e6fdd8d749b454704a5e0a146367181883
org.eclipse.dirigible	dirigible-sap-kyma-base	6.1.22		17e5dfe74329874a52874ff99cee9cdf17e2825d
org.eclipse.dirigible	dirigible-sap-kyma-base	6.1.23		024236b714a42628e5a6b581fd76497e555c400f
org.eclipse.dirigible	dirigible-sap-kyma-base	6.1.3		54f55e78d9d3a92c206a16b6b49470a980830ac9
org.eclipse.dirigible	dirigible-sap-kyma-base	6.1.4		6bc3aa71ee7321c29b2a3cef68c3dabab77aa73c
org.eclipse.dirigible	dirigible-sap-kyma-base	6.1.5		d4c07e6581165fe6dc14cc68efba7a5fd47768c6
org.eclipse.dirigible	dirigible-sap-kyma-base	6.1.6		4a5581bd3166463de367fb283cbc783b59508135
org.eclipse.dirigible	dirigible-sap-kyma-base	6.1.7		6804ae2ec86ab9e36d5949b0fa6c302d8e0a586b
org.eclipse.dirigible	dirigible-sap-kyma-base	6.1.8		1b3ed195587ae884ad72c2ad99e1283210aa5539
org.eclipse.dirigible	dirigible-sap-kyma-base	6.1.9		a4891fe4941e449292ad05434154576ea4bcb31f
org.eclipse.dirigible	dirigible-sap-kyma-base	6.2.0		c15b5fd7f4e7ff2eb2a7430a510c0d1d338e9cb6
org.eclipse.dirigible	dirigible-sap-kyma-base	6.2.1		b2ffc3351989c41ec6f2b1b3afc9263705169c8d
org.eclipse.dirigible	dirigible-sap-kyma-base	6.2.10		9140d5fdca11bec0478c51f0e1431d5a3b38c650
org.eclipse.dirigible	dirigible-sap-kyma-base	6.2.11		2cc4d12d6e1d91f32f5349160f16595f49cf8851
org.eclipse.dirigible	dirigible-sap-kyma-base	6.2.12		028df78b68fd87898c54583f2c94fffc406d13ff
org.eclipse.dirigible	dirigible-sap-kyma-base	6.2.13		74adf96c029b43869d96b2587d018cc9c8121b81
org.eclipse.dirigible	dirigible-sap-kyma-base	6.2.14		a9e09c34907e7fecfe72230a39a17ef574df2015
org.eclipse.dirigible	dirigible-sap-kyma-base	6.2.16		40bf533a9c79908a8b2cb799cf9a82e9678f6c70
org.eclipse.dirigible	dirigible-sap-kyma-base	6.2.17		0b0a116e052a596876a73d430150ce703800b5d3
org.eclipse.dirigible	dirigible-sap-kyma-base	6.2.18		85afe4d56628f8d3c377fe20792d6a9f2a1de826
org.eclipse.dirigible	dirigible-sap-kyma-base	6.2.19		0ac056b0110546c56b4b1db26eba98a06b796dc2
org.eclipse.dirigible	dirigible-sap-kyma-base	6.2.2		da70a0dfe1068ada6403a0d4fb2309512047688b
org.eclipse.dirigible	dirigible-sap-kyma-base	6.2.21		dd16abf8639188fd6221cd2c2d606ca4097b2465
org.eclipse.dirigible	dirigible-sap-kyma-base	6.2.22		261f52397b7920ed99f656aa28030f710d78e5fc
org.eclipse.dirigible	dirigible-sap-kyma-base	6.2.23		0ad63478ae2f70f3090b79c09d96cf8143e4b017
org.eclipse.dirigible	dirigible-sap-kyma-base	6.2.24		6cb8d5f6ac2a1ce5f0519465e9ead46b9a872a48
org.eclipse.dirigible	dirigible-sap-kyma-base	6.2.25		c8f39855e546e38cf9a224f75fcea71bf5078876
org.eclipse.dirigible	dirigible-sap-kyma-base	6.2.26		c18388bd97e15b6d9d02c8687c24c5fe16df5307
org.eclipse.dirigible	dirigible-sap-kyma-base	6.2.27		45ca132c0fecfdd2eb932e575094d0ac0d703dea
org.eclipse.dirigible	dirigible-sap-kyma-base	6.2.28		825921918046ad8e7b246249cb8869f370696024
org.eclipse.dirigible	dirigible-sap-kyma-base	6.2.29		96bbc4c39221e6d06a364c85853505be24b98631
org.eclipse.dirigible	dirigible-sap-kyma-base	6.2.3		30266bb03a47c780ea03ad1f8a35888761f4b763
org.eclipse.dirigible	dirigible-sap-kyma-base	6.2.30		79ad9bac9245c416020f59724adf5cdc9474d5c5
org.eclipse.dirigible	dirigible-sap-kyma-base	6.2.31		450637fd279939e98f6139c5e0312ed778497a9b
org.eclipse.dirigible	dirigible-sap-kyma-base	6.2.32		e8ca0a738a8609cf3d3b4d40941011475a55b4f5
org.eclipse.dirigible	dirigible-sap-kyma-base	6.2.33		25d302caa13ac6dfdec27fc4d1a1f90fd7a105d7
org.eclipse.dirigible	dirigible-sap-kyma-base	6.2.34		897bd96ecb46e4e9fb1c09afe279f179ff2bfaed
org.eclipse.dirigible	dirigible-sap-kyma-base	6.2.35		ce659a2cb590fc2e9791dbb99b60c5880edc8577
org.eclipse.dirigible	dirigible-sap-kyma-base	6.2.36		15392a1fa7fa23878a9af0249649a4aaed156d16
org.eclipse.dirigible	dirigible-sap-kyma-base	6.2.4		a6095539f08c9ffc3ccc92acade4321c7e2da064
org.eclipse.dirigible	dirigible-sap-kyma-base	6.2.5		ad4b76272274912f31a389a05111166cffbbf9d4
org.eclipse.dirigible	dirigible-sap-kyma-base	6.2.6		9fb9dc9a970c33123eb7b1dd08c046f10a5ae186
org.eclipse.dirigible	dirigible-sap-kyma-base	6.2.7		19c97fb15a8fea26c5b25a31fb49ca964d5238fd
org.eclipse.dirigible	dirigible-sap-kyma-base	6.2.8		0ee02e4f4a2584bad4c1f25a88c285b5b61bf9e1
org.eclipse.dirigible	dirigible-sap-kyma-base	6.2.9		b9ae28de4c007614475427a0f1200c1f68748cf3
org.eclipse.dirigible	dirigible-sap-kyma-base	6.3.0		195196555253001db1ec32450a2a8b75a6a15daa
org.eclipse.dirigible	dirigible-sap-kyma-base	6.3.1		ca5206e655b61ad9b4e00417d043ad5d6b3527ac
org.eclipse.dirigible	dirigible-sap-kyma-base	6.3.10		61e8d2746400ad81e18458edc0c8ff155b203e77
org.eclipse.dirigible	dirigible-sap-kyma-base	6.3.11		66eba823dd8603225dfec6163e888a2207649e00
org.eclipse.dirigible	dirigible-sap-kyma-base	6.3.12		e358096abce64e471c020e136f1829d783010a33
org.eclipse.dirigible	dirigible-sap-kyma-base	6.3.14		82c2aea476b1971f8a79fc34d37116aa251291cc
org.eclipse.dirigible	dirigible-sap-kyma-base	6.3.15		a10abdafcf26a961189828797ceaf28e9bbc1058
org.eclipse.dirigible	dirigible-sap-kyma-base	6.3.16		c182165809511c959cf73bf1b53f01b06910160e
org.eclipse.dirigible	dirigible-sap-kyma-base	6.3.16.1		600bb05c45f09b2bb3e83d6977a50f7806b765a5
org.eclipse.dirigible	dirigible-sap-kyma-base	6.3.16.2		f71f63954466a9c44af4d30cce08a8d0c65e4eca
org.eclipse.dirigible	dirigible-sap-kyma-base	6.3.16.4		e4b51e374188fef63b03c4c3c6fa6a4fdf06b24a
org.eclipse.dirigible	dirigible-sap-kyma-base	6.3.16.5		f9ca27625257f9bbdb395dfbb6e432dbcfcf00a3
org.eclipse.dirigible	dirigible-sap-kyma-base	6.3.18		942fbb07189a62c5ff467a3e53a85394b02c0e6a
org.eclipse.dirigible	dirigible-sap-kyma-base	6.3.19		eae0c793c03cb98817181eb19c6c5040d8acd594
org.eclipse.dirigible	dirigible-sap-kyma-base	6.3.2		1a18eea2f3aa15b6cb2a9e9cabca59668108801b
org.eclipse.dirigible	dirigible-sap-kyma-base	6.3.20		7f4b89896659b5ddc1f04761f86b27d3da1f36a9
org.eclipse.dirigible	dirigible-sap-kyma-base	6.3.21		98754d7d4bcaf7b335fb2754a1af122d850ade80
org.eclipse.dirigible	dirigible-sap-kyma-base	6.3.22		3bd467671e2fb0e1613b948ce311967d53cea4e7
org.eclipse.dirigible	dirigible-sap-kyma-base	6.3.23		12574f85ad39a90f3b0d1f606b13fe2815eea059
org.eclipse.dirigible	dirigible-sap-kyma-base	6.3.24		cd65da6360c27bf4ebbd45bb8503091a0858cf3d
org.eclipse.dirigible	dirigible-sap-kyma-base	6.3.25		f776e6c6e8330b11c50fcf02586073b8f2c8b0cd
org.eclipse.dirigible	dirigible-sap-kyma-base	6.3.26		d567ee25d694b45bd652dd188e61295dbc233aca
org.eclipse.dirigible	dirigible-sap-kyma-base	6.3.27		60373d871048bf0a740e029312ea07f176b2a1ed
org.eclipse.dirigible	dirigible-sap-kyma-base	6.3.28		8b6c8fe420f7869181658ed5c22a88d23bbec21b
org.eclipse.dirigible	dirigible-sap-kyma-base	6.3.29		46eb2d2885d440fab8d8762252f806d3dce0d582
org.eclipse.dirigible	dirigible-sap-kyma-base	6.3.3		66bbec002f1648ff3b453f1c48a6cc38ce0d693d
org.eclipse.dirigible	dirigible-sap-kyma-base	6.3.30		28f660ded5a5bd01c25161729dbc95ba8213ca6a
org.eclipse.dirigible	dirigible-sap-kyma-base	6.3.31		ee82684be3bb60740bd3b8ac6abfdb6d0dd42411
org.eclipse.dirigible	dirigible-sap-kyma-base	6.3.4		5c88bf652d5b68acf4e64ed60b07a6ef30bd8b2d
org.eclipse.dirigible	dirigible-sap-kyma-base	6.3.5		82f1ffbc0ef816be95aab2755060023a2dd93065
org.eclipse.dirigible	dirigible-sap-kyma-base	6.3.6		c2beb946aef58f3f750465c0b67097c1824fa384
org.eclipse.dirigible	dirigible-sap-kyma-base	6.3.7		6a7602178f1fb3bf420e67ab1601b5a2d493059c
org.eclipse.dirigible	dirigible-sap-kyma-base	6.3.8		ff467d9f1e670c6f4b7f11370d1efb84aa031735
org.eclipse.dirigible	dirigible-sap-kyma-base	6.3.9		1b22f8bfcf94ccf5b34cab63c0f7bdc8fd8edbcb
org.eclipse.dirigible	dirigible-sap-kyma-base	7.0.0		52333be6d27701c2aa870a84dee9952b4705c0e6
org.eclipse.dirigible	dirigible-sap-kyma-base	7.1.0		29b533a4e15845e546cc330d2ed1cef08aa13397
org.eclipse.dirigible	dirigible-sap-kyma-base	7.1.1		54090c637c454760d4d51b051547fc430f8505f8
org.eclipse.dirigible	dirigible-sap-kyma-base	7.1.2		9a0c06f522892721dd2bce1c804f47a2805ef8ee
org.eclipse.dirigible	dirigible-sap-kyma-base	7.1.3		850282fe0ef8f6a2cd532effa4f4a55731a3b8c7
org.eclipse.dirigible	dirigible-sap-kyma-base	7.1.4		17df182ddbbae4d8b21adf35186feae7d1d2a58f
org.eclipse.dirigible	dirigible-sap-kyma-base	7.1.5		bc04b13f450e59a2aca70f0ff6c6af9e617201ab
org.eclipse.dirigible	dirigible-sap-kyma-base	7.1.6		d83531ca789bc35c03309747bde687ab7e4886a8
org.eclipse.dirigible	dirigible-sap-kyma-base	7.2.0		8bcf5c4f58a48876e02d32ce60d195bed1838522
org.eclipse.edc	junit-base	0.10.0		83a655eda0279752cc88995cce11838f9fa8853c
org.eclipse.edc	junit-base	0.10.1		98587d1248863d6aa488afaaf9c7c16b3d25e100
org.eclipse.edc	junit-base	0.11.0		0496723f9ef6709934391a95dbefc0710e52d6cc
org.eclipse.edc	junit-base	0.11.1		9307828d55384e5c1adca44269f52e2e24fef93a
org.eclipse.edc	junit-base	0.12.0		b244d41e6dfc0fdef3532f559ddca591cbf9f46f
org.eclipse.edc	junit-base	0.6.0		4f8b3cf15fc4b0155da8960071e0a0babcb7d820
org.eclipse.edc	junit-base	0.6.1		d1692f33be2dd47065c4f558792cbd64e3da4c1a
org.eclipse.edc	junit-base	0.6.2		54e4af59c03fd5f3096954afbf62db701254d357
org.eclipse.edc	junit-base	0.6.3		1cd514baa7e6a96b044f006d5f062345e751b84f
org.eclipse.edc	junit-base	0.6.4		33ba2cf9c723bc702b8aae0f6bc74c6eb5129f4e
org.eclipse.edc	junit-base	0.7.0		5220244539bce389538c5b0b1f43ce59095756e1
org.eclipse.edc	junit-base	0.7.1		41e66240253b1094c1facc3b6ca4fc83d1b4fece
org.eclipse.edc	junit-base	0.7.2		7d78fb2f81a0257ca2a360aa3001ba4f09dc13c7
org.eclipse.edc	junit-base	0.8.0		90393b0b09add68a03f057d9beaec3a869dee3ad
org.eclipse.edc	junit-base	0.8.1		48e9f888839030fdd56e024e5fd9dd26f2634ea4
org.eclipse.edc	junit-base	0.9.0		d93182602652cef56a089955822ecaad4dd6e52a
org.eclipse.edc	junit-base	0.9.1		2a7a8e479337c88fa046cbe30ff87362f4ba119a
org.elypia.elypiai	steam	2.3.3		9a9b64df4fafa10762df74d141293eb390595c2b
org.elypia.elypiai	steam	3.0.0		6cd1056a1e93af52732021b97e1f83af5c65137b
org.elypia.elypiai	steam	4.0.0		4e4fbbd7d126dd49fa8cf05335a32a467cb992ec
org.elypia.elypiai	steam	4.1.0		88d71800b957484414157cbb49d9224cdcc44deb
org.elypia.elypiai	steam	4.2.3		d7c4082f24c9b5a4e42c5b52e2d334aa08e59a8f
org.http4s	http4s-fs2-data-xml_native0.4_2.12	0.1.0		8e36dbd02e0e2583e556c6d1beaeb2c4c14bbb29
org.http4s	http4s-fs2-data-xml_native0.4_2.12	0.1.0-M1		92ef17e5348e3f910481bd63107ad06650f06bb4
org.http4s	http4s-fs2-data-xml_native0.4_2.12	0.2.0		a0a0ad90d49f2ce421541c2047874da63a6239f7
org.http4s	http4s-fs2-data-xml_native0.4_2.12	0.3.0		96b443b7bfb8e37bbab8e34ebf42b963cb513d90
org.http4s	http4s-fs2-data-xml_native0.4_2.12	0.4.0		e114eb005fb05e18c885538e99d4bb7564a72a8c
org.jboss.forge.addon	bean-validation-impl	2.10.0.Final		523b63ef17d22eac3c705c90e210a18e6441d102
org.jboss.forge.addon	bean-validation-impl	2.10.1.Final		d63d15f4a1fc6891b1c59f8389c1493092d14b1d
org.jboss.forge.addon	bean-validation-impl	2.11.0.Final		b9a0bd426fd9b804fca41ea352f86d7e1bdb9eb3
org.jboss.forge.addon	bean-validation-impl	2.12.0.Final		375f5a0a034e89e82e83cdd5f47abcd9a75461bc
org.jboss.forge.addon	bean-validation-impl	2.12.1.Final		1b151962ff3ba811c2b80e85fcb894b90961d6f0
org.jboss.forge.addon	bean-validation-impl	2.12.2.Final		83183e3968f564b43e6cf2504858664479c06521
org.jboss.forge.addon	bean-validation-impl	2.12.3.Final		b8376ad23ec5a8c5a566eb0fcaaa989b37902d46
org.jboss.forge.addon	bean-validation-impl	2.13.0.Final		59345fb82d7a2fe9d192694577cb0f54f00697b5
org.jboss.forge.addon	bean-validation-impl	2.13.1.Final		b4a05def5cb7e0e1e8599044a8feaf863e532566
org.jboss.forge.addon	bean-validation-impl	2.14.0.Final		9683413dd818af7cfc4b557df5f0b119510b3d24
org.jboss.forge.addon	bean-validation-impl	2.15.0.Final		246219426212745daa14741755476a6aef957c09
org.jboss.forge.addon	bean-validation-impl	2.15.1.Final		5823fca756575fe702c3ae72f18347a42603396a
org.jboss.forge.addon	bean-validation-impl	2.15.2.Final		cb9b13483e377ae36b7cb57ec1adb1290962eb47
org.jboss.forge.addon	bean-validation-impl	2.16.0.Final		109f69909eb6377fda68c3ab503d22ebb6153b81
org.jboss.forge.addon	bean-validation-impl	2.16.1.Final		e4adad26f35d5b34cf083e7e6cd524327ce49f3f
org.jboss.forge.addon	bean-validation-impl	2.16.2.Final		0caed1b42448e086bb086b0ec56a149ca1c3ae88
org.jboss.forge.addon	bean-validation-impl	2.17.0.Alpha1		e9399236087244a97f78e4cf25777fae89e316b9
org.jboss.forge.addon	bean-validation-impl	2.17.0.Alpha2		8a6bc841e5e4721203dae006e4dcaf19f91f2754
org.jboss.forge.addon	bean-validation-impl	2.17.0.Final		b806b5927dc58ae2f323edae8c254277eff3ef2c
org.jboss.forge.addon	bean-validation-impl	2.18.0.Final		9ee37a8c5fa7a5f1b81ee830d799e26c89d03306
org.jboss.forge.addon	bean-validation-impl	2.19.0.Final		7955209530e1fd65d98d6d60e96134fe06ae4c0d
org.jboss.forge.addon	bean-validation-impl	2.19.1.Final		ed175d6939960cfb2007abc97cdb9277d90a1edf
org.jboss.forge.addon	bean-validation-impl	2.19.2.Final		98eb13670dfec10bba4cb0efa087f9976b1cb479
org.jboss.forge.addon	bean-validation-impl	2.20.0.Final		9a32237fd3d0f358f174d73941fba5c67b62636b
org.jboss.forge.addon	bean-validation-impl	2.20.1.Final		02bb84d28d77b9196f1129d79c5b3f80ddd6e03d
org.jboss.forge.addon	bean-validation-impl	2.20.2.Final		d14fb1b1f5994ba5fdb85f229437257ded636778
org.jboss.forge.addon	bean-validation-impl	2.7.0.Final		508d0c8103d169b02aba6884b4b489cdb101b505
org.jboss.forge.addon	bean-validation-impl	2.7.1.Final		d47f68700b64459740f054f6fe2b601ee47917fa
org.jboss.forge.addon	bean-validation-impl	2.7.2.Final		29609fbc62ae9423a75ee365abb0e313675000f6
org.jboss.forge.addon	bean-validation-impl	2.8.0.Final		5a696e56acbf2356e86d936d76dedf39ac805f03
org.jboss.forge.addon	bean-validation-impl	2.8.1.Final		68c995102d5943860d1f9502e59065abe8ca8f9c
org.jboss.forge.addon	bean-validation-impl	2.9.0.Final		e1da0ed025fc21a6ab8e146fa70a184b67d04b21
org.jboss.forge.addon	bean-validation-impl	2.9.1.Final		a0863b726315582389a1a95a0b32980b4f04f830
org.jboss.forge.addon	bean-validation-impl	2.9.2.Final		246898fa9830e2cfbca8433f25e9795f6e198358
org.jboss.forge.addon	bean-validation-impl	3.0.0.Alpha1		550ce87e1409aa6a6a1e3b42ce9a4e383dd2d912
org.jboss.forge.addon	bean-validation-impl	3.0.0.Alpha2		f28b3b7d9b94c3e642916f3ed5a3d9e444490bc9
org.jboss.forge.addon	bean-validation-impl	3.0.0.Alpha3		36468250fb2d2b91b78f2e23b47a6a979bca330a
org.jboss.forge.addon	bean-validation-impl	3.0.0.Beta1		e96f18e9438aca43882f80049c6ddab9439ca6c8
org.jboss.forge.addon	bean-validation-impl	3.0.0.Beta2		1a74c3dff7c4d146e932ae4f53ec7d779b82c77f
org.jboss.forge.addon	bean-validation-impl	3.0.0.Beta3		bd2883a34b6feaa3adc9689fbb1a0b592a22d1d9
org.jboss.forge.addon	bean-validation-impl	3.0.0.Beta4		321b5645e00532b1d363b0315804fc54ff304406
org.jboss.forge.addon	bean-validation-impl	3.0.0.Beta5		f379d1cd7dfe8555769fd0c5b117dc2e4c14bed4
org.jboss.forge.addon	bean-validation-impl	3.0.0.CR1		ace7be9ebd023c0d3b0b7e2ffb8e14bbf886fb8e
org.jboss.forge.addon	bean-validation-impl	3.0.0.Final		f8fbcacdd37cb3fc46a84c9866775471267034db
org.jboss.forge.addon	bean-validation-impl	3.0.1.Final		99e0ef1fe8fb88c50e28dc045b7e85e2cce75826
org.jboss.forge.addon	bean-validation-impl	3.1.0.Final		d1de44368ab0ed463fdc964a4649a02cdd575dd3
org.jboss.forge.addon	bean-validation-impl	3.1.1.Final		bb53e03127ccbfa8ac4962bc0d0d7935ab98095f
org.jboss.forge.addon	bean-validation-impl	3.10.0.Final		dcc792c1c240cecd546c68f6d1ceb12ace1dcbf7
org.jboss.forge.addon	bean-validation-impl	3.2.0.Final		8109932003ed9b6d87e7a10605acc3119102d1ce
org.jboss.forge.addon	bean-validation-impl	3.2.1.Final		7183c64926b89de617aa60a0756948d7e2b47235
org.jboss.forge.addon	bean-validation-impl	3.2.2.Final		156bf660aaf0d9ef0c74dda59be85389306b6bf8
org.jboss.forge.addon	bean-validation-impl	3.2.3.Final		f5d2e6af801e3869a93227b176175aa0c40da3c2
org.jboss.forge.addon	bean-validation-impl	3.3.0.Final		fdf24a5c5ad1bf823670504a6c9b6c9a26526698
org.jboss.forge.addon	bean-validation-impl	3.3.1.Final		8762914b92c37b8869f7f70bdc9e3a83a022fdd3
org.jboss.forge.addon	bean-validation-impl	3.3.2.Final		3ff6114c85b46d44f922dd1bbce3a2c585df821a
org.jboss.forge.addon	bean-validation-impl	3.3.3.Final		834b7cd34285ac3d753b236a80ae769d0263321a
org.jboss.forge.addon	bean-validation-impl	3.4.0.Final		4383f3e44e37fa8f95239f2d4b1039fc3eabeb64
org.jboss.forge.addon	bean-validation-impl	3.5.0.Final		215c0a47d36a99c206ae2215a21d33bb996db983
org.jboss.forge.addon	bean-validation-impl	3.5.1.Final		6c2ae7a77bfb2fcb87121b29297922304e2b4665
org.jboss.forge.addon	bean-validation-impl	3.6.0.Alpha1		a1a970dfa6c2ad466195c20cdc7d5d05878ba7f5
org.jboss.forge.addon	bean-validation-impl	3.6.0.Alpha2		69c54a5d8a2987098f1695efced25309e688aa34
org.jboss.forge.addon	bean-validation-impl	3.6.0.Final		626ebe775503826e2c25b9a127b45867bcb9ea77
org.jboss.forge.addon	bean-validation-impl	3.6.1.Final		5e491496e7180fdadab03f85b5e964e38928e7b1
org.jboss.forge.addon	bean-validation-impl	3.7.0.Final		dd2e50fc1910317d4901b20c0a9b1ce827d40b75
org.jboss.forge.addon	bean-validation-impl	3.7.1.Final		d7a4f3485d9d79fc6acb2dfe8e591050311ce754
org.jboss.forge.addon	bean-validation-impl	3.7.2.Final		e7b574f7236256a8cb1501d295d9bcd9e511d460
org.jboss.forge.addon	bean-validation-impl	3.8.0.Final		3973d4ca6f2a682dedbcef13fd6eb1d844ef3c75
org.jboss.forge.addon	bean-validation-impl	3.8.1.Final		b93fea4cf34e6909b3767668da4599b8086a56f1
org.jboss.forge.addon	bean-validation-impl	3.9.0.Final		f8d7e891cbc0f30d7bf34bae12d6db411c7dc66d
org.jboss.forge.addon	bean-validation-impl	3.9.1.Final		0c19985123839692bf2e2c9375d65eabc848ee49
org.jboss.forge.addon	bean-validation-impl	3.9.2.Final		8eb26df19505b671ff119bfba91b9d4ee741a92f
org.jboss.forge.addon	bean-validation-impl	3.9.3.Final		4b8623c1631d9a13dc5d59b0df1c48abadcf05e7
org.jboss.forge.addon	bean-validation-impl	3.9.4.Final		7b4d106ce6a71cc9e99ddc69361cb0b3007c55c1
org.jboss.forge.addon	bean-validation-impl	3.9.5.Final		d379a66f563eedd3fe3a56f4d3231d473f4a6bfd
org.jboss.forge.addon	bean-validation-impl	3.9.6.Final		309ed15f7c2a1688dfa14b0ac034f579d334a1b2
org.jboss.forge.addon	bean-validation-impl	3.9.7.Final		937dd44e806e83b5a2d503eb36bf908fc50e532d
org.jboss.forge.addon	bean-validation-impl	3.9.8.Final		b6ca84c689c73fa99bb7f8c57392b7c35b25357d
org.jvnet.ogc	wcs-v_1_1_2	1.0.0		N/A
org.jvnet.ogc	wcs-v_1_1_2	1.0.2		N/A
org.jvnet.ogc	wcs-v_1_1_2	1.0.3		N/A
org.jvnet.ogc	wcs-v_1_1_2	1.1.0		N/A
org.kodein.di	kodein-di-jvm	5.0.0		N/A
org.kodein.di	kodein-di-jvm	5.0.1		N/A
org.kodein.di	kodein-di-jvm	5.1.0		N/A
org.kodein.di	kodein-di-jvm	5.1.1		N/A
org.kodein.di	kodein-di-jvm	5.2.0		N/A
org.kodein.di	kodein-di-jvm	5.3.0		N/A
org.kodein.di	kodein-di-jvm	6.0.0		N/A
org.kodein.di	kodein-di-jvm	6.0.1		N/A
org.kodein.di	kodein-di-jvm	6.1.0		N/A
org.kodein.di	kodein-di-jvm	6.2.0		N/A
org.kodein.di	kodein-di-jvm	6.2.1		N/A
org.kodein.di	kodein-di-jvm	6.3.0		N/A
org.kodein.di	kodein-di-jvm	6.3.1		N/A
org.kodein.di	kodein-di-jvm	6.3.2		N/A
org.kodein.di	kodein-di-jvm	6.3.3		N/A
org.kodein.di	kodein-di-jvm	6.4.0		N/A
org.kodein.di	kodein-di-jvm	6.4.1		N/A
org.kodein.di	kodein-di-jvm	6.5.0		N/A
org.kodein.di	kodein-di-jvm	6.5.1		N/A
org.kodein.di	kodein-di-jvm	6.5.2		N/A
org.kodein.di	kodein-di-jvm	6.5.3		N/A
org.kodein.di	kodein-di-jvm	6.5.4		N/A
org.kodein.di	kodein-di-jvm	6.5.5		N/A
org.kodein.di	kodein-di-jvm	7.0.0		71e38eaf2da5ce7936aea5c29ca608f7e514d3b5
org.kodein.di	kodein-di-jvm	7.1.0		423ee9da40527af714510b58d02986890658774c
