br.com.colman	simple-password-generator	1.0.0		4f3098c26837882104bb8de34a5e4577ece5cc50
org.opendaylight.infrautils	itestutils-it	1.2.2		ca2d54c68e97595d394fa663493ee1f06d5425a1
org.opendaylight.infrautils	itestutils-it	1.2.3		912f52079d85edc3195cad4e2ce05ee7400383fa
org.opendaylight.infrautils	itestutils-it	1.3.0		21c77db29771ba9ede9b1727297918aa105dad2c
org.opendaylight.infrautils	itestutils-it	1.3.1		eb22dcb83b76f1297fdd987c933cdbc15d74f4eb
org.opendaylight.infrautils	itestutils-it	1.3.2		54b2f15f0a7b00d31b41ec41a865473b975798a9
org.opendaylight.infrautils	itestutils-it	1.3.3		3233197da354093d10d5d37821ad93d75fea0bcf
org.opendaylight.infrautils	itestutils-it	1.3.4		0eaee8f6073fd3d2e6b085c827ff551994a43f4a
org.opendaylight.infrautils	itestutils-it	1.4.0		ad3a5881fd65d68b8845b9c00222780b5d76acfa
org.opendaylight.infrautils	itestutils-it	1.4.1		cf139263aa8c1cd8c071818e4dedfa3197eb22f6
org.opendaylight.infrautils	itestutils-it	1.4.2		81ff745f732e1892d4b2ad8964879ee5ad1274b1
org.opendaylight.infrautils	itestutils-it	1.4.3		ffc43aa754735fd80d67d44da36fe85c2c77cffc
org.opendaylight.infrautils	itestutils-it	1.5.0		4ddb1146983047954fda0f7992f85b6ff7ca5f5d
org.opendaylight.infrautils	itestutils-it	1.5.1		c5a307d13089af4329f760f2b80fdc7a78471d85
org.opendaylight.infrautils	itestutils-it	1.5.2		e148c94911860638cc18ce2e34dd37e59cdf70f2
org.opendaylight.infrautils	itestutils-it	1.5.3		3daf01f003b5c6dae695f3832d8b32e76f5506d5
org.opendaylight.infrautils	itestutils-it	1.6.0		9864437793d55f92e16d870037aa61e8e8788e1b
org.opendaylight.infrautils	itestutils-it	1.6.1		64f87628cbf755270be802100f2f06f07ca36369
org.opendaylight.infrautils	itestutils-it	1.6.2		74b144b5e6b689e08860eaa232b91eea4f048495
org.opendaylight.infrautils	itestutils-it	1.6.3		011d07e9d89ea5138ac722664542ae15c37be74d
org.opendaylight.infrautils	itestutils-it	1.6.4		2e010fdb07765b3540648f0cc2f8f3094a578b15
org.opendaylight.infrautils	itestutils-it	1.7.0		0fd444d273d52bae759ea4c7852ee33324953b6c
org.opendaylight.infrautils	itestutils-it	1.7.1		3f706c753988067a70e8f3f6bcb98284bd9ce9dd
org.opendaylight.infrautils	itestutils-it	1.7.2		ac1aa57e172d4182fcf3ea7a0add12ec9f6ca206
org.opendaylight.infrautils	itestutils-it	1.7.3		9bcd2d83b134ca8059bd1c51fea5f388a322a603
org.opendaylight.infrautils	itestutils-it	1.8.0		49d05589c456f2ea21570542171665cab68e3efd
org.opendaylight.infrautils	itestutils-it	1.8.1		c0e2f7eca673ef57c99b92e3b580fe629e74ab71
org.opendaylight.infrautils	itestutils-it	1.8.2		1c8a88063c13865d357765f79c45069d09d84cd7
org.opendaylight.infrautils	itestutils-it	1.8.3		76e8ee6dfd13719ac47c85a5a904010d6dd59f07
org.opendaylight.infrautils	itestutils-it	1.8.4		6248179a06ab7947e1c5607e076f9fdcd8e66cda
org.opendaylight.infrautils	itestutils-it	1.9.0		d573828f426585814282e587f9f91bcc8fed9a34
org.opendaylight.infrautils	itestutils-it	1.9.1		a8e08b578256393afe094f8f45b7b58a5e6802a8
org.opendaylight.infrautils	itestutils-it	1.9.10		41ecc68a122d9f99b6d86a0916246b3b7408e6ac
org.opendaylight.infrautils	itestutils-it	1.9.11		376cd4bc13f60b23c70b393aec92d92cf6c60de5
org.opendaylight.infrautils	itestutils-it	1.9.12		96f74d8aa6f8812c5c173a7db69d3f9f439c4128
org.opendaylight.infrautils	itestutils-it	1.9.13		7eca397a3748caac75be29b399b14c7630f88a40
org.opendaylight.infrautils	itestutils-it	1.9.14		4d7a21563d0835f24069360c77badff58060eac1
org.opendaylight.infrautils	itestutils-it	1.9.15		32544cc62daa8c6276a97565822da323a664d047
org.opendaylight.infrautils	itestutils-it	1.9.2		71f5aada8cd275dfe77d2e96321c5fe290c4e453
org.opendaylight.infrautils	itestutils-it	1.9.3		e37364bdb0e0906255b65f6785e693c3bf6601b1
org.opendaylight.infrautils	itestutils-it	1.9.4		187ab93627e707c00060e12be50196d972830171
org.opendaylight.infrautils	itestutils-it	1.9.5		0e2b441bc10048aad90c2448411c9f6f663ee399
org.opendaylight.infrautils	itestutils-it	1.9.6		f86deed0c2740e4ac26140d9afc6a03a6ef4c779
org.opendaylight.infrautils	itestutils-it	1.9.7		e698c99ebfcbc1d9fe7d069303e8ea40c1fba5e7
org.opendaylight.infrautils	itestutils-it	1.9.8		c5368c3aba991626fe09074c8231f7a4fc7626f7
org.opendaylight.infrautils	itestutils-it	1.9.9		eb75a60f0175e34ed2e033ea7cde23939961a5dc
org.opendaylight.infrautils	itestutils-it	2.0.0		1c1ec41afe6669cc2469500e38a0db14feb75f95
org.opendaylight.infrautils	itestutils-it	2.0.1		79e84b1d8a2a192282b36005418a0c6611b036f5
org.opendaylight.infrautils	itestutils-it	2.0.10		e1983a00565304c1c9a306ef9bacfa4fc56cb4b8
org.opendaylight.infrautils	itestutils-it	2.0.11		5649206aac7785128d52c66015f76e013481ffea
org.opendaylight.infrautils	itestutils-it	2.0.12		5aaaa93c5bb438ef73f653ffff0fe2b3b06f15b1
org.opendaylight.infrautils	itestutils-it	2.0.13		ca4c5166efc19b51367c3bc8da202b272ad1a259
org.opendaylight.infrautils	itestutils-it	2.0.14		2707413fc44e62ad5835498615712f959cd56cba
org.opendaylight.infrautils	itestutils-it	2.0.15		ae72a02fa20ffb9872a98fef6a5bbdb581b86ab2
org.opendaylight.infrautils	itestutils-it	2.0.16		976bc990eaa85f27fb5e969be3b44516609e27ce
org.opendaylight.infrautils	itestutils-it	2.0.2		4a73ad0cc56818355a237c9bb6fb30527315dbb3
org.opendaylight.infrautils	itestutils-it	2.0.3		5ea5211e123389f6c7a197dc5d76a666aff8d247
org.opendaylight.infrautils	itestutils-it	2.0.4		d7bffc14acfadc5093fa8ee775a2f180ab2dc95a
org.opendaylight.infrautils	itestutils-it	2.0.5		55dd7b0daa5858789648a7d416fb0482a2507997
org.opendaylight.infrautils	itestutils-it	2.0.6		323dec2a9c43706f5fee3ff89d3a66fd8e912d13
org.opendaylight.infrautils	itestutils-it	2.0.7		a419db35ca697ef39f674bc9b3414428a3fde6ff
org.opendaylight.infrautils	itestutils-it	2.0.8		07beec7ce51db461b921d1bdca8101ad2b36eb55
org.opendaylight.infrautils	itestutils-it	2.0.9		41b809a5749adf347bcfb8d0520d380cb9e85e27
org.opendaylight.infrautils	itestutils-it	3.0.0		f914e455400b440fb860ff6c4da280cf7cb51e00
org.opendaylight.infrautils	itestutils-it	3.0.1		872b26a1484613149e524bd05af4ee1aec4fe83e
org.opendaylight.infrautils	itestutils-it	3.0.2		955342a9d195dfbd2e2bf079fa3b3a61fcaa591f
org.opendaylight.infrautils	itestutils-it	3.0.3		bc8722ae40122afd6e82138d9fbe0bfa36d2b190
org.opendaylight.infrautils	itestutils-it	3.0.4		de3e0ca8a0067e64fdf9d88ba9278792038c79d4
org.opendaylight.infrautils	itestutils-it	3.0.5		11adba957d7643ef55ddf8b8a6c4e08f53077883
org.opendaylight.infrautils	itestutils-it	4.0.0		03f014494ef650fcb997dc76fe0ef94dc490ad09
org.opendaylight.infrautils	itestutils-it	4.0.1		9a3a363510b847e73a4f13a21b773f69d80678f6
org.opendaylight.infrautils	itestutils-it	4.0.2		aa7b2100fee551c5549fdfe2d5092dd3d8688f89
org.opendaylight.infrautils	itestutils-it	4.0.3		e048c2220d6daedbda84fe11efec18942272ff8d
org.opendaylight.infrautils	itestutils-it	4.0.4		25c95b335ea3a1f1d0c783c87829aae2771526f6
org.opendaylight.infrautils	itestutils-it	4.0.5		26a692b550dd5093ccdade0d207c2d4ac89eae9c
org.opendaylight.infrautils	itestutils-it	4.0.6		158489d595dc93fca928981866dadbc946f15944
org.opendaylight.infrautils	itestutils-it	4.0.7		f5aae7ca55bec408867ef3b40f715ddbacef6a9e
org.opendaylight.infrautils	itestutils-it	4.0.8		4b15dcda6db600d35a4d05847c681b971a8b78e3
org.opendaylight.infrautils	itestutils-it	5.0.0		967fc9664f85bf1df285cc9c46fdd4b9ace27576
org.opendaylight.infrautils	itestutils-it	5.0.1		eff3723ee6abcb63c1e018d81d85d00a06cf07a6
org.opendaylight.infrautils	itestutils-it	5.0.10		e04011f2dfea5be5db103834b75eedad8188b709
org.opendaylight.infrautils	itestutils-it	5.0.2		59a79937d8bedd4feba7f0b265a9fcab5f1a0828
org.opendaylight.infrautils	itestutils-it	5.0.3		1e0adf82e1963f1fa38267a42ae5181dac0c8b31
org.opendaylight.infrautils	itestutils-it	5.0.4		e02d5033c35ee624b49212505d83d6a3d2cb2ba6
org.opendaylight.infrautils	itestutils-it	5.0.5		3f8e7358a9f63f099714cd5019b57df49296f8db
org.opendaylight.infrautils	itestutils-it	5.0.6		1f9d8a4a2fd3971868b6e55834f062a4e6323b5e
org.opendaylight.infrautils	itestutils-it	5.0.7		6e148e7236e28ab6a970f64ba2720da30039cd5e
org.opendaylight.infrautils	itestutils-it	5.0.8		aa2723b624591c0066881ab45748227628cd6dd9
org.opendaylight.infrautils	itestutils-it	5.0.9		670e7a20680f9289c5f44190ccae15accc61b434
org.opendaylight.infrautils	itestutils-it	6.0.0		0cc3d863228bfc47d4aaee60cccfd0bf89be4f41
org.opendaylight.infrautils	itestutils-it	6.0.1		d4aae6aae411752acb64d2d0d368bec60ae015d2
org.opendaylight.infrautils	itestutils-it	6.0.10		cd8e42bef8d3bac5a15f35d4db86862147b0cbc8
org.opendaylight.infrautils	itestutils-it	6.0.11		3b9c92948786eaaef7dde1679c24107ccf711287
org.opendaylight.infrautils	itestutils-it	6.0.2		d02d4ebb6084b390c0cc63ddd8b6bbcb308eb996
org.opendaylight.infrautils	itestutils-it	6.0.3		5d2061edd9af825ad327403ff27ff77cb8693577
org.opendaylight.infrautils	itestutils-it	6.0.4		08f8f3feba979455173796bc08453bf016167f78
org.opendaylight.infrautils	itestutils-it	6.0.5		098dcfea044667e982fe5a8fa0a6a8dd0096b223
org.opendaylight.infrautils	itestutils-it	6.0.6		615d862640ac756ffe07de11c088018be256e378
org.opendaylight.infrautils	itestutils-it	6.0.7		57e7c2239f48a5fcf8887abc4851f696babfe23e
org.opendaylight.infrautils	itestutils-it	6.0.8		86d2e382dcb9544e82c26442a54494968b8ca0bf
org.opendaylight.infrautils	itestutils-it	6.0.9		cda888f40bdac6931c8e5d2dd53878929792c097
org.opendaylight.infrautils	itestutils-it	7.0.0		ea76c1b8e2f5353386dbca47534508b7e15e16a2
org.opendaylight.infrautils	itestutils-it	7.0.1		02810b8b741170bb59a52dd9a82dabff39f4ac97
org.opendaylight.infrautils	itestutils-it	7.0.2		96b623d0358c48acea7db84d3422803fbc7758a4
org.opendaylight.infrautils	itestutils-it	7.0.3		0d9bc55d6fd2f436309703bb52ee630a1bd78bd1
org.opendaylight.infrautils	itestutils-it	7.0.4		5bf5b26ff792059ac3be754f743918fac92e857a
org.opendaylight.infrautils	itestutils-it	7.0.5		54478265ec0bcb3aa443dd63377534d2ba2e6268
org.opendaylight.infrautils	itestutils-it	7.1.0		176fb92c03bd3e2ca37f706f347b3c40591bd9ba
org.opendaylight.infrautils	itestutils-it	7.1.1		730ac3f598ca570e4e6740b07fcf2245a255a95b
org.opendaylight.infrautils	itestutils-it	7.1.2		9d3277d972d6cc95af2f17927b17bf2f534e38af
org.opendaylight.infrautils	itestutils-it	7.1.3		ebf25180fd722b1c7889b5809d8fe5407eae542c
org.openjdk.jmc	jdp	8.0.1		07097e909d0edb867219fab313fe5ee17b6ced13
org.openjdk.jmc	jdp	8.1.0		aa3a095747f9904376ce9893c7b081e7f1c35715
org.openjdk.jmc	jdp	8.2.0		0243fdd9d38115df525078b5d15f8b81254e1ff6
org.openjdk.jmc	jdp	8.2.1		951a487a608bfb7778a096e66a89377df5728854
org.openjdk.jmc	jdp	8.3.0		2a28ca7b44be4459254d2e1268bd7ce29b0a4f06
org.openjdk.jmc	jdp	8.3.1		bc1e96130f09974b4eef920ea1e8d62f0e8eb65e
org.openjdk.jmc	jdp	9.0.0		0b9e5b5bbe683a421ef507fcfe428f9d66303c62
org.openjdk.jmc	jdp	9.1.0		a7f045f20441e45d4206054cf6c8f80fc7d6fae6
org.rdlinux	ez-mybatis	0.0.1.RS		N/A
org.rdlinux	ez-mybatis	0.0.1.SNAPSHOTS		N/A
org.rdlinux	ez-mybatis	0.0.2.RS		N/A
org.rdlinux	ez-mybatis	0.0.3.RS		N/A
org.rdlinux	ez-mybatis	0.0.4.RS		N/A
org.rdlinux	ez-mybatis	0.0.5.RS		N/A
org.rdlinux	ez-mybatis	0.0.6.RS		N/A
org.rdlinux	ez-mybatis	0.0.7.RS		N/A
org.rdlinux	ez-mybatis	0.0.8.RS		N/A
org.rdlinux	ez-mybatis	0.0.9.RS		N/A
org.rdlinux	ez-mybatis	0.1.0.RS		N/A
org.rdlinux	ez-mybatis	0.1.1.RS		N/A
org.rdlinux	ez-mybatis	0.1.2.RS		N/A
org.rdlinux	ez-mybatis	0.1.3.RS		N/A
org.rdlinux	ez-mybatis	0.1.4.RS		N/A
org.rdlinux	ez-mybatis	0.1.5.RS		N/A
org.rdlinux	ez-mybatis	0.1.6.RS		N/A
org.rdlinux	ez-mybatis	0.1.7.RS		N/A
org.rdlinux	ez-mybatis	0.1.8.RS		N/A
org.rdlinux	ez-mybatis	0.1.9.RS		N/A
org.rdlinux	ez-mybatis	0.2.0.RS		N/A
org.rdlinux	ez-mybatis	0.2.1.RS		N/A
org.rdlinux	ez-mybatis	0.2.2.RS		N/A
org.rdlinux	ez-mybatis	0.2.3.RS		N/A
org.rdlinux	ez-mybatis	0.2.4.RS		N/A
org.rdlinux	ez-mybatis	0.2.5.RS		N/A
org.rdlinux	ez-mybatis	0.2.6.RS		N/A
org.rdlinux	ez-mybatis	0.2.7.RS		N/A
org.rdlinux	ez-mybatis	0.2.8.RS		N/A
org.rdlinux	ez-mybatis	0.2.9.RS		N/A
org.rdlinux	ez-mybatis	0.3.0.RS		N/A
org.rdlinux	ez-mybatis	0.3.1.RS		N/A
org.rdlinux	ez-mybatis	0.3.2.RS		N/A
org.rdlinux	ez-mybatis	0.3.3.RS		N/A
org.rdlinux	ez-mybatis	0.3.4.RS		N/A
org.rdlinux	ez-mybatis	0.3.5.RS		N/A
org.rdlinux	ez-mybatis	0.3.6.RS		N/A
org.rdlinux	ez-mybatis	0.3.7.RS		N/A
org.rdlinux	ez-mybatis	0.3.8.RS		N/A
org.rdlinux	ez-mybatis	0.3.9.RS		N/A
org.rdlinux	ez-mybatis	0.4.0.RS		N/A
org.rdlinux	ez-mybatis	0.4.1.RS		N/A
org.rdlinux	ez-mybatis	0.4.2.RS		N/A
org.rdlinux	ez-mybatis	0.4.3.RS		N/A
org.rdlinux	ez-mybatis	0.4.4.RS		N/A
org.rdlinux	ez-mybatis	0.4.5.RS		N/A
org.rdlinux	ez-mybatis	0.4.6.RS		N/A
org.rdlinux	ez-mybatis	0.4.7.RS		N/A
org.rdlinux	ez-mybatis	0.4.8.RS		N/A
org.rdlinux	ez-mybatis	0.4.9.RS		N/A
org.rdlinux	ez-mybatis	0.5.0.RS		N/A
org.rdlinux	ez-mybatis	0.5.1.RS		N/A
org.rdlinux	ez-mybatis	0.5.2.RS		N/A
org.rdlinux	ez-mybatis	0.5.3.RS		N/A
org.rdlinux	ez-mybatis	0.5.4.RS		N/A
org.rdlinux	ez-mybatis	0.5.5.RS		N/A
org.rdlinux	ez-mybatis	0.5.6.RS		N/A
org.rdlinux	ez-mybatis	0.5.7.RS		N/A
org.rdlinux	ez-mybatis	0.5.8.RS		N/A
org.rdlinux	ez-mybatis	0.5.9.RS		N/A
org.rdlinux	ez-mybatis	0.6.0.RS		N/A
org.rdlinux	ez-mybatis	0.6.1.RS		N/A
org.rdlinux	ez-mybatis	0.6.2.RS		N/A
org.rdlinux	ez-mybatis	0.6.3.RS		N/A
org.rdlinux	ez-mybatis	0.6.4.RS		N/A
org.rdlinux	ez-mybatis	0.6.5.RS		N/A
org.rdlinux	ez-mybatis	0.6.6.RS		N/A
org.rdlinux	ez-mybatis	0.6.7.RS		N/A
org.rdlinux	ez-mybatis	0.6.8.RS		N/A
org.rdlinux	ez-mybatis	0.6.9.RS		N/A
org.rdlinux	ez-mybatis	0.7.0.RS		N/A
org.rdlinux	ez-mybatis	0.7.1.RS		N/A
org.rdlinux	ez-mybatis	0.7.2.RS		N/A
org.rdlinux	ez-mybatis	0.7.3.RS		N/A
org.rdlinux	ez-mybatis	0.7.4.RS		N/A
org.rdlinux	ez-mybatis	0.7.5.RS		N/A
org.rdlinux	ez-mybatis	0.7.6.RS		N/A
org.rdlinux	ez-mybatis	0.7.7.RS		N/A
org.rdlinux	ez-mybatis	0.7.8.RS		N/A
org.rdlinux	ez-mybatis	0.7.9.RS		N/A
org.rdlinux	ez-mybatis	0.8.0.RS		N/A
org.rdlinux	ez-mybatis	0.8.1.RS		N/A
org.rdlinux	ez-mybatis	0.8.2.RS		N/A
org.rdlinux	ez-mybatis	0.8.3.RS		N/A
org.rdlinux	ez-mybatis	0.8.4.RS		N/A
org.rdlinux	ez-mybatis	0.8.5.RS		N/A
org.rdlinux	ez-mybatis	0.8.6.RS		N/A
org.rdlinux	ez-mybatis	0.8.7.RS		N/A
org.rdlinux	ez-mybatis	0.8.8.RS		N/A
org.rdlinux	ez-mybatis	0.8.9.RS		N/A
org.rdlinux	ez-mybatis	0.9.0.RS		N/A
org.rdlinux	ez-mybatis	0.9.1.RS		N/A
org.rdlinux	ez-mybatis	0.9.2.RS		N/A
org.sakaiproject.kernel.deploy	common	1.3.0		N/A
org.sakaiproject.kernel.deploy	common	1.3.0-b03		N/A
org.sakaiproject.kernel.deploy	common	1.3.0-b04		N/A
org.sakaiproject.kernel.deploy	common	1.3.0-b06		N/A
org.sakaiproject.kernel.deploy	common	1.3.0-b07		N/A
org.sakaiproject.kernel.deploy	common	1.3.0-rc01		N/A
org.sakaiproject.kernel.deploy	common	1.3.0-rc02		N/A
org.sakaiproject.kernel.deploy	common	1.3.0-rc03		N/A
org.sakaiproject.kernel.deploy	common	1.3.1		N/A
org.sakaiproject.kernel.deploy	common	1.3.2		N/A
org.sakaiproject.kernel.deploy	common	1.3.3		N/A
org.sakaiproject.kernel.deploy	common	10.3		N/A
org.sakaiproject.kernel.deploy	common	10.4		N/A
org.sakaiproject.kernel.deploy	common	10.6		N/A
org.sakaiproject.kernel.deploy	common	10.7		N/A
org.sakaiproject.kernel.deploy	common	11.0		N/A
org.sakaiproject.kernel.deploy	common	11.1		N/A
org.sakaiproject.kernel.deploy	common	11.2		N/A
org.sakaiproject.kernel.deploy	common	11.3		N/A
org.sakaiproject.kernel.deploy	common	11.4		N/A
org.springframework.webflow	webflow	3.0.1		N/A
org.typelevel	paiges-cats_2.13.0-M5	0.2.2		9c30856d334c0ba9d83df839800e505d7a2a4188
org.webjars.bower	leaflet.locatecontrol	0.47.0		684afe1299d1bbcbc7923061554d771942985a44
org.webjars.bower	leaflet.locatecontrol	0.48.0		668d7bd7133f492e8df3a615b25fb90aa812b8de
org.webjars.bower	leaflet.locatecontrol	0.49.0		6d1d39f086abdb73ea05acc25ac734d1129321f6
org.webjars.bower	leaflet.locatecontrol	0.50.0		ee9830039cdee560407089f2cc39c92679e52025
org.webjars.bower	leaflet.locatecontrol	0.50.1		85aae6079b82d7033c82baf5fb8b92eea8d6debb
org.webjars.bower	leaflet.locatecontrol	0.59.1		a38e1e056e368f7dccbf4e0120377243069c83dd
org.webjars.bower	leaflet.locatecontrol	0.60.0		f850aebd376535d5f63a0a5dc9367361fc3993c2
org.webjars.bower	leaflet.locatecontrol	0.61.0		5e81ce2121f9370861972851cbcb8c840d89ec94
org.webjars.npm	swagger-tools	0.9.16		12c082251e3f7f98128004f701011fbec54c2be1
org.webjars.npm	swagger-tools	0.9.9		a6864bab913c2621b42c0085bdd0ef80eb3a5ef1
org.wildfly	wildfly-jsf-injection-jakarta	26.0.0.Beta1		ce45646c23bd39d6a1682645c5490ffd83a271bb
org.wildfly	wildfly-jsf-injection-jakarta	26.0.0.Final		3c9b8d48971d352fbae079fe7c29c2e1c056dc74
org.wildfly	wildfly-jsf-injection-jakarta	26.0.1.Final		55b2245affb17067a9f45a9b28030473b964b74c
org.wildfly	wildfly-jsf-injection-jakarta	26.1.0.Beta1		66c5b0ed3cc780fe7fc1ed019c42e1b3fb14ebc0
org.wildfly	wildfly-jsf-injection-jakarta	26.1.0.Final		4457db440a8037cf74abb0fb03c4e08748a1cb1b
org.wildfly	wildfly-jsf-injection-jakarta	26.1.1.Final		a7a13ff7b14932a54af1fc7d59becbfd2e7f5676
org.wildfly	wildfly-jsf-injection-jakarta	26.1.2.Final		34e1deeec4c4b5edb68a3f44e7100a88a8c40b8e
org.wildfly	wildfly-jsf-injection-jakarta	26.1.3.Final		390b0631f4eeab11eed030c1f7148f55dc3bdb26
org.wildfly	wildfly-jsf-injection-jakarta	27.0.0.Alpha1		c3bf225522240d0cde874b6e0d534aa38f04cf8e
org.wildfly	wildfly-jsf-injection-jakarta	27.0.0.Alpha2		c92501613000920ff5008ac4816d31ac0bc92b7f
org.wildfly	wildfly-jsf-injection-jakarta	27.0.0.Alpha3		1cf5c3af32a3ad0023e5558b8371300c5dca27ea
org.wildfly	wildfly-jsf-injection-jakarta	27.0.0.Alpha4		661618d1ddbeed53c8285c2924839361c89439d7
org.wildfly	wildfly-jsf-injection-jakarta	27.0.0.Alpha5		df7d9b7eec8081a2bb0aec23ad36f052d7dd4495
org.wildfly	wildfly-jsf-injection-jakarta	27.0.0.Beta1		16e21e71449642da118270c6cc874efd1bab7ecf
org.xbib.elasticsearch	litebeans	6.3.2.1		c8ea82614af0ed96af062e628bde07bba98af427
org.xbib.elasticsearch	litebeans	6.3.2.1	patch	b4fb2a4c0c61e7f235a286fc8eaa18863134fd3f
plexus	plexus-runtime-builder	1.0-alpha-1		ffeceab39fa666fa4b3de9a5e278e158325a54e9
plexus	plexus-runtime-builder	1.0-alpha-2		7f371f0b384b46dcf8bb00beafe58489be3e2dee
plexus	plexus-runtime-builder	1.0-alpha-3		aacb95a9e89f80201135d6719475234ece8ab40d
plexus	plexus-runtime-builder	1.0-alpha-4		270134ebaa27c35175cf950015b600a74692df02
pt.kcry	sha_3	2.0.0		37290b428d46ba8a2418e008650a03652878d5e0
pt.kcry	sha_3	2.0.1		0b532ef4c471763218a2ac1725ae576d18087b31
pt.kcry	sha_3	2.0.2		6bb96961794a9e5fcfc4e561299c44d28d41bde3
tz.co.asoft	koncurrent-utils-tvosx64	3.0.11		N/A
tz.co.asoft	koncurrent-utils-tvosx64	3.0.11	metadata	c718b37a96539dd7c1cea676aca2d54401419a07
tz.co.asoft	koncurrent-utils-tvosx64	3.0.12		N/A
tz.co.asoft	koncurrent-utils-tvosx64	3.0.12	metadata	df968855dfc879efcb372f24dada882e1e677f44
tz.co.asoft	koncurrent-utils-tvosx64	3.0.13		N/A
tz.co.asoft	koncurrent-utils-tvosx64	3.0.13	metadata	84d1609a8d6b784bccb7c9fe5cf9659bd5561793
tz.co.asoft	koncurrent-utils-tvosx64	3.0.14		N/A
tz.co.asoft	koncurrent-utils-tvosx64	3.0.14	metadata	03528dbd767ab3d24c66b748938ccc7094ef94d4
tz.co.asoft	koncurrent-utils-tvosx64	3.0.15		N/A
tz.co.asoft	koncurrent-utils-tvosx64	3.0.15	metadata	bfcdf74ee3e5c988cd6b72ebac9ae2e592a1ca00
tz.co.asoft	koncurrent-utils-tvosx64	3.0.2		N/A
tz.co.asoft	koncurrent-utils-tvosx64	3.0.2	metadata	7115ad735b5d2740013b8fe6b32bee9d1616818f
tz.co.asoft	koncurrent-utils-tvosx64	3.0.3		N/A
tz.co.asoft	koncurrent-utils-tvosx64	3.0.3	metadata	547dbf6c798c7bfd913725124c1f2be8e1667e74
tz.co.asoft	koncurrent-utils-tvosx64	3.0.4		N/A
tz.co.asoft	koncurrent-utils-tvosx64	3.0.4	metadata	a14ced7685b3f77d6ce7bdf8e0e5919ad4303a48
tz.co.asoft	koncurrent-utils-tvosx64	3.0.5		N/A
tz.co.asoft	koncurrent-utils-tvosx64	3.0.5	metadata	2a6abcf754c59c41beec53e25006b69953a3a6a5
tz.co.asoft	koncurrent-utils-tvosx64	3.0.6		N/A
tz.co.asoft	koncurrent-utils-tvosx64	3.0.6	metadata	571afb875e9c2517f326833b1b2ea8af8835e998
tz.co.asoft	koncurrent-utils-tvosx64	3.0.7		N/A
tz.co.asoft	koncurrent-utils-tvosx64	3.0.7	metadata	a9e75f9dcf609d30cbbcbc711b78e680856c86b1
tz.co.asoft	koncurrent-utils-tvosx64	3.0.8		N/A
tz.co.asoft	koncurrent-utils-tvosx64	3.0.8	metadata	d8b60329b1d1777d200094d641ca94c9db479427
tz.co.asoft	koncurrent-utils-tvosx64	3.0.9		N/A
tz.co.asoft	koncurrent-utils-tvosx64	3.0.9	metadata	32d72752d46fbaca3e43809d44b8d832be7dd3df
