ch.ethz.origo	origo-issue-notifier	1.0		99176e98135dbe5956c37b315644150545689822
org.codehaus.groovy	groovy-jsr223	2.1.6	groovydoc	f4077a221bff5e1ccdd7e70f351af11073412671
org.codehaus.groovy	groovy-jsr223	2.1.6	indy	3581dad39b8dd87125db839abc27ef86240ab4ef
org.codehaus.groovy	groovy-jsr223	2.1.7		74398b917c4e6acaa0cab7f5a1272f3a90545f8c
org.codehaus.groovy	groovy-jsr223	2.1.7	groovydoc	c6de922ce9521b26fc6350b1e4c997ef0e83f709
org.codehaus.groovy	groovy-jsr223	2.1.7	indy	eed9de288a0ee34e9f52bd3993eb79201ceccb43
org.codehaus.groovy	groovy-jsr223	2.1.8		4e46f61d1367422e84785934b8a1c2087d083119
org.codehaus.groovy	groovy-jsr223	2.1.8	groovydoc	049964cd26d80bac2c87fa121d96f8e1ea4b9601
org.codehaus.groovy	groovy-jsr223	2.1.8	indy	6391776ba28cce5d52bf540c4bb42a6edb7577e8
org.codehaus.groovy	groovy-jsr223	2.1.9		3813c8794b385908d90bbdaaaa4a92ddae1650ae
org.codehaus.groovy	groovy-jsr223	2.1.9	groovydoc	9f4fc67a596d9deacc28c6e7d036da86440aca5e
org.codehaus.groovy	groovy-jsr223	2.1.9	indy	54e9d2bff59870280b7d927ccfee1b2fb4a2c6ed
org.codehaus.groovy	groovy-jsr223	2.2.0		402461f0ebe09dc7a7f7fbb815e5242fbf165671
org.codehaus.groovy	groovy-jsr223	2.2.0	groovydoc	326320fa5580aece7776211e7d93bf6bb7616818
org.codehaus.groovy	groovy-jsr223	2.2.0	indy	429a26c1817301f729a4bc2d57988b3802ddaec2
org.codehaus.groovy	groovy-jsr223	2.2.0-beta-1		79204fe23e6436b28eea7ce74a696bb1b0f5ec73
org.codehaus.groovy	groovy-jsr223	2.2.0-beta-1	groovydoc	a3b6727d046d629a8e342c5a706e983097a13b00
org.codehaus.groovy	groovy-jsr223	2.2.0-beta-1	indy	0e03517249c1c53cf462066b91f2fc9db973caa7
org.codehaus.groovy	groovy-jsr223	2.2.0-beta-2		c62607c5fb212e45692ba818c9b9c6f2bde4dde9
org.codehaus.groovy	groovy-jsr223	2.2.0-beta-2	groovydoc	97b8b533c3a0a730d2a2088acf54523c4f874ebf
org.codehaus.groovy	groovy-jsr223	2.2.0-beta-2	indy	27474fc7b76df4a0d7575f1d5fb8acdd33bfe814
org.codehaus.groovy	groovy-jsr223	2.2.0-rc-1		90e941800ac760d67087a3d62813c93970c9449c
org.codehaus.groovy	groovy-jsr223	2.2.0-rc-1	groovydoc	4ecee035c0d646d3e872838073748fe747d923a7
org.codehaus.groovy	groovy-jsr223	2.2.0-rc-1	indy	b300d8a7a287374caa390885af9703e944116228
org.codehaus.groovy	groovy-jsr223	2.2.0-rc-2		8bcc2c99bfa775e8046b25437624ac378b5451be
org.codehaus.groovy	groovy-jsr223	2.2.0-rc-2	groovydoc	5c7663de8e2d50f5406e7d25576ea4fa70fbcb25
org.codehaus.groovy	groovy-jsr223	2.2.0-rc-2	indy	6ab8f38df78934507c287908b4fbf365dc28e600
org.codehaus.groovy	groovy-jsr223	2.2.0-rc-3		911e40a590facd328cea0df44cbba5cb1761dff2
org.codehaus.groovy	groovy-jsr223	2.2.0-rc-3	groovydoc	e098a03949b921051bd22445645ea9326c1bcf01
org.codehaus.groovy	groovy-jsr223	2.2.0-rc-3	indy	21f7afe5697538dec4f5d67c91aba9522a3c535c
org.codehaus.groovy	groovy-jsr223	2.2.1		ae5c4356032173d810586c539d4ef9b24fa351c5
org.codehaus.groovy	groovy-jsr223	2.2.1	groovydoc	1f6dd3cb07c83f640a6e39eaadea1bda2699e064
org.codehaus.groovy	groovy-jsr223	2.2.1	indy	f9a1753fb02db3de93e909d71a58f2e7f910a161
org.codehaus.groovy	groovy-jsr223	2.2.2		e60e183e2f9bbe4640f58c990656fd0d3a602db4
org.codehaus.groovy	groovy-jsr223	2.2.2	groovydoc	d05ff2a011c77232010ef8c802bdf516ffc86372
org.codehaus.groovy	groovy-jsr223	2.2.2	indy	a9ca40dbb1cbf9e84bd8d63afda21e1bfe14ea57
org.codehaus.groovy	groovy-jsr223	2.3.0		0546cbe4e651e127c7ed8aab777928b5c7e6791b
org.codehaus.groovy	groovy-jsr223	2.3.0	groovydoc	1beb57739071bdf7dea279ea6fdcbac88c2daf41
org.codehaus.groovy	groovy-jsr223	2.3.0	indy	5fcb8157c208a924dd6f70fa66430ace2445d7a9
org.codehaus.groovy	groovy-jsr223	2.3.0-beta-1		9f82cfb77b4a1c1bb6ef822023e99e3797238604
org.codehaus.groovy	groovy-jsr223	2.3.0-beta-1	groovydoc	99de3b0ec0ece41892142a8ad80546b6f3786e5b
org.codehaus.groovy	groovy-jsr223	2.3.0-beta-1	indy	db505e951b9cb2f29ce3494d97a45c0a6d0bc5d5
org.codehaus.groovy	groovy-jsr223	2.3.0-beta-2		ea029b530a285f87acc5979cfb53c9693ec107e8
org.codehaus.groovy	groovy-jsr223	2.3.0-beta-2	groovydoc	4117af0fa0347acb312e9aa5418c65b04d2e9e5a
org.codehaus.groovy	groovy-jsr223	2.3.0-beta-2	indy	9c991fa5a543ad093192fc00871027a7629893c0
org.codehaus.groovy	groovy-jsr223	2.3.0-rc-1		e1cefa1188c2878d6f217b980b89ca08ab6961e3
org.codehaus.groovy	groovy-jsr223	2.3.0-rc-1	groovydoc	bfebd309969d9dbd5035bb53b223991d5f2d9c0c
org.codehaus.groovy	groovy-jsr223	2.3.0-rc-1	indy	1b6d2b41b99b3f698102e01e0727f70603ec3893
org.codehaus.groovy	groovy-jsr223	2.3.0-rc-2		aa31434ff045384981fe5b4740ec2fd51c1e3a9d
org.codehaus.groovy	groovy-jsr223	2.3.0-rc-2	groovydoc	22a536c43ac64d54aee00dfbe8ba9edc5aa9f6e6
org.codehaus.groovy	groovy-jsr223	2.3.0-rc-2	indy	f2547fc95790867ab283e4ebba7940317ec57328
org.codehaus.groovy	groovy-jsr223	2.3.0-rc-4		53478e5a81fc448466a311ac10184894e06a0e99
org.codehaus.groovy	groovy-jsr223	2.3.0-rc-4	groovydoc	408d20e5301c87511921563b7ab5cb47c6e3801a
org.codehaus.groovy	groovy-jsr223	2.3.0-rc-4	indy	c711a759dfdaa19a636c3c97a03cd59c2a81d082
org.codehaus.groovy	groovy-jsr223	2.3.1		3a7616534e2bbfe9b16a21f229b85772a4e7301f
org.codehaus.groovy	groovy-jsr223	2.3.1	groovydoc	d11dc461c07c5bf542edbd16654bb5276b0d8e8a
org.codehaus.groovy	groovy-jsr223	2.3.1	indy	c50b791b1561ce49c16c5432c44540c6523a3c86
org.codehaus.groovy	groovy-jsr223	2.3.10		e2c2de4fee84827aff260acbbe4889ade6c0ebcd
org.codehaus.groovy	groovy-jsr223	2.3.10	groovydoc	eaf40bb6eb0abcc484656e03c18aedf989c34697
org.codehaus.groovy	groovy-jsr223	2.3.10	indy	e850bb7a153456b6e31ffbcbe81dbcfbe50cb368
org.codehaus.groovy	groovy-jsr223	2.3.11		c558ecb277cc3f6cf9aa3502eef9eb27f23802df
org.codehaus.groovy	groovy-jsr223	2.3.11	groovydoc	7572d26cbe4badab054782a9f34c4d43fbe31a9f
org.codehaus.groovy	groovy-jsr223	2.3.11	indy	38505f7fd51e6d377e2554b64de24fba9a048fe8
org.codehaus.groovy	groovy-jsr223	2.3.2		fbc35ef2f4226ecd8300712edfd02c48f89b370e
org.codehaus.groovy	groovy-jsr223	2.3.2	groovydoc	1889b8888c4490ff0ca784b97a90a0c824fd31d3
org.codehaus.groovy	groovy-jsr223	2.3.2	indy	f33e3883a74fd61bb2dc2531845c88a2c9d31a4e
org.codehaus.groovy	groovy-jsr223	2.3.3		6e79444e3b15b3fa6366bc94e4d4f0dd562fe470
org.codehaus.groovy	groovy-jsr223	2.3.3	groovydoc	9468536f177ecef569fcc861f4cc7b18a4dea1b0
org.codehaus.groovy	groovy-jsr223	2.3.3	indy	048cc37a64fef3284a111eb8c34b677b5c33e785
org.codehaus.groovy	groovy-jsr223	2.3.4		b23d771381c169105b3799d6dc4215ea4f777ac7
org.codehaus.groovy	groovy-jsr223	2.3.4	groovydoc	1ee1e78aea0cc7b108d00cdc56aabc0997084e50
org.codehaus.groovy	groovy-jsr223	2.3.4	indy	1b134cbc98ea4402cdb240b4e512176fb5509ce8
org.codehaus.groovy	groovy-jsr223	2.3.5		d2a8a5c13dbbda94d8ab5bf472df7335beeecee0
org.codehaus.groovy	groovy-jsr223	2.3.5	groovydoc	9c1b4c93dd32e4edf6d25f7638c34474125b83c5
org.codehaus.groovy	groovy-jsr223	2.3.5	indy	975bdc8d43da3af2860bde39484f11ba6c1da818
org.codehaus.groovy	groovy-jsr223	2.3.6		addd34199603afa938964b70240df40abd9e9206
org.codehaus.groovy	groovy-jsr223	2.3.6	groovydoc	74618ca82ceb8d32e3a9238f0218a2ffeaa55491
org.codehaus.groovy	groovy-jsr223	2.3.6	indy	905ab97c551d299bb2409cf6b38cf57f4654d93d
org.codehaus.groovy	groovy-jsr223	2.3.7		98daa36aff1ddd79c06a11f9f6b9975d1b7fe689
org.codehaus.groovy	groovy-jsr223	2.3.7	groovydoc	583372eb17076055d8fd2e700d868a65f6a9fb91
org.codehaus.groovy	groovy-jsr223	2.3.7	indy	96aa90a8be743ce9767fb03fd7c3150e8ec8e230
org.codehaus.groovy	groovy-jsr223	2.3.8		553e8cc0a22e3cd6821f7ee47443347d4c35d001
org.codehaus.groovy	groovy-jsr223	2.3.8	groovydoc	e89ed229d11c8bf6183dd79651c4c3efe801d3e2
org.codehaus.groovy	groovy-jsr223	2.3.8	indy	2e5cfb0b13b8e12504c3fdfff7360daf9ca6cc93
org.codehaus.groovy	groovy-jsr223	2.3.9		43de35d2dde1649e4049b257440dad1b2acff25f
org.codehaus.groovy	groovy-jsr223	2.3.9	groovydoc	cf4eaa752da4a5162aba59413d2692b03f36831c
org.codehaus.groovy	groovy-jsr223	2.3.9	indy	4b292dc90ca21c52799d4e9d18562b079f6bb834
org.codehaus.groovy	groovy-jsr223	2.4.0		7ca35cc79946e08493f4f87d2ac97ba8073c8069
org.codehaus.groovy	groovy-jsr223	2.4.0	groovydoc	2034898c2bf3b8f8323980a9863cf96d0ef890db
org.codehaus.groovy	groovy-jsr223	2.4.0	indy	ceb534a3d5aa3e85e87d45a32bd0b3e3468f5fbe
org.codehaus.groovy	groovy-jsr223	2.4.0-beta-1		1f65124b80a3b85474fa75509fd6714e26990e4e
org.codehaus.groovy	groovy-jsr223	2.4.0-beta-1	groovydoc	8224b215a76befcd3f85c94e7a6358104d27f1a4
org.codehaus.groovy	groovy-jsr223	2.4.0-beta-1	indy	a418d29702b1c2e561ee606487c9a1d03a813c5a
org.codehaus.groovy	groovy-jsr223	2.4.0-beta-2		27dfc6a78db3b7f218b68155a8b2c8d13b85c3df
org.codehaus.groovy	groovy-jsr223	2.4.0-beta-2	groovydoc	7cadba90d68380ee65d2d76dccd13596557487de
org.codehaus.groovy	groovy-jsr223	2.4.0-beta-2	indy	8bfd390b72e99d40c01b27de136f9706ebca63d1
org.codehaus.groovy	groovy-jsr223	2.4.0-beta-3		007bc20eda370211a0b4cbb46eed134cc52c9d58
org.codehaus.groovy	groovy-jsr223	2.4.0-beta-3	groovydoc	b9628f4bff71a7cc7748af0e5aff50e4cd4a9204
org.codehaus.groovy	groovy-jsr223	2.4.0-beta-3	indy	0fd43af267efc72d23b6a9ac3ac2e04381f067bb
org.codehaus.groovy	groovy-jsr223	2.4.0-beta-4		094ec0e3071d89713b7a634c2b137fae7152482e
org.codehaus.groovy	groovy-jsr223	2.4.0-beta-4	groovydoc	aa4a4765637422ed52f7a57ae0d874899ae6d678
org.codehaus.groovy	groovy-jsr223	2.4.0-beta-4	indy	8338b2a36177e0fb0d209fe2f30d6a5f5ad04b6a
org.codehaus.groovy	groovy-jsr223	2.4.0-rc-1		98dec1536e6cc5fc93730c7e38fa939c73308c63
org.codehaus.groovy	groovy-jsr223	2.4.0-rc-1	groovydoc	6d8f7fed1dcbce927ef4fd0bc4f9868d915dd40d
org.codehaus.groovy	groovy-jsr223	2.4.0-rc-1	indy	cde3a27e442e25960ce1ead5e90478779b78fab1
org.codehaus.groovy	groovy-jsr223	2.4.0-rc-2		b2554745667989a131261de72a20dcf2726a975f
org.codehaus.groovy	groovy-jsr223	2.4.0-rc-2	groovydoc	260741ba3947b5635aacc6bc44413b9eb7b1a8b7
org.codehaus.groovy	groovy-jsr223	2.4.0-rc-2	indy	5de18bdbea74e151c2e7a3db577a33cb9ccbee11
org.codehaus.groovy	groovy-jsr223	2.4.1		ce124efbe6f5d9c17c815e368896fa1169d5e258
org.codehaus.groovy	groovy-jsr223	2.4.1	groovydoc	f0b5f0939c9d8e8ca28cdaf219629169f0911c35
org.codehaus.groovy	groovy-jsr223	2.4.1	indy	f30b503eee002c16699181f79a5933c53a4d442f
org.codehaus.groovy	groovy-jsr223	2.4.10		0f365039bad18343b00916be8986690a1b9e11a7
org.codehaus.groovy	groovy-jsr223	2.4.10	groovydoc	b2c3f978684ec5c05530c87d1b60bcecb667f019
org.codehaus.groovy	groovy-jsr223	2.4.10	indy	ad4e95623aac40836e4c38dfa60da46236784ec1
org.codehaus.groovy	groovy-jsr223	2.4.11		88a9c1fb504b5c0fc136469b62d69675824e9a31
org.codehaus.groovy	groovy-jsr223	2.4.11	groovydoc	4701f32b884695f3710b5a64b19955680373dbd5
org.codehaus.groovy	groovy-jsr223	2.4.11	indy	a236fa90f4d629851c2c32de3fc533f35a914323
org.codehaus.groovy	groovy-jsr223	2.4.12		1291e25c8ea73ea320613f6ddadb80f40a1505b4
org.codehaus.groovy	groovy-jsr223	2.4.12	groovydoc	19467ef9d11aa58a16e297a54706754a6302074c
org.codehaus.groovy	groovy-jsr223	2.4.12	indy	853e73cb1961b8ba51ec42451b4dedb9d1bb78b3
org.codehaus.groovy	groovy-jsr223	2.4.13		1d6ec28a5a02cf391c8301587e5a0eff4780e20b
org.codehaus.groovy	groovy-jsr223	2.4.13	groovydoc	24368428e98c01d08abda2aba0285d84aab42e00
org.codehaus.groovy	groovy-jsr223	2.4.13	indy	8b91038a70a6ab47a1cd099ba65eb8c2a7aae968
org.codehaus.groovy	groovy-jsr223	2.4.14		cddc431f0aeea477bac152e5708999b22f36f63f
org.codehaus.groovy	groovy-jsr223	2.4.14	groovydoc	f51ccd73ccee6dc54011589f8b681e26f0aa8f8d
org.codehaus.groovy	groovy-jsr223	2.4.14	indy	815643993dc50479e430977a38c1e42337d6138a
org.codehaus.groovy	groovy-jsr223	2.4.15		7e539a3eacddd7bff39435d50bf4bfd0f1a0e160
org.codehaus.groovy	groovy-jsr223	2.4.15	groovydoc	8eefb89692cc95af3ce550bdaa9c6298ce45e23e
org.codehaus.groovy	groovy-jsr223	2.4.15	indy	edf68bd0a478cee1274ba9295a1acb6ebdeb0607
org.codehaus.groovy	groovy-jsr223	2.4.16		ed7499585c61ec03b4d7047377a4fb5787fff951
org.codehaus.groovy	groovy-jsr223	2.4.16	groovydoc	ab1d06df6bfb8ef46b7efa64714eabe03e64c1e4
org.codehaus.groovy	groovy-jsr223	2.4.16	indy	acfc1ae3fd60015a842e64288a65bbeac568fa1d
org.codehaus.groovy	groovy-jsr223	2.4.17		ef415c79de49447bb6b6d43489ebe73f7746a791
org.codehaus.groovy	groovy-jsr223	2.4.17	groovydoc	8a20136c4a8a79b765cc91697091ec745c5e4505
org.codehaus.groovy	groovy-jsr223	2.4.17	indy	b40beb486e5c4cb209c2dfcbb0ee6fbbb17dd053
org.codehaus.groovy	groovy-jsr223	2.4.18		dd4748262017a506bc7c4bda2848c0613ceb9df7
org.codehaus.groovy	groovy-jsr223	2.4.18	groovydoc	f8d7b71c88e6cb0b1eab6b7c23ad150e9ab63c76
org.codehaus.groovy	groovy-jsr223	2.4.18	indy	b64d330d10834b28903149496bb9c57c304b6d25
org.codehaus.groovy	groovy-jsr223	2.4.19		113eca893dd827f744bbca8a9ac5d886546fd9a7
org.codehaus.groovy	groovy-jsr223	2.4.19	groovydoc	fd07a869d0c5a2af658dafd049e0d9d067d549f9
org.codehaus.groovy	groovy-jsr223	2.4.19	indy	e13f971318d66a000f4f3c8047463a345eb6fdd6
org.codehaus.groovy	groovy-jsr223	2.4.2		8e7767b7b2e6dc8f6189fb80db7802b81ad9d2f4
org.codehaus.groovy	groovy-jsr223	2.4.2	groovydoc	27b98ab546ddcb75add0882b45890404935e8a67
org.codehaus.groovy	groovy-jsr223	2.4.2	indy	ce5e200e471f39fcae1dec6632be25283e67f66d
org.codehaus.groovy	groovy-jsr223	2.4.20		f52adc621330e500e0dd82470608ec408c5c1949
org.codehaus.groovy	groovy-jsr223	2.4.20	groovydoc	2f24cd49e8560945dd808df577bb582ab83c8e0b
org.codehaus.groovy	groovy-jsr223	2.4.20	indy	6fb9318b211342a7ebac467fe02f17b5f6e980d0
org.codehaus.groovy	groovy-jsr223	2.4.21		8f114c5e057261c9826e36163b7e18ea841cf457
org.codehaus.groovy	groovy-jsr223	2.4.21	groovydoc	7b09a163968535f5eb913a766d4cfb3e2893ef85
org.codehaus.groovy	groovy-jsr223	2.4.21	indy	64f5671c4a0d38d6db94cd3e3eba3ca5e390850e
org.codehaus.groovy	groovy-jsr223	2.4.3		edf017231e1af0e6cdb1d10d916931b1f3834e45
org.codehaus.groovy	groovy-jsr223	2.4.3	groovydoc	34f161a630f721e6cc917f32e2451a0fcea2baec
org.codehaus.groovy	groovy-jsr223	2.4.3	indy	3f78c5507242f54a3e4902310563786b35069e82
org.codehaus.groovy	groovy-jsr223	2.4.4		de798d219084ac14fa0244b4a9be6cad12cf70f1
org.codehaus.groovy	groovy-jsr223	2.4.4	groovydoc	77fc09a3d57aad25eb2067efdceb3f76bb7bcaf1
org.codehaus.groovy	groovy-jsr223	2.4.4	indy	9ff3c9a34f4b5219b9a4b0bddf35b552721eaf01
org.codehaus.groovy	groovy-jsr223	2.4.5		c5d59b37aa001873731dc32464ef2523887708ba
org.codehaus.groovy	groovy-jsr223	2.4.5	groovydoc	5fbf37bcfdf62de492e8f3e75a452b278b60ea04
org.codehaus.groovy	groovy-jsr223	2.4.5	indy	dacd28767c77dabfa2199ff89b68373407c76665
org.codehaus.groovy	groovy-jsr223	2.4.6		272d5c674656d192fc8953a4e413775552a551d0
org.codehaus.groovy	groovy-jsr223	2.4.6	groovydoc	cb2d191998e57c297b0b3b8c98c7650f8a99fca5
org.codehaus.groovy	groovy-jsr223	2.4.6	indy	0117d9f76806d3853ce1fbf4a4aedde9849ab89d
org.codehaus.groovy	groovy-jsr223	2.4.7		779e5d684d2ac7b988ec000dd22580b737fb550c
org.codehaus.groovy	groovy-jsr223	2.4.7	groovydoc	d0d978c8059048271fe357a2e272b075920bd8ec
org.codehaus.groovy	groovy-jsr223	2.4.7	indy	87543529407c57b9ab39390fb9d6d5e20474ccba
org.codehaus.groovy	groovy-jsr223	2.4.8		50a6b42293f60c3b4bbdf3e231cb64fbf9f265c3
org.codehaus.groovy	groovy-jsr223	2.4.8	groovydoc	b16b4e9f4eae7130c8abb41ff9a03739e81b70b5
org.codehaus.groovy	groovy-jsr223	2.4.8	indy	72d1e91ceaf208774a1432569829b8a8772febc0
org.codehaus.groovy	groovy-jsr223	2.4.9		a9f1895063d6614894c6fbc48ef4d3bb0a3db720
org.codehaus.groovy	groovy-jsr223	2.4.9	groovydoc	aabb88f9732efeddfa24fd567148f2c896cfec92
org.codehaus.groovy	groovy-jsr223	2.4.9	indy	d23ae5aba49b9a8adac1afb3d2fc5ccc9f9a313a
org.codehaus.groovy	groovy-jsr223	2.5.0		299dc561de22eb3200648a4bfcd4f4d10ed99323
org.codehaus.groovy	groovy-jsr223	2.5.0	groovydoc	4f6d6397375fdd8d744e07a4c7a7dba63efb098b
org.codehaus.groovy	groovy-jsr223	2.5.0	indy	bf3ab7eaeb7c40429db0b810d1ee3f460bdfb973
org.codehaus.groovy	groovy-jsr223	2.5.0-alpha-1		f29327aa08ab5f5d6d0987677a7b7ef2c37b92e7
org.codehaus.groovy	groovy-jsr223	2.5.0-alpha-1	groovydoc	5dc2d9ad42ac9f097c8ae031fa0c2321f1e65065
org.codehaus.groovy	groovy-jsr223	2.5.0-alpha-1	indy	f177e2b625d3ae08d4043939b1811c2b73334219
org.codehaus.groovy	groovy-jsr223	2.5.0-beta-1		168891a93bc5e76cb2af4d54967b38601172c6c9
org.codehaus.groovy	groovy-jsr223	2.5.0-beta-1	groovydoc	740eadefe409ebebee5b9f44b4c0b08ca769a566
org.codehaus.groovy	groovy-jsr223	2.5.0-beta-1	indy	ed71c33fb48510576e9ec744d46050a21657fb14
org.codehaus.groovy	groovy-jsr223	2.5.0-beta-2		1d158876dea39c4de39808f2085f1e7307fd198f
org.codehaus.groovy	groovy-jsr223	2.5.0-beta-2	groovydoc	5d9109dc22a8b01b5d308513588f6e94cd03eaa3
org.codehaus.groovy	groovy-jsr223	2.5.0-beta-2	indy	755056aae154fd9fabc8d25e6863ed745afab619
org.codehaus.groovy	groovy-jsr223	2.5.0-beta-3		3697112c50d88eef4504986a0fa201afd92690cc
org.codehaus.groovy	groovy-jsr223	2.5.0-beta-3	groovydoc	d2e2304bd495797e8a0957c792c9f9dfa0ead4ae
org.codehaus.groovy	groovy-jsr223	2.5.0-beta-3	indy	2f9708fc5c1db88a5cd5e5f1af09a870f815d75c
org.codehaus.groovy	groovy-jsr223	2.5.0-rc-1		4bcef108ce109cb6d4b52edc1000c7665d3fd35d
org.codehaus.groovy	groovy-jsr223	2.5.0-rc-1	groovydoc	0321d54ddf0bd6efd19f8b32e676ca2c2731ff83
org.codehaus.groovy	groovy-jsr223	2.5.0-rc-1	indy	3faf0be68326a6a3ad4191a7470c0f46c1b2d7b5
org.codehaus.groovy	groovy-jsr223	2.5.0-rc-2		a6e0fbebd151b850d11ce3fadcdcc0e6bbbd331c
org.codehaus.groovy	groovy-jsr223	2.5.0-rc-2	groovydoc	0991bc3757710f9bb6e3d0af791d2f4155a4fd84
org.codehaus.groovy	groovy-jsr223	2.5.0-rc-2	indy	f12fd00bb666334ae2c1207ef77e73d23dada46c
org.codehaus.groovy	groovy-jsr223	2.5.0-rc-3		e7577d2418856bcbb71e1d59c8787f7e0fcbde6b
org.codehaus.groovy	groovy-jsr223	2.5.0-rc-3	groovydoc	f7e6fc0ee6ab6fda3a1cb8a8f66bfaf823ba58d2
org.codehaus.groovy	groovy-jsr223	2.5.0-rc-3	indy	ee0d47250afb0fd4c3673e752aa5e86072b493ce
org.codehaus.groovy	groovy-jsr223	2.5.1		cc057e8f0516526a24ef8b3902f942bc9b7c183b
org.codehaus.groovy	groovy-jsr223	2.5.1	groovydoc	8c8ccb26114a4660e9db527e376aeccd4ef877e7
org.codehaus.groovy	groovy-jsr223	2.5.1	indy	de5fd5a59947f95a50bf4e05c47d3aa5f15fd0e1
org.codehaus.groovy	groovy-jsr223	2.5.10		86d62b5cc457536fa08e84ec418399f8b0a64d16
org.codehaus.groovy	groovy-jsr223	2.5.10	groovydoc	58a2d381d5d22f40bd8620edbf14ddde4f2dc5b4
org.codehaus.groovy	groovy-jsr223	2.5.10	indy	af095cb8babc6a75ae5fde4141b6068500e67fe3
org.codehaus.groovy	groovy-jsr223	2.5.11		f226e33688aeb6432a9657c7d010eb489da6ad67
org.codehaus.groovy	groovy-jsr223	2.5.11	groovydoc	1927b53b9ff0b6a8cbdbf9f0ae126bf991e24b55
org.codehaus.groovy	groovy-jsr223	2.5.11	indy	c95ee910c2e74cfc37c73a6510b8476b146f3d10
org.codehaus.groovy	groovy-jsr223	2.5.12		e4f5251ef0afae7da36e7e6c54138c3a378e4bb8
org.codehaus.groovy	groovy-jsr223	2.5.12	groovydoc	0b0992d6da287254bba14dc435c3990495331f76
org.codehaus.groovy	groovy-jsr223	2.5.12	indy	7b424dddb67704b4d056d997b572fa6af1c58b06
org.codehaus.groovy	groovy-jsr223	2.5.13		dc2e556e322caa41300f70c4d7ddd93968ddf6dd
org.codehaus.groovy	groovy-jsr223	2.5.13	groovydoc	33da46e6a6ca0fb578ec2597f2c787827b27f331
org.codehaus.groovy	groovy-jsr223	2.5.13	indy	52276779089d16045cf848b1be18bfdc9e64673d
org.codehaus.groovy	groovy-jsr223	2.5.14		6b82be9603af9eab59f4d2c108431f378f10bc9c
org.codehaus.groovy	groovy-jsr223	2.5.14	groovydoc	0b3a856fce1ca50c2043c02116e0a2f5835fab3a
org.codehaus.groovy	groovy-jsr223	2.5.14	indy	fba5cf35e3595bcf18b89fb36a98d15c35410d69
org.codehaus.groovy	groovy-jsr223	2.5.15		0334c80e5e46c0b996e4702fffb1993f1f2f3685
org.codehaus.groovy	groovy-jsr223	2.5.15	groovydoc	2b62555e2141832d142ccd1f62c07c020effd64a
org.codehaus.groovy	groovy-jsr223	2.5.15	indy	85c35b98186f08d4be50b219250c7791e5b4d343
org.codehaus.groovy	groovy-jsr223	2.5.16		cdaa9eb45cef43fa37f2c394bc037f6d248ef7c3
org.codehaus.groovy	groovy-jsr223	2.5.16	groovydoc	9da9104ce65a171d4541e2228b0e3b9ba5804cc1
org.codehaus.groovy	groovy-jsr223	2.5.16	indy	b0ecbcb8539170854da3f963c9dacb6dece37a7d
org.codehaus.groovy	groovy-jsr223	2.5.17		501e05cfa021dc0bf696e5250dd53efd61f18d04
org.codehaus.groovy	groovy-jsr223	2.5.17	groovydoc	61dd2a331093d6d510f7e192a849df772a89c162
org.codehaus.groovy	groovy-jsr223	2.5.17	indy	21c56d66a9128ee06fbb99e4b04d6e326d7814b1
org.codehaus.groovy	groovy-jsr223	2.5.18		e65d3c2c32352583939adb7a16e8802626f8899a
org.codehaus.groovy	groovy-jsr223	2.5.18	groovydoc	d9cfabc8dd4f6a72b3554af386b390dcf19f7e9b
org.codehaus.groovy	groovy-jsr223	2.5.18	indy	55ffcbda1f021a9af8a06348ef10e9bb240abe22
org.codehaus.groovy	groovy-jsr223	2.5.19		1677c59e8b3640460fff19e38ca99263b43eefbf
org.codehaus.groovy	groovy-jsr223	2.5.19	groovydoc	e4ffc1f784fb6758a2d3c39f9fa2044a5b47df18
org.codehaus.groovy	groovy-jsr223	2.5.19	indy	06e6011238c08a31c7b79ccb9c17296d31e46300
org.codehaus.groovy	groovy-jsr223	2.5.2		5491d7ade3fb6c7eda82c1a3d71e31c9533f3764
org.codehaus.groovy	groovy-jsr223	2.5.2	groovydoc	d1688e37c3665bac4a85453fb9968f2eea752030
org.codehaus.groovy	groovy-jsr223	2.5.2	indy	76c644ef90d1494306f6c75c314da3087c7090fa
org.codehaus.groovy	groovy-jsr223	2.5.20		d05e2b2afd71a1bc299f7b6797db7c381adfa6f0
org.codehaus.groovy	groovy-jsr223	2.5.20	groovydoc	f32009b9d22cedefdbad8c57a5074259dfbe591e
org.codehaus.groovy	groovy-jsr223	2.5.20	indy	c1338794913ee8dbfff1eec5bc27a1a8977f870e
org.codehaus.groovy	groovy-jsr223	2.5.21		48cb636070c8364447bc7b810adb42f9497b731d
org.codehaus.groovy	groovy-jsr223	2.5.21	groovydoc	dd811c5d7e77886884e9cd7a258504435a848a5e
org.codehaus.groovy	groovy-jsr223	2.5.21	indy	360ab955bdc2f4e93e838d801d2b3c4563cbb253
org.codehaus.groovy	groovy-jsr223	2.5.22		11a0b950234c65da7d75fcf932f984546b1edb0a
org.codehaus.groovy	groovy-jsr223	2.5.22	groovydoc	0eedc829154fe4c3733ed1a8d48e3e68f97448e1
org.codehaus.groovy	groovy-jsr223	2.5.22	indy	1ed8f13aa802feb89e0d10825500ce3366eeb7b8
org.codehaus.groovy	groovy-jsr223	2.5.23		547a878591a3ebe863396f143bc2ec6d451053b0
