ca.pjer	sqlper	1.0.0		0cec536a63e204dbf137ceac244d250e537281bb
org.keycloak	keycloak-tomcat6-adapter-dist	1.1.0.Final		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	1.1.1.Final		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	1.2.0.Beta1		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	1.2.0.CR1		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	1.2.0.Final		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	1.3.0.Final		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	1.3.1.Final		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	1.4.0.Final		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	1.5.0-Final		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	1.5.0.Final		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	1.5.1.Final		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	1.6.0.Final		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	1.6.1.Final		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	1.7.0.CR1		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	1.7.0.Final		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	1.8.0.Alpha1		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	1.8.0.CR1		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	1.8.0.CR2		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	1.8.0.CR3		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	1.8.0.Final		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	1.8.1.Final		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	1.9.0.CR1		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	1.9.0.Final		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	1.9.1.Final		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	1.9.2.Final		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	1.9.3.Final		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	1.9.4.Final		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	1.9.5.Final		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	1.9.7.Final		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	1.9.8.Final		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	2.0.0.CR1		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	2.0.0.Final		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	2.1.0.CR1		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	2.1.0.Final		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	2.2.0.CR1		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	2.2.0.Final		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	2.2.1.Final		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	2.3.0.CR1		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	2.3.0.Final		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	2.4.0.CR1		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	2.4.0.Final		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	2.5.0.CR1		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	2.5.0.Final		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	2.5.1.Final		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	2.5.4.Final		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	2.5.5.Final		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	3.0.0.CR1		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	3.0.0.Final		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	3.1.0.CR1		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	3.1.0.Final		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	3.2.0.CR1		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	3.2.0.Final		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	3.2.1.Final		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	3.3.0.CR1		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	3.3.0.CR2		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	3.3.0.Final		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	3.4.0.CR1		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	3.4.0.Final		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	3.4.1.CR1		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	3.4.1.Final		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	3.4.2.Final		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	3.4.3.Final		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	4.0.0.Beta1		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	4.0.0.Beta2		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	4.0.0.Beta3		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	4.0.0.Final		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	4.1.0.Final		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	4.2.0.Final		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	4.2.1.Final		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	4.3.0.Final		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	4.4.0.Final		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	4.5.0.Final		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	4.6.0.Final		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	4.7.0.Final		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	4.8.0.Final		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	4.8.1.Final		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	4.8.2.Final		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	4.8.3.Final		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	5.0.0		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	6.0.0		N/A
org.keycloak	keycloak-tomcat6-adapter-dist	6.0.1		N/A
org.mobicents.resources	restcomm-slee-ra-isup-docs-sources	2.8.23		91fef5faa265c412b3cecd4f8af1b9da193fe4b5
org.mobicents.resources	restcomm-slee-ra-isup-docs-sources	2.8.24		c428d263b86d313e6cac90f8d7f9dd5aaa0086e3
org.mobicents.resources	restcomm-slee-ra-isup-docs-sources	2.8.25		f78b41834501c2c120123e96ba042704ee9fb31b
org.mobicents.resources	restcomm-slee-ra-isup-docs-sources	2.8.26		aff1406e80bbdd7e47a8a47f9cc0ec91c20298b1
org.mobicents.resources	restcomm-slee-ra-isup-docs-sources	2.8.27		837ccf926288d161f2d87d431439a54a9ddf6562
org.mobicents.resources	restcomm-slee-ra-isup-docs-sources	2.8.28		d315e216af2aabc515a0db72f703c3abb43a171d
org.mobicents.resources	restcomm-slee-ra-isup-docs-sources	2.8.29		e2bdfac46aab56104c5ea3c0b5192d9dbbd9689c
org.mobicents.resources	restcomm-slee-ra-isup-docs-sources	2.8.30		94ea6ec668feb217cd900ec6c1daaf80429ff0db
org.mobicents.resources	restcomm-slee-ra-isup-docs-sources	2.8.31		480cd90f94d950ece3893e05a3f4905a7cb02b7b
org.mobicents.resources	restcomm-slee-ra-isup-docs-sources	2.8.32		54fb74174cc31aa65f1ac29058809818ad658e81
org.mobicents.resources	restcomm-slee-ra-isup-docs-sources	2.8.33		35a995e8273703db4fa984ed60952dbb300a2447
org.mobicents.resources	restcomm-slee-ra-isup-docs-sources	2.8.34		44512d484835f427d6f92aa47c6147e484780c9a
org.mobicents.resources	restcomm-slee-ra-isup-docs-sources	2.8.35		5f1eb4fc23eb691e5be8f78e687875fb320ff3bb
org.mobicents.resources	restcomm-slee-ra-isup-docs-sources	2.8.36		36c452f1f1920b8d41768c53f16de15a33355ea9
org.mobicents.resources	restcomm-slee-ra-isup-docs-sources	2.8.37		b6f9fd3d7cc2f16ab2b4c35443a33ee1a359182e
org.mvnpm	morphdom	2.7.1		3fe47b2239029dc9db3da536c7854dd198ea452b
org.necula.bond	bond	0.1.0		4efaf9a8aef6ffdc1bfdb38d5daf613c399166fd
org.necula.bond	bond	0.1.1		b7628a9268eee9c788e4c1fef87faef994375398
org.necula.bond	bond	0.2.0		338735d595d70ced4fd6a71d43e574c38ab86ba4
org.nuiton	nuitonpom	1.0		N/A
org.nuiton	nuitonpom	1.1		N/A
org.nuiton	nuitonpom	1.2		N/A
org.nuiton	nuitonpom	1.3		N/A
org.nuiton	nuitonpom	1.4		N/A
org.nuiton	nuitonpom	1.5		N/A
org.nuiton	nuitonpom	1.6		N/A
org.nuiton	nuitonpom	1.7		N/A
org.nuiton	nuitonpom	1.8		N/A
org.nuiton	nuitonpom	1.8.1		N/A
org.nuiton	nuitonpom	1.8.2		N/A
org.nuiton	nuitonpom	1.8.3		N/A
org.nuiton	nuitonpom	1.9		N/A
org.nuiton	nuitonpom	10		N/A
org.nuiton	nuitonpom	10.1		N/A
org.nuiton	nuitonpom	10.2		N/A
org.nuiton	nuitonpom	10.3		N/A
org.nuiton	nuitonpom	10.4		N/A
org.nuiton	nuitonpom	10.5		N/A
org.nuiton	nuitonpom	11-beta-10		N/A
org.nuiton	nuitonpom	11-beta-4		N/A
org.nuiton	nuitonpom	11-beta-5		N/A
org.nuiton	nuitonpom	11-beta-6		N/A
org.nuiton	nuitonpom	11-beta-7		N/A
org.nuiton	nuitonpom	11-beta-8		N/A
org.nuiton	nuitonpom	11-beta-9		N/A
org.nuiton	nuitonpom	11.0		N/A
org.nuiton	nuitonpom	11.1		N/A
org.nuiton	nuitonpom	11.10		N/A
org.nuiton	nuitonpom	11.11		N/A
org.nuiton	nuitonpom	11.12		N/A
org.nuiton	nuitonpom	11.13		N/A
org.nuiton	nuitonpom	11.14		N/A
org.nuiton	nuitonpom	11.15		N/A
org.nuiton	nuitonpom	11.16		N/A
org.nuiton	nuitonpom	11.17		N/A
org.nuiton	nuitonpom	11.2		N/A
org.nuiton	nuitonpom	11.3		N/A
org.nuiton	nuitonpom	11.4		N/A
org.nuiton	nuitonpom	11.5		N/A
org.nuiton	nuitonpom	11.6		N/A
org.nuiton	nuitonpom	11.7		N/A
org.nuiton	nuitonpom	11.8		N/A
org.nuiton	nuitonpom	11.9		N/A
org.nuiton	nuitonpom	2.0		N/A
org.nuiton	nuitonpom	2.1		N/A
org.nuiton	nuitonpom	2.2		N/A
org.nuiton	nuitonpom	2.3		N/A
org.nuiton	nuitonpom	2.4		N/A
org.nuiton	nuitonpom	2.4.1		N/A
org.nuiton	nuitonpom	3		N/A
org.nuiton	nuitonpom	4		N/A
org.nuiton	nuitonpom	5		N/A
org.nuiton	nuitonpom	5-rc-1		N/A
org.nuiton	nuitonpom	5-rc-2		N/A
org.nuiton	nuitonpom	5.1		N/A
org.nuiton	nuitonpom	6		N/A
org.nuiton	nuitonpom	7		N/A
org.nuiton	nuitonpom	8		N/A
org.nuiton	nuitonpom	8.1		N/A
org.nuiton	nuitonpom	9		N/A
org.powernukkit.bedrock.leveldb	bedrock-leveldb-benchmark	0.11.0-PN		62cc4908e0749f2f0cde7306e60aafd9bbc1be41
org.qooxdoo	qooxdoo-archetype-gui	1.5		64520abde1541ff60df32b9452744a795101eb15
org.scala-lang	scala-xml_2.11.0-M4	1.0-RC1		005c47c32452256e27e8f5c523c2ebebc0342695
org.springframework.data	spring-data-hadoop-test	2.0.0.RELEASE		dda78c7f4fdfd3f68608b920e409bdc149d6ab60
org.springframework.data	spring-data-hadoop-test	2.0.0.RELEASE-hadoop12		70d2beb0e23045ac304d50fa00b0206be1d9960a
org.springframework.data	spring-data-hadoop-test	2.0.0.RELEASE-hadoop24		b4259603b499b837c38f475372b6944eb4f848b9
org.springframework.data	spring-data-hadoop-test	2.0.1.RELEASE		412910f5253d3475179402b243896fd2c266fcc0
org.springframework.data	spring-data-hadoop-test	2.0.1.RELEASE-hadoop12		0077c183a1009016ddc8d09c874e54d4a510f6ef
org.springframework.data	spring-data-hadoop-test	2.0.1.RELEASE-hadoop24		bca5fef8e18a309f0f3536937d5a64448cee2ddf
org.springframework.data	spring-data-hadoop-test	2.0.2.RELEASE		3259bec4b2fb9b5688ff03797dcf2be07c3b62ca
org.springframework.data	spring-data-hadoop-test	2.0.2.RELEASE-hadoop12		d42e2f4469605b3bd33e41a017e5c4efd32f881f
org.springframework.data	spring-data-hadoop-test	2.0.2.RELEASE-hadoop24		d88ae2153751765d67d5a1b4116a01cb1fbb7014
org.springframework.data	spring-data-hadoop-test	2.0.3.RELEASE		7ac8e6a48d505e81be5108c885e0792845ae91b7
org.springframework.data	spring-data-hadoop-test	2.0.3.RELEASE-hadoop12		d4b9d484f4c8b3efbae1ebf8ad3370a851aef8db
org.springframework.data	spring-data-hadoop-test	2.0.3.RELEASE-hadoop24		3d65d982df4e10f1fee8e66306661232b4a37b70
org.springframework.data	spring-data-hadoop-test	2.0.3.RELEASE-hadoop25		ae7690de68bd442c57077b1b44edbcff20badb36
org.springframework.data	spring-data-hadoop-test	2.0.4.RELEASE		6f292fac29553085c21800b9e2d1b459e4417d88
org.springframework.data	spring-data-hadoop-test	2.0.4.RELEASE-hadoop12		ba7f93f99fc942b3634c687c23b8aac89a0c3b02
org.springframework.data	spring-data-hadoop-test	2.0.4.RELEASE-hadoop24		8ee800a6c36061f0e3c086bed2ef2faea38cf2db
org.springframework.data	spring-data-hadoop-test	2.0.4.RELEASE-hadoop25		44dec55c03297df545ea49a3ed0852bf785e1a7e
org.springframework.data	spring-data-hadoop-test	2.0.4.RELEASE-hadoop26		2ee51d642a2182366baed2950c440a820473679d
org.springframework.data	spring-data-hadoop-test	2.1.0.RELEASE		fc290db599600e9000bc184e0069ab17e652b953
org.springframework.data	spring-data-hadoop-test	2.1.0.RELEASE-hadoop24		3ea4537b7f583c4e2bdd0170da52d853ec408c76
org.springframework.data	spring-data-hadoop-test	2.1.0.RELEASE-hadoop25		56b75dc15834ed125441f8ea04d54071c258c9cb
org.springframework.data	spring-data-hadoop-test	2.1.1.RELEASE		51f7bf17b9ab816ea5866982c1ac981c5bab75b9
org.springframework.data	spring-data-hadoop-test	2.1.1.RELEASE-hadoop24		28ccc3187553869689a4085fc3dfb54f26ca69e7
org.springframework.data	spring-data-hadoop-test	2.1.1.RELEASE-hadoop25		7df74f45afe80cb2020dc2bc915c1aa71edb5888
org.springframework.data	spring-data-hadoop-test	2.1.2.BUILD		2f23fe21eb839736b4906c932e50f6ae52c6204e
org.springframework.data	spring-data-hadoop-test	2.1.2.RELEASE		8013f56b8edc3bca0d3659d67c45125a59396b8c
org.springframework.data	spring-data-hadoop-test	2.1.2.RELEASE-hadoop24		410cda4bbbfe5715907cde0de3451762ed7f1f3c
org.springframework.data	spring-data-hadoop-test	2.1.2.RELEASE-hadoop25		db458bb973db0f554a5beb16cb7ee13bf4dd2602
org.springframework.data	spring-data-hadoop-test	2.2.0.RELEASE		a219c61eca1cc8a663ef05fa5382f8ef8796b463
org.springframework.data	spring-data-hadoop-test	2.2.1.RELEASE		67e35d5210064c73be4f4c9b989872b4a9ee31a5
org.springframework.data	spring-data-hadoop-test	2.2.1.RELEASE-hadoop26		efa1826dcf645cbfabbf1dd46323e2bb6a4b40c2
org.springframework.data	spring-data-hadoop-test	2.3.0.RELEASE		7d786b68165eace2992fa1680bf1db45f2a759c3
org.springframework.data	spring-data-hadoop-test	2.3.0.RELEASE-hadoop26		18a88e650c42e3304095ea47c2cc7f0f37e254a3
org.springframework.data	spring-data-hadoop-test	2.4.0.RELEASE		1833fa0df139ec7dcdf1ed378200f0f10fe2b50c
org.springframework.data	spring-data-hadoop-test	2.5.0.RELEASE		e3e0681a39b8459af9ffaa524c70af40d9dd2a28
org.webjars.npm	gip-recia__esco-content-menu	0.2.0		41ec0905313d043261576e6b4b938d7412d05218
org.webjars.npm	gip-recia__esco-content-menu	0.2.3		8f344a5bd5c691c083adc99a9d457440a0bbc260
org.webjars.npm	gip-recia__esco-content-menu	0.3.0		4e3e1042485ac0ca50f11077eb9516349c7cde70
org.webjars.npm	gip-recia__esco-content-menu	0.3.1		be831402ca23b71ad9eb4b55a7bb33ac67b60d53
org.webjars.npm	gip-recia__esco-content-menu	0.3.2		18f5253042176cb0997d64e492a1457decaf584b
org.webjars.npm	gip-recia__esco-content-menu	0.3.3		74d3a585cf234812b4b48a840707f8dab4338c5a
org.webjars.npm	gip-recia__esco-content-menu	0.3.4		792550e9198b7fc1e1d251fa99e14a7845200de5
org.webjars.npm	nano-memoize	1.3.1		a5db0901bd5a21cad7075d3b079653aef1e4f9ec
org.webjars.npm	react-addons-create-fragment	0.14.7		d67aa590af35ff304af9bcfc1eb39155f0f8a492
org.webjars.npm	react-addons-create-fragment	15.3.2		84c1a61cd8f3df54dcd5d7ef4516d989ca24b591
org.webjars.npm	react-addons-create-fragment	15.5.4		3994619c7507bf3b6b1601d9d494c560188a5eb6
org.webjars.npm	react-addons-create-fragment	15.6.2		f0a8021dc03fae554545725b3c2a01237b29d76e
org.webjars.npm	react-addons-create-fragment	16.0.0-alpha.3		e642a6b6644cc23129e27eafc8fb530081b9a929
org.webjars.npm	types__mapbox__point-geometry	0.1.2		3134b8ea2ac2de9e6e725881ee3fe03c19130d76
org.webjars.npm	types__mapbox__point-geometry	0.1.4		8d8329ebd5c6d2bd533cece82f96db05962aa764
org.wso2.carbon.identity	identity-event-handler-notification-service-stubs	1.0.0-m3		N/A
org.wso2.carbon.identity.outbound.auth.openid	org.wso2.carbon.identity.application.authenticator.openid.server.feature	5.1.3		N/A
org.wso2.carbon.identity.outbound.auth.openid	org.wso2.carbon.identity.application.authenticator.openid.server.feature	5.1.5		N/A
org.wso2.carbon.identity.outbound.auth.openid	org.wso2.carbon.identity.application.authenticator.openid.server.feature	5.1.6		N/A
org.wso2.ei	tcp-client	1.0.0-alpha		N/A
org.wso2.ei	tcp-client	1.0.0-beta		N/A
org.wso2.ei	tcp-client	1.0.0-beta2		N/A
org.wso2.ei	tcp-client	1.1.0		N/A
org.wso2.ei	tcp-client	1.1.0-alpha		N/A
org.wso2.ei	tcp-client	4.0.0		N/A
org.wso2.ei	tcp-client	4.0.0-alpha		N/A
org.wso2.ei	tcp-client	4.0.0-beta		N/A
org.wso2.ei	tcp-client	4.0.0-m2		N/A
org.wso2.ei	tcp-client	4.0.0-m3		N/A
org.wso2.ei	tcp-client	4.0.0-m4		N/A
org.wso2.ei	tcp-client	4.0.0-m5		N/A
org.wso2.ei	tcp-client	4.0.0-m6		N/A
org.wso2.ei	tcp-client	4.0.0-m7		N/A
org.wso2.ei	tcp-client	4.0.0-m8		N/A
org.wso2.ei	tcp-client	4.1.0-alpha		N/A
org.wso2.ei	tcp-client	4.1.0-m1		N/A
org.wso2.ei	tcp-client	4.1.0-m2		N/A
org.wso2.ei	tcp-client	4.1.0-m3		N/A
org.wso2.ei	tcp-client	4.2.0-beta		N/A
org.wso2.ei	tcp-client	4.2.0-m1		N/A
org.zeroturnaround	jasper-jr-plugin	2.1.1		18963400e0f2513c4220b773fc2629fb133a0396
ru.yandex.qatools.camelot	camelot-extensions	2.1		ded69a36c005b51ea162a49f7dc1fcd0da4bbb02
ru.yandex.qatools.camelot	camelot-extensions	2.1.1		a6131cda402b4d2ae411b00a63ce64128b0b1ee7
ru.yandex.qatools.camelot	camelot-extensions	2.1.10		256e70dbbc3f45eaae4f970f49e660a7e65500ec
ru.yandex.qatools.camelot	camelot-extensions	2.1.11		1807c8e9b7bf164864eb149cfa82b02d7089374e
ru.yandex.qatools.camelot	camelot-extensions	2.1.12		30b68c8e41c166ac70e1db548936ff747b11da2d
ru.yandex.qatools.camelot	camelot-extensions	2.1.13		6bc4ff0ff4c972c24b31c911b33e560a826cbfcc
ru.yandex.qatools.camelot	camelot-extensions	2.1.14		081aa889a04e3c9d2395c7629c0fa4df2e6c33ae
ru.yandex.qatools.camelot	camelot-extensions	2.1.15		c901ea466b2d6b408d50004df7b82c95a8573d84
ru.yandex.qatools.camelot	camelot-extensions	2.1.16		b0cd7597af4a03cd4121ca66de2a9cc7c54a634b
ru.yandex.qatools.camelot	camelot-extensions	2.1.17		0131c0afb70e4dc1c45f8088e2831fd1dfee6a9d
ru.yandex.qatools.camelot	camelot-extensions	2.1.18		de74f39151d9a5a8e392f10c4edfc60e5e1cb0db
ru.yandex.qatools.camelot	camelot-extensions	2.1.19		bca78a48c9c3f3477a2f092b2384b2276f5858bb
ru.yandex.qatools.camelot	camelot-extensions	2.1.2		2c78f2c9d22e078d0b83e95ff65bdf8615722820
ru.yandex.qatools.camelot	camelot-extensions	2.1.20		b2fc51e23637e83212164d8db09810f520ee5c0d
ru.yandex.qatools.camelot	camelot-extensions	2.1.3		f75694d3af2d32aea29e1f525ee68acd0df0848c
ru.yandex.qatools.camelot	camelot-extensions	2.1.4		6aa4280913c8777196bc564857ddcf68f7c85b17
ru.yandex.qatools.camelot	camelot-extensions	2.1.5		73a058de1916aaea2a248fde0988c517bd4c5ed9
ru.yandex.qatools.camelot	camelot-extensions	2.1.6		303f6919fcdb52b78742ae01bd548439d5814ec2
ru.yandex.qatools.camelot	camelot-extensions	2.1.7		1d7ccdb97c063b3c45ff29b85edcb372403ba836
ru.yandex.qatools.camelot	camelot-extensions	2.1.8		fc429d211e08a2b9ce8ae1c9dc27832d8cafdf7e
ru.yandex.qatools.camelot	camelot-extensions	2.1.9		eb7343bcfff294253806e8db88223865af1c61f3
ru.yandex.qatools.camelot	camelot-extensions	2.2		bed0bf3f3bf61ca6e5983dc5ec65597cdb645c45
ru.yandex.qatools.camelot	camelot-extensions	2.2.1		f427ac929bee7b97e194275eb5b3ecb2d553922a
ru.yandex.qatools.camelot	camelot-extensions	2.3		be7a01a2ea7fd26b69d4b937561df6ede9488183
ru.yandex.qatools.camelot	camelot-extensions	2.3.1		e385db16d19738028707f4994609b260d4357d4f
ru.yandex.qatools.camelot	camelot-extensions	2.3.2		de052053cc2a8c0aa0e28e65ecb8cdca4825d4ff
ru.yandex.qatools.camelot	camelot-extensions	2.3.3		c0eb0f437193622912be3209a7bf8a7918dbe6d7
run.mone	ozhera-operator	1.0-jdk21		N/A
tw.purple	simple-utils_2.13	0.1.0		5331c1d9ffa5b2a255013a15add9f2dded3fc865
